id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2794431879,137,1,1,17,6,bsykw9d70ffqe9atosc92n1e9,1,53.5,49.4,2025-03-31T20:25:59.075Z,2025-03-31T20:26:01Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,,5615083097,141,39.5,5615083099,212,7.5,5615083095,140,56.6,5615083093,56,Center,5615083101,213,5.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794431899,138,1,1,17,9,bsykw9d70ffqe9atosc92n1e9,1,56.5,36.4,2025-03-31T20:26:01.780Z,2025-03-31T20:26:07Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,,5615083217,141,51.6,5615083215,140,51.5,5615083219,212,11.6,5615083213,56,Center,5615083221,213,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794431911,139,1,1,17,15,bsykw9d70ffqe9atosc92n1e9,1,54.7,53.1,2025-03-31T20:26:07.651Z,2025-03-31T20:26:09Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,,5615083301,213,1.51,5615083297,141,76.1,5615083299,212,15.7,5615083295,140,55.6,5615083293,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794431921,140,1,1,17,17,bsykw9d70ffqe9atosc92n1e9,1,55.6,76.1,2025-03-31T20:26:09.348Z,2025-03-31T20:26:11Z,18paxu0ihqdu4kbd2ddi5z1t5,M. Roseth,,,5615083365,213,4.19,5615083361,141,51.9,5615083363,212,19.0,5615083359,140,46.5,5615083357,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794431927,141,1,1,17,19,bsykw9d70ffqe9atosc92n1e9,1,45.0,48.2,2025-03-31T20:26:11.707Z,2025-03-31T20:26:13Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,,5615083401,56,Back,5615083407,212,14.1,5615083403,140,43.6,5615083409,213,4.61,5615083405,141,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794431951,142,1,1,17,21,bsykw9d70ffqe9atosc92n1e9,1,43.7,22.1,2025-03-31T20:26:13.795Z,2025-03-31T20:26:18Z,rqzgkxjy310eosvc4w7red49,A. Bærtelsen,,,5615083611,141,43.1,5615083613,212,20.0,5615083607,56,Back,5615083615,213,2.35,5615083609,140,30.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794431963,143,1,1,17,26,bsykw9d70ffqe9atosc92n1e9,0,29.7,39.5,2025-03-31T20:26:18.245Z,2025-03-31T20:26:20Z,cktx8pichvlnbdxizrosxckph,A. Østbø,,,5615083707,56,Right,5615083715,213,5.70,5615083713,212,50.6,5615083711,141,0.0,5615083709,140,70.0,5615083717,1,,5615083705,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794431969,144,5,1,17,28,bsykw9d70ffqe9atosc92n1e9,0,71.8,-1.0,2025-03-31T20:26:20.643Z,2025-03-31T21:26:26Z,cktx8pichvlnbdxizrosxckph,A. Østbø,,,5615083739,347,,5615084069,233,145,5615083737,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794432017,145,5,1,17,28,8q6cv8g4bd3xdl7m88kll16na,1,28.2,101.0,2025-03-31T20:26:20.643Z,2025-03-31T21:26:26Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5615084021,56,Back,5615084023,347,,5615084031,233,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794432033,146,1,1,17,35,8q6cv8g4bd3xdl7m88kll16na,1,21.3,100.0,2025-03-31T20:26:27.196Z,2025-03-31T20:26:29Z,c9a0owmk742hzaoxqlmxrruju,N. Pallas,,,5615084125,141,89.8,5615084119,107,,5615084129,213,3.64,5615084141,189,,5615084123,140,8.1,5615084121,56,Back,5615084127,212,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794432097,147,1,1,17,44,8q6cv8g4bd3xdl7m88kll16na,0,9.8,90.9,2025-03-31T20:26:36.220Z,2025-03-31T20:26:44Z,3ga4zm8ifo0ohz7xe03jxswkp,S. Jarl,,,5615084531,213,0.08,5615084529,212,26.1,5615084525,140,34.6,5615084787,189,,5615084523,56,Back,5615084527,141,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794432099,145,61,1,17,47,bsykw9d70ffqe9atosc92n1e9,1,58.8,9.5,2025-03-31T20:26:39.125Z,2025-03-31T20:26:46Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,,5615084819,189,,5615084533,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794432113,146,5,1,17,48,bsykw9d70ffqe9atosc92n1e9,0,63.8,-0.8,2025-03-31T20:26:40.860Z,2025-03-31T21:26:27Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,,5615084633,56,Right,5615084811,233,148,5615084635,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794432131,148,5,1,17,48,8q6cv8g4bd3xdl7m88kll16na,1,36.2,100.8,2025-03-31T20:26:40.860Z,2025-03-31T21:26:27Z,3ga4zm8ifo0ohz7xe03jxswkp,S. Jarl,,,5615084769,347,,5615084767,56,Back,5615084805,233,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794432169,149,1,1,17,56,8q6cv8g4bd3xdl7m88kll16na,1,31.7,100.0,2025-03-31T20:26:48.957Z,2025-03-31T20:26:50Z,c9a0owmk742hzaoxqlmxrruju,N. Pallas,,,5615085007,212,9.2,5615084995,107,,5615085003,140,38.4,5615084999,56,Back,5615085009,213,5.58,5615085005,141,92.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794432175,150,1,1,17,57,8q6cv8g4bd3xdl7m88kll16na,1,38.4,92.4,2025-03-31T20:26:49.972Z,2025-03-31T20:26:51Z,9xxdec5pv5plas9ve4ehs4nop,E. Sørensen,,,5615085037,141,96.0,5615085041,212,7.4,5615085033,140,31.7,5615085029,56,Back,5615085063,156,,5615085045,213,2.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794432197,151,1,1,18,0,8q6cv8g4bd3xdl7m88kll16na,1,35.7,93.9,2025-03-31T20:26:52.630Z,2025-03-31T20:27:48Z,c9a0owmk742hzaoxqlmxrruju,N. Pallas,,,5615085191,141,88.8,5615085193,212,16.8,5615087327,155,,5615085187,56,Left,5615085195,213,6.08,5615085189,140,51.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794432203,152,61,1,18,1,8q6cv8g4bd3xdl7m88kll16na,0,51.4,88.8,2025-03-31T20:26:53.940Z,2025-03-31T20:26:54Z,4krwgfspxdgpq1pli11b04iga,M. Brajanac,,,5615085211,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794432217,148,1,1,18,3,bsykw9d70ffqe9atosc92n1e9,1,60.4,17.9,2025-03-31T20:26:55.404Z,2025-03-31T20:26:56Z,rqzgkxjy310eosvc4w7red49,A. Bærtelsen,,,5615085307,140,64.9,5615085305,56,Right,5615085309,141,6.2,5615085311,212,9.3,5615085313,213,5.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794432237,149,1,1,18,4,bsykw9d70ffqe9atosc92n1e9,1,64.9,6.2,2025-03-31T20:26:56.643Z,2025-03-31T20:26:58Z,bjqtzq0xcvtmbn54orj7rn5xx,Z. Tripić,,,5615085437,141,11.6,5615085439,212,18.8,5615085441,213,2.95,5615085435,140,47.3,5615085433,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794432251,150,1,1,18,6,bsykw9d70ffqe9atosc92n1e9,1,45.8,15.5,2025-03-31T20:26:58.669Z,2025-03-31T20:27:00Z,cqwjwlsum5q92s2k80w3temi2,H. Heggheim,,,5615085563,56,Back,5615085565,140,43.9,5615085569,212,11.3,5615085571,213,1.75,5615085567,141,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794432273,151,1,1,18,8,bsykw9d70ffqe9atosc92n1e9,1,43.8,40.7,2025-03-31T20:27:00.619Z,2025-03-31T20:27:05Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,,5615085689,212,17.3,5615085685,140,45.7,5615085683,56,Back,5615085691,213,1.46,5615085687,141,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794432277,152,1,1,18,13,bsykw9d70ffqe9atosc92n1e9,0,58.5,75.0,2025-03-31T20:27:05.340Z,2025-03-31T20:27:05Z,18paxu0ihqdu4kbd2ddi5z1t5,M. Roseth,,,5615085695,56,Left,5615085703,213,0.35,5615085701,212,14.3,5615085699,141,82.3,5615085697,140,71.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794432289,153,8,1,18,15,8q6cv8g4bd3xdl7m88kll16na,1,39.3,15.9,2025-03-31T20:27:08.053Z,2025-03-31T20:27:08Z,d5jihfuxjuw51jgt6k4zhmrmy,M. Riisnæs,,,5615085815,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794432335,155,1,1,18,18,8q6cv8g4bd3xdl7m88kll16na,1,58.5,16.2,2025-03-31T20:27:11.069Z,2025-03-31T20:27:14Z,d5jihfuxjuw51jgt6k4zhmrmy,M. Riisnæs,,,5615086053,56,Right,5615086059,212,16.1,5615086061,213,5.78,5615086055,140,71.9,5615086057,141,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794432345,156,1,1,18,22,8q6cv8g4bd3xdl7m88kll16na,0,72.5,3.7,2025-03-31T20:27:14.332Z,2025-03-31T20:27:15Z,bxafjt88zqj5wgvx5r71c6cid,H. Bjørdal,,,5615086115,233,153,5615086119,286,,5615086107,213,0.17,5615086113,236,,5615086103,141,4.0,5615086101,140,73.6,5615086105,212,1.2,5615086099,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794432339,153,74,1,18,22,bsykw9d70ffqe9atosc92n1e9,1,19.4,88.1,2025-03-31T20:27:14.333Z,2025-03-31T20:27:16Z,18paxu0ihqdu4kbd2ddi5z1t5,M. Roseth,,,5615086079,285,,5615086137,233,156,5615086075,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794432357,154,5,1,18,24,bsykw9d70ffqe9atosc92n1e9,0,17.8,101.8,2025-03-31T20:27:16.572Z,2025-03-31T21:26:28Z,18paxu0ihqdu4kbd2ddi5z1t5,M. Roseth,,,5615086187,56,Back,5615086493,233,157,5615086189,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794432401,157,5,1,18,24,8q6cv8g4bd3xdl7m88kll16na,1,82.2,-1.8,2025-03-31T20:27:16.572Z,2025-03-31T21:26:27Z,bxafjt88zqj5wgvx5r71c6cid,H. Bjørdal,,,5615086459,233,154,5615086421,56,Right,5615086423,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794432409,158,1,1,18,30,8q6cv8g4bd3xdl7m88kll16na,1,86.0,0.0,2025-03-31T20:27:22.428Z,2025-03-31T20:27:24Z,d5jihfuxjuw51jgt6k4zhmrmy,M. Riisnæs,,,5615086511,213,0.56,5615086507,141,6.7,5615086505,140,94.3,5615086509,212,10.3,5615086501,107,,5615086503,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794432425,159,1,1,18,31,8q6cv8g4bd3xdl7m88kll16na,1,94.3,6.6,2025-03-31T20:27:23.821Z,2025-03-31T20:27:26Z,bxafjt88zqj5wgvx5r71c6cid,H. Bjørdal,,,5615086627,56,Right,5615086635,213,3.55,5615086629,140,87.5,5615086631,141,2.1,5615086633,212,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794432435,160,1,1,18,34,8q6cv8g4bd3xdl7m88kll16na,1,85.7,7.5,2025-03-31T20:27:26.252Z,2025-03-31T20:27:28Z,d5jihfuxjuw51jgt6k4zhmrmy,M. Riisnæs,,,5615086699,213,3.26,5615086695,141,5.2,5615086697,212,13.2,5615086691,56,Right,5615086693,140,73.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794432453,161,1,1,18,35,8q6cv8g4bd3xdl7m88kll16na,1,74.5,6.3,2025-03-31T20:27:28.109Z,2025-03-31T20:27:31Z,rzfthr8qys67ormz869jrndg,H. Sjåtil,,,5615086815,155,,5615086825,213,1.03,5615086819,140,93.1,5615086813,2,,5615086823,212,38.1,5615086821,141,54.4,5615086817,56,Center,5615086827,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794432469,155,4,1,18,39,bsykw9d70ffqe9atosc92n1e9,1,7.2,45.4,2025-03-31T20:27:31.211Z,2025-03-31T20:27:37Z,rqzgkxjy310eosvc4w7red49,A. Bærtelsen,,,5615086903,285,,5615086901,152,,5615086899,56,Back,5615086895,13,,5615086897,294,,5615086941,233,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794432455,162,4,1,18,39,8q6cv8g4bd3xdl7m88kll16na,0,92.8,54.6,2025-03-31T20:27:31.212Z,2025-03-31T20:27:37Z,4krwgfspxdgpq1pli11b04iga,M. Brajanac,,,5615086879,13,,5615086885,152,,5615086881,294,,5615086887,286,,5615086883,56,Center,5615086951,233,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794432575,156,1,1,19,1,bsykw9d70ffqe9atosc92n1e9,1,11.4,58.2,2025-03-31T20:27:53.565Z,2025-03-31T21:04:20Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,,5615088207,189,,5615087617,212,11.1,5615087609,152,,5615087615,141,43.1,5615087619,213,4.32,5615087607,5,,5615087613,140,7.3,5615087611,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794432599,157,1,1,19,2,bsykw9d70ffqe9atosc92n1e9,1,7.3,43.1,2025-03-31T20:27:54.716Z,2025-03-31T20:27:59Z,cktx8pichvlnbdxizrosxckph,A. Østbø,,,5615087797,212,53.4,5615087783,157,,5615087791,140,54.0,5615087801,213,5.88,5615087805,1,,5615087787,56,Right,5615087795,141,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794432613,163,4,1,19,7,8q6cv8g4bd3xdl7m88kll16na,1,46.2,90.8,2025-03-31T20:27:59.291Z,2025-03-31T20:28:06Z,c9a0owmk742hzaoxqlmxrruju,N. Pallas,,,5615087957,56,Back,5615087961,286,,5615087959,152,,5615087977,233,158,5615087955,295,,5615087953,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794432603,158,4,1,19,7,bsykw9d70ffqe9atosc92n1e9,0,53.8,9.2,2025-03-31T20:27:59.292Z,2025-03-31T20:28:05Z,cqwjwlsum5q92s2k80w3temi2,H. Heggheim,,,5615087947,56,Right,5615088003,233,163,5615087943,13,,5615087951,285,,5615087949,152,,5615087945,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794432719,164,1,1,19,20,8q6cv8g4bd3xdl7m88kll16na,1,43.5,92.7,2025-03-31T20:28:12.124Z,2025-03-31T20:28:13Z,c9a0owmk742hzaoxqlmxrruju,N. Pallas,,,5615088445,140,25.1,5615088449,212,19.8,5615088451,213,3.36,5615088441,152,,5615088439,5,,5615088443,56,Back,5615088447,141,86.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794432761,165,1,1,19,21,8q6cv8g4bd3xdl7m88kll16na,1,25.4,83.5,2025-03-31T20:28:13.772Z,2025-03-31T20:28:20Z,3ga4zm8ifo0ohz7xe03jxswkp,S. Jarl,,,5615088705,213,4.74,5615088691,56,Back,5615088693,140,26.3,5615088695,141,37.3,5615088699,212,31.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794432777,166,1,1,19,28,8q6cv8g4bd3xdl7m88kll16na,1,34.6,41.0,2025-03-31T20:28:20.181Z,2025-03-31T20:28:23Z,fbd96sw3egypi2key2hxbnu2,A. Kiil Olsen,,,5615088799,140,36.6,5615088805,213,1.48,5615088803,212,23.9,5615088801,141,76.0,5615088797,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794432797,167,1,1,19,30,8q6cv8g4bd3xdl7m88kll16na,0,41.0,77.2,2025-03-31T20:28:22.868Z,2025-03-31T20:28:25Z,3ga4zm8ifo0ohz7xe03jxswkp,S. Jarl,,,5615088895,141,83.6,5615088899,213,0.12,5615088893,140,76.5,5615088891,56,Left,5615088901,1,,5615088897,212,37.5,5615088889,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794432815,159,61,1,19,35,bsykw9d70ffqe9atosc92n1e9,1,24.9,17.1,2025-03-31T20:28:27.457Z,2025-03-31T20:28:27Z,cqwjwlsum5q92s2k80w3temi2,H. Heggheim,,,5615088999,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794432845,168,1,1,19,39,8q6cv8g4bd3xdl7m88kll16na,0,98.6,86.5,2025-03-31T20:28:31.899Z,2025-03-31T20:28:32Z,c9a0owmk742hzaoxqlmxrruju,N. Pallas,,,5615089171,212,19.1,5615089173,213,4.65,5615089167,140,97.5,5615089165,56,Center,5615089169,141,58.5,5615089161,2,,5615089163,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794432863,160,12,1,19,40,bsykw9d70ffqe9atosc92n1e9,1,7.9,35.7,2025-03-31T20:28:32.772Z,2025-03-31T20:28:35Z,rqzgkxjy310eosvc4w7red49,A. Bærtelsen,,,5615089279,212,20.6,5615089275,140,17.4,5615089277,141,9.2,5615089281,213,5.22,5615089273,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794432899,161,1,1,19,43,bsykw9d70ffqe9atosc92n1e9,0,17.4,9.2,2025-03-31T20:28:35.500Z,2025-03-31T20:28:40Z,bjqtzq0xcvtmbn54orj7rn5xx,Z. Tripić,,,5615089489,56,Back,5615089497,213,5.88,5615089495,212,18.6,5615089487,157,,5615089499,1,,5615089491,140,33.7,5615089493,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794432901,162,5,1,19,48,bsykw9d70ffqe9atosc92n1e9,0,34.5,-1.2,2025-03-31T20:28:40.299Z,2025-03-31T21:26:29Z,bjqtzq0xcvtmbn54orj7rn5xx,Z. Tripić,,,5615089507,347,,5615089709,233,169,5615089505,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794432919,169,5,1,19,48,8q6cv8g4bd3xdl7m88kll16na,1,65.5,101.2,2025-03-31T20:28:40.299Z,2025-03-31T21:26:28Z,c9a0owmk742hzaoxqlmxrruju,N. Pallas,,,5615089685,233,162,5615089653,56,Left,5615089655,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794432941,170,1,1,19,53,8q6cv8g4bd3xdl7m88kll16na,1,68.6,100.0,2025-03-31T20:28:45.756Z,2025-03-31T20:28:48Z,c9a0owmk742hzaoxqlmxrruju,N. Pallas,,,5615089797,140,58.3,5615089793,107,,5615089801,212,11.2,5615089803,213,3.39,5615089799,141,96.9,5615089795,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794432957,171,1,1,19,56,8q6cv8g4bd3xdl7m88kll16na,1,59.9,96.4,2025-03-31T20:28:48.404Z,2025-03-31T20:28:51Z,3ga4zm8ifo0ohz7xe03jxswkp,S. Jarl,,,5615089909,213,3.93,5615089905,141,71.1,5615089901,56,Back,5615089907,212,24.3,5615089903,140,43.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794432989,172,1,1,19,59,8q6cv8g4bd3xdl7m88kll16na,0,44.6,70.8,2025-03-31T20:28:51.246Z,2025-03-31T20:28:54Z,fbd96sw3egypi2key2hxbnu2,A. Kiil Olsen,,,5615090057,213,0.24,5615090047,155,,5615090059,1,,5615090055,212,41.2,5615090049,56,Left,5615090053,141,85.0,5615090051,140,82.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794432993,163,12,1,20,2,bsykw9d70ffqe9atosc92n1e9,1,15.0,9.7,2025-03-31T20:28:54.886Z,2025-03-31T20:28:55Z,cqwjwlsum5q92s2k80w3temi2,H. Heggheim,,,5615090077,140,21.7,5615090083,213,0.91,5615090081,212,11.5,5615090113,15,,5615090079,141,23.0,5615090075,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794433025,173,1,1,20,4,8q6cv8g4bd3xdl7m88kll16na,1,79.0,78.4,2025-03-31T20:28:56.621Z,2025-03-31T20:28:59Z,9xxdec5pv5plas9ve4ehs4nop,E. Sørensen,,,5615090253,212,6.2,5615090251,141,77.2,5615090243,56,Center,5615090249,140,73.1,5615090255,213,3.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794433039,174,1,1,20,6,8q6cv8g4bd3xdl7m88kll16na,1,73.8,77.5,2025-03-31T20:28:58.995Z,2025-03-31T20:29:00Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5615090293,56,Center,5615090299,212,9.7,5615090295,140,71.9,5615090297,141,63.6,5615090301,213,4.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794433053,175,1,1,20,8,8q6cv8g4bd3xdl7m88kll16na,1,71.9,63.8,2025-03-31T20:29:00.605Z,2025-03-31T20:29:02Z,9xxdec5pv5plas9ve4ehs4nop,E. Sørensen,,,5615090379,141,51.9,5615090375,56,Center,5615090377,140,60.8,5615090383,213,3.75,5615090381,212,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794433067,176,1,1,20,10,8q6cv8g4bd3xdl7m88kll16na,1,60.7,51.7,2025-03-31T20:29:02.315Z,2025-03-31T20:29:05Z,fbd96sw3egypi2key2hxbnu2,A. Kiil Olsen,,,5615090445,213,4.71,5615090443,212,19.3,5615090441,141,23.3,5615090439,140,60.6,5615090437,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794433105,177,1,1,20,12,8q6cv8g4bd3xdl7m88kll16na,1,60.5,23.1,2025-03-31T20:29:05.099Z,2025-03-31T20:29:12Z,rzfthr8qys67ormz869jrndg,H. Sjåtil,,,5615090683,140,72.7,5615090687,212,19.3,5615090681,56,Right,5615090685,141,1.9,5615090689,213,5.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794433121,178,1,1,20,20,8q6cv8g4bd3xdl7m88kll16na,1,84.0,7.6,2025-03-31T20:29:12.651Z,2025-03-31T20:29:14Z,d5jihfuxjuw51jgt6k4zhmrmy,M. Riisnæs,,,5615090769,140,74.8,5615090775,213,3.25,5615090767,56,Right,5615090771,141,6.1,5615090773,212,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794433137,179,1,1,20,22,8q6cv8g4bd3xdl7m88kll16na,1,75.0,7.2,2025-03-31T20:29:14.676Z,2025-03-31T20:29:17Z,rzfthr8qys67ormz869jrndg,H. Sjåtil,,,5615090867,212,5.9,5615090863,140,72.6,5615090861,56,Right,5615090865,141,15.0,5615090869,213,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794433157,180,1,1,20,24,8q6cv8g4bd3xdl7m88kll16na,1,74.1,13.1,2025-03-31T20:29:17.092Z,2025-03-31T20:29:19Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5615090983,212,3.7,5615090981,141,8.7,5615090977,56,Right,5615090985,213,4.10,5615090979,140,72.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794433183,181,1,1,20,27,8q6cv8g4bd3xdl7m88kll16na,1,70.0,7.9,2025-03-31T20:29:19.580Z,2025-03-31T20:29:22Z,rzfthr8qys67ormz869jrndg,H. Sjåtil,,,5615091111,56,Back,5615091117,212,30.9,5615091113,140,46.8,5615091119,213,2.48,5615091115,141,35.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794433195,182,1,1,20,30,8q6cv8g4bd3xdl7m88kll16na,1,45.9,36.5,2025-03-31T20:29:22.571Z,2025-03-31T20:29:25Z,fbd96sw3egypi2key2hxbnu2,A. Kiil Olsen,,,5615091207,140,43.0,5615091213,213,1.73,5615091211,212,19.7,5615091209,141,65.1,5615091205,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794433233,183,1,1,20,33,8q6cv8g4bd3xdl7m88kll16na,1,44.1,58.5,2025-03-31T20:29:25.589Z,2025-03-31T20:29:31Z,3ga4zm8ifo0ohz7xe03jxswkp,S. Jarl,,,5615091395,1,,5615091387,140,68.5,5615091393,213,5.30,5615091391,212,46.3,5615091383,155,,5615091385,56,Right,5615091389,141,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794433247,184,1,1,20,39,8q6cv8g4bd3xdl7m88kll16na,1,75.3,12.0,2025-03-31T20:29:31.539Z,2025-03-31T20:29:59Z,d5jihfuxjuw51jgt6k4zhmrmy,M. Riisnæs,1.0,,5615092231,154,,5615092229,210,13,5615091501,213,1.10,5615091489,2,,5615091497,141,52.3,5615091491,155,,5615091493,56,Center,5615091495,140,88.6,5615091499,212,30.8,,,,,,,,,,,,,,,,,,,,,,,,,,
2794433249,164,43,1,20,41,bsykw9d70ffqe9atosc92n1e9,1,0.0,0.0,2025-03-31T20:29:34.101Z,2025-03-31T20:29:55Z,rqzgkxjy310eosvc4w7red49,A. Bærtelsen,,,5615091503,56,Back,5615091509,212,7.9,5615091505,140,7.3,5615091507,141,38.8,5615091529,15,0,5615092115,144,12,5615091511,213,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
