id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/8/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2820723681,123,61,1,15,53,uqspd1bx7f6mq8ohj50u1k1k,0,30.6,9.7,2025-06-01T15:17:05.433Z,2025-06-01T15:17:06Z,8qmrc7p7k4bod8ojxl5ib6ot0,D. Tufekčić,,,5760349981,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820723687,146,1,1,15,54,6oxoag5c6zbnn09wx08vz4iak,1,62.6,92.9,2025-06-01T15:17:06.248Z,2025-06-01T15:17:07Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5760350017,141,87.8,5760350019,212,4.8,5760350021,213,3.96,5760350015,140,59.5,5760350013,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820723691,147,1,1,15,55,6oxoag5c6zbnn09wx08vz4iak,1,59.5,87.8,2025-06-01T15:17:06.815Z,2025-06-01T15:17:07Z,195m3d6cnwm71j1d2rjo25sdl,F. Myhre,,,5760350045,212,10.5,5760350047,213,3.49,5760350043,141,82.6,5760350039,56,Left,5760350041,140,50.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820723707,149,1,1,15,56,6oxoag5c6zbnn09wx08vz4iak,1,50.1,82.4,2025-06-01T15:17:07.785Z,2025-06-01T15:17:09Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5760350133,213,5.04,5760350119,56,Center,5760350123,140,52.3,5760350131,212,7.2,5760350127,141,72.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820723715,150,1,1,15,58,6oxoag5c6zbnn09wx08vz4iak,1,52.5,72.6,2025-06-01T15:17:09.600Z,2025-06-01T15:17:10Z,3m2o0t6siupip9y3sco71fe5m,E. Guðmundsson,,,5760350181,213,0.92,5760350177,141,79.1,5760350179,212,5.6,5760350175,140,55.7,5760350173,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820723749,151,1,1,15,58,6oxoag5c6zbnn09wx08vz4iak,1,56.6,78.5,2025-06-01T15:17:10.433Z,2025-06-01T15:17:15Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5760350361,141,91.1,5760350363,212,24.1,5760350359,140,78.1,5760350365,213,0.36,5760350357,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820723763,152,1,1,16,3,6oxoag5c6zbnn09wx08vz4iak,1,84.2,91.2,2025-06-01T15:17:15.160Z,2025-06-01T15:17:18Z,ce1q0p0ifilrb8wx6rmkcaeol,B. Finne,,,5760350485,213,2.97,5760350479,140,78.5,5760350483,212,6.1,5760350477,56,Left,5760350481,141,92.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820723781,153,1,1,16,6,6oxoag5c6zbnn09wx08vz4iak,1,76.9,92.9,2025-06-01T15:17:17.800Z,2025-06-01T15:17:21Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5760350561,213,4.14,5760350553,56,Left,5760350555,140,71.3,5760350559,212,10.9,5760350557,141,79.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820723785,124,83,1,16,8,uqspd1bx7f6mq8ohj50u1k1k,0,20.7,13.2,2025-06-01T15:17:19.802Z,2025-06-01T16:45:39Z,7fsqcwqftmk6lms6f6u8lpdlg,S. Kilen,,,5760350781,399,gbeebtmqq3qerrs4u7ikq0ru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820723797,154,1,1,16,9,6oxoag5c6zbnn09wx08vz4iak,1,69.6,79.4,2025-06-01T15:17:21.120Z,2025-06-01T15:17:22Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5760350653,213,1.11,5760350645,56,Left,5760350649,141,91.1,5760350647,140,73.4,5760350651,212,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820723825,155,1,1,16,11,6oxoag5c6zbnn09wx08vz4iak,1,73.4,91.1,2025-06-01T15:17:22.632Z,2025-06-01T15:17:25Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5760350751,213,0.05,5760350743,56,Left,5760350747,141,91.5,5760350745,140,78.3,5760350749,212,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820723831,156,3,1,16,14,6oxoag5c6zbnn09wx08vz4iak,0,84.2,89.3,2025-06-01T15:17:25.656Z,2025-06-01T17:14:58Z,195m3d6cnwm71j1d2rjo25sdl,F. Myhre,,,5760350769,56,Left,5760350771,286,,5760350857,233,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820723843,125,7,1,16,14,uqspd1bx7f6mq8ohj50u1k1k,0,15.8,10.7,2025-06-01T15:17:25.657Z,2025-06-01T17:14:58Z,bqcjd0macjc7hmtz7zx34ym6t,R. Çorlu,,,5760350801,285,,5760350799,56,Back,5760350819,233,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820757743,730,61,1,16,15,6oxoag5c6zbnn09wx08vz4iak,1,81.9,89.5,2025-06-01T15:17:27.333Z,2025-06-01T16:46:43Z,195m3d6cnwm71j1d2rjo25sdl,F. Myhre,,,5760545393,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820723891,127,1,1,16,19,uqspd1bx7f6mq8ohj50u1k1k,0,25.0,32.7,2025-06-01T15:17:31.392Z,2025-06-01T15:18:08Z,bqcjd0macjc7hmtz7zx34ym6t,R. Çorlu,,,5760351057,141,70.0,5760351055,140,67.4,5760351059,212,51.2,5760351051,157,,5760351063,1,,5760351061,213,0.52,5760351053,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820723963,158,1,1,16,24,6oxoag5c6zbnn09wx08vz4iak,1,32.8,13.4,2025-06-01T15:17:35.752Z,2025-06-01T15:17:43Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,,5760351423,56,Back,5760351431,213,2.46,5760351429,212,27.5,5760351425,140,12.5,5760351427,141,38.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820723987,159,1,1,16,31,6oxoag5c6zbnn09wx08vz4iak,1,8.6,48.5,2025-06-01T15:17:42.840Z,2025-06-01T15:17:45Z,mh6rotmnlhe66f2y16c3vvmd,M. Dyngeland,,,5760351557,140,25.9,5760351559,141,54.0,5760351561,212,18.5,5760351553,56,Back,5760351563,213,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820724007,160,1,1,16,33,6oxoag5c6zbnn09wx08vz4iak,1,25.6,52.1,2025-06-01T15:17:45.040Z,2025-06-01T15:17:48Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5760351665,141,86.3,5760351669,213,1.51,5760351667,212,23.3,5760351663,140,26.9,5760351661,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820724019,161,1,1,16,36,6oxoag5c6zbnn09wx08vz4iak,1,25.6,90.6,2025-06-01T15:17:48.440Z,2025-06-01T15:17:50Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5760351755,141,91.1,5760351759,213,0.02,5760351757,212,19.7,5760351753,140,44.4,5760351751,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820724029,162,1,1,16,38,6oxoag5c6zbnn09wx08vz4iak,1,44.4,91.1,2025-06-01T15:17:50.304Z,2025-06-01T15:18:12Z,d4ye48utus6dfrp5jxhipjo8a,A. Heggebø,,,5760351787,212,9.4,5760351785,141,77.6,5760351789,213,4.51,5760352441,156,,5760351783,140,42.6,5760351781,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820724061,163,1,1,16,39,6oxoag5c6zbnn09wx08vz4iak,1,42.6,77.6,2025-06-01T15:17:51.343Z,2025-06-01T15:18:05Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,1.0,,5760351971,140,69.9,5760352169,210,13,5760351973,141,78.5,5760351977,213,0.02,5760351975,212,28.7,5760351969,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820724063,164,13,1,16,47,6oxoag5c6zbnn09wx08vz4iak,1,86.4,60.7,2025-06-01T15:17:58.775Z,2025-06-01T16:47:52Z,ce1q0p0ifilrb8wx6rmkcaeol,B. Finne,,,5760351985,22,,5760549367,17,,5760352183,84,,5760352037,20,,5760352197,230,99.0,5760352195,215,,5760352191,102,42.0,5760351989,56,Center,5760352193,103,5760352185,29,,5760352187,55,163,5760352199,231,49.6,,,,,,22.2,,,,,,,,,,,,,,,
2820724067,128,5,1,16,48,uqspd1bx7f6mq8ohj50u1k1k,1,-1.0,59.4,2025-06-01T15:17:59.969Z,2025-06-01T17:17:43Z,3sfh0fq729hxtea9rzfke9979,D. Ulvestad,,,5760352013,56,Back,5760352033,233,165,5760352015,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820724071,165,5,1,16,48,6oxoag5c6zbnn09wx08vz4iak,0,101.0,40.6,2025-06-01T15:17:59.969Z,2025-06-01T17:17:44Z,ce1q0p0ifilrb8wx6rmkcaeol,B. Finne,,,5760352031,346,,5760352055,233,128,5760352029,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820724169,129,1,1,17,11,uqspd1bx7f6mq8ohj50u1k1k,1,3.6,51.8,2025-06-01T15:18:22.769Z,2025-06-01T16:48:59Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,,5760352581,124,,5760352591,213,4.91,5760352601,189,,5760352587,141,23.6,5760352595,237,,5760352585,140,7.2,5760352589,212,19.5,5760352583,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820759017,770,1,1,17,13,uqspd1bx7f6mq8ohj50u1k1k,1,3.7,48.9,2025-06-01T15:18:25.545Z,2025-06-01T16:48:55Z,45d87fg5d9k6rvgkkoqcdr384,A. Sæther,,,5760552101,56,Back,5760552103,140,8.8,5760552107,212,13.9,5760552109,213,5.11,5760552105,141,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820724217,130,1,1,17,15,uqspd1bx7f6mq8ohj50u1k1k,1,9.4,15.9,2025-06-01T15:18:26.560Z,2025-06-01T15:18:34Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,,5760352831,196,,5760352829,155,,5760352843,1,,5760352833,56,Back,5760352841,213,1.18,5760352839,212,49.5,5760352835,140,27.3,5760352837,141,83.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820724225,131,1,1,17,22,uqspd1bx7f6mq8ohj50u1k1k,1,39.9,84.7,2025-06-01T15:18:33.834Z,2025-06-01T15:18:35Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,,5760352883,212,15.0,5760352879,140,54.2,5760352877,56,Left,5760352881,141,85.4,5760352885,213,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820724229,132,1,1,17,23,uqspd1bx7f6mq8ohj50u1k1k,0,54.9,85.6,2025-06-01T15:18:35.521Z,2025-06-01T15:18:38Z,94s19kazaywfzrg007vsha6wa,R. Alte,,,5760352907,141,84.8,5760352953,233,166,5760352909,212,7.3,5760352905,140,61.8,5760352957,286,,5760352903,56,Left,5760352951,236,,5760352911,213,6.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820724241,166,74,1,17,23,6oxoag5c6zbnn09wx08vz4iak,1,40.5,14.9,2025-06-01T15:18:35.522Z,2025-06-01T17:13:20Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,,5760352959,233,132,5760352947,56,Back,5760352949,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820724351,133,5,1,17,27,uqspd1bx7f6mq8ohj50u1k1k,1,36.8,102.0,2025-06-01T15:18:39.129Z,2025-06-01T17:17:44Z,94s19kazaywfzrg007vsha6wa,R. Alte,,,5760353517,56,Back,5760353557,233,167,5760353519,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820724265,167,5,1,17,27,6oxoag5c6zbnn09wx08vz4iak,0,63.2,-2.0,2025-06-01T15:18:39.129Z,2025-06-01T17:17:45Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,,5760353083,347,,5760353081,56,Right,5760353567,233,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820724359,134,1,1,17,44,uqspd1bx7f6mq8ohj50u1k1k,0,36.0,100.0,2025-06-01T15:18:55.713Z,2025-06-01T15:18:57Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,,5760353607,212,25.0,5760353609,213,5.98,5760353603,141,91.1,5760353611,1,,5760353599,140,58.7,5760353595,107,,5760353597,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820724369,168,1,1,17,46,6oxoag5c6zbnn09wx08vz4iak,0,36.3,18.5,2025-06-01T15:18:58.351Z,2025-06-01T15:18:59Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5760353647,212,24.5,5760353651,213,6.08,5760353643,141,11.1,5760353655,1,,5760353633,157,,5760353639,140,59.1,5760353635,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820724393,135,1,1,17,48,uqspd1bx7f6mq8ohj50u1k1k,1,33.7,85.6,2025-06-01T15:19:00.041Z,2025-06-01T15:19:01Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,,5760353787,141,75.0,5760353789,212,9.6,5760353785,140,27.7,5760353781,155,,5760353783,56,Back,5760353791,213,3.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820724415,136,1,1,17,49,uqspd1bx7f6mq8ohj50u1k1k,1,27.7,75.0,2025-06-01T15:19:00.873Z,2025-06-01T15:19:03Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,,5760353923,213,5.62,5760353909,3,,5760353913,56,Back,5760353921,212,14.0,5760353919,141,62.3,5760353917,140,38.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820724469,137,1,1,17,51,uqspd1bx7f6mq8ohj50u1k1k,1,40.7,51.3,2025-06-01T15:19:03.504Z,2025-06-01T15:19:10Z,15823p8n34f7coivq6wq687is,W. Igor,,,5760354229,213,5.15,5760354225,141,26.5,5760354227,212,18.6,5760354223,140,48.2,5760354221,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820724511,138,1,1,17,59,uqspd1bx7f6mq8ohj50u1k1k,1,72.2,18.8,2025-06-01T15:19:10.681Z,2025-06-01T15:19:16Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,,5760354423,140,65.6,5760354421,56,Center,5760354425,141,35.5,5760354429,213,2.12,5760354427,212,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820724525,139,1,1,18,4,uqspd1bx7f6mq8ohj50u1k1k,1,69.5,38.0,2025-06-01T15:19:16.481Z,2025-06-01T15:19:19Z,bqcjd0macjc7hmtz7zx34ym6t,R. Çorlu,,,5760354513,141,61.7,5760354509,56,Center,5760354511,140,62.7,5760354515,212,17.6,5760354517,213,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820724531,140,1,1,18,7,uqspd1bx7f6mq8ohj50u1k1k,1,62.7,61.7,2025-06-01T15:19:19.184Z,2025-06-01T15:19:20Z,3sfh0fq729hxtea9rzfke9979,D. Ulvestad,,,5760354541,141,84.5,5760354539,140,65.7,5760354537,56,Left,5760354543,212,15.8,5760354545,213,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820724547,141,1,1,18,9,uqspd1bx7f6mq8ohj50u1k1k,1,66.7,88.6,2025-06-01T15:19:20.713Z,2025-06-01T15:19:25Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,,5760354625,56,Center,5760354629,141,78.1,5760354627,140,67.0,5760354631,212,7.1,5760354633,213,4.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820724541,169,83,1,18,12,6oxoag5c6zbnn09wx08vz4iak,0,31.8,23.1,2025-06-01T15:19:24.310Z,2025-06-01T15:19:28Z,d4ye48utus6dfrp5jxhipjo8a,A. Heggebø,,,5760354715,399,bqcjd0macjc7hmtz7zx34ym6t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820724549,142,50,1,18,13,uqspd1bx7f6mq8ohj50u1k1k,1,70.4,86.0,2025-06-01T15:19:25.182Z,2025-06-01T15:19:29Z,bqcjd0macjc7hmtz7zx34ym6t,R. Çorlu,,,5760354697,233,170,5760354639,56,Left,5760354641,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820724551,170,7,1,18,13,6oxoag5c6zbnn09wx08vz4iak,1,29.6,14.0,2025-06-01T15:19:25.183Z,2025-06-01T15:19:30Z,d4ye48utus6dfrp5jxhipjo8a,A. Heggebø,,,5760354643,167,,5760354647,285,,5760354677,233,142,5760354645,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820724619,143,5,1,18,14,uqspd1bx7f6mq8ohj50u1k1k,1,67.4,101.5,2025-06-01T15:19:25.739Z,2025-06-01T17:17:45Z,bqcjd0macjc7hmtz7zx34ym6t,R. Çorlu,,,5760354997,347,,5760354995,56,Left,5760355001,233,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820724553,171,5,1,18,14,6oxoag5c6zbnn09wx08vz4iak,0,32.6,-1.5,2025-06-01T15:19:25.739Z,2025-06-01T17:17:45Z,d4ye48utus6dfrp5jxhipjo8a,A. Heggebø,,,5760354651,347,,5760354649,56,Back,5760355009,233,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820724629,144,1,1,18,24,uqspd1bx7f6mq8ohj50u1k1k,1,70.0,100.0,2025-06-01T15:19:36.536Z,2025-06-01T15:19:39Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,,5760355057,141,94.2,5760355059,212,6.8,5760355055,140,74.1,5760355051,107,,5760355053,56,Left,5760355061,213,5.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820724645,145,61,1,18,27,uqspd1bx7f6mq8ohj50u1k1k,0,76.2,92.0,2025-06-01T15:19:39.440Z,2025-06-01T17:10:26Z,33upoxyyqkh71m6d0b2nsn95g,M. Ubandoma,,,5760355137,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820724663,173,1,1,18,30,6oxoag5c6zbnn09wx08vz4iak,1,29.0,15.8,2025-06-01T15:19:41.678Z,2025-06-01T15:19:42Z,3vuirsh6wmbhingygy27f0hqt,M. Sande,,,5760355227,141,15.2,5760355229,212,15.2,5760355225,140,14.5,5760355223,56,Back,5760355231,213,3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820724667,174,1,1,18,31,6oxoag5c6zbnn09wx08vz4iak,1,14.5,15.2,2025-06-01T15:19:42.604Z,2025-06-01T17:10:19Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,,5760355257,212,15.0,5760355255,141,33.9,5760355259,213,2.13,5760355251,56,Back,5760355253,140,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820724681,175,1,1,18,31,6oxoag5c6zbnn09wx08vz4iak,1,6.9,33.9,2025-06-01T15:19:43.230Z,2025-06-01T15:19:45Z,mh6rotmnlhe66f2y16c3vvmd,M. Dyngeland,,,5760355311,1,,5760355301,56,Back,5760355305,141,31.6,5760355309,213,6.24,5760355307,212,35.3,5760355303,140,40.5,5760355299,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820724683,176,44,1,18,33,6oxoag5c6zbnn09wx08vz4iak,1,50.2,24.9,2025-06-01T15:19:45.127Z,2025-06-01T17:17:14Z,d4ye48utus6dfrp5jxhipjo8a,A. Heggebø,,,5760355433,286,,5760355315,56,Center,5760355369,233,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820724679,146,44,1,18,33,uqspd1bx7f6mq8ohj50u1k1k,0,49.8,75.1,2025-06-01T15:19:45.128Z,2025-06-01T17:17:14Z,3sfh0fq729hxtea9rzfke9979,D. Ulvestad,,,5760640103,285,,5760355295,56,Back,5760355415,233,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820724687,177,43,1,18,34,6oxoag5c6zbnn09wx08vz4iak,1,0.0,0.0,2025-06-01T15:19:45.774Z,2025-06-01T15:19:48Z,d4ye48utus6dfrp5jxhipjo8a,A. Heggebø,,,5760355333,285,0,5760355435,144,44,5760355331,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820724691,178,1,1,18,34,6oxoag5c6zbnn09wx08vz4iak,0,39.9,31.6,2025-06-01T15:19:45.785Z,2025-06-01T15:19:47Z,d4ye48utus6dfrp5jxhipjo8a,A. Heggebø,,,5760355351,3,,5760355363,213,5.77,5760355361,212,3.9,5760355353,168,,5760355357,140,43.1,5760355355,56,Back,5760355359,141,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820724693,147,61,1,18,35,uqspd1bx7f6mq8ohj50u1k1k,1,43.7,79.0,2025-06-01T15:19:47.041Z,2025-06-01T17:10:25Z,3sfh0fq729hxtea9rzfke9979,D. Ulvestad,,,5760355367,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820724723,148,50,1,18,39,uqspd1bx7f6mq8ohj50u1k1k,1,57.6,92.2,2025-06-01T15:19:50.998Z,2025-06-01T15:20:04Z,15823p8n34f7coivq6wq687is,W. Igor,,,5760355655,233,179,5760355551,56,Left,5760355553,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820724741,179,7,1,18,39,6oxoag5c6zbnn09wx08vz4iak,0,42.4,7.8,2025-06-01T15:19:50.999Z,2025-06-01T16:52:10Z,3vuirsh6wmbhingygy27f0hqt,M. Sande,,,5760355625,285,,5760355623,56,Back,5760355631,233,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820724725,149,61,1,18,41,uqspd1bx7f6mq8ohj50u1k1k,1,54.5,90.9,2025-06-01T15:19:52.680Z,2025-06-01T17:10:31Z,15823p8n34f7coivq6wq687is,W. Igor,,,5760355561,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820724743,150,5,1,18,42,uqspd1bx7f6mq8ohj50u1k1k,0,59.0,101.4,2025-06-01T15:19:53.785Z,2025-06-01T15:20:03Z,15823p8n34f7coivq6wq687is,W. Igor,,,5760355629,347,,5760355627,56,Left,5760355799,233,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820724773,180,5,1,18,42,6oxoag5c6zbnn09wx08vz4iak,1,41.0,-1.4,2025-06-01T15:19:53.785Z,2025-06-01T17:17:46Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5760355837,233,150,5760355781,347,,5760355779,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820724807,181,1,1,18,52,6oxoag5c6zbnn09wx08vz4iak,0,37.2,0.0,2025-06-01T15:20:04.159Z,2025-06-01T15:20:06Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,,5760355999,212,34.0,5760355995,140,66.2,5760355997,141,20.9,5760355993,56,Right,5760356001,213,0.46,5760356003,1,,5760355991,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820724815,151,1,1,18,55,uqspd1bx7f6mq8ohj50u1k1k,0,36.6,82.1,2025-06-01T15:20:06.809Z,2025-06-01T15:20:10Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,,5760356061,157,,5760356073,141,100.0,5760356065,56,Left,5760356079,213,0.36,5760356069,140,70.5,5760356081,1,,5760356077,212,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820724817,152,5,1,18,58,uqspd1bx7f6mq8ohj50u1k1k,0,72.2,101.4,2025-06-01T15:20:10.480Z,2025-06-01T15:20:16Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,,5760356099,233,182,5760356085,347,,5760356083,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820724819,182,5,1,18,58,6oxoag5c6zbnn09wx08vz4iak,1,27.8,-1.4,2025-06-01T15:20:10.480Z,2025-06-01T17:17:46Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5760356093,233,152,5760356089,347,,5760356087,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820724863,185,1,1,19,10,6oxoag5c6zbnn09wx08vz4iak,1,25.0,0.0,2025-06-01T15:20:21.927Z,2025-06-01T15:20:25Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,,5760356347,140,47.1,5760356345,56,Back,5760356349,141,15.6,5760356351,212,26.0,5760356343,107,,5760356355,1,,5760356353,213,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
