id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2803858245,141,1,1,16,39,uqspd1bx7f6mq8ohj50u1k1k,1,37.7,27.0,2025-04-20T12:48:22.110Z,2025-04-20T12:48:35Z,3sfh0fq729hxtea9rzfke9979,D. Ulvestad,,,5666995009,212,6.7,5666995001,3,,5666995011,213,6.11,5666995005,140,44.0,5666995007,141,25.3,5666995003,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803858253,142,1,1,16,40,uqspd1bx7f6mq8ohj50u1k1k,0,42.7,26.6,2025-04-20T12:48:22.578Z,2025-04-20T12:54:08Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,,5666996963,141,22.9,5666996967,213,6.08,5666996965,212,12.7,5666996959,56,Center,5666996961,140,54.6,5666996957,168,,5666998023,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803858195,202,1,1,16,42,80hgdmpkvdrhw1ge9nks2kxvy,0,29.9,75.1,2025-04-20T12:48:24.428Z,2025-04-20T12:48:25Z,b0zkcgl6f68noauzpuhzjm4tl,A. Jenssen,,,5666994733,141,85.0,5666994737,213,0.16,5666994729,140,69.1,5666994735,212,41.7,5666994739,1,,5666994727,56,Left,5666994723,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803863343,162,1,1,16,42,uqspd1bx7f6mq8ohj50u1k1k,0,33.3,12.9,2025-04-20T12:48:24.991Z,2025-04-20T12:54:05Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,,5667021021,213,6.21,5667021013,56,Back,5667021017,141,11.3,5667021015,140,47.1,5667021019,212,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803858259,203,1,1,16,45,80hgdmpkvdrhw1ge9nks2kxvy,0,56.1,92.3,2025-04-20T12:48:28.082Z,2025-04-20T12:48:31Z,cd0g5e95qabgsw4gl3b8ijoid,K. Antonsen,,,5666995081,140,60.7,5666995517,233,144,5666995515,236,,5666995521,286,,5666995079,56,Left,5666995085,212,4.8,5666995087,213,0.08,5666995083,141,92.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803858331,144,74,1,16,45,uqspd1bx7f6mq8ohj50u1k1k,1,36.0,1.6,2025-04-20T12:48:28.083Z,2025-04-20T14:42:45Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,,5666995461,56,Back,5666995599,233,203,5666995463,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803858353,145,5,1,16,47,uqspd1bx7f6mq8ohj50u1k1k,0,37.4,-0.8,2025-04-20T12:48:29.354Z,2025-04-20T14:46:34Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,,5666995751,233,204,5666995557,347,,5666995553,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803858307,204,5,1,16,47,80hgdmpkvdrhw1ge9nks2kxvy,1,62.6,100.8,2025-04-20T12:48:29.354Z,2025-04-20T14:46:33Z,cd0g5e95qabgsw4gl3b8ijoid,K. Antonsen,,,5666995661,233,145,5666995371,347,,5666995369,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803858461,205,1,1,16,52,80hgdmpkvdrhw1ge9nks2kxvy,1,62.5,100.0,2025-04-20T12:48:34.419Z,2025-04-20T12:48:36Z,766yz5r437tgwjkn0ey8j2wwk,R. Norheim,,,5666996137,107,,5666996143,141,90.6,5666996145,212,11.4,5666996147,213,3.89,5666996139,56,Left,5666996141,140,54.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803858553,206,1,1,16,54,80hgdmpkvdrhw1ge9nks2kxvy,1,47.2,83.0,2025-04-20T12:48:36.355Z,2025-04-20T12:48:41Z,b0zkcgl6f68noauzpuhzjm4tl,A. Jenssen,,,5666996571,56,Back,5666996575,140,41.0,5666996585,212,13.6,5666996587,213,4.21,5666996579,141,65.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803858573,207,1,1,16,58,80hgdmpkvdrhw1ge9nks2kxvy,1,46.7,65.7,2025-04-20T12:48:40.979Z,2025-04-20T12:48:42Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5666996669,212,16.6,5666996671,213,0.42,5666996663,56,Center,5666996667,141,75.6,5666996665,140,61.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803858595,208,1,1,16,59,80hgdmpkvdrhw1ge9nks2kxvy,1,61.3,75.4,2025-04-20T12:48:42.227Z,2025-04-20T12:48:43Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5666996781,212,20.9,5666996775,56,Back,5666996783,213,3.78,5666996777,140,45.3,5666996779,141,57.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803858621,209,1,1,17,0,80hgdmpkvdrhw1ge9nks2kxvy,1,45.3,57.2,2025-04-20T12:48:43.178Z,2025-04-20T12:48:44Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5666996863,141,66.3,5666996865,212,24.2,5666996867,213,0.26,5666996861,140,67.6,5666996859,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803858653,210,1,1,17,2,80hgdmpkvdrhw1ge9nks2kxvy,1,67.6,66.1,2025-04-20T12:48:44.483Z,2025-04-20T12:48:47Z,5mvddfxv6aqzohz87gopwl990,J. Hjertø-Dahl,,,5666997089,212,27.2,5666997083,56,Back,5666997085,140,46.1,5666997087,141,43.7,5666997091,213,3.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803858697,211,1,1,17,4,80hgdmpkvdrhw1ge9nks2kxvy,1,46.1,43.7,2025-04-20T12:48:47.131Z,2025-04-20T12:48:49Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,,5666997333,141,46.7,5666997337,212,14.6,5666997329,56,Center,5666997341,213,0.14,5666997331,140,59.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803858787,212,1,1,17,6,80hgdmpkvdrhw1ge9nks2kxvy,1,57.8,29.7,2025-04-20T12:48:49.274Z,2025-04-20T12:48:53Z,5mvddfxv6aqzohz87gopwl990,J. Hjertø-Dahl,,,5666997809,56,Right,5666997811,140,68.1,5666997813,141,2.5,5666997817,213,5.24,5666997815,212,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803858895,213,1,1,17,10,80hgdmpkvdrhw1ge9nks2kxvy,1,71.5,4.1,2025-04-20T12:48:52.970Z,2025-04-20T12:48:58Z,1ncet6wg9tne9oif8vkgsc8kq,L. Cornic,,,5666998279,213,1.87,5666998271,56,Right,5666998273,140,69.1,5666998277,212,8.6,5666998275,141,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803858891,146,83,1,17,14,uqspd1bx7f6mq8ohj50u1k1k,0,17.7,83.3,2025-04-20T12:48:56.783Z,2025-04-20T12:49:30Z,7fsqcwqftmk6lms6f6u8lpdlg,S. Kilen,,,5667001113,399,5mvddfxv6aqzohz87gopwl990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803858903,214,43,1,17,15,80hgdmpkvdrhw1ge9nks2kxvy,1,0.0,0.0,2025-04-20T12:48:57.803Z,2025-04-20T12:49:23Z,5mvddfxv6aqzohz87gopwl990,J. Hjertø-Dahl,,,5667000627,144,3,5666998327,56,Right,5666998329,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803859027,215,43,1,17,20,80hgdmpkvdrhw1ge9nks2kxvy,1,0.0,0.0,2025-04-20T12:49:03.202Z,2025-04-20T12:49:21Z,5mvddfxv6aqzohz87gopwl990,J. Hjertø-Dahl,,,5666998903,347,0,5666998901,56,Right,5667000439,144,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803859255,216,4,1,17,28,80hgdmpkvdrhw1ge9nks2kxvy,1,88.5,17.4,2025-04-20T12:49:10.429Z,2025-04-20T13:30:37Z,5mvddfxv6aqzohz87gopwl990,J. Hjertø-Dahl,,,5667000221,152,,5667000215,13,,5667000217,295,,5667000219,56,Right,5667000981,233,147,5667000223,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803859119,147,4,1,17,28,uqspd1bx7f6mq8ohj50u1k1k,0,11.5,82.6,2025-04-20T12:49:10.430Z,2025-04-20T13:30:37Z,7fsqcwqftmk6lms6f6u8lpdlg,S. Kilen,,,5666999415,13,,5666999421,56,Back,5667001025,233,216,5667000153,295,,5666999427,285,,5666999423,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803859683,217,1,1,18,4,80hgdmpkvdrhw1ge9nks2kxvy,0,86.1,12.5,2025-04-20T12:49:46.793Z,2025-04-20T12:49:48Z,cd0g5e95qabgsw4gl3b8ijoid,K. Antonsen,,,5667002245,155,,5667002247,152,,5667002243,5,,5667002253,141,42.2,5667002261,213,1.16,5667002257,212,22.0,5667002241,2,,5667002251,140,94.4,5667002249,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,
2803859723,148,12,1,18,6,uqspd1bx7f6mq8ohj50u1k1k,1,2.7,64.5,2025-04-20T12:49:48.726Z,2025-04-20T15:24:04Z,8qmrc7p7k4bod8ojxl5ib6ot0,D. Tufekčić,,,5667002437,56,Back,5667002445,213,2.90,5667002443,212,3.4,5667002441,141,65.7,5667002509,167,,5667002439,140,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803859731,149,6,1,18,6,uqspd1bx7f6mq8ohj50u1k1k,0,1.8,62.8,2025-04-20T12:49:49.257Z,2025-04-20T13:30:41Z,8qmrc7p7k4bod8ojxl5ib6ot0,D. Tufekčić,,,5667002569,56,Back,5667002657,233,218,5667002571,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803859703,218,6,1,18,6,80hgdmpkvdrhw1ge9nks2kxvy,1,98.2,37.2,2025-04-20T12:49:49.257Z,2025-04-20T13:30:40Z,cd0g5e95qabgsw4gl3b8ijoid,K. Antonsen,,,5667002541,75,,5667002603,233,149,5667002539,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803860233,219,1,1,18,34,80hgdmpkvdrhw1ge9nks2kxvy,0,99.5,0.5,2025-04-20T12:50:16.905Z,2025-04-20T12:50:19Z,cd0g5e95qabgsw4gl3b8ijoid,K. Antonsen,,,5667004961,6,,5667004977,213,1.78,5667004975,212,35.7,5667004969,140,92.5,5667004971,141,51.9,5667004963,155,,5667004967,56,Center,5667004965,223,,5667004979,1,,5667004959,2,,,,,,,,,,,,,,,,,,,,,,,,
2803860279,150,12,1,18,38,uqspd1bx7f6mq8ohj50u1k1k,1,10.6,46.1,2025-04-20T12:50:20.606Z,2025-04-20T12:50:23Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,,5667005197,56,Back,5667005205,213,5.54,5667005203,212,16.4,5667005225,15,,5667005201,141,29.7,5667005199,140,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803860293,220,13,1,18,40,80hgdmpkvdrhw1ge9nks2kxvy,1,82.7,59.5,2025-04-20T12:50:22.465Z,2025-04-20T15:26:34Z,766yz5r437tgwjkn0ey8j2wwk,R. Norheim,,,5667006371,458,,5667006367,391,,5667006353,73,,5667695647,18,,5667006361,328,,5667006355,102,65.2,5667006377,231,53.8,5667005523,20,,5667006351,25,,5667006357,103,5667005253,56,5667006373,230,,,,,,,25,,,Center,97.5,,,,,,,,,
2803860453,151,5,1,18,41,uqspd1bx7f6mq8ohj50u1k1k,1,-1.2,35.0,2025-04-20T12:50:23.798Z,2025-04-20T14:46:34Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,,5667006197,56,Back,5667006299,233,221,5667006205,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803860317,221,5,1,18,41,80hgdmpkvdrhw1ge9nks2kxvy,0,101.2,65.0,2025-04-20T12:50:23.798Z,2025-04-20T14:46:34Z,766yz5r437tgwjkn0ey8j2wwk,R. Norheim,,,5667005371,346,,5667005369,56,Center,5667006335,233,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803860695,152,1,1,19,3,uqspd1bx7f6mq8ohj50u1k1k,1,4.9,59.0,2025-04-20T12:50:46.023Z,2025-04-20T12:50:48Z,3sfh0fq729hxtea9rzfke9979,D. Ulvestad,,,5667007409,124,,5667007411,56,Back,5667007429,237,,5667007413,140,4.7,5667007417,212,7.6,5667007415,141,47.9,5667007421,213,4.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803860763,153,1,1,19,5,uqspd1bx7f6mq8ohj50u1k1k,0,4.6,47.5,2025-04-20T12:50:48.223Z,2025-04-20T12:50:52Z,8u1ii0vmhpub1p2gbsk1w7yzt,M. Lansing,,,5667007731,157,,5667007741,213,0.26,5667007739,212,52.7,5667007743,1,,5667007733,56,Center,5667007737,141,67.5,5667007735,140,53.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803860745,222,44,1,19,8,80hgdmpkvdrhw1ge9nks2kxvy,1,39.8,30.5,2025-04-20T12:50:50.680Z,2025-04-20T13:31:02Z,1ncet6wg9tne9oif8vkgsc8kq,L. Cornic,,,5667007675,56,Back,5667007677,285,,5667007871,233,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803860769,154,44,1,19,8,uqspd1bx7f6mq8ohj50u1k1k,0,60.2,69.5,2025-04-20T12:50:50.681Z,2025-04-20T13:31:02Z,7fsqcwqftmk6lms6f6u8lpdlg,S. Kilen,,,5667007773,56,Center,5667007919,233,222,5667007775,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803860827,223,1,1,19,8,80hgdmpkvdrhw1ge9nks2kxvy,1,27.9,27.0,2025-04-20T12:50:50.897Z,2025-04-20T12:50:55Z,1ncet6wg9tne9oif8vkgsc8kq,L. Cornic,,,5667008069,140,31.1,5667008075,213,0.08,5667008073,212,3.4,5667008071,141,27.4,5667008065,3,,5667008067,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803862479,228,61,1,19,9,80hgdmpkvdrhw1ge9nks2kxvy,0,42.6,34.6,2025-04-20T12:50:51.903Z,2025-04-20T12:53:10Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,,5667016761,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803862225,161,50,1,19,10,uqspd1bx7f6mq8ohj50u1k1k,1,56.9,65.7,2025-04-20T12:50:52.886Z,2025-04-20T13:30:48Z,7fsqcwqftmk6lms6f6u8lpdlg,S. Kilen,,,5667015463,286,,5667015457,56,Center,5667016585,233,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803860837,224,7,1,19,10,80hgdmpkvdrhw1ge9nks2kxvy,0,43.1,34.3,2025-04-20T12:50:52.887Z,2025-04-20T13:30:47Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,,5667016579,233,161,5667016549,285,,5667008105,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803860901,155,1,1,19,14,uqspd1bx7f6mq8ohj50u1k1k,1,56.4,42.5,2025-04-20T12:50:56.639Z,2025-04-20T12:50:58Z,bqcjd0macjc7hmtz7zx34ym6t,R. Çorlu,,,5667008367,213,5.18,5667008365,212,20.3,5667008363,141,15.8,5667008357,56,Right,5667008361,140,65.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803860927,156,1,1,19,16,uqspd1bx7f6mq8ohj50u1k1k,1,65.3,18.2,2025-04-20T12:50:58.775Z,2025-04-20T12:51:01Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,,5667008557,213,2.60,5667008549,56,Center,5667008555,212,11.4,5667008553,141,26.8,5667008551,140,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803860933,157,61,1,19,18,uqspd1bx7f6mq8ohj50u1k1k,1,55.9,26.8,2025-04-20T12:51:01.127Z,2025-04-20T12:51:02Z,bqcjd0macjc7hmtz7zx34ym6t,R. Çorlu,,,5667008615,56,Center,5667008677,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803860977,158,5,1,19,20,uqspd1bx7f6mq8ohj50u1k1k,0,61.9,-1.2,2025-04-20T12:51:02.953Z,2025-04-20T14:46:35Z,bqcjd0macjc7hmtz7zx34ym6t,R. Çorlu,,,5667008881,233,225,5667008843,347,,5667008841,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803860957,225,5,1,19,20,80hgdmpkvdrhw1ge9nks2kxvy,1,38.1,101.2,2025-04-20T12:51:02.953Z,2025-04-20T14:46:35Z,cd0g5e95qabgsw4gl3b8ijoid,K. Antonsen,,,5667008869,233,158,5667008713,347,,5667008711,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803861421,159,27,1,19,56,uqspd1bx7f6mq8ohj50u1k1k,1,0.0,0.0,2025-04-20T12:51:38.648Z,2025-04-20T12:51:44Z,,,,,5667011405,41,Injury,5667011407,53,8u1ii0vmhpub1p2gbsk1w7yzt,5667011497,233,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803861447,226,27,1,19,56,80hgdmpkvdrhw1ge9nks2kxvy,1,0.0,0.0,2025-04-20T12:51:38.648Z,2025-04-20T12:51:41Z,,,,,5667011327,233,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803861469,227,43,1,19,57,80hgdmpkvdrhw1ge9nks2kxvy,1,0.0,0.0,2025-04-20T12:51:40.175Z,2025-04-20T12:54:57Z,,,,,5667011431,233,160,5667024925,144,28,5667011399,55,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803861439,160,28,1,24,5,uqspd1bx7f6mq8ohj50u1k1k,1,0.0,0.0,2025-04-20T12:55:47.917Z,2025-04-20T12:55:56Z,,,,,5667028455,233,229,5667011257,55,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803864315,229,28,1,24,5,80hgdmpkvdrhw1ge9nks2kxvy,1,0.0,0.0,2025-04-20T12:55:47.917Z,2025-04-20T12:55:55Z,,,,,5667028429,233,160,5667026169,55,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803864843,163,18,1,24,18,uqspd1bx7f6mq8ohj50u1k1k,1,0.0,0.0,2025-04-20T12:56:00.571Z,2025-04-20T12:56:01Z,8u1ii0vmhpub1p2gbsk1w7yzt,M. Lansing,,,5667028653,59,1,5667028649,41,,5667028721,55,164,5667028651,44,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803864851,164,19,1,24,18,uqspd1bx7f6mq8ohj50u1k1k,1,0.0,0.0,2025-04-20T12:56:00.572Z,2025-04-20T12:56:02Z,45d87fg5d9k6rvgkkoqcdr384,A. Sæther,,,5667028707,145,1,5667028711,44,Goalkeeper,5667028703,41,,5667028713,55,163,5667028709,59,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803865161,230,1,1,24,42,80hgdmpkvdrhw1ge9nks2kxvy,1,41.7,100.0,2025-04-20T12:56:24.956Z,2025-04-20T12:56:26Z,766yz5r437tgwjkn0ey8j2wwk,R. Norheim,,,5667030243,140,34.9,5667030245,141,92.4,5667030247,212,9.7,5667030267,238,,5667030239,107,,5667030249,213,3.88,5667030241,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803865183,231,61,1,24,45,80hgdmpkvdrhw1ge9nks2kxvy,1,34.8,92.3,2025-04-20T12:56:27.962Z,2025-04-20T12:56:28Z,b0zkcgl6f68noauzpuhzjm4tl,A. Jenssen,,,5667030341,56,Back,5667030343,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803865267,166,1,1,24,49,uqspd1bx7f6mq8ohj50u1k1k,1,27.2,14.9,2025-04-20T12:56:31.758Z,2025-04-20T12:56:36Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,,5667030763,140,28.1,5667030765,141,63.4,5667030767,212,33.0,5667030771,1,,5667030769,213,1.54,5667030761,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803865311,167,1,1,24,54,uqspd1bx7f6mq8ohj50u1k1k,1,34.7,68.2,2025-04-20T12:56:36.487Z,2025-04-20T12:56:39Z,3sfh0fq729hxtea9rzfke9979,D. Ulvestad,,,5667031025,212,14.2,5667031027,213,1.10,5667031023,141,86.8,5667031019,56,Back,5667031021,140,40.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803865383,168,1,1,24,57,uqspd1bx7f6mq8ohj50u1k1k,0,38.6,86.5,2025-04-20T12:56:39.655Z,2025-04-20T12:56:54Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,,5667031347,155,,5667031357,213,0.01,5667031355,212,65.9,5667031353,141,87.7,5667031349,56,Left,5667031351,140,100.0,5667031749,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803865387,232,56,1,25,3,80hgdmpkvdrhw1ge9nks2kxvy,1,2.5,9.7,2025-04-20T12:56:45.797Z,2025-04-20T12:56:46Z,1ncet6wg9tne9oif8vkgsc8kq,L. Cornic,,,5667031367,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803865389,169,5,1,25,4,uqspd1bx7f6mq8ohj50u1k1k,0,100.8,88.2,2025-04-20T12:56:47.276Z,2025-04-20T14:46:36Z,7fsqcwqftmk6lms6f6u8lpdlg,S. Kilen,,,5667031371,346,,5667031369,56,Left,5667031913,233,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803865483,233,5,1,25,4,80hgdmpkvdrhw1ge9nks2kxvy,1,-0.8,11.8,2025-04-20T12:56:47.276Z,2025-04-20T13:31:10Z,1ncet6wg9tne9oif8vkgsc8kq,L. Cornic,,,5667031897,56,Back,5667031899,346,,5667031901,233,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803865519,234,1,1,25,14,80hgdmpkvdrhw1ge9nks2kxvy,1,3.8,41.0,2025-04-20T12:56:56.676Z,2025-04-20T12:57:01Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5667032089,213,1.68,5667032093,237,,5667032081,56,Back,5667032079,124,,5667032087,212,5.7,5667032085,141,49.4,5667032083,140,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803865587,235,1,1,25,18,80hgdmpkvdrhw1ge9nks2kxvy,1,9.0,57.3,2025-04-20T12:57:01.228Z,2025-04-20T12:57:08Z,451kwpccebq3457c7jw8toz4l,J. Haugaard,,,5667032413,141,72.0,5667032415,212,30.6,5667032417,213,0.33,5667032411,140,36.5,5667032409,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803865589,236,4,1,25,25,80hgdmpkvdrhw1ge9nks2kxvy,1,46.2,67.7,2025-04-20T12:57:07.581Z,2025-04-20T12:57:13Z,5mvddfxv6aqzohz87gopwl990,J. Hjertø-Dahl,,,5667032447,286,,5667032443,152,,5667032607,295,,5667032441,56,Back,5667032463,233,170,5667032439,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803865581,170,4,1,25,25,uqspd1bx7f6mq8ohj50u1k1k,0,53.8,32.3,2025-04-20T12:57:07.582Z,2025-04-20T12:57:33Z,bqcjd0macjc7hmtz7zx34ym6t,R. Çorlu,,,5667032475,233,236,5667033617,295,,5667032429,13,,5667032437,285,,5667032433,152,,5667032637,55,171,5667032431,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803865607,171,17,1,25,28,uqspd1bx7f6mq8ohj50u1k1k,1,0.0,0.0,2025-04-20T12:57:10.496Z,2025-04-20T12:57:14Z,bqcjd0macjc7hmtz7zx34ym6t,R. Çorlu,,,5667032625,31,,5667032627,393,,5667032629,13,243,5667032631,55,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803865905,237,1,1,25,52,80hgdmpkvdrhw1ge9nks2kxvy,1,61.4,67.2,2025-04-20T12:57:35.067Z,2025-04-20T12:57:49Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5667033971,212,19.7,5667033965,56,Center,5667033967,140,50.1,5667033963,152,,5667033969,141,44.0,5667034675,189,,5667033961,5,,5667033973,213,4.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803865927,238,1,1,25,54,80hgdmpkvdrhw1ge9nks2kxvy,0,51.9,44.2,2025-04-20T12:57:36.828Z,2025-04-20T12:57:38Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,,5667034059,56,Left,5667034063,141,82.0,5667034065,212,38.7,5667034069,213,0.73,5667034073,1,,5667034061,140,79.5,5667034057,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803865985,172,1,1,25,55,uqspd1bx7f6mq8ohj50u1k1k,0,14.8,15.6,2025-04-20T12:57:37.822Z,2025-04-20T14:42:49Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,,5667034909,3,,5667034371,140,0.0,5667034369,56,Back,5667034375,212,18.0,5667034377,213,2.92,5667034373,141,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803866015,173,6,1,25,59,uqspd1bx7f6mq8ohj50u1k1k,0,6.6,20.8,2025-04-20T12:57:41.411Z,2025-04-20T13:30:41Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,,5667034555,56,Back,5667034557,73,,5667034623,233,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
