id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/9/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2737164233,214,43,1,23,9,9qsmopgutr7ut5g6workk8w4i,1,0.0,0.0,2024-10-21T17:25:02.916Z,2024-10-21T17:25:25Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,5303048915,144,44,5303047757,285,0,5303047755,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737164239,215,43,1,23,10,9qsmopgutr7ut5g6workk8w4i,1,0.0,0.0,2024-10-21T17:25:03.893Z,2024-10-21T17:25:26Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,5303047781,88,0,5303048959,144,11,5303047779,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737164557,217,1,1,23,40,9qsmopgutr7ut5g6workk8w4i,0,8.0,49.9,2024-10-21T17:25:33.317Z,2024-10-21T17:25:49Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,5303049581,212,73.4,5303049583,213,0.41,5303049561,5,,5303049577,140,72.2,5303049573,56,Left,5303049569,241,,5303049585,1,,5303050249,189,,5303049579,141,5303049565,157,,,,,,,,,92.7,,,,,,,,,,,,,,,,,,,,,,,,,
2737164637,219,61,1,23,41,9qsmopgutr7ut5g6workk8w4i,1,59.8,92.7,2024-10-21T17:25:34.843Z,2024-10-21T17:25:50Z,91suopiz6irxqevhzv8lx76ne,M. Rajović,,5303050305,189,,5303050035,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737164547,237,43,1,23,43,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2024-10-21T17:25:36.447Z,2024-10-21T17:26:15Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,5303049495,56,Back,5303049511,189,0,5303051813,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737164635,218,5,1,23,44,9qsmopgutr7ut5g6workk8w4i,0,64.2,101.6,2024-10-21T17:25:37.360Z,2024-10-21T17:51:14Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,5303050023,56,Left,5303050067,233,238,5303050025,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737164559,238,5,1,23,44,5rz9enoyknpg8ji78za5b82p0,1,35.8,-1.6,2024-10-21T17:25:37.360Z,2024-10-21T17:51:13Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,5303049597,56,Back,5303050077,233,218,5303049601,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737164881,239,1,1,24,15,5rz9enoyknpg8ji78za5b82p0,1,37.3,0.0,2024-10-21T17:26:08.257Z,2024-10-21T17:26:09Z,3gemcjqban843su9c9y5l2sk4,J. Andersen,,5303051465,212,19.8,5303051459,56,Back,5303051461,140,19.9,5303051467,213,2.75,5303051463,141,9.5,5303051457,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737164909,240,1,1,24,15,5rz9enoyknpg8ji78za5b82p0,1,19.9,9.5,2024-10-21T17:26:09.200Z,2024-10-21T17:26:12Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,5303051617,140,4.0,5303051623,213,2.11,5303051621,212,32.6,5303051619,141,50.7,5303051625,1,,5303051615,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737164963,241,1,1,24,18,5rz9enoyknpg8ji78za5b82p0,1,3.8,52.5,2024-10-21T17:26:11.968Z,2024-10-21T17:26:18Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,5303051941,141,82.3,5303051937,56,Back,5303051943,212,21.9,5303051945,213,1.18,5303051939,140,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737164967,242,4,1,24,24,5rz9enoyknpg8ji78za5b82p0,1,30.8,81.7,2024-10-21T17:26:18.016Z,2024-10-21T17:29:33Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,5303052101,233,220,5303052063,13,,5303052067,56,Back,5303052071,285,,5303052069,152,,5303052065,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737164969,220,4,1,24,24,9qsmopgutr7ut5g6workk8w4i,0,69.2,18.3,2024-10-21T17:26:18.017Z,2024-10-21T17:29:33Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,5303052077,13,,5303052079,295,,5303052107,233,242,5303052083,152,,5303052111,286,,5303052081,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737165183,243,1,1,24,45,5rz9enoyknpg8ji78za5b82p0,1,29.4,80.2,2024-10-21T17:26:38.336Z,2024-10-21T17:26:41Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,5303053059,141,56.6,5303053055,56,Back,5303053057,140,28.3,5303053063,213,4.64,5303053053,152,,5303053051,5,,5303053061,212,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737165193,244,1,1,24,48,5rz9enoyknpg8ji78za5b82p0,1,28.1,54.5,2024-10-21T17:26:41.504Z,2024-10-21T17:26:43Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,5303053105,141,83.2,5303053101,56,Back,5303053109,213,1.57,5303053107,212,19.5,5303053103,140,28.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737165195,245,1,1,24,49,5rz9enoyknpg8ji78za5b82p0,0,28.2,83.2,2024-10-21T17:26:42.864Z,2024-10-21T17:26:45Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,5303053121,141,83.1,5303053303,286,,5303053297,236,,5303053123,212,3.9,5303053117,56,Back,5303053299,233,221,5303053125,213,6.27,5303053119,140,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737165225,221,74,1,24,49,9qsmopgutr7ut5g6workk8w4i,1,71.0,12.2,2024-10-21T17:26:42.865Z,2024-10-21T17:48:28Z,94didhw8o1blxonn4amoahcr9,J. Radošević,,5303053289,56,Right,5303053291,285,,5303053305,233,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737165229,222,5,1,24,50,9qsmopgutr7ut5g6workk8w4i,0,73.7,-2.0,2024-10-21T17:26:43.840Z,2024-10-21T17:51:14Z,94didhw8o1blxonn4amoahcr9,J. Radošević,,5303053379,233,246,5303053315,347,,5303053313,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737165219,246,5,1,24,50,5rz9enoyknpg8ji78za5b82p0,1,26.3,102.0,2024-10-21T17:26:43.840Z,2024-10-21T17:51:14Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,5303053339,233,222,5303053261,56,Back,5303053263,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737165421,247,1,1,25,17,5rz9enoyknpg8ji78za5b82p0,0,33.9,100.0,2024-10-21T17:27:10.608Z,2024-10-21T17:27:12Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,5303054535,213,5.91,5303054527,56,Left,5303054525,107,,5303054531,141,86.6,5303054529,140,58.7,5303054533,212,27.9,5303054537,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737165427,223,8,1,25,19,9qsmopgutr7ut5g6workk8w4i,1,41.8,20.1,2024-10-21T17:27:12.867Z,2024-10-21T21:03:30Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,5303054565,56,Back,5303688185,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737165459,248,1,1,25,21,5rz9enoyknpg8ji78za5b82p0,1,39.2,95.8,2024-10-21T17:27:14.320Z,2024-10-21T17:27:16Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,5303054747,213,3.89,5303054743,212,13.5,5303054733,56,Back,5303054735,140,29.8,5303054739,141,82.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737165477,249,1,1,25,23,5rz9enoyknpg8ji78za5b82p0,1,29.8,81.6,2024-10-21T17:27:16.703Z,2024-10-21T17:27:20Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,5303054857,140,18.2,5303054861,212,26.5,5303054859,141,47.0,5303054865,213,4.23,5303054855,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737165529,250,1,1,25,27,5rz9enoyknpg8ji78za5b82p0,1,18.2,46.7,2024-10-21T17:27:20.352Z,2024-10-21T17:27:24Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,5303055155,212,29.4,5303055151,140,34.0,5303055149,56,Back,5303055153,141,11.0,5303055157,213,5.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737165549,251,1,1,25,30,5rz9enoyknpg8ji78za5b82p0,1,32.9,18.9,2024-10-21T17:27:24.079Z,2024-10-21T17:27:26Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,5303055291,213,2.24,5303055281,56,Back,5303055285,140,24.5,5303055287,141,35.4,5303055289,212,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737165585,252,1,1,25,32,5rz9enoyknpg8ji78za5b82p0,1,24.5,33.3,2024-10-21T17:27:26.224Z,2024-10-21T17:27:28Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,5303055487,212,17.3,5303055483,140,28.5,5303055491,213,4.96,5303055481,56,Back,5303055485,141,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737165631,253,1,1,25,35,5rz9enoyknpg8ji78za5b82p0,1,28.4,8.4,2024-10-21T17:27:28.751Z,2024-10-21T17:27:33Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,5303055775,141,1.3,5303055779,213,5.74,5303055771,56,Back,5303055777,212,9.3,5303055773,140,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737165679,254,1,1,25,39,5rz9enoyknpg8ji78za5b82p0,1,36.1,2.7,2024-10-21T17:27:33.008Z,2024-10-21T17:27:38Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,5303056021,141,18.0,5303056017,56,Back,5303056023,212,14.1,5303056025,213,2.31,5303056019,140,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737165701,255,1,1,25,44,5rz9enoyknpg8ji78za5b82p0,1,30.1,14.0,2024-10-21T17:27:37.920Z,2024-10-21T17:27:40Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,5303056165,140,36.7,5303056163,56,Back,5303056167,141,1.6,5303056171,213,5.40,5303056169,212,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737165719,256,1,1,25,46,5rz9enoyknpg8ji78za5b82p0,1,36.7,1.6,2024-10-21T17:27:40.032Z,2024-10-21T17:29:29Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,5303056261,141,16.8,5303056257,56,Back,5303056263,212,16.5,5303056265,213,2.46,5303056259,140,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737165753,257,1,1,25,48,5rz9enoyknpg8ji78za5b82p0,1,24.6,19.3,2024-10-21T17:27:42.144Z,2024-10-21T17:27:44Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,5303056453,141,41.6,5303056457,213,2.46,5303056449,56,Back,5303056451,140,6.7,5303056455,212,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737165823,258,1,1,25,50,5rz9enoyknpg8ji78za5b82p0,1,6.4,41.9,2024-10-21T17:27:44Z,2024-10-21T17:27:50Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,5303056915,212,28.6,5303056911,140,16.4,5303056917,213,1.19,5303056913,141,81.0,5303056909,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737165839,259,1,1,25,56,5rz9enoyknpg8ji78za5b82p0,1,26.2,82.9,2024-10-21T17:27:50.096Z,2024-10-21T17:27:51Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,5303057011,141,63.4,5303057013,212,13.3,5303057009,140,27.2,5303057015,213,4.79,5303057007,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737165869,260,1,1,25,58,5rz9enoyknpg8ji78za5b82p0,1,27.2,63.4,2024-10-21T17:27:51.520Z,2024-10-21T17:27:54Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,5303057165,141,52.3,5303057169,213,4.33,5303057161,56,Back,5303057163,140,24.3,5303057167,212,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737165893,261,1,1,26,1,5rz9enoyknpg8ji78za5b82p0,1,26.2,45.2,2024-10-21T17:27:54.575Z,2024-10-21T17:27:57Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,5303057287,141,6.0,5303057283,56,Back,5303057289,212,30.7,5303057291,213,5.23,5303057285,140,40.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737165915,262,1,1,26,4,5rz9enoyknpg8ji78za5b82p0,1,41.0,6.0,2024-10-21T17:27:57.695Z,2024-10-21T17:28:02Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,5303057455,141,2.5,5303057459,213,6.12,5303057451,56,Right,5303057453,140,54.9,5303057457,212,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737165951,263,1,1,26,9,5rz9enoyknpg8ji78za5b82p0,1,53.2,5.9,2024-10-21T17:28:02.703Z,2024-10-21T17:28:05Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,5303057635,140,45.7,5303057639,212,13.1,5303057641,213,2.22,5303057633,56,Back,5303057637,141,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737165979,264,1,1,26,11,5rz9enoyknpg8ji78za5b82p0,0,47.2,14.3,2024-10-21T17:28:04.944Z,2024-10-21T17:28:08Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,5303057759,141,0.0,5303057755,56,Right,5303057757,140,74.3,5303057763,213,5.92,5303057753,155,,5303057761,212,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737166109,224,5,1,26,14,9qsmopgutr7ut5g6workk8w4i,1,25.4,101.8,2024-10-21T17:28:08.058Z,2024-10-21T17:51:14Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,5303058547,233,265,5303058527,56,Back,5303058529,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737165983,265,5,1,26,14,5rz9enoyknpg8ji78za5b82p0,0,74.6,-1.8,2024-10-21T17:28:08.058Z,2024-10-21T17:51:15Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,5303058551,233,224,5303057783,56,Right,5303057787,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737166127,225,1,1,26,31,9qsmopgutr7ut5g6workk8w4i,1,15.3,100.0,2024-10-21T17:28:25.059Z,2024-10-21T17:28:28Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,5303058615,212,21.9,5303058607,107,,5303058619,1,,5303058611,140,34.9,5303058609,56,Back,5303058617,213,5.93,5303058613,141,90.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737166137,226,1,1,26,34,9qsmopgutr7ut5g6workk8w4i,1,33.7,90.8,2024-10-21T17:28:28.051Z,2024-10-21T17:28:30Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,5303058681,141,80.3,5303058683,212,9.1,5303058677,56,Back,5303058685,213,4.04,5303058679,140,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737166147,227,1,1,26,37,9qsmopgutr7ut5g6workk8w4i,1,25.6,85.4,2024-10-21T17:28:30.723Z,2024-10-21T17:28:32Z,aa0888u38mjc1euhofseazb2t,S. Spierings,,5303058751,56,Back,5303058753,140,10.4,5303058757,212,16.2,5303058755,141,89.4,5303058759,213,2.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737166163,228,1,1,26,39,9qsmopgutr7ut5g6workk8w4i,1,8.7,89.0,2024-10-21T17:28:32.467Z,2024-10-21T17:28:34Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,5303058865,213,4.48,5303058859,140,4.7,5303058861,141,62.7,5303058863,212,18.4,5303058857,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737166191,229,1,1,26,41,9qsmopgutr7ut5g6workk8w4i,1,6.9,71.5,2024-10-21T17:28:34.739Z,2024-10-21T17:28:38Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,5303059039,212,29.8,5303059035,140,35.2,5303059033,56,Back,5303059043,1,,5303059037,141,75.1,5303059041,213,0.08,5303059031,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737166193,230,61,1,26,43,9qsmopgutr7ut5g6workk8w4i,0,35.2,75.1,2024-10-21T17:28:36.691Z,2024-10-21T17:51:33Z,91suopiz6irxqevhzv8lx76ne,M. Rajović,,5303059051,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737166185,266,61,1,26,45,5rz9enoyknpg8ji78za5b82p0,1,62.5,19.5,2024-10-21T17:28:38.625Z,2024-10-21T17:28:38Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,5303059023,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737166221,268,1,1,26,46,5rz9enoyknpg8ji78za5b82p0,1,62.3,18.4,2024-10-21T17:28:40.207Z,2024-10-21T17:28:41Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,5303059175,141,5.6,5303059179,213,4.37,5303059171,56,Right,5303059173,140,59.3,5303059177,212,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737166225,269,1,1,26,48,5rz9enoyknpg8ji78za5b82p0,0,58.3,6.6,2024-10-21T17:28:41.647Z,2024-10-21T17:28:46Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,5303059197,140,100.0,5303059407,1,,5303059201,212,46.5,5303059199,141,18.8,5303059195,56,Right,5303059203,213,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737166309,231,5,1,26,50,9qsmopgutr7ut5g6workk8w4i,1,-1.2,81.3,2024-10-21T17:28:43.871Z,2024-10-21T17:51:15Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,5303059631,56,Back,5303059633,346,,5303059657,233,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737166243,270,5,1,26,50,5rz9enoyknpg8ji78za5b82p0,0,101.2,18.7,2024-10-21T17:28:43.871Z,2024-10-21T17:51:15Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,5303059285,346,,5303059283,56,Right,5303059677,233,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737166321,232,1,1,26,58,9qsmopgutr7ut5g6workk8w4i,1,4.2,48.5,2024-10-21T17:28:51.618Z,2024-10-21T17:28:53Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,5303059757,213,1.17,5303059753,141,70.5,5303059749,56,Back,5303059761,237,,5303059751,140,10.3,5303059745,124,,5303059755,212,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737166365,233,1,1,27,0,9qsmopgutr7ut5g6workk8w4i,1,8.3,69.7,2024-10-21T17:28:53.636Z,2024-10-21T17:28:58Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,5303060027,213,0.33,5303060019,56,Back,5303060023,141,79.7,5303060025,212,21.3,5303060021,140,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737166369,234,4,1,27,3,9qsmopgutr7ut5g6workk8w4i,1,29.8,79.8,2024-10-21T17:28:56.243Z,2024-10-21T21:04:41Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,5303062113,233,271,5303060089,56,Back,5303060095,285,,5303060087,13,,5303060093,265,,5303060091,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737166415,271,4,1,27,3,5rz9enoyknpg8ji78za5b82p0,0,70.2,20.2,2024-10-21T17:28:56.244Z,2024-10-21T21:04:43Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,5303060297,152,,5303062155,233,234,5303060293,13,,5303060301,286,,5303060299,265,,5303060295,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737166605,235,1,1,27,26,9qsmopgutr7ut5g6workk8w4i,1,30.6,74.7,2024-10-21T17:29:19.539Z,2024-10-21T17:29:20Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,5303061365,5,,5303061375,212,14.1,5303061369,56,Back,5303061373,141,54.2,5303061377,213,4.55,5303061367,152,,5303061371,140,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737166643,236,1,1,27,27,9qsmopgutr7ut5g6workk8w4i,1,28.6,54.5,2024-10-21T17:29:20.532Z,2024-10-21T17:29:24Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,5303061597,212,10.6,5303061593,140,30.3,5303061591,56,Back,5303061599,213,1.40,5303061595,141,69.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737166665,237,1,1,27,31,9qsmopgutr7ut5g6workk8w4i,1,37.6,78.5,2024-10-21T17:29:24.850Z,2024-10-21T17:29:27Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,5303061701,56,Back,5303061705,141,70.5,5303061703,140,49.8,5303061707,212,13.9,5303061709,213,5.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737278763,769,83,1,27,32,5rz9enoyknpg8ji78za5b82p0,1,53.5,28.8,2024-10-21T17:29:25.720Z,2024-10-21T21:05:12Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,5303689369,399,chteizjcvxpvze9p77gcttcoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737166693,238,1,1,27,33,9qsmopgutr7ut5g6workk8w4i,1,47.0,68.5,2024-10-21T17:29:27.170Z,2024-10-21T17:29:29Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,5303061859,56,Back,5303061865,212,7.9,5303061863,141,63.7,5303061867,213,3.56,5303061861,140,40.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737166719,239,1,1,27,36,9qsmopgutr7ut5g6workk8w4i,1,33.0,57.9,2024-10-21T17:29:29.442Z,2024-10-21T17:29:32Z,94didhw8o1blxonn4amoahcr9,J. Radošević,,5303062019,213,5.17,5303062017,212,20.0,5303062013,140,41.4,5303062015,141,31.5,5303062011,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737166733,240,4,1,27,39,9qsmopgutr7ut5g6workk8w4i,1,51.5,26.7,2024-10-21T17:29:32.307Z,2024-10-21T17:29:37Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,5303062165,295,,5303062169,152,,5303062167,56,Center,5303062163,13,,5303062281,233,272,5303062271,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737166747,272,4,1,27,39,5rz9enoyknpg8ji78za5b82p0,0,48.5,73.3,2024-10-21T17:29:32.308Z,2024-10-21T17:29:38Z,3sadup8mjwu4dc96wz6lmixn9,P. Mortensen,,5303062251,285,,5303062245,295,,5303062249,152,,5303062243,13,,5303062247,56,Back,5303062285,233,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737166853,241,1,1,27,47,9qsmopgutr7ut5g6workk8w4i,1,57.5,28.9,2024-10-21T17:29:40.819Z,2024-10-21T21:05:27Z,94didhw8o1blxonn4amoahcr9,J. Radošević,,5303062781,140,74.1,5303689481,189,,5303062787,213,5.57,5303062783,141,6.8,5303062777,152,,5303062775,5,,5303062785,212,23.0,5303062779,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737166871,242,1,1,27,51,9qsmopgutr7ut5g6workk8w4i,1,70.6,7.1,2024-10-21T17:29:45.027Z,2024-10-21T17:29:46Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,5303062891,56,Right,5303062895,141,14.0,5303062893,140,58.1,5303062897,212,13.9,5303062899,213,2.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
