id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2754037939,277,1,1,34,40,anga7587r1zv4ey71ge9zxol3,1,3.9,52.1,2024-12-01T13:37:12.628Z,2024-12-01T13:37:15Z,15fo180vixn0lb65fujttit3p,J. Storch,,,5395133085,212,26.8,5395133095,237,,5395133073,56,Back,5395133069,124,,5395133081,140,9.8,5395133087,213,4.95,5395133083,141,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754037989,278,1,1,34,42,anga7587r1zv4ey71ge9zxol3,1,13.0,11.3,2024-12-01T13:37:14.980Z,2024-12-01T13:37:17Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5395133331,56,Back,5395133339,213,5.94,5395133333,140,29.1,5395133337,212,17.9,5395133335,141,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754038001,279,1,1,34,45,anga7587r1zv4ey71ge9zxol3,0,29.1,2.5,2024-12-01T13:37:17.444Z,2024-12-01T13:37:17Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,,5395133379,140,29.5,5395133377,56,Back,5395133383,212,7.3,5395133381,141,13.2,5395133385,213,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754038007,298,50,1,34,46,aljua8crr0vkwit0j3m59jw9j,1,73.2,75.8,2024-12-01T13:37:18.447Z,2024-12-01T19:06:22Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5396361871,286,,5396724479,233,888,5395133419,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754263591,888,7,1,34,46,anga7587r1zv4ey71ge9zxol3,0,26.8,24.2,2024-12-01T13:37:18.448Z,2024-12-01T19:06:22Z,b13l1wrb747y9cdc8wqltan6d,M. Hebo,,,5396724433,233,298,5396873653,178,,5396362383,385,,5396362379,285,,5396362377,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754038085,299,3,1,34,50,aljua8crr0vkwit0j3m59jw9j,0,73.5,85.2,2024-12-01T13:37:22.563Z,2024-12-01T17:05:28Z,5j9d1plbsd5ic01r3ggziutwp,R. Vinderslev,,,5395133819,286,,5395133817,56,Left,5396363411,465,,5395133883,233,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754038075,280,7,1,34,50,anga7587r1zv4ey71ge9zxol3,1,26.5,14.8,2024-12-01T13:37:22.564Z,2024-12-01T19:03:56Z,b13l1wrb747y9cdc8wqltan6d,M. Hebo,,,5396873959,389,,5396363651,385,,5395133761,167,,5395133765,285,,5395133763,56,Back,5395133871,233,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754038089,281,5,1,34,51,anga7587r1zv4ey71ge9zxol3,0,23.2,-0.9,2024-12-01T13:37:23.364Z,2024-12-01T13:58:27Z,b13l1wrb747y9cdc8wqltan6d,M. Hebo,,,5395133831,56,Back,5395134797,233,300,5395133835,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754038251,300,5,1,34,51,aljua8crr0vkwit0j3m59jw9j,1,76.8,100.9,2024-12-01T13:37:23.364Z,2024-12-01T13:58:26Z,5j9d1plbsd5ic01r3ggziutwp,R. Vinderslev,,,5395134717,56,Left,5395134719,347,,5395134767,233,281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754038299,301,1,1,35,3,aljua8crr0vkwit0j3m59jw9j,1,73.1,100.0,2024-12-01T13:37:35.582Z,2024-12-01T13:37:39Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5395135007,141,94.0,5395135009,212,7.5,5395135003,140,78.2,5395135013,213,5.50,5395134997,107,,5395134999,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754038303,302,50,1,35,6,aljua8crr0vkwit0j3m59jw9j,1,76.6,90.4,2024-12-01T13:37:38.926Z,2024-12-01T13:37:43Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5395135135,233,282,5395135025,56,Left,5395135027,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754038309,282,7,1,35,6,anga7587r1zv4ey71ge9zxol3,0,23.4,9.6,2024-12-01T13:37:38.927Z,2024-12-01T19:04:03Z,5733iw16239m83syv5dm8huj9,M. Rømer,,,5396365215,385,,5395135081,233,302,5395135057,56,Back,5395135059,285,,5396874279,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754038395,303,1,1,35,7,aljua8crr0vkwit0j3m59jw9j,1,68.7,90.9,2024-12-01T13:37:39.997Z,2024-12-01T13:37:44Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5395135565,212,46.5,5395135557,140,26.9,5395135563,141,68.2,5395135569,1,,5395135567,213,3.48,5395135549,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754038427,304,1,1,35,12,aljua8crr0vkwit0j3m59jw9j,1,26.9,68.2,2024-12-01T13:37:44.542Z,2024-12-01T13:37:46Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5395135699,213,4.08,5395135693,141,56.1,5395135687,56,Back,5395135691,140,21.2,5395135695,212,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754038497,305,1,1,35,14,aljua8crr0vkwit0j3m59jw9j,1,21.2,56.8,2024-12-01T13:37:46.397Z,2024-12-01T13:37:49Z,c7gwbtdqptxjtu3tn3xctvit,J. Busk,,,5395136067,141,34.1,5395136063,140,29.5,5395136071,212,17.7,5395136059,56,Back,5395136075,213,5.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754038591,306,1,1,35,17,aljua8crr0vkwit0j3m59jw9j,1,30.8,34.3,2024-12-01T13:37:49.645Z,2024-12-01T13:37:55Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5395136541,56,Back,5395136557,212,21.6,5395136553,141,65.9,5395136547,140,32.8,5395136563,213,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754038637,307,1,1,35,22,aljua8crr0vkwit0j3m59jw9j,0,33.2,68.8,2024-12-01T13:37:55.006Z,2024-12-01T13:37:57Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5395136813,212,54.5,5395136817,1,,5395136807,56,Right,5395136809,140,69.1,5395136805,155,,5395136815,213,5.48,5395136811,141,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754038657,283,1,1,35,25,anga7587r1zv4ey71ge9zxol3,0,34.9,93.6,2024-12-01T13:37:57.620Z,2024-12-01T13:37:58Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5395136945,56,Back,5395136963,213,5.22,5395136943,3,,5395136949,141,77.2,5395136947,140,40.8,5395136957,212,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754038707,308,1,1,35,27,aljua8crr0vkwit0j3m59jw9j,1,64.3,26.1,2024-12-01T13:37:59.262Z,2024-12-01T13:38:01Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5395137191,56,Center,5395137195,141,22.0,5395137197,212,3.9,5395137199,213,5.49,5395137193,140,66.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754038737,309,1,1,35,28,aljua8crr0vkwit0j3m59jw9j,1,66.9,22.0,2024-12-01T13:38:01.006Z,2024-12-01T17:06:09Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5395137327,56,Center,5395137331,140,80.7,5395137341,213,0.39,5395137333,141,30.7,5395137337,212,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754038749,310,61,1,35,30,aljua8crr0vkwit0j3m59jw9j,0,79.8,31.0,2024-12-01T13:38:02.621Z,2024-12-01T13:38:03Z,adg5dfvzxjrzlz1n2jsfeyx3o,M. Agger,,,5395137379,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754038791,285,1,1,35,31,anga7587r1zv4ey71ge9zxol3,1,26.6,74.8,2024-12-01T13:38:03.972Z,2024-12-01T13:38:05Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5395137595,56,Back,5395137603,213,5.79,5395137601,212,10.3,5395137599,141,67.6,5395137597,140,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754038815,286,1,1,35,33,anga7587r1zv4ey71ge9zxol3,1,35.2,67.6,2024-12-01T13:38:05.108Z,2024-12-01T17:06:23Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5395137725,213,3.04,5395137721,141,68.7,5395137717,56,Back,5395137719,140,28.4,5395137723,212,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754038835,287,1,1,35,34,anga7587r1zv4ey71ge9zxol3,0,28.4,68.7,2024-12-01T13:38:06.468Z,2024-12-01T13:38:07Z,5733iw16239m83syv5dm8huj9,M. Rømer,,,5395137841,212,30.9,5395137837,141,46.7,5395137833,56,Center,5395137845,213,5.78,5395137835,140,54.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754038907,312,1,1,35,36,aljua8crr0vkwit0j3m59jw9j,1,43.3,60.4,2024-12-01T13:38:08.397Z,2024-12-01T13:38:11Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5395138161,141,42.3,5395138171,213,3.65,5395138153,56,Back,5395138157,140,22.1,5395138165,212,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754038977,313,1,1,35,38,aljua8crr0vkwit0j3m59jw9j,1,22.3,41.9,2024-12-01T13:38:10.973Z,2024-12-01T13:38:14Z,c7gwbtdqptxjtu3tn3xctvit,J. Busk,,,5395138475,140,35.2,5395138481,213,5.40,5395138473,56,Back,5395138479,212,21.5,5395138477,141,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754039047,314,1,1,35,42,aljua8crr0vkwit0j3m59jw9j,1,35.2,17.4,2024-12-01T13:38:14.110Z,2024-12-01T13:38:18Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5395138825,140,40.4,5395138829,212,8.2,5395138831,213,0.84,5395138827,141,26.3,5395138823,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754039097,315,1,1,35,46,aljua8crr0vkwit0j3m59jw9j,1,40.8,25.8,2024-12-01T13:38:18.285Z,2024-12-01T13:38:20Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5395139105,56,Back,5395139113,141,6.0,5395139119,213,5.21,5395139117,212,15.3,5395139109,140,47.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754039171,316,1,1,35,48,aljua8crr0vkwit0j3m59jw9j,1,46.9,6.0,2024-12-01T13:38:20.398Z,2024-12-01T13:38:24Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5395139483,141,15.4,5395139487,213,1.70,5395139481,140,46.1,5395139479,56,Back,5395139485,212,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754039221,317,1,1,35,52,aljua8crr0vkwit0j3m59jw9j,1,43.9,22.7,2024-12-01T13:38:24.382Z,2024-12-01T13:38:27Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5395139781,56,Back,5395139791,1,,5395139789,213,1.96,5395139783,140,32.1,5395139787,212,33.0,5395139785,141,67.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754039313,318,1,1,35,55,aljua8crr0vkwit0j3m59jw9j,1,31.9,67.7,2024-12-01T13:38:27.133Z,2024-12-01T13:38:30Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5395140229,56,Back,5395140241,213,4.12,5395140233,140,18.8,5395140239,212,24.7,5395140237,141,37.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754039331,319,1,1,35,58,aljua8crr0vkwit0j3m59jw9j,1,18.8,37.2,2024-12-01T13:38:30.494Z,2024-12-01T13:38:32Z,c7gwbtdqptxjtu3tn3xctvit,J. Busk,,,5395140347,140,28.5,5395140349,141,21.1,5395140353,213,5.46,5395140345,56,Back,5395140351,212,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754039395,320,1,1,36,0,aljua8crr0vkwit0j3m59jw9j,1,28.4,20.5,2024-12-01T13:38:32.302Z,2024-12-01T13:38:36Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5395140685,140,25.5,5395140689,212,29.8,5395140683,56,Back,5395140687,141,64.1,5395140691,213,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754039467,321,1,1,36,3,aljua8crr0vkwit0j3m59jw9j,1,25.6,65.2,2024-12-01T13:38:35.885Z,2024-12-01T13:38:39Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5395141085,141,95.1,5395141089,213,1.48,5395141083,140,27.3,5395141087,212,20.4,5395141081,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754039495,322,1,1,36,7,aljua8crr0vkwit0j3m59jw9j,1,27.3,96.4,2024-12-01T13:38:39.822Z,2024-12-01T13:38:42Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5395141233,213,6.23,5395141229,141,93.1,5395141227,140,64.5,5395141231,212,39.1,5395141225,56,Left,5395141235,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754039509,323,1,1,36,9,aljua8crr0vkwit0j3m59jw9j,1,64.5,93.1,2024-12-01T13:38:41.982Z,2024-12-01T13:38:42Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5395141305,140,61.2,5395141311,213,4.16,5395141309,212,6.6,5395141303,56,Left,5395141307,141,84.9,5395141301,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754039567,324,1,1,36,11,aljua8crr0vkwit0j3m59jw9j,1,63.1,84.0,2024-12-01T13:38:43.405Z,2024-12-01T13:38:45Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5395141621,213,0.24,5395141615,140,86.2,5395141619,212,25.0,5395141617,141,92.6,5395141613,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754039621,325,1,1,36,13,aljua8crr0vkwit0j3m59jw9j,1,87.4,90.7,2024-12-01T13:38:45.629Z,2024-12-01T13:38:49Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5395141955,212,11.8,5395141951,140,87.2,5395141947,56,Center,5395141957,213,4.69,5395141953,141,73.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754039691,326,1,1,36,16,aljua8crr0vkwit0j3m59jw9j,0,96.3,73.7,2024-12-01T13:38:48.990Z,2024-12-01T17:07:05Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5396372105,72,,5395142361,213,4.71,5395142355,140,96.4,5395142363,1,,5395142359,212,51.2,5395142353,56,Right,5395142357,141,0.0,5395142763,2,,5396372103,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754040195,288,5,1,36,20,anga7587r1zv4ey71ge9zxol3,1,3.3,101.8,2024-12-01T13:38:52.578Z,2024-12-01T13:58:27Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5395144915,56,Back,5395144951,233,327,5395144917,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754039695,327,5,1,36,20,aljua8crr0vkwit0j3m59jw9j,0,96.7,-1.8,2024-12-01T13:38:52.578Z,2024-12-01T13:58:27Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5395142381,347,,5395142379,56,Right,5395144993,233,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754040251,289,1,1,36,46,anga7587r1zv4ey71ge9zxol3,1,5.7,100.0,2024-12-01T13:39:18.884Z,2024-12-01T13:39:20Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5395145149,213,5.01,5395145133,56,Back,5395145137,140,8.2,5395145141,141,89.4,5395145129,107,,5395145145,212,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754040271,290,1,1,36,48,anga7587r1zv4ey71ge9zxol3,0,8.2,89.4,2024-12-01T13:39:20.708Z,2024-12-01T13:39:21Z,5733iw16239m83syv5dm8huj9,M. Rømer,,,5395145225,56,Back,5395145233,213,1.66,5395145227,140,7.6,5395145231,212,6.8,5395145229,141,99.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754040285,328,3,1,36,50,aljua8crr0vkwit0j3m59jw9j,0,88.9,6.6,2024-12-01T13:39:22.637Z,2024-12-01T19:06:23Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5395145295,286,,5396374495,464,,5396724539,233,291,5395145293,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754040329,291,7,1,36,50,anga7587r1zv4ey71ge9zxol3,1,11.1,93.4,2024-12-01T13:39:22.638Z,2024-12-01T19:06:22Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5395145461,285,,5396874471,178,,5396724485,233,328,5395145459,56,Back,5396374711,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754040383,292,3,1,36,52,anga7587r1zv4ey71ge9zxol3,1,20.1,90.0,2024-12-01T13:39:24.254Z,2024-12-01T17:07:28Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5395145715,56,Back,5396375115,465,,5395145717,285,,5395145731,233,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754040317,329,45,1,36,52,aljua8crr0vkwit0j3m59jw9j,0,79.9,10.0,2024-12-01T13:39:24.254Z,2024-12-01T14:27:26Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5395145777,233,292,5395145417,56,Right,5395145419,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754040399,293,1,1,36,55,anga7587r1zv4ey71ge9zxol3,0,23.8,88.9,2024-12-01T13:39:27.748Z,2024-12-01T17:07:51Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5395145795,140,26.1,5395145811,213,5.30,5395145801,141,83.6,5396376305,155,,5395145807,212,4.3,5395145793,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754040425,330,61,1,36,55,aljua8crr0vkwit0j3m59jw9j,1,77.5,18.6,2024-12-01T13:39:27.749Z,2024-12-01T17:07:50Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5395145929,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754040447,294,44,1,36,57,anga7587r1zv4ey71ge9zxol3,1,23.0,83.6,2024-12-01T13:39:29.102Z,2024-12-01T14:51:43Z,b13l1wrb747y9cdc8wqltan6d,M. Hebo,,,5395152743,56,Back,5395253479,233,331,5395152747,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754040465,331,44,1,36,57,aljua8crr0vkwit0j3m59jw9j,0,77.0,16.4,2024-12-01T13:39:29.103Z,2024-12-01T14:51:43Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5395253269,286,,5395253265,56,Right,5395253503,233,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754044255,324,61,1,36,57,anga7587r1zv4ey71ge9zxol3,1,16.8,87.1,2024-12-01T13:39:29.380Z,2024-12-01T19:08:17Z,b13l1wrb747y9cdc8wqltan6d,M. Hebo,,,5395166483,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754266971,886,61,1,36,59,aljua8crr0vkwit0j3m59jw9j,1,73.3,17.6,2024-12-01T13:39:31.133Z,2024-12-01T17:08:24Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5396380717,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754040501,295,3,1,36,59,anga7587r1zv4ey71ge9zxol3,1,26.0,79.2,2024-12-01T13:39:31.315Z,2024-12-01T19:06:24Z,5733iw16239m83syv5dm8huj9,M. Rømer,,,5395146297,285,,5395146295,56,Back,5395146395,233,332,5396382841,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754040513,332,45,1,36,59,aljua8crr0vkwit0j3m59jw9j,0,74.0,20.8,2024-12-01T13:39:31.315Z,2024-12-01T19:06:24Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5395146423,233,295,5395146361,56,Right,5395146363,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754040651,296,1,1,37,1,anga7587r1zv4ey71ge9zxol3,1,29.3,78.1,2024-12-01T13:39:33.220Z,2024-12-01T13:39:41Z,5733iw16239m83syv5dm8huj9,M. Rømer,,,5395147117,1,,5395147113,212,40.1,5395147109,140,31.2,5395147107,56,Back,5395147115,213,4.76,5395147111,141,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754040699,297,1,1,37,9,anga7587r1zv4ey71ge9zxol3,0,48.6,12.0,2024-12-01T13:39:41.268Z,2024-12-01T17:08:52Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,,5395147377,1,,5395147373,212,49.9,5395147369,140,93.8,5395147367,56,Center,5395147375,213,0.32,5395147371,141,34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754040711,333,52,1,37,12,aljua8crr0vkwit0j3m59jw9j,1,13.7,68.4,2024-12-01T13:39:44.141Z,2024-12-01T17:08:55Z,c7gwbtdqptxjtu3tn3xctvit,J. Busk,,,5396384553,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754040881,334,1,1,37,16,aljua8crr0vkwit0j3m59jw9j,1,10.2,59.2,2024-12-01T13:39:48.189Z,2024-12-01T13:39:52Z,c7gwbtdqptxjtu3tn3xctvit,J. Busk,,,5395148281,140,26.2,5395148279,56,Back,5395148277,123,,5395148285,212,24.2,5395148283,141,33.6,5395148287,213,5.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754040995,335,1,1,37,20,aljua8crr0vkwit0j3m59jw9j,1,29.3,32.7,2024-12-01T13:39:52.381Z,2024-12-01T13:39:57Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5395148877,56,Back,5395148879,140,25.6,5395148881,141,66.1,5395148885,213,1.74,5395148883,212,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754041055,336,1,1,37,25,aljua8crr0vkwit0j3m59jw9j,1,28.9,64.4,2024-12-01T13:39:57.357Z,2024-12-01T13:40:00Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5395149197,56,Back,5395149199,140,34.4,5395149203,212,20.0,5395149205,213,5.01,5395149201,141,36.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754041159,337,1,1,37,30,aljua8crr0vkwit0j3m59jw9j,1,41.4,32.5,2024-12-01T13:40:02.861Z,2024-12-01T13:40:04Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5395149679,212,24.5,5395149677,141,68.2,5395149673,56,Back,5395149681,213,1.71,5395149675,140,38.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754041195,338,1,1,37,32,aljua8crr0vkwit0j3m59jw9j,1,38.5,71.5,2024-12-01T13:40:04.685Z,2024-12-01T13:40:06Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5395149895,56,Back,5395149911,213,1.18,5395149903,141,93.8,5395149907,212,16.4,5395149899,140,44.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754041261,339,1,1,37,34,aljua8crr0vkwit0j3m59jw9j,1,44.4,93.7,2024-12-01T13:40:06.861Z,2024-12-01T13:40:09Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5395150201,56,Back,5395150203,140,30.8,5395150209,213,3.88,5395150207,212,19.4,5395150205,141,74.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754041359,340,1,1,37,37,aljua8crr0vkwit0j3m59jw9j,1,25.0,70.2,2024-12-01T13:40:09.709Z,2024-12-01T13:40:15Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5395150697,140,31.9,5395150699,141,33.8,5395150693,56,Back,5395150707,213,5.00,5395150703,212,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754041415,341,1,1,37,42,aljua8crr0vkwit0j3m59jw9j,1,34.7,29.4,2024-12-01T13:40:14.924Z,2024-12-01T13:40:17Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5395151019,141,6.9,5395151023,213,5.78,5395151017,140,61.0,5395151021,212,31.6,5395151015,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
