id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/13/value,qualifier/15/value,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/14/value,qualifier/18/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2795607379,177,1,1,16,36,9w3sjm5ml4sjr2v81oxzdrt8v,1,26.4,64.4,2025-04-04T17:18:28.923Z,2025-04-04T18:06:56Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5621725581,213,0.03,5621725575,140,49.6,5621725579,212,24.4,5621725577,141,65.3,5621928713,1,,5621725573,56,Back,5621928709,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795607381,178,44,1,16,37,9w3sjm5ml4sjr2v81oxzdrt8v,1,47.3,69.2,2025-04-04T17:18:29.904Z,2025-04-04T17:46:12Z,54ipja7wrxji6kn8yw5uhr6ga,F. Danho,,,5621725621,233,141,5621725597,285,,5621725595,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795607375,141,44,1,16,37,59as3grjvj19voay31j3yfgni,0,52.7,30.8,2025-04-04T17:18:29.905Z,2025-04-04T17:46:12Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5621725651,233,178,5621725559,56,Center,5621725561,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795607399,179,1,1,16,38,9w3sjm5ml4sjr2v81oxzdrt8v,0,49.6,65.3,2025-04-04T17:18:30.571Z,2025-04-04T18:07:01Z,54ipja7wrxji6kn8yw5uhr6ga,F. Danho,,,5621725691,140,61.5,5621725693,141,40.2,5621725685,3,,5621725689,56,Center,5621725695,212,21.2,5621725697,213,5.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795607447,142,1,1,16,41,59as3grjvj19voay31j3yfgni,1,43.7,65.5,2025-04-04T17:18:33.665Z,2025-04-04T17:18:36Z,ajhd3cqclubmexhscpd4w4ez9,Paulinho,,,5621725995,212,30.4,5621725997,213,3.43,5621725989,56,Back,5621725993,141,52.8,5621725991,140,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795607509,143,1,1,16,43,59as3grjvj19voay31j3yfgni,0,18.3,49.7,2025-04-04T17:18:35.954Z,2025-04-04T17:18:41Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,,5621726335,56,Center,5621726339,140,85.1,5621726351,1,,5621726343,141,50.1,5621726347,212,70.1,5621726333,157,,5621726349,213,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795607525,180,52,1,16,50,9w3sjm5ml4sjr2v81oxzdrt8v,1,15.2,46.2,2025-04-04T17:18:42.348Z,2025-04-04T20:42:21Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5622913481,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795607605,181,1,1,16,51,9w3sjm5ml4sjr2v81oxzdrt8v,1,15.2,46.2,2025-04-04T17:18:44.027Z,2025-04-04T17:18:48Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5621726777,123,,5621726779,56,Back,5621726783,141,33.2,5621726781,140,21.7,5621726787,213,5.37,5621726785,212,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795607653,182,1,1,16,56,9w3sjm5ml4sjr2v81oxzdrt8v,1,22.9,33.8,2025-04-04T17:18:48.283Z,2025-04-04T17:18:52Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5621727043,141,48.2,5621727041,140,6.9,5621727047,213,2.61,5621727045,212,19.4,5621727039,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795607693,183,1,1,17,0,9w3sjm5ml4sjr2v81oxzdrt8v,0,8.3,51.0,2025-04-04T17:18:52.283Z,2025-04-04T17:18:54Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5621727291,213,0.79,5621727289,212,33.9,5621727293,1,,5621727285,141,86.2,5621727279,155,,5621727281,56,Back,5621727283,140,31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795607723,144,1,1,17,2,59as3grjvj19voay31j3yfgni,1,63.3,11.1,2025-04-04T17:18:54.802Z,2025-04-04T17:18:56Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,,5621727465,212,11.9,5621727467,213,1.29,5621727463,141,28.0,5621727461,140,66.4,5621727459,56,Center,5621727457,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795607751,146,1,1,17,4,59as3grjvj19voay31j3yfgni,1,66.4,26.7,2025-04-04T17:18:56.489Z,2025-04-04T17:18:59Z,1qcf5gb8wf8f4tu94xh96yqy,Dani Silva,,,5621727605,212,13.8,5621727609,213,4.50,5621727595,56,Right,5621727597,140,63.6,5621727601,141,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795607787,147,1,1,17,6,59as3grjvj19voay31j3yfgni,1,63.3,7.1,2025-04-04T17:18:59.027Z,2025-04-04T17:19:01Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5621727787,141,2.3,5621727785,140,74.9,5621727789,212,12.6,5621727791,213,6.02,5621727783,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795607811,148,1,1,17,9,59as3grjvj19voay31j3yfgni,1,76.2,3.7,2025-04-04T17:19:01.795Z,2025-04-04T17:19:04Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,,5621727927,56,Center,5621727929,140,71.6,5621727931,141,23.1,5621727933,212,14.0,5621727935,213,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795607831,149,1,1,17,12,59as3grjvj19voay31j3yfgni,1,71.3,24.0,2025-04-04T17:19:04.563Z,2025-04-04T17:19:06Z,1qcf5gb8wf8f4tu94xh96yqy,Dani Silva,,,5621728011,56,Center,5621728013,140,88.4,5621728019,213,0.32,5621728015,141,32.8,5621728017,212,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795607837,150,61,1,17,13,59as3grjvj19voay31j3yfgni,0,88.5,32.8,2025-04-04T17:19:06.035Z,2025-04-04T17:19:06Z,1sdsqfn743j5tqem8ra7sppn8,Franculino Djú,,,5621728045,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795607865,184,12,1,17,15,9w3sjm5ml4sjr2v81oxzdrt8v,1,10.8,53.0,2025-04-04T17:19:07.621Z,2025-04-04T17:52:52Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5621728213,56,Back,5621728245,167,,5621728221,141,100.0,5621728227,213,1.13,5621728217,140,25.6,5621728225,212,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795608091,151,5,1,17,16,59as3grjvj19voay31j3yfgni,1,75.3,-1.8,2025-04-04T17:19:08.355Z,2025-04-04T17:51:44Z,1sdsqfn743j5tqem8ra7sppn8,Franculino Djú,,,5621729479,56,Right,5621729481,347,,5621729503,233,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795607867,185,5,1,17,16,9w3sjm5ml4sjr2v81oxzdrt8v,0,24.7,101.8,2025-04-04T17:19:08.355Z,2025-04-04T17:51:44Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5621728229,56,Back,5621729533,233,151,5621728231,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795608229,153,1,1,17,44,59as3grjvj19voay31j3yfgni,0,80.1,0.0,2025-04-04T17:19:36.420Z,2025-04-04T17:19:40Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5621730359,213,1.11,5621730361,1,,5621730355,141,49.4,5621730357,212,38.3,5621730353,140,96.3,5621730351,56,Center,5621730349,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795608261,187,52,1,17,50,9w3sjm5ml4sjr2v81oxzdrt8v,1,2.9,51.8,2025-04-04T17:19:42.477Z,2025-04-04T20:42:49Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5622914397,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795608291,188,1,1,17,53,9w3sjm5ml4sjr2v81oxzdrt8v,0,11.3,41.2,2025-04-04T17:19:45.197Z,2025-04-04T17:19:48Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5621730675,213,5.91,5621730679,287,,5621730671,141,16.7,5621730853,1,,5621730673,212,45.3,5621730669,140,51.4,5621730665,123,,5621730667,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795608305,154,8,1,17,55,59as3grjvj19voay31j3yfgni,1,53.7,79.7,2025-04-04T17:19:48.085Z,2025-04-04T20:43:13Z,1qcf5gb8wf8f4tu94xh96yqy,Dani Silva,,,5622915453,385,,5621730813,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795608317,155,5,1,17,57,59as3grjvj19voay31j3yfgni,0,53.6,101.7,2025-04-04T17:19:49.348Z,2025-04-04T17:19:54Z,1qcf5gb8wf8f4tu94xh96yqy,Dani Silva,,,5621730873,56,Left,5621731067,233,189,5621730875,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795608341,189,5,1,17,57,9w3sjm5ml4sjr2v81oxzdrt8v,1,46.4,-1.7,2025-04-04T17:19:49.348Z,2025-04-04T21:12:08Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5621731007,233,155,5621730993,347,,5621730991,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795608565,190,1,1,18,16,9w3sjm5ml4sjr2v81oxzdrt8v,1,44.9,0.0,2025-04-04T17:20:08.454Z,2025-04-04T17:20:21Z,3cdo7b8vwb5kzeoaxzqm6esk4,S. Hansen,,,5621732885,189,,5621732323,212,11.9,5621732321,141,7.1,5621732319,140,35.2,5621732315,107,,5621732317,56,Back,5621732325,213,2.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795608567,191,1,1,18,17,9w3sjm5ml4sjr2v81oxzdrt8v,0,35.2,7.1,2025-04-04T17:20:09.415Z,2025-04-04T17:20:22Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5621732329,157,,5621732343,1,,5621732333,140,80.2,5621732331,56,Right,5621732339,213,0.01,5621733011,189,,5621732335,141,7.5,5621732337,212,47.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795608549,156,4,1,18,18,59as3grjvj19voay31j3yfgni,1,22.4,91.9,2025-04-04T17:20:11.109Z,2025-04-04T17:22:31Z,ajhd3cqclubmexhscpd4w4ez9,Paulinho,,,5621732309,56,Back,5621732305,13,,5621732307,294,,5621732311,152,,5621732313,285,,5621732623,233,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795608603,192,4,1,18,18,9w3sjm5ml4sjr2v81oxzdrt8v,0,77.6,8.1,2025-04-04T17:20:11.110Z,2025-04-04T17:22:31Z,ag40mk09zc8tzbkr7dnnqumay,N. Campbell,,,5621732595,56,Right,5621732599,286,,5621732597,152,,5621732593,294,,5621732591,13,,5621732631,233,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795608921,157,1,1,18,51,59as3grjvj19voay31j3yfgni,1,16.5,90.1,2025-04-04T17:20:43.367Z,2025-04-04T17:24:12Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,,5621734319,140,60.5,5621734327,1,,5621734315,152,,5621746957,189,,5621734317,56,Center,5621734325,213,5.73,5621746787,157,,5621734313,5,,5621734321,141,47.7,5621734323,212,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795608937,158,1,1,18,52,59as3grjvj19voay31j3yfgni,1,62.2,41.6,2025-04-04T17:20:44.934Z,2025-04-04T17:20:46Z,1qcf5gb8wf8f4tu94xh96yqy,Dani Silva,,,5621734421,141,12.2,5621734423,212,20.0,5621734417,56,Right,5621734425,213,4.75,5621734419,140,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795608967,159,1,1,18,53,59as3grjvj19voay31j3yfgni,1,62.9,12.2,2025-04-04T17:20:45.910Z,2025-04-04T17:20:47Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5621734585,213,1.92,5621734579,140,59.0,5621734577,56,Center,5621734583,212,12.1,5621734581,141,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795608997,160,1,1,18,58,59as3grjvj19voay31j3yfgni,1,61.8,33.7,2025-04-04T17:20:50.375Z,2025-04-04T17:20:51Z,1qcf5gb8wf8f4tu94xh96yqy,Dani Silva,,,5621734739,140,64.6,5621734737,56,Center,5621734743,212,7.2,5621734741,141,43.4,5621734745,213,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795609021,161,1,1,18,59,59as3grjvj19voay31j3yfgni,1,64.4,43.7,2025-04-04T17:20:51.670Z,2025-04-04T17:20:54Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,,5621734821,141,60.9,5621734823,212,13.8,5621734819,140,57.5,5621734825,213,2.13,5621734817,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795609069,162,1,1,19,1,59as3grjvj19voay31j3yfgni,1,57.5,61.4,2025-04-04T17:20:53.910Z,2025-04-04T17:20:57Z,bwfg9frq2ecbzg7wlzqjtnv2s,P. Bravo,,,5621735081,213,2.33,5621735075,140,49.0,5621735079,212,13.0,5621735077,141,75.3,5621735073,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795609099,163,1,1,19,5,59as3grjvj19voay31j3yfgni,1,51.0,75.6,2025-04-04T17:20:57.462Z,2025-04-04T17:21:00Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5621735271,56,Left,5621735273,140,57.6,5621735279,213,1.01,5621735275,141,91.7,5621735277,212,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795609125,164,1,1,19,8,59as3grjvj19voay31j3yfgni,1,47.5,79.7,2025-04-04T17:21:00.487Z,2025-04-04T17:21:02Z,bwfg9frq2ecbzg7wlzqjtnv2s,P. Bravo,,,5621735437,212,9.1,5621735435,141,79.1,5621735439,213,3.19,5621735431,56,Back,5621735433,140,38.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795609175,165,1,1,19,10,59as3grjvj19voay31j3yfgni,1,38.8,79.0,2025-04-04T17:21:02.342Z,2025-04-04T17:21:07Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5621735729,212,23.3,5621735725,140,35.7,5621735727,141,45.1,5621735731,213,4.57,5621735723,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795609205,166,1,1,19,15,59as3grjvj19voay31j3yfgni,1,48.5,29.8,2025-04-04T17:21:07.367Z,2025-04-04T17:21:09Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5621735857,56,Right,5621735861,141,4.7,5621735859,140,56.3,5621735863,212,18.9,5621735865,213,5.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795609235,167,1,1,19,17,59as3grjvj19voay31j3yfgni,0,55.8,4.7,2025-04-04T17:21:09.143Z,2025-04-04T17:21:12Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5621736033,140,86.0,5621736031,56,Right,5621736041,1,,5621736029,155,,5621736037,212,32.0,5621736039,213,0.14,5621736035,141,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795609281,194,1,1,19,21,9w3sjm5ml4sjr2v81oxzdrt8v,1,11.4,83.1,2025-04-04T17:21:13.407Z,2025-04-04T17:21:16Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5621736283,140,5.2,5621736281,56,Back,5621736287,212,20.5,5621736289,213,4.39,5621736285,141,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795609321,195,1,1,19,24,9w3sjm5ml4sjr2v81oxzdrt8v,1,6.4,57.5,2025-04-04T17:21:16.448Z,2025-04-04T17:21:19Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5621736551,213,0.81,5621736553,1,,5621736545,140,31.6,5621736549,212,38.3,5621736547,141,98.3,5621736541,157,,5621736543,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795609345,196,1,1,19,27,9w3sjm5ml4sjr2v81oxzdrt8v,1,31.5,98.3,2025-04-04T17:21:19.392Z,2025-04-04T17:21:22Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5621736665,213,5.17,5621736657,56,Back,5621736659,140,35.2,5621736661,141,86.8,5621736655,3,,5621736663,212,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795609349,197,50,1,19,30,9w3sjm5ml4sjr2v81oxzdrt8v,1,38.3,88.8,2025-04-04T17:21:22.208Z,2025-04-04T19:14:22Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5621736679,56,Back,5621736789,233,168,5621736681,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795609369,168,7,1,19,30,59as3grjvj19voay31j3yfgni,1,61.7,11.2,2025-04-04T17:21:22.209Z,2025-04-04T20:47:56Z,1qcf5gb8wf8f4tu94xh96yqy,Dani Silva,,,5621736785,233,197,5622925187,383,,5621736747,56,Right,5621736749,285,,5622925189,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795609375,169,4,1,19,32,59as3grjvj19voay31j3yfgni,1,51.3,12.8,2025-04-04T17:21:24.616Z,2025-04-04T17:21:35Z,1qcf5gb8wf8f4tu94xh96yqy,Dani Silva,,,5621737453,295,,5621736831,13,,5621736833,56,Right,5621736959,233,198,5621736839,286,,5621736835,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795609387,198,4,1,19,32,9w3sjm5ml4sjr2v81oxzdrt8v,0,48.7,87.2,2025-04-04T17:21:24.617Z,2025-04-04T17:21:36Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5621736957,285,,5621736955,152,,5621736949,13,,5621736967,233,169,5621736951,295,,5621736953,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795609515,170,1,1,19,44,59as3grjvj19voay31j3yfgni,1,54.1,13.7,2025-04-04T17:21:37.015Z,2025-04-04T17:21:46Z,1qcf5gb8wf8f4tu94xh96yqy,Dani Silva,,,5621737587,5,,5621737589,152,,5621737593,140,48.8,5621737591,56,Back,5621738169,189,,5621737597,212,13.9,5621737599,213,1.98,5621737595,141,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795609529,171,1,1,19,46,59as3grjvj19voay31j3yfgni,1,48.8,32.5,2025-04-04T17:21:38.744Z,2025-04-04T17:21:39Z,bwfg9frq2ecbzg7wlzqjtnv2s,P. Bravo,,,5621737699,213,5.25,5621737683,140,53.2,5621737687,141,21.2,5621737679,56,Center,5621737693,212,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795609525,199,83,1,19,47,9w3sjm5ml4sjr2v81oxzdrt8v,0,46.4,79.7,2025-04-04T17:21:39.248Z,2025-04-04T17:21:41Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5621737871,399,1qcf5gb8wf8f4tu94xh96yqy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795609557,172,1,1,19,47,59as3grjvj19voay31j3yfgni,1,53.2,21.2,2025-04-04T17:21:39.544Z,2025-04-04T17:21:41Z,1qcf5gb8wf8f4tu94xh96yqy,Dani Silva,,,5621737835,140,60.7,5621737839,212,12.9,5621737837,141,6.2,5621737841,213,5.37,5621737831,155,,5621737833,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795609591,173,1,1,19,49,59as3grjvj19voay31j3yfgni,1,62.7,6.2,2025-04-04T17:21:41.320Z,2025-04-04T17:21:44Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5621738033,141,20.1,5621738027,56,Right,5621738029,140,73.0,5621738037,212,14.4,5621738039,213,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795826913,893,3,1,19,50,59as3grjvj19voay31j3yfgni,0,74.7,31.4,2025-04-04T17:21:42.671Z,2025-04-04T20:48:51Z,1sdsqfn743j5tqem8ra7sppn8,Franculino Djú,,,5622927163,465,,5622927161,286,,5622927159,56,Center,5622927165,467,8cox96ikk1k4c24f0y5ef45x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795609597,174,4,1,19,51,59as3grjvj19voay31j3yfgni,1,71.2,29.6,2025-04-04T17:21:43.567Z,2025-04-04T17:22:31Z,1sdsqfn743j5tqem8ra7sppn8,Franculino Djú,,,5621738237,233,200,5621738109,265,,5621738105,56,Center,5621738107,152,,5621738113,286,,5621738103,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795609583,200,4,1,19,51,9w3sjm5ml4sjr2v81oxzdrt8v,0,28.8,70.4,2025-04-04T17:21:43.568Z,2025-04-04T17:22:32Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5621738257,233,174,5621738199,265,,5621738195,13,,5621737979,285,,5621737977,56,Back,5621738197,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795610243,175,1,1,20,42,59as3grjvj19voay31j3yfgni,0,72.5,22.1,2025-04-04T17:22:34.537Z,2025-04-04T20:49:13Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5621741771,152,,5621741767,155,,5621741765,5,,5621741781,141,57.5,5621741759,2,,5622928341,1,,5621741773,56,Center,5622928337,224,,5621741785,213,0.76,5622928339,20,,5621741783,212,5621741777,140,96.6,,,,,,,,,,,,,,,34.9,,,,,,,,,,,,
2795610247,176,43,1,20,44,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2025-04-04T17:22:36.858Z,2025-04-04T17:22:52Z,1sdsqfn743j5tqem8ra7sppn8,Franculino Djú,,,5621741827,56,Center,5621742629,144,44,5621741829,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795610299,203,12,1,20,45,9w3sjm5ml4sjr2v81oxzdrt8v,1,4.1,39.2,2025-04-04T17:22:37.218Z,2025-04-04T17:22:47Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5621742093,140,16.0,5621742091,56,Back,5621742095,141,23.5,5621742347,15,,5621742099,213,5.58,5621742097,212,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795610301,177,1,1,20,49,59as3grjvj19voay31j3yfgni,0,95.9,75.4,2025-04-04T17:22:41.770Z,2025-04-04T17:24:54Z,ajhd3cqclubmexhscpd4w4ez9,Paulinho,,,5621742107,140,96.1,5621748167,343,2,5621742109,141,74.1,5621742105,56,Center,5621742113,213,4.95,5621742103,155,,5621742111,212,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795610305,204,43,1,20,49,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2025-04-04T17:22:41.998Z,2025-04-04T17:25:17Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5621751289,144,61,5621742119,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795610307,178,43,1,20,50,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2025-04-04T17:22:42.778Z,2025-04-04T17:24:59Z,ajhd3cqclubmexhscpd4w4ez9,Paulinho,,,5621742789,56,Center,5621742791,73,0,5621750209,144,6,5621742805,233,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795611737,182,4,1,20,50,59as3grjvj19voay31j3yfgni,1,95.3,67.9,2025-04-04T17:22:42.814Z,2025-04-04T17:46:17Z,,,,,5621751081,343,3,5621750819,233,206,5621750711,9,,5621750713,10,,5621750717,152,,5621752661,348,drlp4xtkta08jiu0px6m4ocq2,5621750719,286,,5621750715,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795611755,206,4,1,20,50,9w3sjm5ml4sjr2v81oxzdrt8v,0,4.7,32.1,2025-04-04T17:22:42.815Z,2025-04-04T17:46:17Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5621750641,285,,5621750631,9,,5621750931,343,3,5621750635,10,,5621750639,152,,5621750637,56,Back,5621750943,233,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795610319,205,43,1,20,52,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2025-04-04T17:22:44.498Z,2025-04-04T17:25:14Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5621742205,73,0,5621742201,56,Back,5621751029,144,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
