id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/12/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId
2814194405,297,1,1,34,4,evf5hhqgnjhwjsth1m6pawxdp,1,43.3,87.2,2025-05-12T17:44:32.593Z,2025-05-12T17:44:34Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,,5724002259,140,60.0,5724002265,213,6.18,5724002263,212,17.6,5724002261,141,84.4,5724002257,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814194393,278,83,1,34,5,czkf5t3ai00ghwbga03i5aqxw,0,58.9,23.9,2025-05-12T17:44:33.130Z,2025-05-12T17:45:24Z,dkc69jkzi4e9ysgmwldz249as,M. Siltanen,,,5724002469,399,d9ta7wtarys9urr5lzoxqv3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814194449,298,1,1,34,6,evf5hhqgnjhwjsth1m6pawxdp,1,60.0,84.7,2025-05-12T17:44:34.361Z,2025-05-12T17:44:37Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,,5724002449,140,65.9,5724002455,213,0.85,5724002453,212,9.4,5724002451,141,95.0,5724002447,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814194483,299,1,1,34,11,evf5hhqgnjhwjsth1m6pawxdp,0,75.2,92.3,2025-05-12T17:44:39.179Z,2025-05-12T17:44:41Z,ckwgkqxv6u28byqau4rz47efp,A. Trondsen,,,5724002629,141,74.8,5724002631,212,18.0,5724002633,213,5.56,5724002625,56,Center,5724002627,140,88.0,5724002621,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814194477,279,12,1,34,11,czkf5t3ai00ghwbga03i5aqxw,1,10.7,29.1,2025-05-12T17:44:39.379Z,2025-05-12T17:44:44Z,ebhyx7fm13sy9qjf4vylzg89h,J. Une Larsson,,,5724002607,56,Back,5724002615,213,5.76,5724002639,15,,5724002613,212,15.0,5724002609,140,23.1,5724002611,141,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814194547,300,1,1,34,15,evf5hhqgnjhwjsth1m6pawxdp,1,71.5,74.5,2025-05-12T17:44:43.713Z,2025-05-12T17:44:45Z,ckwgkqxv6u28byqau4rz47efp,A. Trondsen,,,5724002949,140,68.7,5724002955,213,4.28,5724002953,212,7.0,5724002951,141,65.2,5724002947,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814194573,301,1,1,34,17,evf5hhqgnjhwjsth1m6pawxdp,1,68.8,64.6,2025-05-12T17:44:45.065Z,2025-05-12T17:44:47Z,1dy0207jxgg8gvuygsd95wdn8,D. Kruse,,,5724003105,140,72.6,5724003113,213,1.23,5724003103,56,Left,5724003107,141,81.4,5724003109,212,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814194605,302,1,1,34,19,evf5hhqgnjhwjsth1m6pawxdp,1,72.1,82.3,2025-05-12T17:44:46.921Z,2025-05-12T17:44:49Z,ckwgkqxv6u28byqau4rz47efp,A. Trondsen,,,5724003269,213,0.90,5724003267,212,9.3,5724003263,140,77.6,5724003261,56,Left,5724003265,141,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814194641,303,1,1,34,21,evf5hhqgnjhwjsth1m6pawxdp,1,78.7,89.3,2025-05-12T17:44:49.770Z,2025-05-12T17:44:52Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,,5724003475,141,88.0,5724003481,213,3.30,5724003471,140,73.5,5724003469,56,Left,5724003479,212,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814194685,304,1,1,34,24,evf5hhqgnjhwjsth1m6pawxdp,1,73.4,83.0,2025-05-12T17:44:52.681Z,2025-05-12T17:44:56Z,ckwgkqxv6u28byqau4rz47efp,A. Trondsen,,,5724003703,213,0.51,5724003701,212,13.1,5724003697,140,84.3,5724003699,141,92.4,5724003695,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814194707,305,1,1,34,28,evf5hhqgnjhwjsth1m6pawxdp,0,78.6,84.1,2025-05-12T17:44:56.065Z,2025-05-12T17:45:32Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,,5724003805,141,76.6,5724003809,213,5.76,5724003801,56,Center,5724003807,212,10.3,5724003803,140,87.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814194729,306,43,1,34,29,evf5hhqgnjhwjsth1m6pawxdp,1,0.0,0.0,2025-05-12T17:44:57.586Z,2025-05-12T17:45:33Z,bm0bafkutd9qb9qee06cys9re,I. Jagne,,,5724006245,144,1,5724003929,56,Left,5724003935,212,3.6,5724003937,213,2.47,5724003933,141,79.6,5724003931,140,84.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814195141,283,8,1,34,29,czkf5t3ai00ghwbga03i5aqxw,1,9.8,27.3,2025-05-12T17:44:57.835Z,2025-05-12T17:45:34Z,ebhyx7fm13sy9qjf4vylzg89h,J. Une Larsson,,,5724006107,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814194773,281,1,1,34,32,czkf5t3ai00ghwbga03i5aqxw,0,25.5,11.0,2025-05-12T17:45:00.395Z,2025-05-12T17:45:03Z,dkc69jkzi4e9ysgmwldz249as,M. Siltanen,,,5724004173,213,0.86,5724004169,141,68.5,5724004171,212,51.6,5724004175,1,,5724004165,56,Center,5724004167,140,57.6,5724004163,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814194845,307,1,1,34,35,evf5hhqgnjhwjsth1m6pawxdp,1,42.0,34.0,2025-05-12T17:45:03.809Z,2025-05-12T17:45:09Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,,5724004539,56,Center,5724004541,140,60.4,5724004543,141,27.6,5724004547,213,6.06,5724004545,212,19.8,5724004537,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814194851,308,4,1,34,39,evf5hhqgnjhwjsth1m6pawxdp,1,57.8,17.6,2025-05-12T17:45:07.593Z,2025-05-12T17:45:11Z,1vla5l510mtb859zevvplneju,F. Eriksson,,,5724004595,56,Right,5724004597,152,,5724004593,13,,5724004599,265,,5724004601,286,,5724004613,233,282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814194825,282,4,1,34,39,czkf5t3ai00ghwbga03i5aqxw,0,42.2,82.4,2025-05-12T17:45:07.594Z,2025-05-12T17:45:11Z,3bepi58wwope38a478y7jwlxw,A. Priske,,,5724004489,265,,5724004491,285,,5724004633,233,308,5724004487,152,,5724004483,13,,5724004485,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814195361,309,1,1,35,21,evf5hhqgnjhwjsth1m6pawxdp,1,56.8,23.9,2025-05-12T17:45:49.354Z,2025-05-12T17:45:50Z,1vla5l510mtb859zevvplneju,F. Eriksson,,,5724007343,56,Back,5724007347,141,24.9,5724007341,152,,5724007345,140,43.7,5724007339,5,,5724007351,213,3.09,5724007375,189,,5724007349,212,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,
2814195389,310,1,1,35,23,evf5hhqgnjhwjsth1m6pawxdp,1,42.3,25.5,2025-05-12T17:45:51.075Z,2025-05-12T17:45:52Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,,5724007503,56,Back,5724007507,141,73.2,5724007505,140,37.7,5724007511,213,1.72,5724007513,1,,5724007509,212,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814195413,311,1,1,35,24,evf5hhqgnjhwjsth1m6pawxdp,1,37.1,66.1,2025-05-12T17:45:52.394Z,2025-05-12T17:45:53Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,,5724007627,212,24.5,5724007621,56,Back,5724007623,140,37.5,5724007625,141,30.1,5724007629,213,4.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814195487,312,1,1,35,25,evf5hhqgnjhwjsth1m6pawxdp,1,37.3,30.7,2025-05-12T17:45:53.378Z,2025-05-12T17:45:59Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,,5724008039,213,1.72,5724008035,141,66.7,5724008037,212,24.8,5724008031,56,Back,5724008033,140,33.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814195453,284,83,1,35,29,czkf5t3ai00ghwbga03i5aqxw,0,64.8,11.7,2025-05-12T17:45:57.058Z,2025-05-12T17:46:04Z,dvl8q7nwvz3o6d73220d1ag2d,T. Nguen,,,5724008457,399,3tbz518udos9vb9bqypn9il7t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814195511,313,1,1,35,31,evf5hhqgnjhwjsth1m6pawxdp,1,39.0,85.9,2025-05-12T17:45:59.349Z,2025-05-12T17:46:01Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,,5724008171,141,59.9,5724008169,140,28.3,5724008173,212,20.9,5724008175,213,4.15,5724008167,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814195531,314,1,1,35,33,evf5hhqgnjhwjsth1m6pawxdp,0,24.9,66.0,2025-05-12T17:46:01.170Z,2025-05-12T17:46:02Z,1k2svnzs4woe6gpegqlrxjjf8,E. Bishesari,,,5724008279,140,67.1,5724008281,141,79.7,5724008283,212,45.3,5724008287,1,,5724008275,157,,5724008277,56,Left,5724008285,213,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814195547,285,12,1,35,35,czkf5t3ai00ghwbga03i5aqxw,1,30.5,25.9,2025-05-12T17:46:03.018Z,2025-05-12T17:46:05Z,ebhyx7fm13sy9qjf4vylzg89h,J. Une Larsson,,,5724008379,141,32.4,5724008377,140,43.8,5724008417,15,,5724008383,213,0.31,5724008381,212,14.6,5724008375,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814195579,315,44,1,35,37,evf5hhqgnjhwjsth1m6pawxdp,1,59.2,69.8,2025-05-12T17:46:05.313Z,2025-05-12T17:46:09Z,2vfhae70oyyzm0qttlckworqi,A. Carlén,,,5724008575,233,286,5724008567,56,Center,5724008569,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814195577,286,44,1,35,37,czkf5t3ai00ghwbga03i5aqxw,0,40.8,30.2,2025-05-12T17:46:05.314Z,2025-05-12T17:46:10Z,dkc69jkzi4e9ysgmwldz249as,M. Siltanen,,,5724008553,56,Back,5724008591,233,315,5724008555,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814195639,316,1,1,35,38,evf5hhqgnjhwjsth1m6pawxdp,1,63.4,72.9,2025-05-12T17:46:05.865Z,2025-05-12T17:46:10Z,2vfhae70oyyzm0qttlckworqi,A. Carlén,,,5724008887,141,69.3,5724008881,3,,5724008883,56,Center,5724008885,140,72.5,5724008889,212,9.9,5724008891,213,6.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814195641,317,1,1,35,40,evf5hhqgnjhwjsth1m6pawxdp,0,72.5,69.3,2025-05-12T17:46:08.578Z,2025-05-12T17:46:10Z,bm0bafkutd9qb9qee06cys9re,I. Jagne,,,5724008905,212,15.4,5724008899,56,Center,5724008901,140,75.8,5724008907,213,4.94,5724008903,141,47.3,5724008897,168,,5724008895,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814195653,287,1,1,35,41,czkf5t3ai00ghwbga03i5aqxw,1,29.1,58.7,2025-05-12T17:46:09.818Z,2025-05-12T17:46:11Z,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,,5724008955,141,73.6,5724008949,3,,5724008959,213,1.83,5724008951,56,Back,5724008957,212,10.5,5724008953,140,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814195675,288,1,1,35,43,czkf5t3ai00ghwbga03i5aqxw,1,26.5,73.6,2025-05-12T17:46:11.154Z,2025-05-12T17:46:12Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5724009081,140,39.9,5724009083,141,83.2,5724009087,213,0.43,5724009077,157,,5724009085,212,15.5,5724009079,56,Back,5724009089,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814195687,289,44,1,35,44,czkf5t3ai00ghwbga03i5aqxw,1,39.4,83.4,2025-05-12T17:46:12.674Z,2025-05-12T17:46:14Z,3bepi58wwope38a478y7jwlxw,A. Priske,,,5724009139,56,Back,5724009141,285,,5724009219,233,318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814195693,318,44,1,35,44,evf5hhqgnjhwjsth1m6pawxdp,0,60.4,16.8,2025-05-12T17:46:12.675Z,2025-05-12T17:46:14Z,1vla5l510mtb859zevvplneju,F. Eriksson,,,5724009231,233,289,5724009165,286,,5724009163,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814195697,290,1,1,35,45,czkf5t3ai00ghwbga03i5aqxw,0,39.9,82.9,2025-05-12T17:46:13.162Z,2025-05-12T17:46:14Z,3bepi58wwope38a478y7jwlxw,A. Priske,,,5724009185,141,71.4,5724009277,156,,5724009189,213,4.57,5724009179,3,,5724009181,56,Back,5724009187,212,7.9,5724009183,140,38.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814195767,319,1,1,35,47,evf5hhqgnjhwjsth1m6pawxdp,1,63.0,33.1,2025-05-12T17:46:15.802Z,2025-05-12T17:46:19Z,2vfhae70oyyzm0qttlckworqi,A. Carlén,,,5724009587,140,59.8,5724009585,56,Center,5724009593,213,2.00,5724009589,141,43.9,5724009591,212,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814195829,320,1,1,35,51,evf5hhqgnjhwjsth1m6pawxdp,1,60.7,42.7,2025-05-12T17:46:19.570Z,2025-05-12T17:46:23Z,1dy0207jxgg8gvuygsd95wdn8,D. Kruse,,,5724009889,213,1.39,5724009885,141,51.9,5724009883,140,61.8,5724009887,212,6.4,5724009881,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814195865,321,1,1,35,55,evf5hhqgnjhwjsth1m6pawxdp,1,68.5,62.9,2025-05-12T17:46:22.882Z,2025-05-12T17:46:25Z,2vfhae70oyyzm0qttlckworqi,A. Carlén,,,5724010069,213,1.27,5724010065,141,92.3,5724010063,140,74.5,5724010061,56,Left,5724010067,212,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814195877,322,1,1,35,57,evf5hhqgnjhwjsth1m6pawxdp,1,75.3,91.2,2025-05-12T17:46:25.297Z,2025-05-12T17:46:27Z,ckwgkqxv6u28byqau4rz47efp,A. Trondsen,,,5724010159,56,Left,5724010165,212,5.8,5724010163,141,86.2,5724010167,213,3.77,5724010161,140,70.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814195891,323,1,1,35,59,evf5hhqgnjhwjsth1m6pawxdp,1,70.7,85.4,2025-05-12T17:46:27.146Z,2025-05-12T17:46:28Z,2vfhae70oyyzm0qttlckworqi,A. Carlén,,,5724010231,56,Left,5724010237,212,8.0,5724010233,140,78.3,5724010235,141,85.7,5724010239,213,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814195903,324,1,1,36,0,evf5hhqgnjhwjsth1m6pawxdp,1,77.6,86.6,2025-05-12T17:46:28.274Z,2025-05-12T17:46:29Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,,5724010289,212,7.5,5724010291,213,2.62,5724010285,140,71.4,5724010287,141,92.1,5724010309,156,,5724010283,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814195923,325,1,1,36,2,evf5hhqgnjhwjsth1m6pawxdp,1,71.5,90.0,2025-05-12T17:46:30.698Z,2025-05-12T17:46:32Z,2vfhae70oyyzm0qttlckworqi,A. Carlén,,,5724010397,56,Left,5724010405,213,5.66,5724010399,140,77.0,5724010401,141,83.9,5724010403,212,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814195999,326,1,1,36,4,evf5hhqgnjhwjsth1m6pawxdp,1,76.7,83.0,2025-05-12T17:46:31.913Z,2025-05-12T17:46:37Z,bm0bafkutd9qb9qee06cys9re,I. Jagne,,,5724010789,212,7.9,5724010791,213,1.15,5724010783,56,Left,5724010787,141,93.6,5724010785,140,79.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814196009,327,3,1,36,8,evf5hhqgnjhwjsth1m6pawxdp,0,87.1,92.6,2025-05-12T17:46:36.840Z,2025-05-12T17:47:03Z,ckwgkqxv6u28byqau4rz47efp,A. Trondsen,,,5724010905,233,291,5724010849,286,,5724010845,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814196003,291,7,1,36,8,czkf5t3ai00ghwbga03i5aqxw,1,12.9,7.4,2025-05-12T17:46:36.841Z,2025-05-12T17:46:39Z,csd7qb9u0a9am2ltse9w31uz8,T. Bergvall,,,5724010805,56,Back,5724010901,233,327,5724010807,285,,5724010803,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814196019,292,6,1,36,9,czkf5t3ai00ghwbga03i5aqxw,0,5.0,7.8,2025-05-12T17:46:37.754Z,2025-05-12T17:46:45Z,csd7qb9u0a9am2ltse9w31uz8,T. Bergvall,,,5724010881,56,Back,5724010885,73,,5724011119,233,328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814196031,328,6,1,36,9,evf5hhqgnjhwjsth1m6pawxdp,1,95.0,92.2,2025-05-12T17:46:37.754Z,2025-05-12T17:56:42Z,ckwgkqxv6u28byqau4rz47efp,A. Trondsen,,,5724011095,73,,5724011109,233,292,5724011093,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814196373,329,1,1,36,37,evf5hhqgnjhwjsth1m6pawxdp,0,99.5,99.5,2025-05-12T17:47:05.371Z,2025-05-12T17:47:54Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,,5724012719,1,,5724012717,213,4.58,5724012715,212,33.9,5724012701,2,,5724012703,6,,5724012709,56,Center,5724012705,155,,5724012877,233,293,5724012713,141,50.1,5724012711,140,95.1,5724012707,223,,,,,,,,,,,,,,,,,,
2814196401,293,41,1,36,39,czkf5t3ai00ghwbga03i5aqxw,0,2.1,51.9,2025-05-12T17:47:07.625Z,2025-05-12T17:47:09Z,d5jgrd0clyl4rskqu6j8hcwkp,F. Manojlović,,,5724012895,233,329,5724012823,140,12.6,5724012827,212,17.6,5724012825,141,72.0,5724012829,213,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814196485,330,1,1,36,45,evf5hhqgnjhwjsth1m6pawxdp,1,92.1,21.5,2025-05-12T17:47:13.609Z,2025-05-12T17:47:15Z,4w0adddkbx4642lkebbcmxbzd,E. Marković,,,5724013381,212,11.3,5724013383,213,2.51,5724013379,141,31.3,5724013375,56,Center,5724013377,140,83.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814196511,331,1,1,36,47,evf5hhqgnjhwjsth1m6pawxdp,1,82.5,31.0,2025-05-12T17:47:15.209Z,2025-05-12T17:47:17Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,,5724013561,213,3.76,5724013559,212,5.0,5724013551,56,Center,5724013553,140,78.6,5724013555,141,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814196599,332,1,1,36,49,evf5hhqgnjhwjsth1m6pawxdp,1,78.4,25.8,2025-05-12T17:47:17.243Z,2025-05-12T17:47:22Z,1vla5l510mtb859zevvplneju,F. Eriksson,,,5724014079,2,,5724014091,213,1.26,5724014093,1,,5724014089,212,42.1,5724014081,155,,5724014083,56,Left,5724014087,141,84.8,5724014085,140,90.6,,,,,,,,,,,,,,,,,,,,,,,,,,
2814196653,333,1,1,36,54,evf5hhqgnjhwjsth1m6pawxdp,1,91.6,84.2,2025-05-12T17:47:22.842Z,2025-05-12T17:47:26Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,,5724014393,141,72.3,5724014397,213,3.61,5724014389,56,Center,5724014391,140,76.3,5724014395,212,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814196667,334,1,1,36,58,evf5hhqgnjhwjsth1m6pawxdp,1,76.7,71.7,2025-05-12T17:47:26.202Z,2025-05-12T17:47:27Z,bm0bafkutd9qb9qee06cys9re,I. Jagne,,,5724014483,56,Center,5724014487,141,35.5,5724014481,155,,5724014485,140,94.3,5724014479,2,,5724014489,212,30.8,5724014491,213,5.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814196689,335,1,1,36,58,evf5hhqgnjhwjsth1m6pawxdp,0,95.8,35.5,2025-05-12T17:47:26.809Z,2025-05-12T17:48:27Z,4w0adddkbx4642lkebbcmxbzd,E. Marković,,,5724014651,56,Center,5724014657,212,17.5,5724014653,140,90.7,5724014659,213,1.88,5724014649,3,,5724014655,141,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814196873,294,12,1,36,59,czkf5t3ai00ghwbga03i5aqxw,1,10.6,44.9,2025-05-12T17:47:27.698Z,2025-05-12T17:47:44Z,csd7qb9u0a9am2ltse9w31uz8,T. Bergvall,,,5724015633,56,Back,5724015637,141,62.7,5724015641,213,0.70,5724015635,140,24.4,5724015639,212,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814196757,336,1,1,37,4,evf5hhqgnjhwjsth1m6pawxdp,1,67.6,53.0,2025-05-12T17:47:32.450Z,2025-05-12T17:47:36Z,1vla5l510mtb859zevvplneju,F. Eriksson,,,5724015055,141,59.9,5724015049,3,,5724015059,213,1.59,5724015051,56,Center,5724015057,212,4.7,5724015053,140,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814196777,337,1,1,37,8,evf5hhqgnjhwjsth1m6pawxdp,1,70.5,55.4,2025-05-12T17:47:36.114Z,2025-05-12T17:47:37Z,1dy0207jxgg8gvuygsd95wdn8,D. Kruse,,,5724015145,168,,5724015147,56,Center,5724015149,140,78.2,5724015155,213,5.07,5724015151,141,23.1,5724015153,212,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814196785,338,1,1,37,10,evf5hhqgnjhwjsth1m6pawxdp,1,73.2,9.2,2025-05-12T17:47:37.954Z,2025-05-12T17:48:49Z,2vfhae70oyyzm0qttlckworqi,A. Carlén,,,5724019691,213,1.90,5724019689,212,5.6,5724019687,141,17.0,5724019683,56,Right,5724019685,140,71.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814196859,339,1,1,37,11,evf5hhqgnjhwjsth1m6pawxdp,1,72.1,25.2,2025-05-12T17:47:39.634Z,2025-05-12T17:47:43Z,4w0adddkbx4642lkebbcmxbzd,E. Marković,,,5724015561,56,Right,5724015567,212,24.7,5724015563,140,94.5,5724015565,141,14.0,5724015569,213,5.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814196865,340,1,1,37,15,evf5hhqgnjhwjsth1m6pawxdp,0,95.1,12.8,2025-05-12T17:47:42.874Z,2025-05-12T17:47:44Z,2vfhae70oyyzm0qttlckworqi,A. Carlén,,,5724015599,141,42.8,5724015603,212,21.0,5724015607,213,1.82,5724015595,56,Center,5724015589,2,,5724015597,140,90.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814196879,295,8,1,37,16,czkf5t3ai00ghwbga03i5aqxw,1,11.8,65.1,2025-05-12T17:47:43.962Z,2025-05-12T17:48:20Z,6051gs5j7d6zss35h2twoqnd,H. Finndell,,,5724015661,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814196953,297,1,1,37,17,czkf5t3ai00ghwbga03i5aqxw,1,11.2,70.2,2025-05-12T17:47:45.554Z,2025-05-12T17:47:50Z,3bepi58wwope38a478y7jwlxw,A. Priske,,,5724016069,213,0.34,5724016067,212,24.8,5724016063,140,33.5,5724016061,56,Back,5724016065,141,82.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814197015,298,1,1,37,26,czkf5t3ai00ghwbga03i5aqxw,1,34.7,54.5,2025-05-12T17:47:54.074Z,2025-05-12T17:48:32Z,a3jetivxcnpp4z36nhboz5ysq,S. Haarala,,,5724016447,213,4.25,5724016441,140,29.8,5724016443,141,39.5,5724016439,56,Back,5724016445,212,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814196997,341,83,1,37,26,evf5hhqgnjhwjsth1m6pawxdp,0,65.2,52.1,2025-05-12T17:47:54.321Z,2025-05-12T17:47:58Z,1dy0207jxgg8gvuygsd95wdn8,D. Kruse,,,5724016545,399,ebhyx7fm13sy9qjf4vylzg89h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814197023,299,1,1,37,28,czkf5t3ai00ghwbga03i5aqxw,1,29.8,39.5,2025-05-12T17:47:56.450Z,2025-05-12T17:47:57Z,ebhyx7fm13sy9qjf4vylzg89h,J. Une Larsson,,,5724016491,140,26.3,5724016497,213,1.78,5724016493,141,64.8,5724016489,56,Back,5724016495,212,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814197029,300,1,1,37,29,czkf5t3ai00ghwbga03i5aqxw,1,26.3,64.8,2025-05-12T17:47:57.161Z,2025-05-12T17:47:59Z,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,,5724016533,213,5.28,5724016531,212,15.5,5724016529,141,45.5,5724016525,56,Back,5724016527,140,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814197107,301,1,1,37,31,czkf5t3ai00ghwbga03i5aqxw,1,34.2,45.5,2025-05-12T17:47:59.194Z,2025-05-12T17:48:04Z,6051gs5j7d6zss35h2twoqnd,H. Finndell,,,5724016971,56,Back,5724016977,212,15.4,5724016973,140,29.4,5724016979,213,4.38,5724016975,141,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
