id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/9/value,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2796103367,177,12,1,17,38,4jg5vd59i24chckyua90dr1lg,1,14.1,64.8,2025-04-05T13:18:11.710Z,2025-04-05T13:18:13Z,4ly7t29cozmc49wu7avkvv3yt,T. Carlsson,,,5624409925,212,29.9,5624409985,167,,5624409923,141,100.0,5624409927,213,0.97,5624409921,140,30.3,5624409919,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796103391,166,5,1,17,39,czkf5t3ai00ghwbga03i5aqxw,1,70.4,-1.4,2025-04-05T13:18:12.455Z,2025-04-05T13:44:59Z,dvl8q7nwvz3o6d73220d1ag2d,T. Nguen,,,5624410023,56,Right,5624410027,347,,5624410041,233,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796103375,178,5,1,17,39,4jg5vd59i24chckyua90dr1lg,0,29.6,101.4,2025-04-05T13:18:12.455Z,2025-04-05T13:18:16Z,4ly7t29cozmc49wu7avkvv3yt,T. Carlsson,,,5624409949,347,,5624410077,233,166,5624409945,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796103525,167,1,1,17,43,czkf5t3ai00ghwbga03i5aqxw,1,71.7,0.0,2025-04-05T13:18:17.150Z,2025-04-05T13:18:24Z,bv57jiquzqjnzuxzw5r663aad,A. Ståhl,,,5624410897,56,Back,5624410899,140,40.7,5624410905,213,2.92,5624410901,141,9.1,5624410895,107,,5624410907,1,,5624410903,212,33.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796103561,168,1,1,17,51,czkf5t3ai00ghwbga03i5aqxw,1,39.5,26.7,2025-04-05T13:18:24.567Z,2025-04-05T13:18:27Z,5jos8v6hr086q8at9iuyhwded,M. Tenho,,,5624411079,213,1.95,5624411077,212,8.0,5624411071,56,Back,5624411075,141,37.6,5624411073,140,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796103615,169,1,1,17,53,czkf5t3ai00ghwbga03i5aqxw,1,36.1,37.6,2025-04-05T13:18:27.047Z,2025-04-05T13:18:30Z,dkc69jkzi4e9ysgmwldz249as,M. Siltanen,,,5624411377,56,Back,5624411379,140,40.8,5624411381,141,21.5,5624411383,212,12.0,5624411385,213,5.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796103729,170,1,1,17,56,czkf5t3ai00ghwbga03i5aqxw,1,34.0,26.1,2025-04-05T13:18:30.191Z,2025-04-05T13:18:36Z,5jos8v6hr086q8at9iuyhwded,M. Tenho,,,5624411975,140,37.5,5624411979,212,32.2,5624411977,141,73.2,5624411981,213,1.46,5624411973,56,Back,5624411983,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796103747,171,1,1,18,3,czkf5t3ai00ghwbga03i5aqxw,1,50.6,81.2,2025-04-05T13:18:36.327Z,2025-04-05T13:18:38Z,ebhyx7fm13sy9qjf4vylzg89h,J. Une Larsson,,,5624412109,141,79.6,5624412113,212,16.1,5624412117,213,6.22,5624412103,56,Left,5624412105,140,65.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796103761,172,1,1,18,5,czkf5t3ai00ghwbga03i5aqxw,1,65.9,79.6,2025-04-05T13:18:38.231Z,2025-04-05T13:18:38Z,370kkwnidcltqyooh51z6uzqi,T. Gulliksen,,,5624412219,213,4.69,5624412217,212,6.0,5624412211,56,Center,5624412215,141,70.8,5624412213,140,65.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796103769,173,1,1,18,5,czkf5t3ai00ghwbga03i5aqxw,1,65.8,70.8,2025-04-05T13:18:38.807Z,2025-04-05T13:18:39Z,dvl8q7nwvz3o6d73220d1ag2d,T. Nguen,,,5624412251,56,Center,5624412257,212,3.0,5624412259,213,2.72,5624412253,140,63.2,5624412293,156,,5624412255,141,72.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796103815,174,1,1,18,6,czkf5t3ai00ghwbga03i5aqxw,1,63.2,72.6,2025-04-05T13:18:39.807Z,2025-04-05T13:18:42Z,370kkwnidcltqyooh51z6uzqi,T. Gulliksen,,,5624412549,56,Center,5624412555,212,9.0,5624412551,140,61.3,5624412557,213,4.49,5624412553,141,59.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796103839,175,1,1,18,9,czkf5t3ai00ghwbga03i5aqxw,1,69.0,70.2,2025-04-05T13:18:42.343Z,2025-04-05T13:18:43Z,6n7sw8r0fhcoa8hfuxrtm96tx,A. Ekdal,,,5624412679,140,77.5,5624412677,56,Center,5624412681,141,72.0,5624412683,212,9.0,5624412685,213,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796103903,176,1,1,18,10,czkf5t3ai00ghwbga03i5aqxw,1,76.4,72.1,2025-04-05T13:18:43.398Z,2025-04-05T13:18:48Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5624413153,212,15.3,5624413155,213,1.38,5624413149,140,79.1,5624413151,141,94.2,5624413147,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796103945,177,1,1,18,14,czkf5t3ai00ghwbga03i5aqxw,1,88.1,81.1,2025-04-05T13:18:48.006Z,2025-04-05T13:18:50Z,5t5ib5l818gj98xrztrj0kbca,O. Fallenius,,,5624413391,213,3.58,5624413389,212,15.1,5624413387,141,71.7,5624413385,140,75.1,5624413383,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796104003,178,1,1,18,16,czkf5t3ai00ghwbga03i5aqxw,1,75.7,70.2,2025-04-05T13:18:49.990Z,2025-04-05T13:18:53Z,dkc69jkzi4e9ysgmwldz249as,M. Siltanen,,,5624413743,140,73.0,5624413755,213,2.26,5624413747,141,75.3,5624413739,56,Center,5624413751,212,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796104045,179,1,1,18,20,czkf5t3ai00ghwbga03i5aqxw,1,72.4,75.6,2025-04-05T13:18:53.630Z,2025-04-05T13:18:56Z,5t5ib5l818gj98xrztrj0kbca,O. Fallenius,,,5624414023,141,96.6,5624414021,140,82.9,5624414027,213,0.91,5624414025,212,18.0,5624414019,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796104107,180,1,1,18,22,czkf5t3ai00ghwbga03i5aqxw,1,84.1,92.6,2025-04-05T13:18:55.847Z,2025-04-05T13:18:59Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5624414415,213,5.78,5624414407,56,Left,5624414413,212,14.5,5624414409,140,96.2,5624414411,141,82.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796104131,181,1,1,18,25,czkf5t3ai00ghwbga03i5aqxw,1,95.5,84.8,2025-04-05T13:18:58.903Z,2025-04-05T13:19:00Z,5t5ib5l818gj98xrztrj0kbca,O. Fallenius,,,5624414529,56,Left,5624414531,140,82.9,5624414539,213,2.70,5624414533,141,93.9,5624414535,212,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796104211,182,1,1,18,27,czkf5t3ai00ghwbga03i5aqxw,1,81.6,92.6,2025-04-05T13:19:00.302Z,2025-04-05T13:19:04Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5624415003,140,75.4,5624415005,141,92.7,5624415001,56,Left,5624415009,213,3.13,5624415007,212,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796104233,183,1,1,18,31,czkf5t3ai00ghwbga03i5aqxw,1,74.6,88.6,2025-04-05T13:19:04.679Z,2025-04-05T13:19:05Z,5t5ib5l818gj98xrztrj0kbca,O. Fallenius,,,5624415095,56,Center,5624415101,212,12.3,5624415103,213,4.80,5624415099,141,70.6,5624415097,140,75.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796104253,184,1,1,18,32,czkf5t3ai00ghwbga03i5aqxw,1,75.6,70.6,2025-04-05T13:19:05.518Z,2025-04-05T13:19:06Z,370kkwnidcltqyooh51z6uzqi,T. Gulliksen,,,5624415189,56,Center,5624415195,212,9.7,5624415191,140,84.6,5624415197,213,6.04,5624415193,141,67.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796104265,185,1,1,18,33,czkf5t3ai00ghwbga03i5aqxw,0,84.6,67.0,2025-04-05T13:19:06.637Z,2025-04-05T13:20:46Z,dvl8q7nwvz3o6d73220d1ag2d,T. Nguen,,,5624426233,286,,5624415263,141,68.2,5624426229,233,179,5624415267,213,0.25,5624426227,236,,5624415259,140,87.6,5624415257,56,Center,5624415265,212,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796104297,179,74,1,18,33,4jg5vd59i24chckyua90dr1lg,1,13.2,39.7,2025-04-05T13:19:06.638Z,2025-04-05T13:54:45Z,bdgqvvkpadpthmlm40wa6dcyx,B. Milovanov,,,5624426235,233,185,5624415445,56,Back,5624426195,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796104383,180,1,1,18,37,4jg5vd59i24chckyua90dr1lg,1,13.1,43.0,2025-04-05T13:19:10.318Z,2025-04-05T13:20:49Z,4ly7t29cozmc49wu7avkvv3yt,T. Carlsson,,,5624415945,141,46.6,5624415943,140,3.4,5624415941,56,Back,5624415949,213,2.91,5624415947,212,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796104397,181,12,1,18,38,4jg5vd59i24chckyua90dr1lg,1,3.4,46.6,2025-04-05T13:19:11.414Z,2025-04-05T13:19:16Z,dsw7clrtv93nkdnppqhfm1n9,I. Diawara,,,5624416007,56,Back,5624416009,140,22.5,5624416015,213,5.26,5624416121,167,,5624416013,212,38.6,5624416011,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796104407,182,5,1,18,39,4jg5vd59i24chckyua90dr1lg,0,22.3,-2.0,2025-04-05T13:19:13.111Z,2025-04-05T13:45:00Z,dsw7clrtv93nkdnppqhfm1n9,I. Diawara,,,5624416057,56,Back,5624416059,347,,5624416153,233,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796104379,186,5,1,18,39,czkf5t3ai00ghwbga03i5aqxw,1,77.7,102.0,2025-04-05T13:19:13.111Z,2025-04-05T13:44:59Z,dvl8q7nwvz3o6d73220d1ag2d,T. Nguen,,,5624416075,233,182,5624415931,347,,5624415929,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796104523,187,1,1,18,46,czkf5t3ai00ghwbga03i5aqxw,1,78.0,100.0,2025-04-05T13:19:20.183Z,2025-04-05T13:31:07Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5624417269,189,,5624416695,141,91.1,5624416689,107,,5624416693,140,74.8,5624416691,56,Left,5624416697,212,8.1,5624416699,213,4.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796104549,188,1,1,18,48,czkf5t3ai00ghwbga03i5aqxw,1,73.4,94.8,2025-04-05T13:19:21.374Z,2025-04-05T13:31:10Z,dkc69jkzi4e9ysgmwldz249as,M. Siltanen,,,5624416839,212,5.1,5624416841,213,0.43,5624416829,140,77.8,5624416835,141,97.9,5624417695,189,,5624416825,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796104567,189,1,1,18,49,czkf5t3ai00ghwbga03i5aqxw,0,86.7,94.4,2025-04-05T13:19:22.327Z,2025-04-05T13:19:23Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5624416913,155,,5624416919,141,52.5,5624416917,140,96.7,5624416911,2,,5624416923,213,5.07,5624416915,56,Center,5624416921,212,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796104579,183,12,1,18,50,4jg5vd59i24chckyua90dr1lg,1,7.5,44.5,2025-04-05T13:19:23.703Z,2025-04-05T13:19:25Z,4ly7t29cozmc49wu7avkvv3yt,T. Carlsson,,,5624416985,140,16.4,5624416983,56,Back,5624417023,15,,5624416987,141,39.1,5624416991,213,5.91,5624416989,212,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796104639,184,1,1,18,52,4jg5vd59i24chckyua90dr1lg,1,13.9,37.4,2025-04-05T13:19:25.311Z,2025-04-05T13:19:27Z,3xrja99d4b0jewfjzelq4rspg,A. Vikman,,,5624417335,212,14.5,5624417333,141,50.6,5624417327,3,,5624417331,140,3.0,5624417329,56,Back,5624417337,213,2.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796104987,187,1,1,19,5,4jg5vd59i24chckyua90dr1lg,1,5.1,49.7,2025-04-05T13:19:38.551Z,2025-04-05T13:19:42Z,dsw7clrtv93nkdnppqhfm1n9,I. Diawara,,,5624419309,56,Back,5624419315,212,20.1,5624419313,141,20.3,5624419311,140,7.0,5624419317,213,4.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796105047,188,1,1,19,8,4jg5vd59i24chckyua90dr1lg,1,10.1,25.2,2025-04-05T13:19:42.143Z,2025-04-05T13:19:44Z,4ly7t29cozmc49wu7avkvv3yt,T. Carlsson,,,5624419591,141,49.7,5624419589,140,3.1,5624419587,56,Back,5624419595,213,1.99,5624419593,212,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796105095,189,1,1,19,11,4jg5vd59i24chckyua90dr1lg,1,3.4,50.1,2025-04-05T13:19:44.303Z,2025-04-05T13:19:47Z,dsw7clrtv93nkdnppqhfm1n9,I. Diawara,,,5624419827,56,Back,5624419831,141,74.4,5624419829,140,9.7,5624419833,212,17.8,5624419835,213,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796105125,190,1,1,19,13,4jg5vd59i24chckyua90dr1lg,1,10.9,75.0,2025-04-05T13:19:47.103Z,2025-04-05T13:19:49Z,10lj2qekb1e4c8ful68b1pazt,T. Anker,,,5624420023,141,73.9,5624420027,213,6.25,5624420021,140,32.6,5624420025,212,22.8,5624420019,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796105179,191,1,1,19,15,4jg5vd59i24chckyua90dr1lg,1,33.3,76.0,2025-04-05T13:19:49.039Z,2025-04-05T13:19:52Z,546vmchsyl1wt10pr13r5oup6,M. Heier,,,5624420321,213,1.98,5624420315,140,28.6,5624420319,212,12.5,5624420317,141,92.9,5624420341,156,,5624420313,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796105183,190,45,1,19,19,czkf5t3ai00ghwbga03i5aqxw,0,71.7,11.5,2025-04-05T13:19:52.487Z,2025-04-05T13:54:58Z,6n7sw8r0fhcoa8hfuxrtm96tx,A. Ekdal,,,5624420411,233,192,5624420337,286,,5624420335,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796105189,192,3,1,19,19,4jg5vd59i24chckyua90dr1lg,1,28.3,88.5,2025-04-05T13:19:52.487Z,2025-04-05T13:54:58Z,77767sxrg8n7kfm58qf1wq32s,S. Mamatsashvili,,,5624420393,233,190,5624420363,285,,5624420361,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796105247,193,1,1,19,20,4jg5vd59i24chckyua90dr1lg,1,28.0,85.1,2025-04-05T13:19:53.327Z,2025-04-05T13:19:55Z,77767sxrg8n7kfm58qf1wq32s,S. Mamatsashvili,,,5624420619,212,9.7,5624420617,141,83.2,5624420615,140,18.8,5624420623,213,3.27,5624420613,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796105273,194,1,1,19,22,4jg5vd59i24chckyua90dr1lg,1,18.4,86.5,2025-04-05T13:19:55.262Z,2025-04-05T13:20:00Z,10lj2qekb1e4c8ful68b1pazt,T. Anker,,,5624420739,140,23.0,5624420741,141,72.4,5624420737,56,Back,5624420745,213,5.18,5624420743,212,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796105355,195,1,1,19,24,4jg5vd59i24chckyua90dr1lg,1,23.0,73.5,2025-04-05T13:19:57.727Z,2025-04-05T13:20:00Z,3xrja99d4b0jewfjzelq4rspg,A. Vikman,,,5624421099,141,49.0,5624421097,140,11.2,5624421103,212,20.8,5624421109,213,4.07,5624421095,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796105405,196,1,1,19,27,4jg5vd59i24chckyua90dr1lg,1,11.2,49.0,2025-04-05T13:20:00.943Z,2025-04-05T13:20:02Z,4ly7t29cozmc49wu7avkvv3yt,T. Carlsson,,,5624421375,140,26.5,5624421393,1,,5624421365,56,Back,5624421385,212,33.2,5624421381,141,6.2,5624421389,213,5.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796105467,197,1,1,19,29,4jg5vd59i24chckyua90dr1lg,1,26.5,6.2,2025-04-05T13:20:02.359Z,2025-04-05T13:20:05Z,bdgqvvkpadpthmlm40wa6dcyx,B. Milovanov,,,5624421673,140,39.7,5624421675,141,8.6,5624421671,56,Back,5624421677,212,14.0,5624421679,213,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796105479,198,1,1,19,32,4jg5vd59i24chckyua90dr1lg,1,40.2,4.6,2025-04-05T13:20:05.559Z,2025-04-05T13:20:06Z,di0z3rihhkz11o1ccqo2b654a,L. Walta,,,5624421781,212,18.4,5624421777,140,57.7,5624421779,141,5.9,5624421775,56,Right,5624421783,213,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796105503,199,1,1,19,33,4jg5vd59i24chckyua90dr1lg,1,57.7,5.9,2025-04-05T13:20:06.256Z,2025-04-05T13:31:30Z,21ht7s882is4sisnr8dpf61yi,J. Persson,,,5624421919,213,2.64,5624421911,141,17.7,5624421903,56,Back,5624421929,156,,5624421915,212,16.7,5624421907,140,43.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796105513,200,43,1,19,34,4jg5vd59i24chckyua90dr1lg,1,0.0,0.0,2025-04-05T13:20:08.073Z,2025-04-05T13:20:22Z,451liwl34giar3r8y7b295w16,M. Lindberg,,,5624421967,56,Back,5624423385,144,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796105633,201,1,1,19,36,4jg5vd59i24chckyua90dr1lg,1,50.5,23.7,2025-04-05T13:20:09.344Z,2025-04-05T13:20:15Z,451liwl34giar3r8y7b295w16,M. Lindberg,,,5624422647,1,,5624422641,141,94.7,5624422643,212,53.3,5624422635,196,,5624422637,56,Left,5624422639,140,72.1,5624422645,213,1.13,5624422633,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796105683,202,1,1,19,43,4jg5vd59i24chckyua90dr1lg,0,83.6,87.2,2025-04-05T13:20:16.760Z,2025-04-05T13:20:18Z,77767sxrg8n7kfm58qf1wq32s,S. Mamatsashvili,,,5624422885,212,11.2,5624422875,2,,5624422887,213,5.20,5624422929,233,191,5624422927,236,,5624422879,56,Center,5624422881,140,88.6,5624422933,286,,5624422883,141,72.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796105679,191,12,1,19,43,czkf5t3ai00ghwbga03i5aqxw,1,12.4,21.6,2025-04-05T13:20:16.860Z,2025-04-05T13:20:18Z,bv57jiquzqjnzuxzw5r663aad,A. Ståhl,,,5624422863,185,,5624422865,56,Back,5624422969,233,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796105713,192,6,1,19,45,czkf5t3ai00ghwbga03i5aqxw,0,12.0,23.8,2025-04-05T13:20:18.830Z,2025-04-05T13:51:02Z,bv57jiquzqjnzuxzw5r663aad,A. Ståhl,,,5624423181,56,Back,5624423223,233,203,5624423183,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796105717,203,6,1,19,45,4jg5vd59i24chckyua90dr1lg,1,88.0,76.2,2025-04-05T13:20:18.830Z,2025-04-05T13:51:01Z,77767sxrg8n7kfm58qf1wq32s,S. Mamatsashvili,,,5624423203,233,192,5624423133,56,Center,5624423135,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796106559,204,1,1,20,21,4jg5vd59i24chckyua90dr1lg,0,99.5,99.5,2025-04-05T13:20:55.135Z,2025-04-05T13:21:08Z,di0z3rihhkz11o1ccqo2b654a,L. Walta,,,5624427617,212,46.1,5624427619,213,4.74,5624427605,6,,5624427611,56,Center,5624427613,140,100.0,5624427603,2,,5624427621,1,,5624427615,141,31.8,5624427609,223,,5624427607,155,,,,,,,,,,,,,,,,,,,,,,,,,
2796106597,193,5,1,20,26,czkf5t3ai00ghwbga03i5aqxw,1,-0.8,64.4,2025-04-05T13:20:59.471Z,2025-04-05T13:45:00Z,d5jgrd0clyl4rskqu6j8hcwkp,F. Manojlović,,,5624428585,233,205,5624427803,346,,5624427801,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796106717,205,5,1,20,26,4jg5vd59i24chckyua90dr1lg,0,100.8,35.6,2025-04-05T13:20:59.471Z,2025-04-05T13:45:00Z,bdgqvvkpadpthmlm40wa6dcyx,B. Milovanov,,,5624428525,56,Center,5624428685,233,193,5624428529,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796106993,195,1,1,20,42,czkf5t3ai00ghwbga03i5aqxw,1,4.7,60.0,2025-04-05T13:21:15.918Z,2025-04-05T13:21:30Z,ebhyx7fm13sy9qjf4vylzg89h,J. Une Larsson,,,5624430931,237,,5624430111,213,4.24,5624430097,140,0.9,5624430107,212,8.8,5624430101,141,48.4,5624430919,124,,5624430095,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796107103,196,1,1,20,50,czkf5t3ai00ghwbga03i5aqxw,1,11.1,48.4,2025-04-05T13:21:23.989Z,2025-04-05T13:21:29Z,d5jgrd0clyl4rskqu6j8hcwkp,F. Manojlović,,,5624430757,141,22.5,5624430759,212,19.0,5624430761,213,5.10,5624430755,140,18.0,5624430753,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796107147,197,1,1,20,55,czkf5t3ai00ghwbga03i5aqxw,0,19.8,16.2,2025-04-05T13:21:28.903Z,2025-04-05T13:21:33Z,5jos8v6hr086q8at9iuyhwded,M. Tenho,,,5624430981,141,0.0,5624430977,56,Right,5624430979,140,53.9,5624430987,1,,5624430983,212,37.9,5624431295,157,,5624430985,213,5.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796107159,198,5,1,20,58,czkf5t3ai00ghwbga03i5aqxw,0,52.4,-2.0,2025-04-05T13:21:31.271Z,2025-04-05T13:21:34Z,5jos8v6hr086q8at9iuyhwded,M. Tenho,,,5624431189,233,207,5624431021,56,Right,5624431025,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796107169,207,5,1,20,58,4jg5vd59i24chckyua90dr1lg,1,47.6,102.0,2025-04-05T13:21:31.271Z,2025-04-05T13:45:01Z,bdgqvvkpadpthmlm40wa6dcyx,B. Milovanov,,,5624431065,56,Back,5624431067,347,,5624431147,233,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796107555,208,1,1,21,18,4jg5vd59i24chckyua90dr1lg,0,44.7,100.0,2025-04-05T13:21:51.296Z,2025-04-05T13:21:52Z,77767sxrg8n7kfm58qf1wq32s,S. Mamatsashvili,,,5624433261,1,,5624433251,56,Left,5624433259,213,5.92,5624433257,212,21.6,5624433253,140,63.9,5624433249,107,,5624433255,141,90.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796107569,199,8,1,21,20,czkf5t3ai00ghwbga03i5aqxw,1,39.7,8.5,2025-04-05T13:21:53.413Z,2025-04-05T13:21:53Z,6n7sw8r0fhcoa8hfuxrtm96tx,A. Ekdal,,,5624433319,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796107581,200,1,1,21,20,czkf5t3ai00ghwbga03i5aqxw,0,39.7,8.2,2025-04-05T13:21:54.133Z,2025-04-05T13:21:55Z,bv57jiquzqjnzuxzw5r663aad,A. Ståhl,,,5624433411,56,Back,5624433417,141,7.9,5624433517,236,,5624433519,233,209,5624433427,213,6.25,5624433523,286,,5624433421,212,6.7,5624433415,140,46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796107593,209,74,1,21,20,4jg5vd59i24chckyua90dr1lg,1,66.6,82.9,2025-04-05T13:21:54.134Z,2025-04-05T13:54:45Z,di0z3rihhkz11o1ccqo2b654a,L. Walta,,,5624433555,233,200,5624433481,285,,5624433479,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796108073,216,61,1,21,21,4jg5vd59i24chckyua90dr1lg,0,61.7,95.5,2025-04-05T13:21:55.024Z,2025-04-05T13:32:27Z,9mvwnz2zlvx54nggvvw3l9ega,R. Ure,,,5624493737,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796107645,201,61,1,21,22,czkf5t3ai00ghwbga03i5aqxw,1,44.4,5.9,2025-04-05T13:21:55.284Z,2025-04-05T13:32:37Z,1utyorvutnk14hp6dr079t1m2,Z. Sawo,,,5624433773,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796107661,202,1,1,21,23,czkf5t3ai00ghwbga03i5aqxw,1,48.9,17.3,2025-04-05T13:21:56.645Z,2025-04-05T13:21:57Z,bv57jiquzqjnzuxzw5r663aad,A. Ståhl,,,5624433847,140,61.0,5624433851,212,12.7,5624433849,141,18.5,5624433845,56,Right,5624433853,213,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
