id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2815034159,124,1,1,15,58,1939bnru25svvgv15k2c7tw2y,1,33.6,67.8,2025-05-15T17:16:32.274Z,2025-05-15T17:16:33Z,agsollzstr45ee0z17tle8d1w,T. Yegbe,,,5728782577,141,90.9,5728782579,212,17.8,5728782581,213,1.08,5728782575,140,41.6,5728782573,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815034171,125,1,1,15,59,1939bnru25svvgv15k2c7tw2y,1,40.0,91.4,2025-05-15T17:16:33.602Z,2025-05-15T17:16:36Z,2d1dh619cfgvel4bv7tpfxjo5,N. Hult,,,5728782655,141,82.3,5728782659,213,3.47,5728782657,212,19.3,5728782651,56,Back,5728782653,140,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815034179,126,1,1,16,2,1939bnru25svvgv15k2c7tw2y,0,24.2,91.5,2025-05-15T17:16:36.547Z,2025-05-15T17:16:37Z,agsollzstr45ee0z17tle8d1w,T. Yegbe,,,5728782701,155,,5728782707,141,88.6,5728782709,212,40.6,5728782705,140,62.8,5728782713,1,,5728782711,213,6.23,5728782703,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815034195,153,1,1,16,5,ac8jow4mdkvnsv5s0och4qqm,0,44.2,7.3,2025-05-15T17:16:38.901Z,2025-05-15T17:16:40Z,aqjwz3wm0it916o2vb5tz9vxl,A. Timossi Andersson,,,5728782823,212,18.2,5728782817,56,Center,5728782815,3,,5728782819,140,57.7,5728782825,213,0.68,5728782821,141,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815034213,127,1,1,16,7,1939bnru25svvgv15k2c7tw2y,1,29.2,71.2,2025-05-15T17:16:41.682Z,2025-05-15T17:16:43Z,60fbyywnjiz6l8n7gmi2mjld5,S. Olsson,,,5728782907,140,26.9,5728782911,212,10.5,5728782913,213,4.48,5728782909,141,56.1,5728782905,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815034225,128,1,1,16,9,1939bnru25svvgv15k2c7tw2y,1,26.9,56.1,2025-05-15T17:16:42.962Z,2025-05-15T17:16:44Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5728782991,212,22.1,5728782985,140,25.0,5728782987,141,23.7,5728782993,213,4.62,5728782981,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815034259,129,1,1,16,10,1939bnru25svvgv15k2c7tw2y,1,25.0,23.7,2025-05-15T17:16:44.642Z,2025-05-15T17:16:49Z,amgtzrnw9lmo9o506a0mhzip6,R. Wikström,,,5728783167,140,38.9,5728783171,212,18.6,5728783165,56,Back,5728783169,141,6.8,5728783173,213,5.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815034343,130,1,1,16,15,1939bnru25svvgv15k2c7tw2y,1,37.3,14.3,2025-05-15T17:16:49.250Z,2025-05-15T17:16:59Z,5l4q2q8nszqp6k8exo9eyqnrp,S. Hedlund,,,5728783673,140,36.5,5728783677,212,15.5,5728783671,56,Back,5728783675,141,37.0,5728783679,213,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815034363,131,1,1,16,25,1939bnru25svvgv15k2c7tw2y,1,40.7,49.4,2025-05-15T17:16:59.219Z,2025-05-15T17:17:02Z,60fbyywnjiz6l8n7gmi2mjld5,S. Olsson,,,5728783787,141,36.1,5728783785,140,43.4,5728783791,213,5.02,5728783789,212,9.5,5728783783,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815034369,132,1,1,16,28,1939bnru25svvgv15k2c7tw2y,1,44.1,41.5,2025-05-15T17:17:02.498Z,2025-05-15T17:17:03Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5728783821,212,25.0,5728783817,140,45.8,5728783823,213,1.50,5728783815,56,Back,5728783819,141,78.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815034383,133,1,1,16,29,1939bnru25svvgv15k2c7tw2y,1,45.8,78.2,2025-05-15T17:17:03.650Z,2025-05-15T17:17:06Z,agsollzstr45ee0z17tle8d1w,T. Yegbe,,,5728783887,141,94.2,5728783889,212,21.8,5728783891,213,0.52,5728783885,140,63.8,5728783883,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815034391,134,1,1,16,32,1939bnru25svvgv15k2c7tw2y,1,63.7,95.6,2025-05-15T17:17:06.290Z,2025-05-15T17:17:07Z,2d1dh619cfgvel4bv7tpfxjo5,N. Hult,,,5728783927,141,72.9,5728783929,212,15.5,5728783925,140,62.4,5728783923,56,Center,5728783931,213,4.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815034405,135,1,1,16,34,1939bnru25svvgv15k2c7tw2y,1,63.0,74.4,2025-05-15T17:17:07.747Z,2025-05-15T17:17:11Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5728784025,140,74.1,5728784029,212,12.6,5728784023,56,Left,5728784031,213,0.39,5728784027,141,81.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815034401,154,83,1,16,36,ac8jow4mdkvnsv5s0och4qqm,0,32.2,9.7,2025-05-15T17:17:10.557Z,2025-05-15T17:17:12Z,ci5y030e6r9umgyjbupwske7d,Daleho Irandust,,,5728784063,399,6tqclthbz4m9kqiukixum1mhg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815034407,136,1,1,16,37,1939bnru25svvgv15k2c7tw2y,1,70.8,85.7,2025-05-15T17:17:11.026Z,2025-05-15T17:17:12Z,6tqclthbz4m9kqiukixum1mhg,G. Rapp,,,5728784043,212,30.8,5728784039,140,41.6,5728784045,213,3.23,5728784041,141,81.7,5728784037,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815034441,137,1,1,16,40,1939bnru25svvgv15k2c7tw2y,1,37.0,79.7,2025-05-15T17:17:14.018Z,2025-05-15T17:17:17Z,agsollzstr45ee0z17tle8d1w,T. Yegbe,,,5728784173,141,44.0,5728784169,56,Back,5728784175,212,24.9,5728784171,140,31.8,5728784177,213,4.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815034455,138,1,1,16,43,1939bnru25svvgv15k2c7tw2y,1,32.5,57.3,2025-05-15T17:17:17.506Z,2025-05-15T17:17:23Z,6legryh9z8lvc4bq4s456m09h,S. Holmén,,,5728784295,140,41.9,5728784299,212,26.8,5728784293,56,Back,5728784297,141,93.9,5728784301,213,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815034467,139,1,1,16,49,1939bnru25svvgv15k2c7tw2y,1,61.5,90.3,2025-05-15T17:17:23.250Z,2025-05-15T17:17:25Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5728784387,141,72.7,5728784383,56,Center,5728784391,213,3.94,5728784385,140,50.5,5728784389,212,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815034475,140,1,1,16,51,1939bnru25svvgv15k2c7tw2y,1,49.0,72.4,2025-05-15T17:17:25.618Z,2025-05-15T17:17:28Z,60fbyywnjiz6l8n7gmi2mjld5,S. Olsson,,,5728784449,56,Back,5728784453,141,45.4,5728784455,212,18.9,5728784451,140,44.9,5728784457,213,4.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815034495,141,1,1,16,55,1939bnru25svvgv15k2c7tw2y,1,49.2,43.6,2025-05-15T17:17:28.738Z,2025-05-15T17:17:31Z,6legryh9z8lvc4bq4s456m09h,S. Holmén,,,5728784557,140,41.8,5728784563,213,4.25,5728784561,212,17.3,5728784555,56,Back,5728784559,141,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815034511,142,1,1,16,57,1939bnru25svvgv15k2c7tw2y,1,41.8,27.4,2025-05-15T17:17:31.186Z,2025-05-15T17:17:33Z,amgtzrnw9lmo9o506a0mhzip6,R. Wikström,,,5728784647,140,49.6,5728784651,212,15.8,5728784645,56,Back,5728784653,213,1.02,5728784649,141,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815034537,143,1,1,16,59,1939bnru25svvgv15k2c7tw2y,1,49.6,47.2,2025-05-15T17:17:33.458Z,2025-05-15T17:17:38Z,60fbyywnjiz6l8n7gmi2mjld5,S. Olsson,,,5728784807,1,,5728784801,141,33.0,5728784795,155,,5728784799,140,87.0,5728784805,213,6.04,5728784797,56,Center,5728784803,212,40.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815034539,144,1,1,17,4,1939bnru25svvgv15k2c7tw2y,0,87.0,33.0,2025-05-15T17:17:38.019Z,2025-05-15T17:17:38Z,5l4q2q8nszqp6k8exo9eyqnrp,S. Hedlund,,,5728784819,213,0.85,5728784815,141,43.4,5728784813,140,92.9,5728784817,212,9.4,5728784811,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815034557,156,1,1,17,5,ac8jow4mdkvnsv5s0och4qqm,1,9.5,52.7,2025-05-15T17:17:39.333Z,2025-05-15T17:17:41Z,8vl4hue7ixvxh4dtner52sfrp,D. Blažević,,,5728784911,212,17.5,5728784907,140,23.6,5728784913,213,5.72,5728784905,56,Back,5728784909,141,39.1,5728784903,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815034569,157,1,1,17,7,ac8jow4mdkvnsv5s0och4qqm,1,26.1,44.9,2025-05-15T17:17:41.429Z,2025-05-15T17:17:45Z,aw75jdzi3u012jkwj7t0eln2s,W. Odefalk,,,5728784979,140,37.6,5728784981,141,77.0,5728784977,56,Back,5728784983,212,24.9,5728784985,213,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815034597,158,1,1,17,11,ac8jow4mdkvnsv5s0och4qqm,1,40.2,82.7,2025-05-15T17:17:45.189Z,2025-05-15T17:17:49Z,c9qk8n9d4130okk9go1brzskq,K. Ackermann,,,5728785151,141,95.6,5728785147,56,Left,5728785155,213,0.55,5728785149,140,53.7,5728785153,212,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815034625,159,1,1,17,15,ac8jow4mdkvnsv5s0och4qqm,1,41.8,81.5,2025-05-15T17:17:49.237Z,2025-05-15T17:17:53Z,7qgiqoaaarr6c2bs4yffqwju2,V. Lind,,,5728785289,140,34.6,5728785291,141,60.9,5728785287,56,Back,5728785293,212,15.9,5728785295,213,4.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815034659,160,1,1,17,19,ac8jow4mdkvnsv5s0och4qqm,1,39.2,59.1,2025-05-15T17:17:52.901Z,2025-05-15T17:17:57Z,8unnvgvft6knxupbp9oxh621h,E. Hovland,,,5728785451,141,23.4,5728785447,56,Center,5728785455,213,5.34,5728785453,212,29.9,5728785449,140,55.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815034685,161,1,1,17,23,ac8jow4mdkvnsv5s0och4qqm,1,51.8,28.9,2025-05-15T17:17:57.086Z,2025-05-15T17:18:01Z,ci5y030e6r9umgyjbupwske7d,Daleho Irandust,,,5728785591,212,18.1,5728785589,141,42.1,5728785585,56,Center,5728785593,213,0.52,5728785587,140,66.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815034705,162,1,1,17,27,ac8jow4mdkvnsv5s0och4qqm,1,60.0,45.1,2025-05-15T17:18:01.229Z,2025-05-15T17:18:05Z,hm7w2b4a6j0q3bprq118r5uy,A. Jakobsen,,,5728785711,140,61.7,5728785717,213,1.51,5728785715,212,27.4,5728785713,141,85.3,5728785709,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815034711,163,1,1,17,31,ac8jow4mdkvnsv5s0och4qqm,1,64.3,85.3,2025-05-15T17:18:05.557Z,2025-05-15T17:18:07Z,2lyhi7j3id7emsh54ehdva3ca,O. Zandén,,,5728785757,213,4.24,5728785751,140,61.1,5728785755,212,7.3,5728785753,141,75.7,5728785749,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815034723,164,1,1,17,33,ac8jow4mdkvnsv5s0och4qqm,1,59.8,75.6,2025-05-15T17:18:07.100Z,2025-05-15T17:18:09Z,c9qk8n9d4130okk9go1brzskq,K. Ackermann,,,5728785837,213,4.08,5728785829,56,Center,5728785831,140,55.5,5728785835,212,7.6,5728785833,141,66.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815034769,165,1,1,17,36,ac8jow4mdkvnsv5s0och4qqm,1,55.5,66.6,2025-05-15T17:18:09.757Z,2025-05-15T17:18:14Z,8unnvgvft6knxupbp9oxh621h,E. Hovland,,,5728786031,56,Left,5728786037,141,93.2,5728786039,212,19.6,5728786035,140,62.6,5728786041,213,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815034975,172,1,1,17,40,ac8jow4mdkvnsv5s0och4qqm,1,67.1,91.1,2025-05-15T17:18:13.789Z,2025-05-15T17:40:39Z,2lyhi7j3id7emsh54ehdva3ca,O. Zandén,,,5728787163,141,75.3,5728787159,56,Center,5728787161,140,62.8,5728787167,213,4.31,5728787165,212,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815034783,166,1,1,17,41,ac8jow4mdkvnsv5s0och4qqm,0,62.8,78.7,2025-05-15T17:18:14.845Z,2025-05-15T17:40:40Z,c9qk8n9d4130okk9go1brzskq,K. Ackermann,,,5728786153,212,14.6,5728786149,140,76.4,5728786155,213,6.07,5728786151,141,74.2,5728786147,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815034793,145,1,1,17,44,1939bnru25svvgv15k2c7tw2y,0,23.7,27.0,2025-05-15T17:18:18.434Z,2025-05-15T17:18:19Z,amgtzrnw9lmo9o506a0mhzip6,R. Wikström,,,5728786229,213,6.18,5728786225,141,23.3,5728786223,140,46.5,5728786227,212,24.1,5728786221,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815034797,167,1,1,17,47,ac8jow4mdkvnsv5s0och4qqm,1,59.1,73.3,2025-05-15T17:18:21.190Z,2025-05-15T17:18:22Z,c9qk8n9d4130okk9go1brzskq,K. Ackermann,,,5728786271,212,14.4,5728786267,140,48.0,5728786273,213,3.77,5728786269,141,60.8,5728786265,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815034815,168,1,1,17,48,ac8jow4mdkvnsv5s0och4qqm,1,48.0,60.8,2025-05-15T17:18:22.108Z,2025-05-15T17:18:26Z,8unnvgvft6knxupbp9oxh621h,E. Hovland,,,5728786403,212,11.6,5728786397,56,Center,5728786399,140,54.1,5728786405,213,0.99,5728786401,141,75.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815034837,169,1,1,17,52,ac8jow4mdkvnsv5s0och4qqm,1,63.5,86.9,2025-05-15T17:18:26.349Z,2025-05-15T17:18:28Z,c9qk8n9d4130okk9go1brzskq,K. Ackermann,,,5728786503,140,71.0,5728786509,213,0.59,5728786505,141,94.7,5728786507,212,9.5,5728786501,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815034867,170,1,1,17,54,ac8jow4mdkvnsv5s0och4qqm,0,72.4,94.4,2025-05-15T17:18:28.189Z,2025-05-15T17:18:31Z,2lyhi7j3id7emsh54ehdva3ca,O. Zandén,,,5728786665,212,31.3,5728786663,141,79.7,5728786667,213,5.96,5728786661,140,100.0,5728786659,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815034871,146,5,1,17,57,1939bnru25svvgv15k2c7tw2y,1,-0.8,24.4,2025-05-15T17:18:31.425Z,2025-05-15T17:51:46Z,5l4q2q8nszqp6k8exo9eyqnrp,S. Hedlund,,,5728786993,233,171,5728786681,56,Back,5728786683,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815034939,171,5,1,17,57,ac8jow4mdkvnsv5s0och4qqm,0,100.8,75.6,2025-05-15T17:18:31.425Z,2025-05-15T17:51:46Z,2lyhi7j3id7emsh54ehdva3ca,O. Zandén,,,5728787011,233,146,5728786989,346,,5728786987,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815035107,147,1,1,18,30,1939bnru25svvgv15k2c7tw2y,1,5.6,58.5,2025-05-15T17:19:03.923Z,2025-05-15T17:19:06Z,2qac7z5bt0grylf296n67j384,S. Eriksson,,,5728787891,213,0.51,5728787883,56,Back,5728787897,74,,5728787885,140,43.5,5728787889,212,45.5,5728787893,1,,5728787887,141,90.9,5728787881,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815035131,148,1,1,18,32,1939bnru25svvgv15k2c7tw2y,1,43.5,90.9,2025-05-15T17:19:06.690Z,2025-05-15T17:19:08Z,2d1dh619cfgvel4bv7tpfxjo5,N. Hult,,,5728788015,3,,5728788019,56,Left,5728788023,141,89.1,5728788017,168,,5728788021,140,55.8,5728788027,213,6.19,5728788025,212,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815035135,149,44,1,18,34,1939bnru25svvgv15k2c7tw2y,1,61.1,91.4,2025-05-15T17:19:08.188Z,2025-05-15T17:52:08Z,6tqclthbz4m9kqiukixum1mhg,G. Rapp,,,5728788087,233,173,5728788045,56,Left,5728788049,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815035129,173,44,1,18,34,ac8jow4mdkvnsv5s0och4qqm,0,38.9,8.6,2025-05-15T17:19:08.189Z,2025-05-15T17:52:08Z,aqjwz3wm0it916o2vb5tz9vxl,A. Timossi Andersson,,,5728788007,56,Back,5728788123,233,149,5728788009,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815035157,150,1,1,18,35,1939bnru25svvgv15k2c7tw2y,1,55.8,89.1,2025-05-15T17:19:08.819Z,2025-05-15T17:19:10Z,6tqclthbz4m9kqiukixum1mhg,G. Rapp,,,5728788163,168,,5728788179,213,0.13,5728788175,212,11.4,5728788165,56,Left,5728788167,140,66.6,5728788171,141,91.2,5728788161,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815035167,151,1,1,18,36,1939bnru25svvgv15k2c7tw2y,0,67.3,91.4,2025-05-15T17:19:10.499Z,2025-05-15T17:19:11Z,116vh3v105pa9vyw10hpvuwdm,F. Ihler,,,5728788227,56,Center,5728788235,213,4.58,5728788233,212,15.1,5728788229,140,65.4,5728788231,141,69.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815035205,152,1,1,18,39,1939bnru25svvgv15k2c7tw2y,0,67.0,79.3,2025-05-15T17:19:13.555Z,2025-05-15T17:41:00Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5728788459,140,59.4,5728788461,141,85.0,5728788457,56,Left,5728788463,212,8.9,5728788465,213,2.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815035193,174,8,1,18,40,ac8jow4mdkvnsv5s0och4qqm,1,38.4,16.7,2025-05-15T17:19:13.956Z,2025-05-15T17:40:58Z,c9qk8n9d4130okk9go1brzskq,K. Ackermann,,,5728788403,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815035215,153,1,1,18,40,1939bnru25svvgv15k2c7tw2y,0,59.4,85.0,2025-05-15T17:19:14.219Z,2025-05-15T17:40:45Z,2d1dh619cfgvel4bv7tpfxjo5,N. Hult,,,5728788541,1,,5728788533,140,92.5,5728788531,56,Center,5728788529,155,,5728788537,212,38.4,5728788535,141,60.9,5728788539,213,5.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815035251,176,1,1,18,45,ac8jow4mdkvnsv5s0och4qqm,1,12.1,36.9,2025-05-15T17:19:19.348Z,2025-05-15T17:19:20Z,8vl4hue7ixvxh4dtner52sfrp,D. Blažević,,,5728788759,213,1.06,5728788761,1,,5728788755,141,86.9,5728788757,212,38.9,5728788765,287,,5728788751,56,Back,5728788753,140,30.1,5728788749,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815035349,177,1,1,18,52,ac8jow4mdkvnsv5s0och4qqm,1,34.4,89.4,2025-05-15T17:19:26.076Z,2025-05-15T17:19:33Z,2lyhi7j3id7emsh54ehdva3ca,O. Zandén,,,5728789269,212,13.0,5728789265,140,27.3,5728789263,56,Back,5728789267,141,73.8,5728789271,213,4.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815035381,178,1,1,18,59,ac8jow4mdkvnsv5s0och4qqm,1,37.2,69.0,2025-05-15T17:19:33.573Z,2025-05-15T17:19:37Z,8unnvgvft6knxupbp9oxh621h,E. Hovland,,,5728789403,140,53.4,5728789407,212,24.8,5728789401,56,Left,5728789409,213,0.82,5728789405,141,95.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815035411,179,1,1,19,3,ac8jow4mdkvnsv5s0och4qqm,1,61.4,91.1,2025-05-15T17:19:37.108Z,2025-05-15T17:19:41Z,2lyhi7j3id7emsh54ehdva3ca,O. Zandén,,,5728789553,140,79.9,5728789551,56,Left,5728789557,212,20.4,5728789555,141,81.7,5728789559,213,5.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815035423,180,1,1,19,7,ac8jow4mdkvnsv5s0och4qqm,0,90.3,78.8,2025-05-15T17:19:40.916Z,2025-05-15T17:41:59Z,7qgiqoaaarr6c2bs4yffqwju2,V. Lind,,,5728789627,141,55.1,5728789631,213,4.33,5728789623,56,Center,5728789629,212,17.3,5728789625,140,84.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815035441,154,8,1,19,8,1939bnru25svvgv15k2c7tw2y,1,12.2,47.6,2025-05-15T17:19:42.722Z,2025-05-15T17:41:56Z,2d1dh619cfgvel4bv7tpfxjo5,N. Hult,,,5728789737,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815035425,181,61,1,19,9,ac8jow4mdkvnsv5s0och4qqm,1,84.2,55.1,2025-05-15T17:19:43.516Z,2025-05-15T17:41:54Z,ci5y030e6r9umgyjbupwske7d,Daleho Irandust,,,5728789639,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815035457,156,1,1,19,11,1939bnru25svvgv15k2c7tw2y,1,22.2,48.8,2025-05-15T17:19:45.410Z,2025-05-15T17:19:48Z,60fbyywnjiz6l8n7gmi2mjld5,S. Olsson,,,5728789823,141,38.3,5728789819,56,Back,5728789829,213,5.72,5728789825,212,13.3,5728789821,140,32.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815035475,157,3,1,19,13,1939bnru25svvgv15k2c7tw2y,1,34.0,26.0,2025-05-15T17:19:47.612Z,2025-05-15T17:52:03Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5728789901,286,,5728789893,56,Back,5728789897,233,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815035451,182,45,1,19,13,ac8jow4mdkvnsv5s0och4qqm,0,66.0,74.0,2025-05-15T17:19:47.612Z,2025-05-15T17:52:03Z,ci5y030e6r9umgyjbupwske7d,Daleho Irandust,,,5728789771,56,Center,5728789909,233,157,5728789773,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815035497,158,1,1,19,16,1939bnru25svvgv15k2c7tw2y,0,36.3,12.2,2025-05-15T17:19:49.860Z,2025-05-15T17:19:53Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5728790013,56,Center,5728790021,213,0.32,5728790019,212,58.1,5728790015,140,88.9,5728790011,155,,5728790023,1,,5728790017,141,38.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815035503,183,43,1,19,20,ac8jow4mdkvnsv5s0och4qqm,1,0.0,0.0,2025-05-15T17:19:54.268Z,2025-05-15T17:19:57Z,8vl4hue7ixvxh4dtner52sfrp,D. Blažević,,,5728790099,144,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815035535,185,1,1,19,23,ac8jow4mdkvnsv5s0och4qqm,1,11.0,66.1,2025-05-15T17:19:57.437Z,2025-05-15T17:20:00Z,8vl4hue7ixvxh4dtner52sfrp,D. Blažević,,,5728790219,56,Back,5728790227,212,13.9,5728790221,140,19.0,5728790225,141,49.9,5728790229,213,5.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815035569,186,1,1,19,26,ac8jow4mdkvnsv5s0och4qqm,1,20.4,34.8,2025-05-15T17:20:00.052Z,2025-05-15T17:20:03Z,253za05jf3mmaqkjndm10d2lm,H. Karlsson,,,5728790411,56,Back,5728790417,212,23.1,5728790413,140,35.4,5728790419,213,5.46,5728790415,141,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815035577,187,1,1,19,29,ac8jow4mdkvnsv5s0och4qqm,1,37.2,10.4,2025-05-15T17:20:03.125Z,2025-05-15T17:20:05Z,aqjwz3wm0it916o2vb5tz9vxl,A. Timossi Andersson,,,5728790479,213,1.31,5728790475,141,19.1,5728790477,212,6.1,5728790471,56,Back,5728790473,140,38.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815035585,188,1,1,19,31,ac8jow4mdkvnsv5s0och4qqm,1,38.7,19.1,2025-05-15T17:20:04.964Z,2025-05-15T17:20:06Z,aw75jdzi3u012jkwj7t0eln2s,W. Odefalk,,,5728790537,141,9.2,5728790535,140,41.6,5728790539,212,7.4,5728790541,213,5.14,5728790533,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815035611,189,1,1,19,32,ac8jow4mdkvnsv5s0och4qqm,1,42.2,9.8,2025-05-15T17:20:06.509Z,2025-05-15T17:20:09Z,aqjwz3wm0it916o2vb5tz9vxl,A. Timossi Andersson,,,5728790711,140,29.1,5728790717,213,2.36,5728790715,212,19.4,5728790713,141,30.0,5728790709,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
