id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2800301351,95,61,1,12,22,224tl8u2smnbyliroayk69nt0,1,26.7,61.4,2025-04-12T23:49:50.176Z,2025-04-12T23:49:50Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,,5647445933,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800301415,97,1,1,12,27,224tl8u2smnbyliroayk69nt0,1,11.7,87.5,2025-04-12T23:49:54.606Z,2025-04-12T23:49:56Z,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,,,5647446303,213,6.26,5647446301,212,13.7,5647446299,141,87.1,5647446293,155,,5647446295,56,Back,5647446297,140,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800301419,98,1,1,12,28,224tl8u2smnbyliroayk69nt0,1,25.7,86.4,2025-04-12T23:49:56.421Z,2025-04-13T00:42:00Z,9jfh2t3w4aqc4o4rvjfk7xey1,A. Williams,,,5647446319,213,3.83,5647446379,156,,5647446313,140,23.9,5647446311,56,Back,5647446315,141,84.1,5647446317,212,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800301475,99,1,1,12,30,224tl8u2smnbyliroayk69nt0,1,23.9,84.1,2025-04-12T23:49:58.470Z,2025-04-13T00:42:02Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,,5647446635,140,45.6,5647446637,141,79.4,5647446639,212,23.0,5647446641,213,6.14,5647446633,56,Back,5647446631,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800301487,100,3,1,12,33,224tl8u2smnbyliroayk69nt0,1,41.6,76.4,2025-04-12T23:50:01.262Z,2025-04-13T00:41:59Z,c4va4gt5g10zm05qtucgyt889,D. Griffin,,,5647446691,56,Back,5647446769,233,142,5647446693,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800301497,142,45,1,12,33,e3k8yw2rbmphyfu5htn4yi5jk,0,58.4,23.6,2025-04-12T23:50:01.262Z,2025-04-12T23:50:07Z,14oq6mvlh5e51d9y20nbpok4p,C. Allan,,,5647446795,233,100,5647446715,285,,5647446711,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800301557,101,1,1,12,34,224tl8u2smnbyliroayk69nt0,1,44.1,78.6,2025-04-12T23:50:02.446Z,2025-04-13T00:42:02Z,c4va4gt5g10zm05qtucgyt889,D. Griffin,,,5647446983,141,61.4,5647446979,56,Back,5647446987,213,4.05,5647446981,140,35.4,5647446985,212,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800301565,102,50,1,12,38,224tl8u2smnbyliroayk69nt0,1,43.8,58.2,2025-04-12T23:50:06.030Z,2025-04-13T01:47:42Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5647447065,286,,5647447237,233,143,5647447063,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800301581,143,7,1,12,38,e3k8yw2rbmphyfu5htn4yi5jk,1,56.2,41.8,2025-04-12T23:50:06.031Z,2025-04-13T01:47:41Z,ecjt2cd0xn1qyeyboapqwxbvu,E. Ycaza,,,5647447133,56,Center,5647447135,285,,5647447189,233,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800301605,145,1,1,12,41,e3k8yw2rbmphyfu5htn4yi5jk,1,40.2,48.8,2025-04-12T23:50:08.875Z,2025-04-12T23:50:10Z,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,,5647447297,141,39.4,5647447295,140,46.7,5647447293,56,Back,5647447299,212,9.4,5647447301,213,5.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800301611,146,1,1,12,42,e3k8yw2rbmphyfu5htn4yi5jk,1,46.7,39.4,2025-04-12T23:50:09.795Z,2025-04-12T23:50:11Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5647447319,140,34.2,5647447325,213,2.68,5647447321,141,49.0,5647447317,56,Back,5647447323,212,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800301633,147,1,1,12,43,e3k8yw2rbmphyfu5htn4yi5jk,1,34.2,49.0,2025-04-12T23:50:10.604Z,2025-04-12T23:50:13Z,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,,5647447437,212,20.3,5647447435,141,78.5,5647447431,56,Back,5647447433,140,37.2,5647447439,213,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800301679,148,1,1,12,45,e3k8yw2rbmphyfu5htn4yi5jk,1,37.5,78.5,2025-04-12T23:50:12.900Z,2025-04-12T23:50:16Z,aur71sievd8d2fnrumu3xf6c,N. Dossantos,,,5647447651,141,62.3,5647447649,140,41.3,5647447653,212,11.7,5647447647,56,Back,5647447655,213,5.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800301703,149,1,1,12,48,e3k8yw2rbmphyfu5htn4yi5jk,1,43.7,64.0,2025-04-12T23:50:16.300Z,2025-04-12T23:50:18Z,14oq6mvlh5e51d9y20nbpok4p,C. Allan,,,5647447797,140,45.1,5647447799,141,55.1,5647447803,213,4.95,5647447795,56,Back,5647447801,212,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800301731,150,1,1,12,51,e3k8yw2rbmphyfu5htn4yi5jk,1,43.4,57.0,2025-04-12T23:50:18.547Z,2025-04-12T23:50:21Z,ecjt2cd0xn1qyeyboapqwxbvu,E. Ycaza,,,5647447929,140,37.1,5647447933,212,10.7,5647447931,141,69.3,5647447937,213,2.24,5647447927,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800301767,151,1,1,12,53,e3k8yw2rbmphyfu5htn4yi5jk,0,39.2,72.9,2025-04-12T23:50:21.004Z,2025-04-12T23:50:23Z,14oq6mvlh5e51d9y20nbpok4p,C. Allan,,,5647448097,212,38.7,5647448089,155,,5647448093,140,74.9,5647448091,56,Center,5647448095,141,58.7,5647448101,1,,5647448099,213,6.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800301849,104,1,1,12,57,224tl8u2smnbyliroayk69nt0,1,22.8,40.3,2025-04-12T23:50:25.309Z,2025-04-12T23:50:28Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5647448553,212,15.9,5647448549,140,30.3,5647448551,141,60.6,5647448555,213,1.05,5647448547,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800301919,105,1,1,13,0,224tl8u2smnbyliroayk69nt0,1,30.5,61.2,2025-04-12T23:50:28.359Z,2025-04-12T23:50:34Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,,5647448901,212,13.9,5647448897,140,28.2,5647448903,213,4.54,5647448895,56,Back,5647448899,141,41.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800301931,106,1,1,13,6,224tl8u2smnbyliroayk69nt0,1,25.4,14.5,2025-04-12T23:50:34.061Z,2025-04-12T23:50:35Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5647448975,213,5.82,5647448967,56,Back,5647448969,140,35.4,5647448971,141,6.7,5647448973,212,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800301979,107,1,1,13,7,224tl8u2smnbyliroayk69nt0,1,35.7,7.0,2025-04-12T23:50:35.470Z,2025-04-12T23:50:38Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,,5647449235,212,8.4,5647449233,141,13.7,5647449229,56,Back,5647449237,213,2.57,5647449231,140,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800301987,108,1,1,13,11,224tl8u2smnbyliroayk69nt0,0,29.0,13.7,2025-04-12T23:50:38.678Z,2025-04-12T23:50:41Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5647449279,213,0.48,5647449273,140,54.5,5647449449,155,,5647449271,56,Center,5647449275,141,34.4,5647449277,212,30.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800302003,152,8,1,13,12,e3k8yw2rbmphyfu5htn4yi5jk,1,41.5,63.4,2025-04-12T23:50:40.140Z,2025-04-12T23:50:40Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5647449363,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800302061,154,1,1,13,14,e3k8yw2rbmphyfu5htn4yi5jk,1,27.1,60.3,2025-04-12T23:50:42.292Z,2025-04-12T23:50:44Z,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,,5647449685,213,3.51,5647449677,56,Back,5647449679,140,8.7,5647449683,212,20.7,5647449681,141,49.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800302107,155,1,1,13,17,e3k8yw2rbmphyfu5htn4yi5jk,1,8.7,49.3,2025-04-12T23:50:44.700Z,2025-04-12T23:50:49Z,ect3pxkbjycux4simxmzp9jze,L. Zamudio,,,5647449887,140,18.0,5647449889,141,86.9,5647449893,213,1.21,5647449885,56,Back,5647449891,212,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800302133,156,1,1,13,21,e3k8yw2rbmphyfu5htn4yi5jk,1,19.2,89.0,2025-04-12T23:50:49.395Z,2025-04-12T23:50:50Z,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,,5647450047,213,0.27,5647450043,141,90.6,5647450041,140,23.0,5647450039,56,Back,5647450045,212,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800302187,157,1,1,13,23,e3k8yw2rbmphyfu5htn4yi5jk,1,23.0,90.6,2025-04-12T23:50:50.676Z,2025-04-12T23:50:54Z,aur71sievd8d2fnrumu3xf6c,N. Dossantos,,,5647450319,56,Back,5647450325,212,13.2,5647450323,141,71.2,5647450327,213,4.76,5647450321,140,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800302289,158,1,1,13,27,e3k8yw2rbmphyfu5htn4yi5jk,1,27.9,70.8,2025-04-12T23:50:54.668Z,2025-04-12T23:51:03Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5647450867,140,33.5,5647450871,212,42.6,5647450873,213,4.85,5647450865,56,Back,5647450875,1,,5647450863,196,,5647450869,141,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800302307,159,61,1,13,37,e3k8yw2rbmphyfu5htn4yi5jk,0,62.8,32.5,2025-04-12T23:51:04.875Z,2025-04-12T23:51:05Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5647450987,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800302343,110,1,1,13,37,224tl8u2smnbyliroayk69nt0,1,24.3,37.2,2025-04-12T23:51:05.349Z,2025-04-12T23:51:08Z,c8nk2hg1xy4h4646ajpq65dnu,I. Osumanu,,,5647451189,212,12.5,5647451191,213,1.23,5647451185,140,28.3,5647451187,141,54.5,5647451183,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800302377,111,1,1,13,40,224tl8u2smnbyliroayk69nt0,1,28.8,56.1,2025-04-12T23:51:08.485Z,2025-04-12T23:51:10Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5647451381,213,1.26,5647451363,56,Back,5647451367,140,32.4,5647451377,212,12.4,5647451373,141,73.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800302427,112,1,1,13,42,224tl8u2smnbyliroayk69nt0,1,33.0,78.0,2025-04-12T23:51:10.213Z,2025-04-12T23:51:14Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,,5647451663,56,Back,5647451669,212,4.8,5647451667,141,77.2,5647451665,140,28.5,5647451671,213,3.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800302487,113,1,1,13,46,224tl8u2smnbyliroayk69nt0,1,31.1,80.7,2025-04-12T23:51:14.397Z,2025-04-12T23:51:19Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5647451935,212,6.4,5647451931,140,29.0,5647451933,141,71.8,5647451929,56,Back,5647451937,213,4.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800302563,114,1,1,13,51,224tl8u2smnbyliroayk69nt0,1,30.7,70.1,2025-04-12T23:51:18.967Z,2025-04-12T23:51:24Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,,5647452425,56,Back,5647452431,212,28.9,5647452429,141,27.6,5647452427,140,30.4,5647452435,213,4.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800302605,115,1,1,13,56,224tl8u2smnbyliroayk69nt0,1,36.3,10.0,2025-04-12T23:51:23.966Z,2025-04-12T23:51:26Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5647452669,56,Back,5647452671,140,31.0,5647452677,213,2.04,5647452673,141,26.3,5647452675,212,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800302669,116,1,1,13,59,224tl8u2smnbyliroayk69nt0,1,30.9,26.2,2025-04-12T23:51:26.734Z,2025-04-12T23:51:31Z,c8nk2hg1xy4h4646ajpq65dnu,I. Osumanu,,,5647452991,56,Back,5647452997,212,17.5,5647452993,140,29.9,5647452999,213,1.63,5647452995,141,51.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800302691,117,1,1,14,4,224tl8u2smnbyliroayk69nt0,1,30.2,58.7,2025-04-12T23:51:31.670Z,2025-04-12T23:51:33Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5647453185,213,4.67,5647453177,56,Back,5647453183,212,13.8,5647453179,140,29.6,5647453181,141,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800302707,118,1,1,14,6,224tl8u2smnbyliroayk69nt0,1,29.6,38.0,2025-04-12T23:51:33.733Z,2025-04-12T23:51:35Z,c8nk2hg1xy4h4646ajpq65dnu,I. Osumanu,,,5647453263,140,33.3,5647453271,212,7.8,5647453273,213,1.05,5647453259,56,Back,5647453267,141,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800302741,119,1,1,14,7,224tl8u2smnbyliroayk69nt0,1,33.3,48.0,2025-04-12T23:51:34.910Z,2025-04-12T23:51:38Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,,5647453465,140,27.2,5647453471,213,2.10,5647453467,141,64.2,5647453469,212,12.7,5647453463,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800302749,120,1,1,14,10,224tl8u2smnbyliroayk69nt0,1,27.3,64.3,2025-04-12T23:51:38.181Z,2025-04-12T23:54:29Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5647453521,56,Back,5647453527,212,4.5,5647453523,140,31.5,5647453529,213,0.17,5647453525,141,65.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800304373,135,1,1,14,11,224tl8u2smnbyliroayk69nt0,0,35.4,49.5,2025-04-12T23:51:39.230Z,2025-04-12T23:55:10Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5647462379,212,1.9,5647462381,213,4.88,5647462373,56,Back,5647466547,233,160,5647462375,140,35.7,5647464551,236,,5647464553,286,,5647462377,141,46.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800302757,160,74,1,14,11,e3k8yw2rbmphyfu5htn4yi5jk,1,55.1,24.4,2025-04-12T23:51:39.231Z,2025-04-13T00:40:34Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5647466555,233,135,5647453575,56,Center,5647466505,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800302777,162,1,1,14,13,e3k8yw2rbmphyfu5htn4yi5jk,0,55.1,24.4,2025-04-12T23:51:40.803Z,2025-04-12T23:51:43Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5647453653,141,20.9,5647453651,140,57.4,5647453655,212,3.4,5647453795,236,,5647453801,286,,5647453649,56,Right,5647453657,213,5.51,5647453797,233,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800302801,121,74,1,14,13,224tl8u2smnbyliroayk69nt0,1,30.8,68.5,2025-04-12T23:51:40.804Z,2025-04-13T01:47:54Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5647453831,233,162,5647453789,56,Back,5647453791,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800303771,132,83,1,14,16,224tl8u2smnbyliroayk69nt0,0,32.9,67.6,2025-04-12T23:51:44.125Z,2025-04-12T23:54:59Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5647459643,399,5tyrfuxsp7s9thsmhfqevuoyx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800302869,163,50,1,14,18,e3k8yw2rbmphyfu5htn4yi5jk,1,66.3,35.8,2025-04-12T23:51:45.853Z,2025-04-13T01:47:42Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5647454107,56,Center,5647454171,233,122,5647454109,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800302865,122,7,1,14,18,224tl8u2smnbyliroayk69nt0,1,33.7,64.2,2025-04-12T23:51:45.854Z,2025-04-13T01:47:42Z,c4va4gt5g10zm05qtucgyt889,D. Griffin,,,5647454097,56,Back,5647454155,233,163,5647454101,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800302889,124,1,1,14,20,224tl8u2smnbyliroayk69nt0,1,25.8,67.9,2025-04-12T23:51:47.973Z,2025-04-12T23:51:49Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,,5647454213,212,11.8,5647454211,141,84.4,5647454205,56,Back,5647454217,213,1.26,5647454207,140,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800302897,125,1,1,14,21,224tl8u2smnbyliroayk69nt0,1,29.2,84.4,2025-04-12T23:51:48.846Z,2025-04-12T23:51:50Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,,5647454287,141,78.3,5647454283,56,Back,5647454289,212,4.4,5647454291,213,5.08,5647454285,140,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800302935,126,1,1,14,23,224tl8u2smnbyliroayk69nt0,1,30.7,78.3,2025-04-12T23:51:50.661Z,2025-04-12T23:51:54Z,c4va4gt5g10zm05qtucgyt889,D. Griffin,,,5647454505,140,32.7,5647454509,141,86.6,5647454513,213,1.21,5647454511,212,6.0,5647454501,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800302983,127,1,1,14,26,224tl8u2smnbyliroayk69nt0,1,34.0,86.0,2025-04-12T23:51:54.037Z,2025-04-12T23:51:59Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,,5647454849,140,47.4,5647454853,212,15.1,5647454851,141,77.9,5647454855,213,5.91,5647454847,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800302995,128,50,1,14,31,224tl8u2smnbyliroayk69nt0,1,61.3,73.4,2025-04-12T23:51:59.054Z,2025-04-13T01:47:43Z,c4va4gt5g10zm05qtucgyt889,D. Griffin,,,5647454885,56,Center,5647454887,286,,5647455235,233,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800303049,164,7,1,14,31,e3k8yw2rbmphyfu5htn4yi5jk,1,38.7,26.6,2025-04-12T23:51:59.055Z,2025-04-13T01:47:43Z,14oq6mvlh5e51d9y20nbpok4p,C. Allan,,,5647455217,233,128,5647455171,56,Back,5647455173,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800303079,166,1,1,14,37,e3k8yw2rbmphyfu5htn4yi5jk,1,35.1,28.8,2025-04-12T23:52:04.724Z,2025-04-12T23:52:05Z,14oq6mvlh5e51d9y20nbpok4p,C. Allan,,,5647455325,212,3.0,5647455319,140,32.3,5647455329,213,3.28,5647455317,56,Back,5647455321,141,28.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800303167,167,1,1,14,38,e3k8yw2rbmphyfu5htn4yi5jk,1,32.3,28.2,2025-04-12T23:52:05.756Z,2025-04-12T23:52:11Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5647455765,141,11.9,5647455769,213,5.35,5647455767,212,13.8,5647455763,140,40.1,5647455761,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800303181,168,1,1,14,43,e3k8yw2rbmphyfu5htn4yi5jk,1,41.5,19.4,2025-04-12T23:52:11.349Z,2025-04-12T23:52:13Z,ecjt2cd0xn1qyeyboapqwxbvu,E. Ycaza,,,5647455879,140,41.6,5647455883,212,8.6,5647455881,141,6.8,5647455885,213,4.72,5647455877,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800303207,169,1,1,14,45,e3k8yw2rbmphyfu5htn4yi5jk,1,41.6,6.8,2025-04-12T23:52:12.884Z,2025-04-12T23:52:14Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5647456019,212,4.9,5647456015,140,41.8,5647456021,213,1.53,5647456013,56,Back,5647456017,141,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800303229,170,1,1,14,46,e3k8yw2rbmphyfu5htn4yi5jk,1,41.8,14.0,2025-04-12T23:52:14.108Z,2025-04-12T23:52:15Z,ecjt2cd0xn1qyeyboapqwxbvu,E. Ycaza,,,5647456115,141,6.2,5647456117,212,5.3,5647456119,213,4.61,5647456111,56,Back,5647456113,140,41.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800303239,171,1,1,14,47,e3k8yw2rbmphyfu5htn4yi5jk,1,41.3,6.2,2025-04-12T23:52:15.148Z,2025-04-12T23:52:16Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5647456163,56,Back,5647456169,212,5.5,5647456167,141,10.3,5647456165,140,36.8,5647456171,213,2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800303259,172,1,1,14,48,e3k8yw2rbmphyfu5htn4yi5jk,1,36.8,10.3,2025-04-12T23:52:16.076Z,2025-04-12T23:52:17Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5647456287,56,Back,5647456293,212,6.2,5647456291,141,18.5,5647456295,213,2.03,5647456289,140,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800303301,173,1,1,14,50,e3k8yw2rbmphyfu5htn4yi5jk,1,34.1,19.7,2025-04-12T23:52:17.588Z,2025-04-12T23:52:21Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5647456501,140,28.1,5647456503,141,36.4,5647456507,213,2.08,5647456499,56,Back,5647456505,212,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800303319,174,1,1,14,53,e3k8yw2rbmphyfu5htn4yi5jk,1,28.5,34.0,2025-04-12T23:52:20.980Z,2025-04-12T23:52:23Z,ani26vxlo22iw1u9oexptml05,L. Archer,,,5647456649,213,1.16,5647456641,56,Back,5647456643,140,44.0,5647456651,1,,5647456645,141,89.0,5647456647,212,40.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800303355,175,1,1,14,55,e3k8yw2rbmphyfu5htn4yi5jk,1,44.0,89.0,2025-04-12T23:52:23.492Z,2025-04-12T23:52:26Z,aur71sievd8d2fnrumu3xf6c,N. Dossantos,,,5647456889,140,29.3,5647456895,213,3.70,5647456891,141,74.7,5647456893,212,18.2,5647456887,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800303399,176,1,1,14,59,e3k8yw2rbmphyfu5htn4yi5jk,1,29.4,75.0,2025-04-12T23:52:26.748Z,2025-04-12T23:52:31Z,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,,5647457109,141,49.1,5647457113,213,4.74,5647457111,212,17.6,5647457105,56,Back,5647457107,140,29.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800303421,177,1,1,15,3,e3k8yw2rbmphyfu5htn4yi5jk,1,30.0,46.9,2025-04-12T23:52:30.964Z,2025-04-12T23:52:33Z,ani26vxlo22iw1u9oexptml05,L. Archer,,,5647457221,140,40.7,5647457223,141,38.6,5647457227,213,5.82,5647457219,56,Back,5647457225,212,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800303431,178,50,1,15,5,e3k8yw2rbmphyfu5htn4yi5jk,1,43.8,36.4,2025-04-12T23:52:33.116Z,2025-04-12T23:52:37Z,ecjt2cd0xn1qyeyboapqwxbvu,E. Ycaza,,,5647457251,56,Back,5647457367,233,129,5647457255,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800303443,129,7,1,15,5,224tl8u2smnbyliroayk69nt0,0,56.2,63.6,2025-04-12T23:52:33.117Z,2025-04-12T23:52:38Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,,5647457323,285,,5647457345,233,178,5647457321,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800303517,179,1,1,15,9,e3k8yw2rbmphyfu5htn4yi5jk,1,32.7,23.3,2025-04-12T23:52:37.372Z,2025-04-12T23:52:39Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5647457687,140,32.3,5647457693,213,1.61,5647457689,141,40.1,5647457691,212,11.4,5647457685,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
