id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value
2816203991,106,1,1,16,34,224tl8u2smnbyliroayk69nt0,0,94.1,30.7,2025-05-18T01:23:36.515Z,2025-05-18T01:23:37Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,,5735207121,213,1.89,5735207117,141,43.6,5735207111,3,,5735207115,140,91.3,5735207113,56,Center,5735207119,212,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816204037,180,4,1,16,39,ak0rmms5xl49w57i2rvid1tk9,1,26.0,70.4,2025-05-18T01:23:42.255Z,2025-05-18T03:18:47Z,cfx7vo0kbjvcly2nf1b7papsk,Y. Hanya,,,5735207507,295,,5735207543,233,107,5735207511,152,,5735207509,56,Back,5735207513,285,,5735207505,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816204039,107,4,1,16,39,224tl8u2smnbyliroayk69nt0,0,74.0,29.6,2025-05-18T01:23:42.256Z,2025-05-18T03:18:48Z,c4va4gt5g10zm05qtucgyt889,D. Griffin,,,5735207519,152,,5735207515,13,,5735207523,286,,5735207689,295,,5735207517,56,Center,5735207727,233,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816204257,181,1,1,17,1,ak0rmms5xl49w57i2rvid1tk9,1,30.1,71.1,2025-05-18T01:24:03.919Z,2025-05-18T01:24:09Z,b9lt0sfts2zxf2ali8vpf0pn9,D. Lacroix,,,5735208637,5,,5735208641,56,Back,5735208647,212,26.1,5735208643,140,13.9,5735208649,213,4.00,5735208639,152,,5735208645,141,41.9,,,,,,,,,,,,,,,,,,,,,,,,,,
2816204291,182,1,1,17,6,ak0rmms5xl49w57i2rvid1tk9,0,13.0,40.9,2025-05-18T01:24:09.048Z,2025-05-18T01:24:13Z,duuhalibp64gdz6nub5ub0ovd,C. Herrera,,,5735208867,213,5.88,5735208861,140,60.0,5735208857,155,,5735208863,141,9.8,5735208859,56,Right,5735208865,212,53.7,5735208869,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816204327,108,44,1,17,9,224tl8u2smnbyliroayk69nt0,1,37.4,88.6,2025-05-18T01:24:12.479Z,2025-05-18T03:35:18Z,6omt3lirajdcqxcbhzk9sobmx,G. Vacter,,,5735209035,56,Back,5735209039,233,183,5735209037,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816204297,183,44,1,17,9,ak0rmms5xl49w57i2rvid1tk9,0,62.6,11.4,2025-05-18T01:24:12.480Z,2025-05-18T03:35:18Z,rtca480n5ehey5ffvt8nudck,H. Endeley,,,5735208889,286,,5735209075,233,108,5735208887,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816204339,109,1,1,17,10,224tl8u2smnbyliroayk69nt0,0,33.2,85.9,2025-05-18T01:24:12.579Z,2025-05-18T03:42:16Z,6omt3lirajdcqxcbhzk9sobmx,G. Vacter,,,5735209105,56,Back,5735209109,141,85.6,5735209111,212,6.4,5735209115,213,6.25,5735209103,3,,5735209107,140,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816204331,184,1,1,17,11,ak0rmms5xl49w57i2rvid1tk9,0,39.1,14.6,2025-05-18T01:24:14.328Z,2025-05-18T01:24:17Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5735209059,213,0.50,5735209055,141,45.4,5735209053,140,75.7,5735209061,1,,5735209049,157,,5735209051,56,Center,5735209057,212,43.8,,,,,,,,,,,,,,,,,,,,,,,,,,
2816204355,110,12,1,17,16,224tl8u2smnbyliroayk69nt0,1,32.8,54.3,2025-05-18T01:24:19.315Z,2025-05-18T01:24:25Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5735209203,212,9.6,5735209199,140,38.3,5735209201,141,65.5,5735209231,15,,5735209205,213,0.92,5735209197,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816204393,111,4,1,17,19,224tl8u2smnbyliroayk69nt0,1,38.0,72.6,2025-05-18T01:24:21.646Z,2025-05-18T04:20:04Z,6omt3lirajdcqxcbhzk9sobmx,G. Vacter,,,5735209647,56,Back,5735209691,233,185,5735209651,265,,5735209649,152,,5735209653,286,,5735209645,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816204363,185,4,1,17,19,ak0rmms5xl49w57i2rvid1tk9,0,62.0,27.4,2025-05-18T01:24:21.647Z,2025-05-18T01:24:35Z,rtca480n5ehey5ffvt8nudck,H. Endeley,,,5735209303,285,,5735209297,56,Center,5735209301,265,,5735209295,13,,5735209713,233,111,5735209299,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816204691,112,1,1,17,43,224tl8u2smnbyliroayk69nt0,1,38.3,69.4,2025-05-18T01:24:46.002Z,2025-05-18T01:24:51Z,6omt3lirajdcqxcbhzk9sobmx,G. Vacter,,,5735210985,5,,5735210997,213,4.59,5735210991,140,35.3,5735210989,56,Back,5735210993,141,32.2,5735210995,212,25.5,5735210987,152,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816204701,113,1,1,17,48,224tl8u2smnbyliroayk69nt0,1,35.1,32.2,2025-05-18T01:24:51.059Z,2025-05-18T01:24:52Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5735211047,56,Back,5735211055,213,1.79,5735211051,141,50.9,5735211053,212,13.0,5735211049,140,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816204727,114,1,1,17,49,224tl8u2smnbyliroayk69nt0,1,32.4,50.9,2025-05-18T01:24:51.978Z,2025-05-18T01:24:54Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5735211255,212,16.4,5735211251,140,43.7,5735211257,213,0.76,5735211253,141,67.5,5735211249,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816204755,115,1,1,17,51,224tl8u2smnbyliroayk69nt0,1,39.4,66.4,2025-05-18T01:24:54.363Z,2025-05-18T01:24:57Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,,5735211421,140,48.0,5735211427,213,5.20,5735211419,56,Back,5735211423,141,41.2,5735211425,212,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816204789,116,1,1,17,54,224tl8u2smnbyliroayk69nt0,1,47.8,34.2,2025-05-18T01:24:57.050Z,2025-05-18T01:25:00Z,1l26kd7tulii6x999b3fdxi0a,B. Sample,,,5735211643,212,9.5,5735211641,141,24.0,5735211637,56,Back,5735211645,213,3.96,5735211639,140,41.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816204857,117,1,1,17,58,224tl8u2smnbyliroayk69nt0,1,43.0,31.0,2025-05-18T01:25:00.595Z,2025-05-18T01:25:05Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5735212015,212,16.3,5735212017,213,2.03,5735212011,140,36.2,5735212009,56,Back,5735212013,141,52.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816204901,118,2,1,18,2,224tl8u2smnbyliroayk69nt0,1,38.5,53.0,2025-05-18T01:25:05.435Z,2025-05-18T01:25:09Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5735212283,7,69pe2d0b9ughzcn3iqarracr8,5735212263,141,90.0,5735212285,1,,5735212287,56,Left,5735212261,140,78.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816205357,188,1,1,18,44,ak0rmms5xl49w57i2rvid1tk9,0,23.9,2.9,2025-05-18T01:25:47.143Z,2025-05-18T01:25:52Z,duuhalibp64gdz6nub5ub0ovd,C. Herrera,,,5735214711,1,,5735214693,5,,5735214705,141,23.3,5735214697,241,,5735214709,213,0.28,5735214695,157,,5735214707,212,51.0,5735214699,56,Center,5735214703,140,70.6,,,,,,,,,,,,,,,,,,,,
2816205377,119,44,1,18,48,224tl8u2smnbyliroayk69nt0,1,28.5,70.0,2025-05-18T01:25:50.997Z,2025-05-18T03:35:19Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5735214825,56,Back,5735214851,233,189,5735214827,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816205365,189,44,1,18,48,ak0rmms5xl49w57i2rvid1tk9,0,71.5,30.0,2025-05-18T01:25:50.998Z,2025-05-18T03:35:19Z,3ljxfq84ubqzlooixppmpfdd6,J. Tejada,,,5735214861,233,119,5735214755,286,,5735214753,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816205397,120,1,1,18,49,224tl8u2smnbyliroayk69nt0,1,27.1,58.7,2025-05-18T01:25:51.899Z,2025-05-18T03:41:47Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5735214935,212,12.5,5735214929,56,Back,5735214933,141,68.8,5735214931,140,37.1,5735214937,213,0.58,5735214927,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816205409,121,1,1,18,52,224tl8u2smnbyliroayk69nt0,1,37.1,69.4,2025-05-18T01:25:54.554Z,2025-05-18T01:44:33Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,,5735214987,56,Center,5735214995,213,5.54,5735214993,212,18.9,5735214989,140,50.4,5735214991,141,50.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816205501,123,1,1,18,58,224tl8u2smnbyliroayk69nt0,1,71.2,30.4,2025-05-18T01:26:00.971Z,2025-05-18T01:26:03Z,c4va4gt5g10zm05qtucgyt889,D. Griffin,,,5735215503,56,Right,5735215507,141,13.1,5735215505,140,79.3,5735215509,212,14.5,5735215511,213,5.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816205513,124,1,1,19,1,224tl8u2smnbyliroayk69nt0,0,81.1,8.3,2025-05-18T01:26:03.571Z,2025-05-18T01:26:05Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,,5735215589,213,1.02,5735215577,155,,5735215585,212,32.3,5735215593,1,,5735215583,141,48.8,5735215581,140,97.2,5735215575,2,,5735215579,56,Center,,,,,,,,,,,,,,,,,,,,,,,
2816205699,191,1,1,19,15,ak0rmms5xl49w57i2rvid1tk9,1,7.7,47.9,2025-05-18T01:26:17.702Z,2025-05-18T01:26:20Z,duuhalibp64gdz6nub5ub0ovd,C. Herrera,,,5735216483,123,,5735216487,140,7.3,5735216489,141,25.8,5735216497,213,4.68,5735216485,56,Back,5735216493,212,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816205737,192,1,1,19,17,ak0rmms5xl49w57i2rvid1tk9,1,7.3,25.8,2025-05-18T01:26:20.013Z,2025-05-18T01:26:23Z,dqekbs06e79n3vapj437pwyc,G. Metusala,,,5735216711,212,17.2,5735216705,56,Back,5735216709,141,2.6,5735216713,213,5.12,5735216707,140,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816205755,193,1,1,19,21,ak0rmms5xl49w57i2rvid1tk9,0,15.6,3.1,2025-05-18T01:26:23.533Z,2025-05-18T01:26:25Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5735216841,1,,5735216837,212,43.2,5735216831,56,Center,5735216833,140,54.9,5735216835,141,22.1,5735216839,213,0.30,5735216829,155,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816205775,125,8,1,19,23,224tl8u2smnbyliroayk69nt0,1,37.7,84.4,2025-05-18T01:26:26.451Z,2025-05-18T01:26:27Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5735216957,15,,5735216919,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816205819,127,1,1,19,27,224tl8u2smnbyliroayk69nt0,1,64.1,90.6,2025-05-18T01:26:29.867Z,2025-05-18T01:26:31Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5735217117,56,Left,5735217127,212,9.6,5735217119,140,57.4,5735217123,141,80.9,5735217129,213,3.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816205839,128,1,1,19,28,224tl8u2smnbyliroayk69nt0,1,57.4,80.9,2025-05-18T01:26:31.490Z,2025-05-18T01:26:32Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,,5735217207,56,Back,5735217215,213,2.75,5735217211,141,89.9,5735217209,140,43.1,5735217213,212,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816205859,129,1,1,19,30,224tl8u2smnbyliroayk69nt0,1,43.1,89.9,2025-05-18T01:26:32.746Z,2025-05-18T01:26:35Z,6omt3lirajdcqxcbhzk9sobmx,G. Vacter,,,5735217335,213,5.47,5735217333,212,21.5,5735217323,56,Center,5735217327,140,57.2,5735217331,141,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816205889,130,1,1,19,32,224tl8u2smnbyliroayk69nt0,1,56.8,65.2,2025-05-18T01:26:34.826Z,2025-05-18T01:26:38Z,1l26kd7tulii6x999b3fdxi0a,B. Sample,,,5735217505,140,42.3,5735217509,212,20.7,5735217511,213,3.89,5735217503,56,Back,5735217507,141,44.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816205931,131,1,1,19,35,224tl8u2smnbyliroayk69nt0,1,41.9,34.5,2025-05-18T01:26:37.986Z,2025-05-18T01:26:41Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5735217767,213,5.36,5735217749,56,Right,5735217763,212,21.8,5735217759,141,8.9,5735217755,140,54.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816205967,132,1,1,19,39,224tl8u2smnbyliroayk69nt0,1,54.6,10.9,2025-05-18T01:26:41.762Z,2025-05-18T01:26:44Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,,5735217975,141,23.6,5735217979,213,2.43,5735217973,140,45.1,5735217971,56,Back,5735217977,212,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816206015,133,1,1,19,42,224tl8u2smnbyliroayk69nt0,1,44.3,26.8,2025-05-18T01:26:44.738Z,2025-05-18T01:26:49Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5735218259,213,1.34,5735218255,141,49.6,5735218251,56,Back,5735218257,212,15.9,5735218253,140,47.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816206051,134,1,1,19,46,224tl8u2smnbyliroayk69nt0,1,49.5,56.4,2025-05-18T01:26:49.066Z,2025-05-18T01:26:52Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5735218451,141,82.6,5735218449,140,44.5,5735218447,56,Back,5735218455,212,18.6,5735218459,213,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816206085,135,1,1,19,50,224tl8u2smnbyliroayk69nt0,0,44.5,82.6,2025-05-18T01:26:52.763Z,2025-05-18T01:26:56Z,6omt3lirajdcqxcbhzk9sobmx,G. Vacter,,,5735218585,1,,5735218577,140,96.3,5735218573,155,,5735218583,213,5.86,5735218579,141,46.4,5735218575,56,Center,5735218581,212,59.7,,,,,,,,,,,,,,,,,,,,,,,,,,
2816206231,195,1,1,20,6,ak0rmms5xl49w57i2rvid1tk9,1,13.8,44.5,2025-05-18T01:27:09.150Z,2025-05-18T01:27:12Z,duuhalibp64gdz6nub5ub0ovd,C. Herrera,,,5735219355,56,Back,5735219359,141,28.3,5735219357,140,13.5,5735219363,213,4.68,5735219353,123,,5735219361,212,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816206285,196,1,1,20,9,ak0rmms5xl49w57i2rvid1tk9,1,13.2,22.7,2025-05-18T01:27:11.781Z,2025-05-18T01:27:18Z,dqekbs06e79n3vapj437pwyc,G. Metusala,,,5735219675,140,9.3,5735219681,212,18.5,5735219683,213,1.79,5735219673,56,Back,5735219677,141,49.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816206303,197,1,1,20,15,ak0rmms5xl49w57i2rvid1tk9,1,8.7,50.1,2025-05-18T01:27:17.933Z,2025-05-18T01:27:20Z,duuhalibp64gdz6nub5ub0ovd,C. Herrera,,,5735219775,141,25.2,5735219767,56,Back,5735219779,212,17.0,5735219783,213,4.61,5735219771,140,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816206325,198,1,1,20,17,ak0rmms5xl49w57i2rvid1tk9,1,6.6,20.6,2025-05-18T01:27:20.069Z,2025-05-18T01:27:23Z,dqekbs06e79n3vapj437pwyc,G. Metusala,,,5735219891,212,9.4,5735219889,141,7.3,5735219885,56,Back,5735219887,140,9.0,5735219893,213,4.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816206329,199,43,1,20,20,ak0rmms5xl49w57i2rvid1tk9,1,0.0,0.0,2025-05-18T01:27:23.501Z,2025-05-18T01:27:27Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5735219901,285,0,5735220095,144,3,5735219899,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816206337,200,50,1,20,21,ak0rmms5xl49w57i2rvid1tk9,1,13.8,9.8,2025-05-18T01:27:23.573Z,2025-05-18T02:03:27Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5735303129,233,352,5735219947,56,Back,5735219949,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816220845,352,7,1,20,21,224tl8u2smnbyliroayk69nt0,1,86.2,90.2,2025-05-18T01:27:23.574Z,2025-05-18T02:03:26Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,,5735303091,286,,5735303101,233,200,5735303089,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816206401,137,1,1,20,25,224tl8u2smnbyliroayk69nt0,1,78.2,90.2,2025-05-18T01:27:27.666Z,2025-05-18T01:27:30Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,,5735220235,56,Left,5735220239,141,80.3,5735220241,212,7.2,5735220237,140,75.7,5735220243,213,4.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816206409,138,1,1,20,27,224tl8u2smnbyliroayk69nt0,0,75.7,80.3,2025-05-18T01:27:29.633Z,2025-05-18T02:07:39Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,,5735220289,213,1.29,5735220283,140,79.6,5735220285,141,100.0,5735220287,212,14.9,5735220281,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816206411,139,5,1,20,27,224tl8u2smnbyliroayk69nt0,0,81.4,101.0,2025-05-18T01:27:30.441Z,2025-05-18T04:09:11Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,,5735220307,347,,5735221261,233,201,5735220305,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816206555,201,5,1,20,27,ak0rmms5xl49w57i2rvid1tk9,1,18.6,-1.0,2025-05-18T01:27:30.441Z,2025-05-18T04:09:10Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5735221239,233,139,5735221235,56,Back,5735221237,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816206569,202,1,1,20,46,ak0rmms5xl49w57i2rvid1tk9,1,15.8,0.0,2025-05-18T01:27:48.805Z,2025-05-18T01:27:50Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5735221283,212,12.7,5735221281,141,5.0,5735221275,107,,5735221279,140,27.0,5735221277,56,Back,5735221285,213,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816206577,203,1,1,20,47,ak0rmms5xl49w57i2rvid1tk9,1,27.0,5.0,2025-05-18T01:27:50.247Z,2025-05-18T01:29:24Z,rtca480n5ehey5ffvt8nudck,H. Endeley,,,5735221331,213,3.14,5735221327,141,5.0,5735221325,140,19.9,5735221329,212,7.5,5735221323,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816206595,204,1,1,20,48,ak0rmms5xl49w57i2rvid1tk9,0,19.9,5.0,2025-05-18T01:27:51.417Z,2025-05-18T01:27:52Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5735221429,141,0.0,5735221433,213,6.18,5735221435,1,,5735221431,212,41.3,5735221427,140,59.0,5735221421,56,Right,5735221417,155,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816206643,140,5,1,20,49,224tl8u2smnbyliroayk69nt0,1,40.6,101.2,2025-05-18T01:27:52.409Z,2025-05-18T04:09:11Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,,5735221677,233,205,5735221669,56,Back,5735221671,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816206601,205,5,1,20,49,ak0rmms5xl49w57i2rvid1tk9,0,59.4,-1.2,2025-05-18T01:27:52.409Z,2025-05-18T04:09:11Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5735221457,56,Right,5735221459,347,,5735221709,233,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816206687,141,1,1,20,55,224tl8u2smnbyliroayk69nt0,1,39.9,100.0,2025-05-18T01:27:57.937Z,2025-05-18T01:28:02Z,6omt3lirajdcqxcbhzk9sobmx,G. Vacter,,,5735221947,107,,5735221955,140,29.3,5735221959,141,88.9,5735221951,56,Back,5735221963,212,13.9,5735221967,213,3.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816206711,142,1,1,20,59,224tl8u2smnbyliroayk69nt0,1,29.9,82.6,2025-05-18T01:28:02.105Z,2025-05-18T01:28:06Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5735222101,141,40.7,5735222099,140,31.0,5735222103,212,28.5,5735222097,56,Back,5735222105,213,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816206769,143,1,1,21,3,224tl8u2smnbyliroayk69nt0,1,30.8,36.4,2025-05-18T01:28:05.993Z,2025-05-18T01:28:11Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5735222419,141,6.4,5735222423,213,5.20,5735222415,56,Back,5735222417,140,41.0,5735222421,212,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816206771,144,4,1,21,8,224tl8u2smnbyliroayk69nt0,1,46.9,4.2,2025-05-18T01:28:11.178Z,2025-05-18T03:18:49Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,,5735222465,152,,5735222463,56,Back,5735222469,286,,5735222665,233,206,5735222467,265,,5735222461,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816206781,206,4,1,21,8,ak0rmms5xl49w57i2rvid1tk9,0,53.1,95.8,2025-05-18T01:28:11.179Z,2025-05-18T03:18:49Z,cfx7vo0kbjvcly2nf1b7papsk,Y. Hanya,,,5735222631,265,,5735222627,56,Left,5735222633,285,,5735222625,13,,5735222681,233,144,5735222629,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816206877,145,1,1,21,20,224tl8u2smnbyliroayk69nt0,1,47.9,6.4,2025-05-18T01:28:22.553Z,2025-05-18T01:28:24Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,,5735223065,5,,5735223077,141,14.4,5735223069,56,Back,5735223073,140,38.3,5735223081,213,2.65,5735223067,152,,5735223079,212,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,
2816206941,146,1,1,21,21,224tl8u2smnbyliroayk69nt0,1,38.3,14.4,2025-05-18T01:28:23.825Z,2025-05-18T01:28:32Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5735223505,56,Back,5735223513,213,1.83,5735223509,141,38.9,5735223511,212,17.2,5735223507,140,34.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816206993,147,1,1,21,29,224tl8u2smnbyliroayk69nt0,1,38.5,37.7,2025-05-18T01:28:32.297Z,2025-05-18T01:28:39Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5735223845,212,9.1,5735223839,56,Back,5735223843,141,25.8,5735223841,140,34.5,5735223847,213,4.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816207033,148,1,1,21,36,224tl8u2smnbyliroayk69nt0,1,43.5,24.3,2025-05-18T01:28:38.897Z,2025-05-18T01:28:42Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5735224107,213,2.11,5735224101,140,36.5,5735224103,141,42.4,5735224099,56,Back,5735224105,212,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816207063,149,1,1,21,40,224tl8u2smnbyliroayk69nt0,1,39.2,41.6,2025-05-18T01:28:42.609Z,2025-05-18T01:28:45Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5735224265,141,67.5,5735224269,213,1.68,5735224267,212,17.7,5735224261,56,Back,5735224263,140,37.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816207101,150,1,1,21,43,224tl8u2smnbyliroayk69nt0,1,32.5,74.5,2025-05-18T01:28:45.681Z,2025-05-18T01:28:48Z,6omt3lirajdcqxcbhzk9sobmx,G. Vacter,,,5735224439,212,23.5,5735224435,140,52.3,5735224433,56,Left,5735224441,213,0.48,5735224437,141,90.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816207105,151,1,1,21,46,224tl8u2smnbyliroayk69nt0,0,52.3,90.5,2025-05-18T01:28:48.609Z,2025-05-18T01:28:49Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5735224465,141,75.0,5735224463,140,59.2,5735224471,213,5.31,5735224461,56,Center,5735224467,212,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816207123,207,1,1,21,48,ak0rmms5xl49w57i2rvid1tk9,1,29.4,31.0,2025-05-18T01:28:50.836Z,2025-05-18T02:02:20Z,3djjepgynp4qnhgvvqh9oa1ka,A. Rocha,,,5735224577,212,4.2,5735224571,56,Back,5735224575,141,35.5,5735224573,140,32.1,5735224579,213,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816220431,419,3,1,21,49,ak0rmms5xl49w57i2rvid1tk9,0,40.0,32.6,2025-05-18T01:28:51.507Z,2025-05-18T03:19:03Z,cnqxbvy77blk2ulx06t65it49,A. Fontana,,,5735300969,286,,5735301791,233,152,5735300967,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816207143,152,7,1,21,49,224tl8u2smnbyliroayk69nt0,0,60.0,67.4,2025-05-18T01:28:51.508Z,2025-05-18T03:19:03Z,1l26kd7tulii6x999b3fdxi0a,B. Sample,,,5735224733,56,Center,5735301747,285,,5735301757,233,419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
