id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/15/value
2789645937,177,12,1,22,5,83cpn99fh7ulkwe8nezy8a3mx,1,4.1,73.6,2025-03-16T21:00:41.741Z,2025-03-16T21:00:44Z,cxscznjyygtsgbajv08q04sq2,R. Serrano,,,5588837463,56,Back,5588837461,185,,5588837539,233,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789645971,161,5,1,22,8,c9xffml4i7ihblp1qhus9w3fu,1,95.8,-1.4,2025-03-16T21:00:44.994Z,2025-03-16T23:57:52Z,2rsduabh7r8i29f9i6znwbfu1,R. Damus,,,5588837655,347,,5588837693,233,178,5588837653,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789645983,178,5,1,22,8,83cpn99fh7ulkwe8nezy8a3mx,0,4.2,101.4,2025-03-16T21:00:44.994Z,2025-03-16T23:57:52Z,cxscznjyygtsgbajv08q04sq2,R. Serrano,,,5588837683,347,,5588837681,56,Back,5588837711,233,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789646035,162,1,1,22,9,c9xffml4i7ihblp1qhus9w3fu,1,96.2,0.0,2025-03-16T21:00:45.721Z,2025-03-16T21:00:51Z,2rsduabh7r8i29f9i6znwbfu1,R. Damus,,,5588838007,140,76.7,5588838003,107,,5588838015,1,,5588838013,213,2.80,5588838011,212,21.7,5588838005,56,Right,5588838009,141,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789646047,163,1,1,22,14,c9xffml4i7ihblp1qhus9w3fu,0,76.3,11.0,2025-03-16T21:00:51.314Z,2025-03-16T21:04:50Z,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,,,5588838083,141,42.4,5588838081,140,95.4,5588838077,155,,5588838087,213,0.82,5588838079,56,Center,5588838075,2,,5588838085,212,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789646125,180,1,1,22,19,83cpn99fh7ulkwe8nezy8a3mx,1,10.7,49.0,2025-03-16T21:00:56.009Z,2025-03-16T21:01:00Z,a3k4grlhkn63p3xfb2rzslkdm,D. Las,,,5588838549,212,16.6,5588838545,140,26.3,5588838551,213,6.12,5588838541,123,,5588838543,56,Back,5588838547,141,45.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789646151,181,1,1,22,23,83cpn99fh7ulkwe8nezy8a3mx,1,32.0,60.5,2025-03-16T21:00:59.856Z,2025-03-16T21:01:02Z,d2ny0huv78m4m6p65y8eou7oq,T. Davila,,,5588838755,56,Back,5588838765,213,2.14,5588838763,212,19.1,5588838761,141,84.1,5588838757,140,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789646199,182,1,1,22,25,83cpn99fh7ulkwe8nezy8a3mx,1,26.5,82.7,2025-03-16T21:01:01.952Z,2025-03-16T21:01:06Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5588839099,141,92.6,5588839095,56,Back,5588839097,140,43.9,5588839101,212,19.5,5588839103,213,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789646213,183,1,1,22,30,83cpn99fh7ulkwe8nezy8a3mx,1,45.9,96.2,2025-03-16T21:01:06.600Z,2025-03-16T21:01:08Z,cla0i94uyddjw7jzqoyfsplre,A. McFadden,,,5588839213,140,29.3,5588839211,56,Back,5588839217,212,18.4,5588839219,213,3.46,5588839215,141,87.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789646239,184,1,1,22,31,83cpn99fh7ulkwe8nezy8a3mx,1,29.4,88.0,2025-03-16T21:01:08.320Z,2025-03-16T21:01:11Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5588839355,213,4.23,5588839347,56,Back,5588839349,140,23.5,5588839353,212,13.2,5588839351,141,70.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789646301,185,1,1,22,34,83cpn99fh7ulkwe8nezy8a3mx,1,21.4,66.1,2025-03-16T21:01:10.816Z,2025-03-16T21:01:16Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,,5588839699,141,31.9,5588839697,140,12.8,5588839695,56,Back,5588839701,212,24.9,5588839703,213,4.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789646351,186,1,1,22,39,83cpn99fh7ulkwe8nezy8a3mx,1,12.5,36.9,2025-03-16T21:01:16.504Z,2025-03-16T21:01:20Z,a3k4grlhkn63p3xfb2rzslkdm,D. Las,,,5588840019,1,,5588840007,56,Center,5588840015,212,58.9,5588840013,141,45.1,5588840005,155,,5588840011,140,68.3,5588840017,213,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789646359,187,44,1,22,43,83cpn99fh7ulkwe8nezy8a3mx,1,63.6,34.4,2025-03-16T21:01:20.065Z,2025-03-16T23:58:24Z,35bpd9cmuep6cqczngaqpc19m,P. Goodrum,,,5588840179,233,164,5588840033,56,Center,5588840035,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789646381,164,44,1,22,43,c9xffml4i7ihblp1qhus9w3fu,0,36.4,65.6,2025-03-16T21:01:20.066Z,2025-03-16T23:58:25Z,8lk5ve59333boqzpcmd0yidck,E. Kos,,,5588840153,285,,5588840151,56,Back,5588840191,233,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789646371,188,1,1,22,43,83cpn99fh7ulkwe8nezy8a3mx,0,68.5,44.2,2025-03-16T21:01:20.532Z,2025-03-16T21:01:21Z,35bpd9cmuep6cqczngaqpc19m,P. Goodrum,,,5588840069,140,70.6,5588840065,56,Center,5588840075,212,2.2,5588840061,3,,5588840071,141,44.5,5588840077,213,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789646391,165,61,1,22,46,c9xffml4i7ihblp1qhus9w3fu,1,39.3,71.4,2025-03-16T21:01:22.717Z,2025-03-16T21:09:12Z,8lk5ve59333boqzpcmd0yidck,E. Kos,,,5588840185,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789650465,217,1,1,22,47,c9xffml4i7ihblp1qhus9w3fu,1,53.4,62.6,2025-03-16T21:01:23.638Z,2025-03-16T21:09:00Z,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,,,5588866185,212,5.7,5588866179,140,55.3,5588866187,213,1.22,5588864945,56,Center,5588866183,141,70.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789646437,167,43,1,22,48,c9xffml4i7ihblp1qhus9w3fu,1,0.0,0.0,2025-03-16T21:01:24.744Z,2025-03-16T21:09:08Z,dlhfyk6fgvqt3zrr5qfj7c6w9,D. McCartney,,,5588840597,233,189,5588840529,56,Center,5588840531,286,0,5588866749,144,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789646405,189,43,1,22,48,83cpn99fh7ulkwe8nezy8a3mx,1,0.0,0.0,2025-03-16T21:01:24.744Z,2025-03-16T21:09:53Z,achy1l1rfq2d4ftn6l1esht9m,A. Pérez,,,5588840287,56,Back,5588869303,144,45,5588840289,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789646447,168,1,1,22,52,c9xffml4i7ihblp1qhus9w3fu,0,81.7,86.8,2025-03-16T21:01:28.865Z,2025-03-16T21:41:59Z,dlhfyk6fgvqt3zrr5qfj7c6w9,D. McCartney,,,5588982079,233,195,5588840569,2,,5588840579,212,13.2,5588840575,140,90.1,5588982083,286,,5588840577,141,72.4,5588840573,56,Center,5588982077,236,,5588840581,213,5.45,5588840571,155,,,,,,,,,,,,,,,,,,,
2789647103,195,12,1,22,52,83cpn99fh7ulkwe8nezy8a3mx,1,3.2,42.8,2025-03-16T21:01:28.965Z,2025-03-16T21:41:59Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5588844087,56,Back,5588982085,233,168,5588981937,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789646501,169,6,1,22,53,c9xffml4i7ihblp1qhus9w3fu,1,92.0,90.9,2025-03-16T21:01:29.704Z,2025-03-16T22:43:11Z,dlhfyk6fgvqt3zrr5qfj7c6w9,D. McCartney,,,5588982341,233,192,5588840877,73,,5588840875,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789646579,192,6,1,22,53,83cpn99fh7ulkwe8nezy8a3mx,0,8.0,9.1,2025-03-16T21:01:29.704Z,2025-03-16T22:43:12Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5588841343,56,Back,5588841347,73,,5588982385,233,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789646499,190,43,1,22,53,83cpn99fh7ulkwe8nezy8a3mx,1,0.0,0.0,2025-03-16T21:01:30.497Z,2025-03-16T21:41:08Z,a3k4grlhkn63p3xfb2rzslkdm,D. Las,,,5588840819,212,23.8,5588840893,167,0,5588840821,213,4.90,5588840815,140,7.0,5588979653,144,12,5588840817,141,0.0,5588840813,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789646503,191,43,1,22,56,83cpn99fh7ulkwe8nezy8a3mx,1,0.0,0.0,2025-03-16T21:01:33.522Z,2025-03-16T21:01:41Z,a3k4grlhkn63p3xfb2rzslkdm,D. Las,,,5588840831,347,0,5588840829,56,Back,5588841243,144,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789646739,171,1,1,23,19,c9xffml4i7ihblp1qhus9w3fu,1,99.5,99.5,2025-03-16T21:01:55.976Z,2025-03-16T21:02:01Z,8t6b8q53ovws370a1b27s85jo,Roman Torres,,,5588842087,6,,5588842099,213,3.76,5588842097,212,12.1,5588842091,56,Left,5588842093,140,90.1,5588842095,141,89.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789646787,172,1,1,23,20,c9xffml4i7ihblp1qhus9w3fu,1,90.5,89.0,2025-03-16T21:01:57.024Z,2025-03-16T21:02:08Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,1.0,,5588842617,154,,5588842265,213,4.06,5588842259,140,75.6,5588842263,212,25.7,5588842257,56,Center,5588842261,141,59.1,5588842615,210,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789646797,173,13,1,23,22,c9xffml4i7ihblp1qhus9w3fu,1,79.1,57.3,2025-03-16T21:01:59.311Z,2025-03-17T00:37:18Z,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,,,5588842407,20,,5588842657,231,49.8,5588842651,102,63.9,5588842643,29,,5588842655,230,100,5588842653,103,12.5,5588842645,154,,5588842641,73,,5588842647,55,172,5588842317,56,Center,5588842639,25,5588842315,18,,,,,,,,,,,,,,
2789646813,174,5,1,23,24,c9xffml4i7ihblp1qhus9w3fu,0,101.4,58.6,2025-03-16T21:02:00.927Z,2025-03-16T23:57:53Z,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,,,5588842389,346,,5588843845,233,194,5588842387,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789647053,194,5,1,23,24,83cpn99fh7ulkwe8nezy8a3mx,1,-1.4,41.4,2025-03-16T21:02:00.927Z,2025-03-16T23:57:52Z,a3k4grlhkn63p3xfb2rzslkdm,D. Las,,,5588843801,56,Back,5588843803,346,,5588843833,233,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789647185,196,1,1,23,59,83cpn99fh7ulkwe8nezy8a3mx,1,4.8,45.7,2025-03-16T21:02:35.583Z,2025-03-16T21:02:38Z,a3k4grlhkn63p3xfb2rzslkdm,D. Las,,,5588844569,213,0.71,5588844567,212,52.8,5588844561,56,Back,5588844571,1,,5588844563,140,42.8,5588844559,124,,5588844565,141,96.5,5588844575,74,,,,,,,,,,,,,,,,,,,,,,,,,
2789647187,197,1,1,24,1,83cpn99fh7ulkwe8nezy8a3mx,0,42.8,96.5,2025-03-16T21:02:38.129Z,2025-03-16T21:02:38Z,cla0i94uyddjw7jzqoyfsplre,A. McFadden,,,5588844587,213,5.99,5588844577,3,,5588844581,140,63.5,5588844583,141,86.9,5588844585,212,22.7,5588844579,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789647235,175,1,1,24,2,c9xffml4i7ihblp1qhus9w3fu,0,39.1,15.6,2025-03-16T21:02:39.503Z,2025-03-16T21:02:44Z,beq6yluq1raxsrvxo77qlrf56,S. Turnbull,,,5588844855,213,0.09,5588844847,56,Right,5588844849,140,60.0,5588844853,212,22.0,5588844845,3,,5588844851,141,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789647245,198,4,1,24,7,83cpn99fh7ulkwe8nezy8a3mx,1,37.8,83.2,2025-03-16T21:02:44.512Z,2025-03-16T22:42:58Z,d2ny0huv78m4m6p65y8eou7oq,T. Davila,,,5588844975,13,,5588845129,233,176,5588844985,152,,5588844979,56,Back,5588844989,265,,5588844993,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789647273,176,4,1,24,7,c9xffml4i7ihblp1qhus9w3fu,0,62.2,16.8,2025-03-16T21:02:44.513Z,2025-03-16T22:42:58Z,dglf4uhg5wnc68cg8ijovfmy1,T. Preston,,,5588845093,265,,5588845091,152,,5588845095,285,,5588845089,56,Right,5588845087,13,,5588845147,233,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789647315,199,1,1,24,12,83cpn99fh7ulkwe8nezy8a3mx,1,26.6,78.8,2025-03-16T21:02:48.751Z,2025-03-16T21:02:50Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,,5588845361,5,,5588845373,213,4.81,5588845363,152,,5588845371,212,23.9,5588845367,140,28.9,5588845365,56,Back,5588845369,141,43.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789647353,200,1,1,24,13,83cpn99fh7ulkwe8nezy8a3mx,1,28.9,43.9,2025-03-16T21:02:50.335Z,2025-03-16T21:02:54Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5588845595,212,15.9,5588845589,56,Back,5588845597,213,1.81,5588845593,141,66.6,5588845591,140,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789647385,201,1,1,24,17,83cpn99fh7ulkwe8nezy8a3mx,1,25.3,66.6,2025-03-16T21:02:53.847Z,2025-03-16T21:02:58Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,,5588845789,141,84.2,5588845785,56,Back,5588845791,212,16.7,5588845793,213,0.80,5588845787,140,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789647421,202,1,1,24,22,83cpn99fh7ulkwe8nezy8a3mx,1,34.7,82.0,2025-03-16T21:02:58.712Z,2025-03-16T21:40:49Z,d2ny0huv78m4m6p65y8eou7oq,T. Davila,,,5588846045,140,79.3,5588846053,213,0.13,5588846047,141,91.1,5588846043,56,Left,5588846055,1,,5588846041,155,,5588846049,212,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789647429,203,61,1,24,26,83cpn99fh7ulkwe8nezy8a3mx,0,80.0,91.2,2025-03-16T21:03:03.192Z,2025-03-16T21:03:03Z,cla0i94uyddjw7jzqoyfsplre,A. McFadden,,,5588846097,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789647447,177,4,1,24,28,c9xffml4i7ihblp1qhus9w3fu,1,19.4,10.2,2025-03-16T21:03:04.999Z,2025-03-16T21:03:14Z,beq6yluq1raxsrvxo77qlrf56,S. Turnbull,,,5588846239,285,,5588846253,233,204,5588846235,56,Back,5588846233,295,,5588846231,13,,5588846237,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789647443,204,4,1,24,28,83cpn99fh7ulkwe8nezy8a3mx,0,80.6,89.8,2025-03-16T21:03:05Z,2025-03-16T21:03:15Z,cla0i94uyddjw7jzqoyfsplre,A. McFadden,,,5588846173,56,Left,5588846377,233,177,5588846171,13,,5588846175,152,,5588846547,295,,5588846179,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789647535,178,1,1,24,34,c9xffml4i7ihblp1qhus9w3fu,0,17.8,16.1,2025-03-16T21:03:11.215Z,2025-03-16T21:03:15Z,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,,,5588846785,5,,5588846805,1,,5588846799,141,7.6,5588846801,212,55.6,5588846803,213,6.18,5588846795,56,Right,5588846789,157,,5588846797,140,70.5,5588846793,152,,,,,,,,,,,,,,,,,,,,,,
2789647551,205,1,1,24,37,83cpn99fh7ulkwe8nezy8a3mx,1,29.0,92.3,2025-03-16T21:03:14.509Z,2025-03-16T21:03:16Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,,5588846907,140,35.9,5588846903,3,,5588846911,212,7.3,5588846905,56,Back,5588846913,213,6.18,5588846909,141,91.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789647563,206,1,1,24,40,83cpn99fh7ulkwe8nezy8a3mx,1,35.9,91.2,2025-03-16T21:03:16.687Z,2025-03-16T21:03:18Z,d2ny0huv78m4m6p65y8eou7oq,T. Davila,,,5588846989,212,3.8,5588846991,213,2.83,5588846985,140,32.5,5588846981,3,,5588846983,56,Back,5588846987,141,92.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789647605,208,1,1,24,41,83cpn99fh7ulkwe8nezy8a3mx,1,32.5,92.9,2025-03-16T21:03:18.295Z,2025-03-16T21:03:21Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5588847189,56,Left,5588847201,213,0.00,5588847193,141,93.0,5588847191,140,51.3,5588847197,212,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789647631,209,1,1,24,44,83cpn99fh7ulkwe8nezy8a3mx,0,56.9,89.4,2025-03-16T21:03:21.191Z,2025-03-16T21:03:24Z,cla0i94uyddjw7jzqoyfsplre,A. McFadden,,,5588847357,212,10.9,5588847353,140,64.0,5588847351,56,Left,5588847355,141,100.0,5588847359,213,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789647687,179,5,1,24,47,c9xffml4i7ihblp1qhus9w3fu,1,35.6,-1.2,2025-03-16T21:03:23.972Z,2025-03-16T23:57:53Z,dglf4uhg5wnc68cg8ijovfmy1,T. Preston,,,5588847671,347,,5588847741,233,210,5588847669,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789647635,210,5,1,24,47,83cpn99fh7ulkwe8nezy8a3mx,0,64.4,101.2,2025-03-16T21:03:23.972Z,2025-03-16T23:57:54Z,cla0i94uyddjw7jzqoyfsplre,A. McFadden,,,5588847379,347,,5588847773,233,179,5588847377,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789647707,180,1,1,24,54,c9xffml4i7ihblp1qhus9w3fu,1,31.3,0.0,2025-03-16T21:03:31.230Z,2025-03-16T21:03:33Z,beq6yluq1raxsrvxo77qlrf56,S. Turnbull,,,5588847849,212,10.5,5588847851,213,0.71,5588847845,140,38.9,5588847847,141,8.8,5588847843,56,Back,5588847841,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789647719,181,1,1,24,56,c9xffml4i7ihblp1qhus9w3fu,1,38.9,9.5,2025-03-16T21:03:33.326Z,2025-03-16T21:03:35Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,,5588847929,212,7.2,5588847923,56,Back,5588847927,141,20.1,5588847931,213,1.56,5588847925,140,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789647749,182,1,1,24,58,c9xffml4i7ihblp1qhus9w3fu,1,40.5,28.5,2025-03-16T21:03:35.382Z,2025-03-16T21:03:38Z,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,,,5588848107,140,46.0,5588848109,141,69.6,5588848105,56,Back,5588848111,212,28.5,5588848113,213,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789647807,183,1,1,25,1,c9xffml4i7ihblp1qhus9w3fu,1,55.4,65.7,2025-03-16T21:03:38.510Z,2025-03-16T21:03:45Z,ece6sffb02drwz4brwndn0rh0,R. Hamouda,,,5588848435,56,Center,5588848439,141,48.7,5588848437,140,67.4,5588848443,213,5.54,5588848441,212,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789647799,211,83,1,25,7,83cpn99fh7ulkwe8nezy8a3mx,0,25.2,48.8,2025-03-16T21:03:44.519Z,2025-03-16T21:03:48Z,869lv47g5aohwwzeyzx9xmt7u,Z. Duncan,,,5588848639,399,8t6b8q53ovws370a1b27s85jo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789647829,184,1,1,25,8,c9xffml4i7ihblp1qhus9w3fu,1,67.3,37.6,2025-03-16T21:03:45.030Z,2025-03-16T21:03:46Z,8t6b8q53ovws370a1b27s85jo,Roman Torres,,,5588848561,141,7.4,5588848557,56,Right,5588848563,212,22.1,5588848559,140,59.6,5588848565,213,4.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789647843,185,1,1,25,10,c9xffml4i7ihblp1qhus9w3fu,1,59.0,7.1,2025-03-16T21:03:46.645Z,2025-03-16T21:03:52Z,beq6yluq1raxsrvxo77qlrf56,S. Turnbull,,,5588848629,140,69.8,5588848635,213,6.21,5588848627,56,Right,5588848633,212,11.4,5588848631,141,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789647913,186,1,1,25,15,c9xffml4i7ihblp1qhus9w3fu,1,68.6,18.9,2025-03-16T21:03:52.414Z,2025-03-16T21:03:55Z,dglf4uhg5wnc68cg8ijovfmy1,T. Preston,,,5588849115,140,67.0,5588849113,56,Right,5588849117,141,4.4,5588849119,212,10.0,5588849121,213,4.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789647957,187,1,1,25,18,c9xffml4i7ihblp1qhus9w3fu,1,69.8,4.4,2025-03-16T21:03:55.038Z,2025-03-16T21:03:59Z,beq6yluq1raxsrvxo77qlrf56,S. Turnbull,,,5588849353,212,9.1,5588849351,141,15.2,5588849349,140,64.7,5588849347,56,Right,5588849355,213,2.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789647995,188,1,1,25,22,c9xffml4i7ihblp1qhus9w3fu,1,62.7,18.2,2025-03-16T21:03:59.373Z,2025-03-16T21:04:03Z,dglf4uhg5wnc68cg8ijovfmy1,T. Preston,,,5588849609,213,2.72,5588849599,56,Back,5588849605,212,16.1,5588849601,140,48.7,5588849603,141,27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789648025,189,1,1,25,26,c9xffml4i7ihblp1qhus9w3fu,1,49.6,35.5,2025-03-16T21:04:03.533Z,2025-03-16T21:04:06Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,,5588849819,140,43.7,5588849825,213,1.82,5588849823,212,25.1,5588849817,56,Back,5588849821,141,71.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789648049,190,1,1,25,29,c9xffml4i7ihblp1qhus9w3fu,1,43.8,73.6,2025-03-16T21:04:06.422Z,2025-03-16T21:04:09Z,8lk5ve59333boqzpcmd0yidck,E. Kos,,,5588849939,140,59.6,5588849949,213,0.69,5588849937,56,Left,5588849947,212,21.5,5588849943,141,93.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789648067,191,1,1,25,32,c9xffml4i7ihblp1qhus9w3fu,1,59.0,93.2,2025-03-16T21:04:08.973Z,2025-03-16T21:04:10Z,ece6sffb02drwz4brwndn0rh0,R. Hamouda,,,5588850029,213,6.19,5588850025,141,91.8,5588850023,140,68.6,5588850021,56,Left,5588850027,212,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789648087,192,1,1,25,33,c9xffml4i7ihblp1qhus9w3fu,1,69.2,91.7,2025-03-16T21:04:10.206Z,2025-03-16T21:04:13Z,dlhfyk6fgvqt3zrr5qfj7c6w9,D. McCartney,,,5588850209,140,61.7,5588850213,212,13.4,5588850211,141,75.7,5588850215,213,4.09,5588850207,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789648115,214,4,1,25,36,83cpn99fh7ulkwe8nezy8a3mx,1,36.4,20.4,2025-03-16T21:04:13.380Z,2025-03-16T21:04:23Z,869lv47g5aohwwzeyzx9xmt7u,Z. Duncan,,,5588850507,286,,5588850503,233,193,5588850445,56,Back,5588850443,13,,5588850447,152,,5588850449,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789648095,193,4,1,25,36,c9xffml4i7ihblp1qhus9w3fu,0,63.6,79.6,2025-03-16T21:04:13.381Z,2025-03-16T21:04:24Z,ece6sffb02drwz4brwndn0rh0,R. Hamouda,,,5588850285,152,,5588850289,285,,5588850529,233,214,5588850287,265,,5588850283,56,Left,5588850281,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789648175,215,1,1,25,45,83cpn99fh7ulkwe8nezy8a3mx,1,37.0,20.1,2025-03-16T21:04:22.222Z,2025-03-16T21:04:24Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5588850849,140,26.3,5588850857,213,2.30,5588850853,141,38.5,5588850845,152,,5588850855,212,16.8,5588850843,5,,5588850847,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789648209,216,1,1,25,47,83cpn99fh7ulkwe8nezy8a3mx,1,26.3,38.5,2025-03-16T21:04:24.063Z,2025-03-16T21:04:29Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,,5588851089,212,28.8,5588851079,56,Back,5588851091,213,1.46,5588851083,140,29.2,5588851087,141,80.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789648269,217,1,1,25,52,83cpn99fh7ulkwe8nezy8a3mx,1,35.3,89.1,2025-03-16T21:04:29.255Z,2025-03-16T21:04:35Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5588851445,212,22.3,5588851439,56,Left,5588851447,213,0.13,5588851441,140,56.4,5588851443,141,93.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789648283,218,1,1,25,58,83cpn99fh7ulkwe8nezy8a3mx,1,56.6,93.3,2025-03-16T21:04:35.567Z,2025-03-16T21:39:47Z,cxscznjyygtsgbajv08q04sq2,R. Serrano,,,5588851511,56,Back,5588851513,140,44.9,5588851517,212,16.7,5588851519,213,3.89,5588851515,141,76.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
