id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/11/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2818495713,185,1,1,22,15,224tl8u2smnbyliroayk69nt0,0,14.4,51.9,2025-05-24T20:28:46.785Z,2025-05-24T20:28:49Z,a9lytq2ddavywxo7ib8uzbj6x,E. Dick,,5747916441,141,25.2,5747916439,140,67.8,5747916433,157,,5747916431,5,,5747916443,212,58.9,5747916435,152,,5747916437,56,Center,5747916445,213,5.97,5747916447,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818495739,207,61,1,22,19,daicfonrbj124lu2la2rctxck,1,29.2,80.9,2025-05-24T20:28:51.084Z,2025-05-24T20:28:51Z,3tb7ycl6z32sevjo8rxa590,A. Mabika,,5747916611,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818495769,209,1,1,22,20,daicfonrbj124lu2la2rctxck,1,31.3,79.7,2025-05-24T20:28:52.267Z,2025-05-24T20:28:54Z,9ch7zgxlcjiio0xbo2hhl2yvo,N. Fuson,,5747916731,56,Back,5747916741,141,71.8,5747916747,213,4.92,5747916745,212,5.5,5747916737,140,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818495785,210,1,1,22,22,daicfonrbj124lu2la2rctxck,1,32.4,71.8,2025-05-24T20:28:54.291Z,2025-05-24T20:28:56Z,711t32tk6qwl567dngcldfw15,M. Rodriguez,,5747916857,212,8.8,5747916855,141,82.3,5747916851,56,Back,5747916853,140,37.3,5747916859,213,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818495787,211,3,1,22,24,daicfonrbj124lu2la2rctxck,0,42.2,80.0,2025-05-24T20:28:56.146Z,2025-05-24T20:29:03Z,9ch7zgxlcjiio0xbo2hhl2yvo,N. Fuson,,5747916865,286,,5747916863,56,Back,5747916919,233,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818495793,186,7,1,22,24,224tl8u2smnbyliroayk69nt0,0,57.8,20.0,2025-05-24T20:28:56.147Z,2025-05-24T20:29:03Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,5747916897,233,211,5747916889,56,Right,5747916891,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818495857,187,83,1,22,28,224tl8u2smnbyliroayk69nt0,0,76.5,23.1,2025-05-24T20:29:00.703Z,2025-05-24T20:29:05Z,aqqbh1ugeh2f8jjiq8fu2qwru,B. Jacquesson,,5747917307,399,3tb7ycl6z32sevjo8rxa590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818495839,212,3,1,22,29,daicfonrbj124lu2la2rctxck,0,25.6,84.4,2025-05-24T20:29:01.723Z,2025-05-24T20:29:11Z,3tb7ycl6z32sevjo8rxa590,A. Mabika,,5747917305,233,188,5747917113,56,Back,5747917115,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818495867,188,7,1,22,29,224tl8u2smnbyliroayk69nt0,0,74.4,15.6,2025-05-24T20:29:01.724Z,2025-05-24T20:29:09Z,9jfh2t3w4aqc4o4rvjfk7xey1,A. Williams,,5747917255,286,,5747917253,56,Right,5747917273,233,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818495849,213,61,1,22,30,daicfonrbj124lu2la2rctxck,1,24.9,90.6,2025-05-24T20:29:02.539Z,2025-05-24T20:29:02Z,3tb7ycl6z32sevjo8rxa590,A. Mabika,,5747917133,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818495947,190,1,1,22,31,224tl8u2smnbyliroayk69nt0,1,66.6,26.1,2025-05-24T20:29:03.743Z,2025-05-24T20:29:10Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,5747917701,141,51.6,5747917703,212,18.4,5747917697,56,Center,5747917705,213,1.23,5747917699,140,72.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818495949,191,1,1,22,34,224tl8u2smnbyliroayk69nt0,0,76.4,50.3,2025-05-24T20:29:06.279Z,2025-05-24T20:29:11Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,5747917713,56,Center,5747917719,212,15.9,5747917715,140,91.4,5747917717,141,47.2,5747917721,213,6.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818495901,214,8,1,22,34,daicfonrbj124lu2la2rctxck,1,12.3,60.3,2025-05-24T20:29:06.701Z,2025-05-24T20:29:07Z,3tb7ycl6z32sevjo8rxa590,A. Mabika,,5747917487,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818495957,215,12,1,22,36,daicfonrbj124lu2la2rctxck,1,10.6,49.9,2025-05-24T20:29:08.531Z,2025-05-24T20:30:07Z,9txqixk3uycvort3ntzkva1g5,Z. Herivaux,,5747917781,140,24.2,5747917779,56,Back,5747917787,213,5.28,5747917785,212,26.7,5747917783,141,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818495995,217,1,1,22,40,daicfonrbj124lu2la2rctxck,1,24.8,16.8,2025-05-24T20:29:12.194Z,2025-05-24T20:29:14Z,dltmx3e4llkcszs22cbfz92xg,J. Kwizera,,5747917953,140,26.3,5747917949,56,Back,5747917957,141,23.7,5747917961,213,1.25,5747917959,212,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818496001,218,1,1,22,42,daicfonrbj124lu2la2rctxck,0,25.1,21.0,2025-05-24T20:29:14.523Z,2025-05-24T20:29:15Z,711t32tk6qwl567dngcldfw15,M. Rodriguez,,5747917973,56,Back,5747917977,141,0.0,5747917981,213,4.79,5747917975,140,26.3,5747917979,212,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818496031,192,5,1,22,43,224tl8u2smnbyliroayk69nt0,1,69.7,101.8,2025-05-24T20:29:15.080Z,2025-05-24T22:06:29Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,5747918141,56,Left,5747918157,233,219,5747918143,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818496005,219,5,1,22,43,daicfonrbj124lu2la2rctxck,0,30.3,-1.8,2025-05-24T20:29:15.080Z,2025-05-24T22:12:11Z,711t32tk6qwl567dngcldfw15,M. Rodriguez,,5747918163,233,192,5747917989,347,,5747917987,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818496037,193,1,1,22,46,224tl8u2smnbyliroayk69nt0,1,57.7,100.0,2025-05-24T20:29:18.399Z,2025-05-24T20:29:20Z,6omt3lirajdcqxcbhzk9sobmx,G. Vacter,,5747918175,141,81.1,5747918177,212,17.6,5747918171,56,Left,5747918169,107,,5747918179,213,5.38,5747918173,140,68.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818496041,194,43,1,22,47,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-05-24T20:29:19.383Z,2025-05-24T20:29:26Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,5747918205,212,7.7,5747918207,213,2.78,5747918509,144,1,5747918199,56,Left,5747918201,140,61.9,5747918203,141,85.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818496057,195,4,1,22,50,224tl8u2smnbyliroayk69nt0,1,69.8,90.7,2025-05-24T20:29:22.247Z,2025-05-24T21:21:47Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,5747918373,56,Left,5747918379,286,,5747918429,233,220,5747918371,13,,5747918377,265,,5747918375,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818496061,220,4,1,22,50,daicfonrbj124lu2la2rctxck,0,30.2,9.3,2025-05-24T20:29:22.248Z,2025-05-24T21:21:47Z,dltmx3e4llkcszs22cbfz92xg,J. Kwizera,,5747918393,13,,5747918399,265,,5747918401,285,,5747918395,56,Back,5747918433,233,195,5747918397,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818496903,196,1,1,24,10,224tl8u2smnbyliroayk69nt0,1,70.6,90.5,2025-05-24T20:30:42.142Z,2025-05-24T20:30:55Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,1.0,5747923481,210,13,5747923039,152,,5747923041,56,Center,5747923043,140,87.0,5747923483,154,,5747923055,213,5.24,5747923051,212,34.1,5747923047,141,47.2,5747923033,2,,5747923037,155,,5747923035,5,,5747923059,1,,,,,,,,,,,,,,,,,,,
2818497149,199,44,1,24,13,224tl8u2smnbyliroayk69nt0,1,90.4,47.7,2025-05-24T20:30:45.006Z,2025-05-24T22:05:27Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,5747924689,286,,5747924687,56,Center,5747926951,233,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818497465,227,44,1,24,13,daicfonrbj124lu2la2rctxck,0,9.6,52.3,2025-05-24T20:30:45.007Z,2025-05-24T22:05:27Z,711t32tk6qwl567dngcldfw15,M. Rodriguez,,5747926971,233,199,5747926651,56,Back,5747926653,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818496913,197,13,1,24,13,224tl8u2smnbyliroayk69nt0,1,89.5,50.5,2025-05-24T20:30:45.111Z,2025-05-24T22:17:46Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,5747923339,15,,5747923343,328,,5747923513,102,39.5,5747923509,55,196,5747923517,230,99.1,5747923515,103,37.5,5747923113,56,Center,5747923503,75,,5747923519,231,47.5,5747923111,17,,5747923337,24,,5747923505,29,5747923507,154,,,,,,,,,,,,,,,,,
2818496949,198,5,1,24,15,224tl8u2smnbyliroayk69nt0,0,100.8,41.5,2025-05-24T20:30:47.582Z,2025-05-24T22:12:12Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,5747923317,346,,5747923315,56,Center,5747923361,233,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818496939,221,5,1,24,15,daicfonrbj124lu2la2rctxck,1,-0.8,58.5,2025-05-24T20:30:47.582Z,2025-05-24T22:12:12Z,dltmx3e4llkcszs22cbfz92xg,J. Kwizera,,5747923333,233,198,5747923257,346,,5747923255,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818497173,222,1,1,24,38,daicfonrbj124lu2la2rctxck,1,4.1,54.0,2025-05-24T20:31:09.899Z,2025-05-24T20:31:14Z,arrnspfznjcs9fmng4finp87p,Koke Vegas,,5747924843,237,,5747924831,56,Back,5747924833,140,11.9,5747924829,124,,5747924839,213,0.88,5747924837,212,12.8,5747924835,141,68.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818497253,223,1,1,24,42,daicfonrbj124lu2la2rctxck,1,19.7,65.1,2025-05-24T20:31:14.259Z,2025-05-24T20:31:20Z,3tb7ycl6z32sevjo8rxa590,A. Mabika,,5747925385,56,Back,5747925395,213,4.69,5747925391,141,33.3,5747925393,212,21.6,5747925389,140,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818497315,224,1,1,24,48,daicfonrbj124lu2la2rctxck,1,25.9,32.7,2025-05-24T20:31:20.202Z,2025-05-24T20:31:24Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,5747925773,213,1.65,5747925769,141,60.5,5747925771,212,19.0,5747925765,56,Back,5747925767,140,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818497387,225,1,1,24,52,daicfonrbj124lu2la2rctxck,1,26.2,66.1,2025-05-24T20:31:24.067Z,2025-05-24T20:31:29Z,3tb7ycl6z32sevjo8rxa590,A. Mabika,,5747926201,56,Back,5747926209,213,1.24,5747926207,212,19.3,5747926205,141,92.9,5747926203,140,32.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818497397,226,1,1,24,57,daicfonrbj124lu2la2rctxck,0,32.7,93.2,2025-05-24T20:31:29.506Z,2025-05-24T20:31:30Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,5747926271,1,,5747926259,155,,5747926261,56,Left,5747926263,140,69.2,5747926265,141,85.6,5747926267,212,38.7,5747926269,213,6.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818497425,201,1,1,24,59,224tl8u2smnbyliroayk69nt0,1,26.4,24.1,2025-05-24T20:31:31.326Z,2025-05-24T20:31:33Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,5747926431,212,18.6,5747926425,56,Back,5747926433,213,2.56,5747926427,140,11.6,5747926429,141,39.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818497469,202,1,1,25,1,224tl8u2smnbyliroayk69nt0,0,11.1,38.3,2025-05-24T20:31:32.935Z,2025-05-24T20:31:36Z,a9lytq2ddavywxo7ib8uzbj6x,E. Dick,,5747926665,140,35.4,5747926677,213,5.46,5747926657,157,,5747926673,212,37.4,5747926679,1,,5747926669,141,0.0,5747926661,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818497473,203,5,1,25,4,224tl8u2smnbyliroayk69nt0,0,34.4,-1.6,2025-05-24T20:31:36.058Z,2025-05-24T22:12:13Z,a9lytq2ddavywxo7ib8uzbj6x,E. Dick,,5747926695,347,,5747926693,56,Back,5747926989,233,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818497513,228,5,1,25,4,daicfonrbj124lu2la2rctxck,1,65.6,101.6,2025-05-24T20:31:36.058Z,2025-05-24T22:12:13Z,711t32tk6qwl567dngcldfw15,M. Rodriguez,,5747926955,233,203,5747926905,56,Left,5747926907,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818497651,229,1,1,25,18,daicfonrbj124lu2la2rctxck,1,67.3,100.0,2025-05-24T20:31:49.810Z,2025-05-24T20:31:51Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,5747927671,140,70.2,5747927673,141,86.0,5747927669,56,Left,5747927667,107,,5747927677,213,4.99,5747927675,212,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818497659,230,4,1,25,19,daicfonrbj124lu2la2rctxck,1,67.2,86.5,2025-05-24T20:31:51.378Z,2025-05-24T21:21:48Z,711t32tk6qwl567dngcldfw15,M. Rodriguez,,5747927769,13,,5747927777,286,,5747927775,265,,5747927831,233,204,5747927773,152,,5747927771,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818497667,204,4,1,25,19,224tl8u2smnbyliroayk69nt0,0,32.8,13.5,2025-05-24T20:31:51.379Z,2025-05-24T21:21:48Z,c4va4gt5g10zm05qtucgyt889,D. Griffin,,5747927819,56,Back,5747927823,265,,5747927821,152,,5747927817,13,,5747927825,285,,5747927859,233,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818498265,231,1,1,26,4,daicfonrbj124lu2la2rctxck,1,73.1,90.5,2025-05-24T20:32:36.019Z,2025-05-24T20:33:04Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,1.0,5747930979,213,5.21,5747930969,152,,5747930963,2,,5747930973,140,89.1,5747930971,56,Center,5747932419,154,,5747930965,5,,5747930967,155,,5747930975,141,44.9,5747930981,1,,5747930977,212,35.3,5747932417,210,,,,,,,,,,,,,,,,13,,,
2818498267,232,13,1,26,9,daicfonrbj124lu2la2rctxck,1,88.7,45.0,2025-05-24T20:32:41.146Z,2025-05-24T22:18:18Z,711t32tk6qwl567dngcldfw15,M. Rodriguez,,5747932427,154,,5747932425,29,,5747932437,108,,5747932435,103,29.2,5747932433,102,60.3,5747932423,73,,5747931519,24,,5748258497,214,,5747930993,56,Center,5747930991,17,,5747931521,20,,5747932429,55,5747932439,328,,5747932441,230,98.9,5747932443,231,50,,,,,,,231,,,
2818498467,206,5,1,26,9,224tl8u2smnbyliroayk69nt0,1,-1.4,40.1,2025-05-24T20:32:41.384Z,2025-05-24T22:12:13Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,5747932075,56,Back,5747932077,346,,5747932195,233,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818498359,233,5,1,26,9,daicfonrbj124lu2la2rctxck,0,101.4,59.9,2025-05-24T20:32:41.384Z,2025-05-24T22:12:14Z,711t32tk6qwl567dngcldfw15,M. Rodriguez,,5747931503,56,Center,5747932249,233,206,5747931505,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818498539,207,1,1,26,33,224tl8u2smnbyliroayk69nt0,1,3.6,54.6,2025-05-24T20:33:05.591Z,2025-05-24T22:09:54Z,a9lytq2ddavywxo7ib8uzbj6x,E. Dick,,5747932563,213,0.46,5747932553,124,,5747932561,212,31.1,5747932559,141,75.0,5747932567,237,,5747932557,140,30.1,5747932555,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818498549,208,1,1,26,34,224tl8u2smnbyliroayk69nt0,1,29.3,73.2,2025-05-24T20:33:06.102Z,2025-05-24T22:06:50Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,5747932613,212,12.0,5747932609,140,37.5,5747932607,56,Back,5747932615,213,0.77,5747932611,141,85.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818498561,209,1,1,26,35,224tl8u2smnbyliroayk69nt0,0,37.5,85.4,2025-05-24T20:33:06.854Z,2025-05-24T22:06:52Z,6omt3lirajdcqxcbhzk9sobmx,G. Vacter,,5747932691,140,58.4,5747932693,141,73.2,5747932689,56,Center,5747932695,212,23.5,5747932697,213,5.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818498569,234,61,1,26,36,daicfonrbj124lu2la2rctxck,1,52.6,7.2,2025-05-24T20:33:08.427Z,2025-05-24T22:07:03Z,f472o0229a6xev8qudf1tyf6y,F. Nodarse,,5747932739,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818514309,390,61,1,26,37,224tl8u2smnbyliroayk69nt0,0,45.8,88.1,2025-05-24T20:33:08.773Z,2025-05-24T22:07:00Z,9jfh2t3w4aqc4o4rvjfk7xey1,A. Williams,,5748020801,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818498593,236,1,1,26,38,daicfonrbj124lu2la2rctxck,1,57.5,6.7,2025-05-24T20:33:10.651Z,2025-05-24T20:59:51Z,f472o0229a6xev8qudf1tyf6y,F. Nodarse,,5747932873,141,5.2,5747932875,212,13.0,5747932877,213,6.20,5747932869,56,Right,5747932871,140,69.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818498605,237,3,1,26,39,daicfonrbj124lu2la2rctxck,0,67.1,6.2,2025-05-24T20:33:11.738Z,2025-05-24T21:22:02Z,dltmx3e4llkcszs22cbfz92xg,J. Kwizera,,5747932921,286,,5747932919,56,Right,5747933175,233,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818498623,210,7,1,26,39,224tl8u2smnbyliroayk69nt0,1,32.9,93.8,2025-05-24T20:33:11.739Z,2025-05-24T21:22:02Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,5747933031,285,,5747933157,233,237,5747933029,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818498659,212,1,1,26,41,224tl8u2smnbyliroayk69nt0,1,37.3,85.9,2025-05-24T20:33:13.526Z,2025-05-24T20:33:15Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,5747933231,213,0.63,5747933223,56,Back,5747933229,212,8.2,5747933227,141,93.0,5747933225,140,43.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818498667,213,50,1,26,43,224tl8u2smnbyliroayk69nt0,1,40.7,93.6,2025-05-24T20:33:14.874Z,2025-05-24T21:22:03Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,5747933361,233,238,5747933265,56,Back,5747933267,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818498665,238,7,1,26,43,daicfonrbj124lu2la2rctxck,1,59.3,6.4,2025-05-24T20:33:14.875Z,2025-05-24T21:22:03Z,dltmx3e4llkcszs22cbfz92xg,J. Kwizera,,5747933259,285,,5747933257,56,Right,5747933255,167,,5747933317,233,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818498789,214,5,1,26,44,224tl8u2smnbyliroayk69nt0,1,43.1,100.9,2025-05-24T20:33:15.890Z,2025-05-24T22:12:14Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,5747934045,233,239,5747933987,347,,5747933985,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818498669,239,5,1,26,44,daicfonrbj124lu2la2rctxck,0,56.9,-0.9,2025-05-24T20:33:15.890Z,2025-05-24T22:12:15Z,dltmx3e4llkcszs22cbfz92xg,J. Kwizera,,5747933273,56,Right,5747933277,347,,5747934073,233,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818498877,215,1,1,27,0,224tl8u2smnbyliroayk69nt0,0,44.8,100.0,2025-05-24T20:33:32.238Z,2025-05-24T22:15:12Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,5747934495,212,27.4,5747934497,213,5.86,5747934487,56,Left,5747934485,107,,5747934499,1,,5747934489,140,68.6,5747934493,141,85.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818498879,240,1,1,27,3,daicfonrbj124lu2la2rctxck,0,31.1,10.9,2025-05-24T20:33:34.826Z,2025-05-24T20:33:36Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,5747934513,56,Right,5747934515,140,53.1,5747934517,141,14.9,5747934519,212,23.3,5747934521,213,0.12,5747934511,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818498887,216,8,1,27,5,224tl8u2smnbyliroayk69nt0,1,48.8,72.3,2025-05-24T20:33:37.758Z,2025-05-24T20:33:37Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,5747934559,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818498921,241,1,1,27,6,daicfonrbj124lu2la2rctxck,1,30.4,24.3,2025-05-24T20:33:38.490Z,2025-05-24T20:33:40Z,9txqixk3uycvort3ntzkva1g5,Z. Herivaux,,5747934767,3,,5747934777,213,0.67,5747934775,212,21.1,5747934769,56,Back,5747934773,141,43.6,5747934771,140,46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818498977,243,1,1,27,9,daicfonrbj124lu2la2rctxck,1,46.1,43.6,2025-05-24T20:33:40.906Z,2025-05-24T20:33:46Z,9ch7zgxlcjiio0xbo2hhl2yvo,N. Fuson,,5747935083,140,36.5,5747935085,141,55.2,5747935087,212,12.8,5747935089,213,2.48,5747935081,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818498991,244,1,1,27,14,daicfonrbj124lu2la2rctxck,1,40.5,88.3,2025-05-24T20:33:45.890Z,2025-05-24T20:33:48Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,5747935183,141,70.0,5747935185,212,19.7,5747935187,213,3.82,5747935179,56,Back,5747935181,140,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818499041,245,1,1,27,16,daicfonrbj124lu2la2rctxck,1,25.9,70.0,2025-05-24T20:33:48.010Z,2025-05-24T20:33:52Z,3tb7ycl6z32sevjo8rxa590,A. Mabika,,5747935491,213,3.77,5747935489,212,23.4,5747935483,56,Back,5747935485,140,7.8,5747935487,141,49.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818499091,246,1,1,27,20,daicfonrbj124lu2la2rctxck,1,7.7,40.1,2025-05-24T20:33:52.306Z,2025-05-24T20:33:59Z,arrnspfznjcs9fmng4finp87p,Koke Vegas,,5747935827,213,0.57,5747935825,212,23.3,5747935819,56,Back,5747935823,141,58.7,5747935821,140,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818499157,247,1,1,27,27,daicfonrbj124lu2la2rctxck,1,17.4,70.0,2025-05-24T20:33:58.866Z,2025-05-24T20:34:04Z,8pqvmz8g1yhe7hqqc1d68c4mi,C. Holstad,,5747936191,140,21.7,5747936195,212,14.5,5747936197,213,1.25,5747936189,56,Back,5747936193,141,90.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818499149,217,43,1,27,31,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-05-24T20:34:03.270Z,2025-05-24T20:34:10Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,5747936621,144,83,5747936397,399,eg5pbxm7emj77mdcub4xp6m3u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818499165,248,4,1,27,32,daicfonrbj124lu2la2rctxck,1,21.6,88.3,2025-05-24T20:34:04.466Z,2025-05-24T21:21:48Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,5747936339,152,,5747936341,265,,5747936335,13,,5747936337,56,Back,5747936381,233,218,5747936343,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818499181,218,4,1,27,32,224tl8u2smnbyliroayk69nt0,0,78.4,11.7,2025-05-24T20:34:04.467Z,2025-05-24T21:21:49Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,5747936371,265,,5747936373,286,,5747936369,152,,5747936415,233,248,5747936367,56,Right,5747936365,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
