id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/11/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2809370881,193,12,1,19,52,8eab5wbcnttsiosd1o8c71gmk,1,13.2,36.0,2025-05-03T14:20:51.646Z,2025-05-03T14:51:12Z,bwn0e8pjrikjcpold20o2os2c,A. Essomba,,,5697488301,141,25.6,5697488293,56,Center,5697488307,213,6.14,5697488303,212,49.8,5697488297,140,60.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809370955,189,1,1,19,56,303582z192rnbr2x28o2t7u38,1,44.8,70.0,2025-05-03T14:20:55.539Z,2025-05-03T14:20:57Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,,5697488723,141,53.0,5697488725,212,18.1,5697488727,213,3.83,5697488717,56,Back,5697488721,140,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809371167,190,1,1,19,57,303582z192rnbr2x28o2t7u38,1,31.5,53.1,2025-05-03T14:20:56.756Z,2025-05-03T14:21:04Z,ebqj8v33xv3otev2pycc6xomh,T. Nijhuis,,,5697489901,212,8.5,5697489895,56,Back,5697489899,141,42.5,5697489897,140,35.8,5697489903,213,5.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809371225,191,1,1,20,6,303582z192rnbr2x28o2t7u38,1,36.1,45.5,2025-05-03T14:21:05.432Z,2025-05-03T14:52:03Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,,5697490191,141,66.6,5697490195,213,1.53,5697490189,140,36.7,5697490193,212,14.4,5697490187,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809371261,192,1,1,20,7,303582z192rnbr2x28o2t7u38,1,36.7,66.6,2025-05-03T14:21:06.279Z,2025-05-03T14:52:06Z,c9yprnk5bqte686eqdm42oic5,D. O'Shaughnessy,,,5697490353,140,37.8,5697490359,213,4.81,5697490355,141,48.8,5697490357,212,12.2,5697490349,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809371373,193,1,1,20,8,303582z192rnbr2x28o2t7u38,1,37.8,48.8,2025-05-03T14:21:07.108Z,2025-05-03T14:21:10Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,,5697491033,56,Back,5697491037,140,38.9,5697491041,141,24.9,5697491043,212,16.3,5697491045,213,4.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809371697,194,1,1,20,11,303582z192rnbr2x28o2t7u38,1,39.1,23.9,2025-05-03T14:21:10.312Z,2025-05-03T14:52:01Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,,5697492683,212,16.2,5697492687,213,5.98,5697492679,141,16.7,5697492675,140,53.8,5697492673,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809371465,196,83,1,20,13,8eab5wbcnttsiosd1o8c71gmk,0,43.9,86.5,2025-05-03T14:21:12.581Z,2025-05-03T14:21:39Z,98u2encce9933qd4y2kukej85,B. Straalman,,,5697492989,399,bas4d4drvf8kefls9tszu0oic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809371751,195,1,1,20,20,303582z192rnbr2x28o2t7u38,1,71.5,12.3,2025-05-03T14:21:19.182Z,2025-05-03T14:21:21Z,bas4d4drvf8kefls9tszu0oic,P. Mentu,,,5697492949,56,Right,5697492951,140,85.1,5697492955,212,14.4,5697492957,213,6.14,5697492953,141,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809371883,196,1,1,20,23,303582z192rnbr2x28o2t7u38,1,86.9,5.5,2025-05-03T14:21:22.687Z,2025-05-03T14:21:25Z,19xsgxk4g4gf1ickmbc92uzu,M. Ylitolva,,,5697493645,141,7.4,5697493649,213,3.07,5697493647,212,18.8,5697493643,140,69.0,5697493641,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809371913,197,1,1,20,26,303582z192rnbr2x28o2t7u38,1,69.0,7.4,2025-05-03T14:21:25.106Z,2025-05-03T14:21:26Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,,5697493811,140,72.6,5697493809,56,Right,5697493815,212,7.1,5697493817,213,1.01,5697493813,141,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809371951,198,1,1,20,27,303582z192rnbr2x28o2t7u38,1,72.6,16.2,2025-05-03T14:21:26.362Z,2025-05-03T14:21:28Z,7mn880d3dieg0qb49tlzx1mfp,L. Lingman,,,5697494093,56,Right,5697494099,212,8.0,5697494095,140,67.2,5697494097,141,8.0,5697494101,213,3.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809372057,199,1,1,20,29,303582z192rnbr2x28o2t7u38,1,67.1,9.1,2025-05-03T14:21:28.479Z,2025-05-03T14:21:33Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,,5697494943,141,38.8,5697494945,212,24.6,5697494947,213,2.18,5697494939,56,Center,5697494941,140,53.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809372107,200,1,1,20,34,303582z192rnbr2x28o2t7u38,0,51.3,53.6,2025-05-03T14:21:33.452Z,2025-05-03T14:21:35Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,,5697495123,1,,5697495113,56,Left,5697495119,212,33.1,5697495115,140,56.7,5697495117,141,100.0,5697495121,213,1.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809372187,197,5,1,20,35,8eab5wbcnttsiosd1o8c71gmk,1,43.3,-1.6,2025-05-03T14:21:34.892Z,2025-05-03T15:04:03Z,98u2encce9933qd4y2kukej85,B. Straalman,,,5697495535,347,,5697495595,233,201,5697495531,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809372115,201,5,1,20,35,303582z192rnbr2x28o2t7u38,0,56.7,101.6,2025-05-03T14:21:34.892Z,2025-05-03T14:21:38Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,,5697495155,56,Left,5697495157,347,,5697495631,233,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809372511,198,1,1,20,46,8eab5wbcnttsiosd1o8c71gmk,1,46.8,0.0,2025-05-03T14:21:45.487Z,2025-05-03T14:21:49Z,a9234jafv17dcvbu54expih91,A. Granlund,,,5697497443,1,,5697497431,107,,5697497433,56,Center,5697497435,140,54.1,5697497439,212,24.9,5697497437,141,33.7,5697497441,213,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809372493,202,83,1,20,49,303582z192rnbr2x28o2t7u38,0,47.0,48.5,2025-05-03T14:21:48.948Z,2025-05-03T14:21:51Z,7mn880d3dieg0qb49tlzx1mfp,L. Lingman,,,5697497773,399,dlxtr9p8d7k733qhpq9qyydey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809372523,199,3,1,20,50,8eab5wbcnttsiosd1o8c71gmk,0,54.1,33.5,2025-05-03T14:21:49.759Z,2025-05-03T15:23:53Z,dlxtr9p8d7k733qhpq9qyydey,J. Yli-Kokko,,,5697497495,286,,5697497493,56,Center,5697497905,233,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809372563,203,7,1,20,50,303582z192rnbr2x28o2t7u38,1,45.9,66.5,2025-05-03T14:21:49.760Z,2025-05-03T15:23:53Z,7198rz1vtgazkeytaltke2noq,G. Kanellopoulos,,,5697497725,285,,5697497723,56,Back,5697497809,233,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809372905,205,1,1,20,53,303582z192rnbr2x28o2t7u38,1,61.7,65.1,2025-05-03T14:21:52.703Z,2025-05-03T14:22:02Z,7mn880d3dieg0qb49tlzx1mfp,L. Lingman,,,5697499721,213,1.00,5697499711,140,72.0,5697499717,212,20.1,5697499709,56,Left,5697499713,141,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809372925,206,1,1,21,3,303582z192rnbr2x28o2t7u38,0,87.7,83.6,2025-05-03T14:22:02.096Z,2025-05-03T14:22:03Z,4cooeu9zahategmvpj3zdr6xh,S. Hostikka,,,5697499807,212,14.6,5697499809,213,4.95,5697499795,56,Center,5697499799,140,91.0,5697499803,141,62.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809373041,201,1,1,21,6,8eab5wbcnttsiosd1o8c71gmk,0,4.1,30.4,2025-05-03T14:22:05.166Z,2025-05-03T14:54:36Z,2fw3pz0v22kdbiognam8zsvoq,L. Kuittinen,,,5697500333,140,45.7,5697500335,141,14.3,5697500339,213,6.04,5697500337,212,45.0,5697500343,1,,5697500329,157,,5697500331,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809373181,207,12,1,21,9,303582z192rnbr2x28o2t7u38,1,54.1,90.9,2025-05-03T14:22:08.278Z,2025-05-03T14:22:13Z,c9yprnk5bqte686eqdm42oic5,D. O'Shaughnessy,,,5697501089,213,0.48,5697501085,141,100.0,5697501087,212,16.4,5697501223,167,,5697501083,140,68.0,5697501081,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809373141,202,5,1,21,10,8eab5wbcnttsiosd1o8c71gmk,1,29.0,-2.0,2025-05-03T14:22:09.166Z,2025-05-03T15:04:03Z,dlxtr9p8d7k733qhpq9qyydey,J. Yli-Kokko,,,5697501263,233,208,5697500927,56,Back,5697500929,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809373191,208,5,1,21,10,303582z192rnbr2x28o2t7u38,0,71.0,102.0,2025-05-03T14:22:09.166Z,2025-05-03T15:04:04Z,c9yprnk5bqte686eqdm42oic5,D. O'Shaughnessy,,,5697501323,233,202,5697501133,347,,5697501131,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809373383,203,1,1,21,13,8eab5wbcnttsiosd1o8c71gmk,1,23.8,0.0,2025-05-03T14:22:12.606Z,2025-05-03T14:22:17Z,c1f7vp2u7fndbs1q67yhze1hw,A. Kouame,,,5697502241,140,19.9,5697502239,56,Back,5697502237,107,,5697502249,213,1.87,5697502245,212,13.8,5697502243,141,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809373463,204,1,1,21,17,8eab5wbcnttsiosd1o8c71gmk,1,19.8,16.4,2025-05-03T14:22:16.927Z,2025-05-03T14:22:19Z,2fw3pz0v22kdbiognam8zsvoq,L. Kuittinen,,,5697502743,213,0.29,5697502741,212,31.4,5697502735,56,Back,5697502739,141,29.4,5697502737,140,48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809373471,205,50,1,21,20,8eab5wbcnttsiosd1o8c71gmk,1,45.9,33.3,2025-05-03T14:22:19.759Z,2025-05-03T15:23:54Z,50pntfz4g78co2q68kno332z9,J. Tuominen,,,5697775571,233,213,5697502781,286,,5697502779,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809374083,213,7,1,21,20,303582z192rnbr2x28o2t7u38,1,54.1,66.7,2025-05-03T14:22:19.760Z,2025-05-03T15:23:54Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,,5697775501,233,205,5697775473,56,Center,5697775475,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809373521,209,1,1,21,22,303582z192rnbr2x28o2t7u38,1,44.6,62.0,2025-05-03T14:22:21.851Z,2025-05-03T14:49:14Z,c9yprnk5bqte686eqdm42oic5,D. O'Shaughnessy,,,5697777831,141,74.6,5697777825,56,Center,5697777829,140,67.2,5697777839,213,0.35,5697777835,212,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809373527,210,1,1,21,22,303582z192rnbr2x28o2t7u38,1,52.7,72.6,2025-05-03T14:22:21.987Z,2025-05-03T14:49:33Z,7198rz1vtgazkeytaltke2noq,G. Kanellopoulos,,,5697779891,212,11.3,5697779889,141,71.4,5697779885,56,Center,5697779887,140,63.4,5697779893,213,6.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809373607,211,1,1,21,25,303582z192rnbr2x28o2t7u38,0,75.3,78.8,2025-05-03T14:22:24.289Z,2025-05-03T14:22:25Z,7mn880d3dieg0qb49tlzx1mfp,L. Lingman,,,5697503471,140,92.2,5697503477,213,0.73,5697503475,212,23.7,5697503473,141,100.0,5697503469,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809373641,206,5,1,21,25,8eab5wbcnttsiosd1o8c71gmk,1,9.0,-2.0,2025-05-03T14:22:24.711Z,2025-05-03T15:04:04Z,50pntfz4g78co2q68kno332z9,J. Tuominen,,,5697503635,56,Back,5697503639,233,212,5697503637,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809373617,212,5,1,21,25,303582z192rnbr2x28o2t7u38,0,91.0,102.0,2025-05-03T14:22:24.711Z,2025-05-03T14:22:29Z,7mn880d3dieg0qb49tlzx1mfp,L. Lingman,,,5697503667,233,206,5697503537,347,,5697503535,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809374175,207,1,1,21,44,8eab5wbcnttsiosd1o8c71gmk,0,17.6,0.0,2025-05-03T14:22:44.030Z,2025-05-03T14:22:47Z,a9234jafv17dcvbu54expih91,A. Granlund,,,5697506713,213,0.75,5697506703,107,,5697506707,140,28.8,5697506709,141,14.7,5697506705,56,Back,5697506711,212,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809374203,214,8,1,21,48,303582z192rnbr2x28o2t7u38,1,70.1,73.2,2025-05-03T14:22:47.290Z,2025-05-03T14:22:47Z,c9yprnk5bqte686eqdm42oic5,D. O'Shaughnessy,,,5697506841,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809374323,208,1,1,21,49,8eab5wbcnttsiosd1o8c71gmk,0,33.8,34.0,2025-05-03T14:22:48.415Z,2025-05-03T14:22:51Z,dlxtr9p8d7k733qhpq9qyydey,J. Yli-Kokko,,,5697507531,141,35.1,5697507527,56,Center,5697507533,212,45.6,5697507525,157,,5697507529,140,77.2,5697507537,1,,5697507535,213,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809374439,216,1,1,21,52,303582z192rnbr2x28o2t7u38,1,21.9,72.6,2025-05-03T14:22:51.771Z,2025-05-03T14:22:55Z,ebqj8v33xv3otev2pycc6xomh,T. Nijhuis,,,5697508141,213,5.41,5697508137,212,13.8,5697508135,141,57.0,5697508131,140,30.3,5697508129,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809374515,217,1,1,21,56,303582z192rnbr2x28o2t7u38,1,29.9,59.0,2025-05-03T14:22:55.295Z,2025-05-03T14:22:57Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,,5697508443,56,Back,5697508449,141,66.4,5697508445,140,33.9,5697508459,213,0.88,5697508455,212,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809374585,218,1,1,21,58,303582z192rnbr2x28o2t7u38,1,40.5,66.1,2025-05-03T14:22:57.296Z,2025-05-03T14:23:00Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,,5697508895,56,Back,5697508899,141,41.9,5697508897,140,39.2,5697508903,213,4.63,5697508901,212,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809374671,219,1,1,22,0,303582z192rnbr2x28o2t7u38,1,39.2,41.9,2025-05-03T14:22:59.792Z,2025-05-03T14:23:03Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,,5697509311,56,Center,5697509317,212,19.6,5697509315,141,51.9,5697509319,213,0.35,5697509313,140,56.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809374741,220,1,1,22,3,303582z192rnbr2x28o2t7u38,1,56.7,51.9,2025-05-03T14:23:02.452Z,2025-05-03T14:23:05Z,7mn880d3dieg0qb49tlzx1mfp,L. Lingman,,,5697509715,141,89.4,5697509719,213,1.03,5697509717,212,29.8,5697509713,140,71.4,5697509711,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809374763,221,50,1,22,5,303582z192rnbr2x28o2t7u38,1,71.6,84.4,2025-05-03T14:23:04.435Z,2025-05-03T14:23:09Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,,5697509829,56,Left,5697509831,286,,5697509965,233,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809374767,209,7,1,22,5,8eab5wbcnttsiosd1o8c71gmk,0,28.4,15.6,2025-05-03T14:23:04.436Z,2025-05-03T14:23:09Z,a9234jafv17dcvbu54expih91,A. Granlund,,,5697509885,233,221,5697509847,56,Back,5697509849,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809374913,222,1,1,22,10,303582z192rnbr2x28o2t7u38,1,87.8,86.3,2025-05-03T14:23:09.551Z,2025-05-03T14:23:12Z,4cooeu9zahategmvpj3zdr6xh,S. Hostikka,,,5697510779,141,86.9,5697510775,56,Left,5697510777,140,67.1,5697510781,212,21.7,5697510783,213,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809374969,224,1,1,22,13,303582z192rnbr2x28o2t7u38,1,67.6,87.2,2025-05-03T14:23:12.952Z,2025-05-03T14:23:14Z,c9yprnk5bqte686eqdm42oic5,D. O'Shaughnessy,,,5697511053,141,91.4,5697511057,213,0.20,5697511055,212,14.3,5697511051,140,80.9,5697511049,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809375013,225,1,1,22,15,303582z192rnbr2x28o2t7u38,1,80.9,91.4,2025-05-03T14:23:14.132Z,2025-05-03T14:23:15Z,4cooeu9zahategmvpj3zdr6xh,S. Hostikka,,,5697511213,140,76.9,5697511217,141,70.2,5697511221,212,15.0,5697511225,213,4.43,5697511209,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809375083,226,1,1,22,16,303582z192rnbr2x28o2t7u38,1,76.9,70.2,2025-05-03T14:23:15.503Z,2025-05-03T14:23:18Z,7mn880d3dieg0qb49tlzx1mfp,L. Lingman,,,5697511567,56,Left,5697511569,140,63.2,5697511573,212,20.0,5697511575,213,2.37,5697511571,141,90.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809375119,227,1,1,22,18,303582z192rnbr2x28o2t7u38,1,63.9,91.1,2025-05-03T14:23:17.588Z,2025-05-03T14:23:20Z,c9yprnk5bqte686eqdm42oic5,D. O'Shaughnessy,,,5697511801,140,64.8,5697511807,213,4.78,5697511805,212,13.8,5697511799,56,Center,5697511803,141,70.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809375175,228,1,1,22,20,303582z192rnbr2x28o2t7u38,1,64.6,69.3,2025-05-03T14:23:19.591Z,2025-05-03T14:23:22Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,,5697512147,213,4.63,5697512145,212,19.4,5697512143,141,40.9,5697512135,56,Center,5697512139,140,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809375201,229,1,1,22,22,303582z192rnbr2x28o2t7u38,1,63.0,40.9,2025-05-03T14:23:21.494Z,2025-05-03T14:23:22Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,,5697512301,212,7.5,5697512297,140,70.0,5697512303,213,0.20,5697512295,56,Center,5697512299,141,43.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809375237,230,1,1,22,23,303582z192rnbr2x28o2t7u38,1,70.0,43.1,2025-05-03T14:23:22.440Z,2025-05-03T14:23:24Z,7198rz1vtgazkeytaltke2noq,G. Kanellopoulos,,,5697512499,56,Center,5697512503,141,29.4,5697512507,213,4.80,5697512505,212,9.4,5697512501,140,70.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809375299,231,1,1,22,25,303582z192rnbr2x28o2t7u38,1,70.8,29.4,2025-05-03T14:23:24.246Z,2025-05-03T14:23:26Z,bas4d4drvf8kefls9tszu0oic,P. Mentu,,,5697512841,212,15.2,5697512837,140,82.1,5697512835,56,Center,5697512839,141,43.4,5697512843,213,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809375325,232,1,1,22,27,303582z192rnbr2x28o2t7u38,0,81.8,46.6,2025-05-03T14:23:26.189Z,2025-05-03T14:23:27Z,8jb026oewf17pg61vdstcgj4l,T. Pukki,,,5697512967,140,86.5,5697512973,213,0.87,5697512969,141,55.2,5697512961,56,Center,5697512971,212,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809375467,210,12,1,22,29,8eab5wbcnttsiosd1o8c71gmk,1,13.2,44.0,2025-05-03T14:23:28.559Z,2025-05-03T14:24:36Z,d39zrjj1sao1lkkzief35sctl,F. Krebs,,,5697513741,141,70.7,5697513743,212,26.0,5697513739,140,30.9,5697513745,213,0.77,5697513737,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809375597,212,61,1,22,38,8eab5wbcnttsiosd1o8c71gmk,0,68.9,96.2,2025-05-03T14:23:37.246Z,2025-05-03T14:23:37Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5697514399,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809375649,233,4,1,22,39,303582z192rnbr2x28o2t7u38,1,35.6,6.4,2025-05-03T14:23:38.208Z,2025-05-03T14:23:45Z,bas4d4drvf8kefls9tszu0oic,P. Mentu,,,5697515151,286,,5697515143,13,,5697515147,56,Back,5697515145,294,,5697515149,152,,5697515223,233,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809375641,213,4,1,22,39,8eab5wbcnttsiosd1o8c71gmk,0,64.4,93.6,2025-05-03T14:23:38.209Z,2025-05-03T14:23:46Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5697514807,294,,5697514805,13,,5697514809,56,Left,5697514811,152,,5697515277,233,233,5697515273,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809376117,234,1,1,22,50,303582z192rnbr2x28o2t7u38,1,40.9,10.9,2025-05-03T14:23:49.226Z,2025-05-03T14:23:54Z,19xsgxk4g4gf1ickmbc92uzu,M. Ylitolva,,,5697517267,212,20.8,5697517265,141,36.9,5697517269,213,2.12,5697517263,140,30.5,5697517257,5,,5697517259,152,,5697517261,56,Back,5697517317,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809376427,235,1,1,23,1,303582z192rnbr2x28o2t7u38,1,30.5,38.9,2025-05-03T14:24:00.608Z,2025-05-03T14:24:03Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,,5697518871,213,0.32,5697518861,56,Back,5697518867,212,7.8,5697518865,141,42.5,5697518863,140,37.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809376461,236,1,1,23,3,303582z192rnbr2x28o2t7u38,1,37.6,42.5,2025-05-03T14:24:02.382Z,2025-05-03T14:24:03Z,7198rz1vtgazkeytaltke2noq,G. Kanellopoulos,,,5697519081,213,4.91,5697519077,141,36.3,5697519079,212,4.3,5697519075,140,38.4,5697519069,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809376545,237,1,1,23,4,303582z192rnbr2x28o2t7u38,1,38.4,36.3,2025-05-03T14:24:03.466Z,2025-05-03T14:24:06Z,7mn880d3dieg0qb49tlzx1mfp,L. Lingman,,,5697519553,56,Back,5697519557,141,42.2,5697519559,212,12.3,5697519555,140,49.5,5697519563,213,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809377457,238,1,1,23,7,303582z192rnbr2x28o2t7u38,1,63.8,42.2,2025-05-03T14:24:06.180Z,2025-05-03T14:25:02Z,7198rz1vtgazkeytaltke2noq,G. Kanellopoulos,,1.0,5697528347,210,16,5697528349,154,,5697524121,56,Center,5697528351,22,,5697524123,140,77.0,5697524125,141,36.7,5697524129,213,6.02,5697524127,212,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809377467,239,16,1,23,11,303582z192rnbr2x28o2t7u38,1,85.7,37.6,2025-05-03T14:24:10.671Z,2025-05-03T14:25:02Z,8jb026oewf17pg61vdstcgj4l,T. Pukki,,,5697528431,20,,5697528447,214,,5697524213,56,Center,5697524211,17,,5697528455,231,46.8,5697528459,374,2025-05-03 15:24:09.638,5697528439,55,238,5697528435,29,,5697528453,230,98.4,5697528433,76,5697528463,375,23:10.573,5697528445,103,,5697528449,89,,5697528443,102,5697528437,154,,5697524209,22,,,,,15.2,53.7,,,
2809378647,214,1,1,24,14,8eab5wbcnttsiosd1o8c71gmk,1,49.9,50.0,2025-05-03T14:25:13.943Z,2025-05-03T14:25:23Z,50pntfz4g78co2q68kno332z9,J. Tuominen,,,5697531757,189,,5697530695,279,G,5697530693,213,3.61,5697530691,212,22.4,5697530689,141,35.1,5697530685,56,Back,5697530687,140,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809378695,215,1,1,24,17,8eab5wbcnttsiosd1o8c71gmk,1,30.9,35.1,2025-05-03T14:25:16.271Z,2025-05-03T14:25:18Z,2fw3pz0v22kdbiognam8zsvoq,L. Kuittinen,,,5697530943,212,16.4,5697530945,213,2.54,5697530937,56,Back,5697530939,140,18.0,5697530941,141,48.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
