id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/14/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2806134829,113,43,1,13,30,8eab5wbcnttsiosd1o8c71gmk,1,0.0,0.0,2025-04-26T12:20:29.519Z,2025-04-26T12:25:52Z,d34pugygez0vtpx1t8p5bnq0a,S. Sipola,,,5679640237,56,Back,5679640239,285,0,5679660533,144,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806134791,147,43,1,13,30,cy6zs39z79dcfbr4xzkp38z7q,1,0.0,0.0,2025-04-26T12:20:29.520Z,2025-04-26T12:25:50Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,,5679660437,144,44,5679640121,286,0,5679640249,233,113,5679640119,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806134851,114,12,1,13,33,8eab5wbcnttsiosd1o8c71gmk,1,9.3,40.6,2025-04-26T12:20:32.143Z,2025-04-26T12:20:34Z,d34pugygez0vtpx1t8p5bnq0a,S. Sipola,,,5679640317,15,,5679640285,140,14.0,5679640287,141,39.5,5679640291,213,6.13,5679640289,212,5.0,5679640283,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806134903,116,12,1,13,33,8eab5wbcnttsiosd1o8c71gmk,1,14.0,39.5,2025-04-26T12:20:32.152Z,2025-04-26T12:26:04Z,dlxtr9p8d7k733qhpq9qyydey,J. Yli-Kokko,,,5679640529,212,28.8,5679640527,141,0.0,5679640523,56,Back,5679640531,213,4.92,5679640525,140,19.6,5679640589,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806134909,117,5,1,13,34,8eab5wbcnttsiosd1o8c71gmk,0,20.5,-2.0,2025-04-26T12:20:32.800Z,2025-04-26T12:51:27Z,d39zrjj1sao1lkkzief35sctl,F. Krebs,,,5679640561,347,,5679640559,56,Back,5679640603,233,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806134845,148,5,1,13,34,cy6zs39z79dcfbr4xzkp38z7q,1,79.5,102.0,2025-04-26T12:20:32.800Z,2025-04-26T12:51:27Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,,5679640571,233,117,5679640271,347,,5679640267,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806134883,115,43,1,13,35,8eab5wbcnttsiosd1o8c71gmk,1,0.0,0.0,2025-04-26T12:20:34.560Z,2025-04-26T12:20:39Z,d39zrjj1sao1lkkzief35sctl,F. Krebs,,,5679640739,144,3,5679640415,285,0,5679640413,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806135031,149,1,1,13,44,cy6zs39z79dcfbr4xzkp38z7q,0,78.1,100.0,2025-04-26T12:20:43.141Z,2025-04-26T12:20:47Z,2iff45qvldope3itiwthnvgx6,O. Tiihonen,,,5679641245,212,23.3,5679641241,140,86.9,5679641239,56,Center,5679641237,107,,5679641249,1,,5679641243,141,70.6,5679641247,213,5.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806135039,118,61,1,13,48,8eab5wbcnttsiosd1o8c71gmk,1,11.6,38.3,2025-04-26T12:20:47.168Z,2025-04-26T12:20:47Z,d39zrjj1sao1lkkzief35sctl,F. Krebs,,,5679641281,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806135105,119,12,1,13,52,8eab5wbcnttsiosd1o8c71gmk,1,6.4,36.2,2025-04-26T12:20:50.912Z,2025-04-26T12:26:28Z,d34pugygez0vtpx1t8p5bnq0a,S. Sipola,,,5679641645,56,Back,5679641651,212,5.4,5679641647,140,11.5,5679641649,141,34.8,5679641653,213,6.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806135101,150,1,1,13,52,cy6zs39z79dcfbr4xzkp38z7q,0,66.7,32.7,2025-04-26T12:20:51.184Z,2025-04-26T12:20:52Z,a1dhi0sqw2yeffewd34n6z7fu,A. Dumbuya,,,5679641623,56,Right,5679641627,141,18.8,5679641629,212,13.3,5679641631,213,5.49,5679641625,140,75.6,5679641621,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806135123,120,61,1,13,55,8eab5wbcnttsiosd1o8c71gmk,0,29.7,83.3,2025-04-26T12:20:54.655Z,2025-04-26T12:20:54Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5679641737,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806135215,152,1,1,13,59,cy6zs39z79dcfbr4xzkp38z7q,0,68.9,17.3,2025-04-26T12:20:58.144Z,2025-04-26T12:26:50Z,a1dhi0sqw2yeffewd34n6z7fu,A. Dumbuya,,,5679642177,140,77.5,5679642179,141,25.8,5679642175,56,Center,5679642181,212,10.7,5679642183,213,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806135223,153,43,1,14,1,cy6zs39z79dcfbr4xzkp38z7q,1,0.0,0.0,2025-04-26T12:21:00.273Z,2025-04-26T12:26:51Z,j4mqmt0lccgzq4nf87ljkoyy,J. Rennicks,,,5679663535,144,61,5679642213,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806135353,123,1,1,14,6,8eab5wbcnttsiosd1o8c71gmk,1,23.6,69.4,2025-04-26T12:21:05.375Z,2025-04-26T12:21:09Z,98u2encce9933qd4y2kukej85,B. Straalman,,,5679642877,212,33.2,5679642863,56,Back,5679642867,140,26.8,5679642871,141,20.9,5679642885,1,,5679642881,213,4.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806135371,124,1,1,14,10,8eab5wbcnttsiosd1o8c71gmk,1,26.0,22.5,2025-04-26T12:21:09.423Z,2025-04-26T12:21:12Z,d34pugygez0vtpx1t8p5bnq0a,S. Sipola,,,5679642981,212,26.2,5679642975,56,Back,5679642983,213,2.36,5679642979,141,49.6,5679642977,140,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806135417,125,1,1,14,13,8eab5wbcnttsiosd1o8c71gmk,1,8.3,49.6,2025-04-26T12:21:11.807Z,2025-04-26T12:21:15Z,7oxxp38dxp40lby1kwg4xpn56,E. Huuhtanen,,,5679643211,141,28.8,5679643207,56,Back,5679643209,140,12.1,5679643215,213,4.99,5679643213,212,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806135463,126,1,1,14,15,8eab5wbcnttsiosd1o8c71gmk,1,13.4,27.1,2025-04-26T12:21:14.160Z,2025-04-26T12:21:18Z,2fw3pz0v22kdbiognam8zsvoq,L. Kuittinen,,,5679643471,212,25.6,5679643469,141,4.6,5679643467,140,33.0,5679643473,213,5.64,5679643465,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806135537,127,1,1,14,19,8eab5wbcnttsiosd1o8c71gmk,0,39.5,5.2,2025-04-26T12:21:18.048Z,2025-04-26T12:21:23Z,d34pugygez0vtpx1t8p5bnq0a,S. Sipola,,,5679643801,1,,5679643795,141,0.0,5679643791,56,Right,5679643797,212,40.8,5679643799,213,6.18,5679643793,140,78.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806135539,128,5,1,14,24,8eab5wbcnttsiosd1o8c71gmk,0,77.4,-1.2,2025-04-26T12:21:22.817Z,2025-04-26T12:51:28Z,d34pugygez0vtpx1t8p5bnq0a,S. Sipola,,,5679643819,347,,5679643817,56,Right,5679643849,233,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806135533,154,5,1,14,24,cy6zs39z79dcfbr4xzkp38z7q,1,22.6,101.2,2025-04-26T12:21:22.817Z,2025-04-26T12:51:27Z,80whrqt5ch885cdrzpzlez85w,Adramane Cassamá,,,5679643771,347,,5679643837,233,128,5679643769,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806135689,155,43,1,14,38,cy6zs39z79dcfbr4xzkp38z7q,1,0.0,0.0,2025-04-26T12:21:36.832Z,2025-04-26T12:21:43Z,80whrqt5ch885cdrzpzlez85w,Adramane Cassamá,,,5679644577,141,100.0,5679644573,56,Back,5679644579,212,0,5679644571,107,0,5679644959,144,1,5679644575,140,22.7,5679644581,213,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806135861,130,57,1,14,45,8eab5wbcnttsiosd1o8c71gmk,1,66.8,0.0,2025-04-26T12:21:44.384Z,2025-04-26T12:52:03Z,,,,,5679645465,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806135773,156,57,1,14,45,cy6zs39z79dcfbr4xzkp38z7q,0,22.9,100.0,2025-04-26T12:21:44.384Z,2025-04-26T12:21:45Z,80whrqt5ch885cdrzpzlez85w,Adramane Cassamá,,,5679645061,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806135983,131,1,1,14,58,8eab5wbcnttsiosd1o8c71gmk,1,69.4,0.0,2025-04-26T12:21:57.008Z,2025-04-26T12:22:00Z,d34pugygez0vtpx1t8p5bnq0a,S. Sipola,,,5679646143,213,0.40,5679646125,107,,5679646135,140,79.8,5679646141,212,11.8,5679646139,141,4.7,5679646131,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806135989,132,1,1,15,1,8eab5wbcnttsiosd1o8c71gmk,0,82.4,6.8,2025-04-26T12:21:59.936Z,2025-04-26T12:22:01Z,bwn0e8pjrikjcpold20o2os2c,A. Essomba,,,5679646169,212,7.4,5679646173,213,1.03,5679646167,141,16.1,5679646163,56,Right,5679646165,140,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806136009,158,1,1,15,2,cy6zs39z79dcfbr4xzkp38z7q,1,16.6,90.0,2025-04-26T12:22:01.184Z,2025-04-26T12:22:02Z,2iff45qvldope3itiwthnvgx6,O. Tiihonen,,,5679646249,56,Back,5679646253,141,91.1,5679646257,213,0.12,5679646255,212,6.4,5679646251,140,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806136103,160,1,1,15,6,cy6zs39z79dcfbr4xzkp38z7q,1,31.1,92.6,2025-04-26T12:22:05.616Z,2025-04-26T12:22:07Z,3tpjeq8mn2sy9v6a8hcesp9wq,T. Kaukua,,,5679646697,213,0.04,5679646693,141,93.5,5679646689,56,Back,5679646695,212,15.6,5679646691,140,45.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806136101,133,45,1,15,8,8eab5wbcnttsiosd1o8c71gmk,0,54.0,6.4,2025-04-26T12:22:07.312Z,2025-04-26T12:22:11Z,2fw3pz0v22kdbiognam8zsvoq,L. Kuittinen,,,5679646687,285,,5679646685,56,Right,5679646833,233,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806136125,161,3,1,15,8,cy6zs39z79dcfbr4xzkp38z7q,1,46.0,93.6,2025-04-26T12:22:07.312Z,2025-04-26T12:22:11Z,j4mqmt0lccgzq4nf87ljkoyy,J. Rennicks,,,5679646767,286,,5679646765,56,Back,5679646799,233,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806136205,163,1,1,15,12,cy6zs39z79dcfbr4xzkp38z7q,1,69.1,88.0,2025-04-26T12:22:10.944Z,2025-04-26T12:22:15Z,j4mqmt0lccgzq4nf87ljkoyy,J. Rennicks,,,5679647121,56,Center,5679647127,212,15.3,5679647123,140,70.8,5679647135,213,4.83,5679647125,141,65.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806136233,164,1,1,15,16,cy6zs39z79dcfbr4xzkp38z7q,1,75.5,57.2,2025-04-26T12:22:14.896Z,2025-04-26T12:22:17Z,4votdnyh0srvboatz6a20d5p0,J. Paananen,,,5679647293,212,21.0,5679647289,140,86.9,5679647287,56,Center,5679647291,141,31.8,5679647295,213,5.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806137585,167,43,1,15,18,cy6zs39z79dcfbr4xzkp38z7q,1,0.0,0.0,2025-04-26T12:22:16.778Z,2025-04-26T12:24:39Z,4votdnyh0srvboatz6a20d5p0,J. Paananen,,,5679654607,212,32.8,5679655937,144,1,5679654597,155,0,5679654601,56,Center,5679654605,141,51.3,5679654595,6,0,5679654609,213,4.68,5679654603,140,98.6,5679654593,2,5679654599,223,0,5679654611,1,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
2806136251,165,1,1,15,18,cy6zs39z79dcfbr4xzkp38z7q,0,90.3,18.2,2025-04-26T12:22:17.569Z,2025-04-26T12:27:30Z,5lx97p0c2ja9g4vjofjr2o5pl,J. Lehtonen,,,5679647395,141,70.0,5679647391,56,Center,5679647401,1,,5679665305,345,,5679647389,155,,5679647387,2,,5679647399,213,1.54,5679647393,140,91.5,5679647397,212,,,,,,,,,,,,35.2,,,,,,,,,,,,,,,,,,,,,,,,
2806136259,134,12,1,15,22,8eab5wbcnttsiosd1o8c71gmk,1,9.8,31.2,2025-04-26T12:22:20.879Z,2025-04-26T12:22:22Z,d34pugygez0vtpx1t8p5bnq0a,S. Sipola,,,5679647595,167,,5679647483,141,28.8,5679647487,213,3.28,5679647499,15,,5679647479,56,Back,5679647481,140,0.0,5679647485,212,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806136277,135,6,1,15,23,8eab5wbcnttsiosd1o8c71gmk,0,2.2,29.2,2025-04-26T12:22:21.729Z,2025-04-26T12:52:02Z,d34pugygez0vtpx1t8p5bnq0a,S. Sipola,,,5679647629,73,,5679647729,233,166,5679647627,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806136267,166,6,1,15,23,cy6zs39z79dcfbr4xzkp38z7q,1,97.8,70.8,2025-04-26T12:22:21.729Z,2025-04-26T12:52:01Z,5lx97p0c2ja9g4vjofjr2o5pl,J. Lehtonen,,,5679647615,73,,5679647673,233,135,5679647611,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806137589,168,16,1,16,4,cy6zs39z79dcfbr4xzkp38z7q,1,99.3,99.6,2025-04-26T12:23:03.257Z,2025-04-26T12:25:47Z,4votdnyh0srvboatz6a20d5p0,J. Paananen,,,5679658347,76,,5679655917,102,52.6,5679655127,374,2025-04-26 13:23:01.233,5679655131,375,16:02.575,5679655923,230,99.1,5679658345,120,,5679655107,263,,5679655919,103,8.9,5679654627,56,5679654625,69,,5679655111,25,5679655925,231,51.1,5679655921,458,,Left,,5679655115,20,,,,,,,,,,,,,,,,,,,,,
2806137495,136,1,1,17,13,8eab5wbcnttsiosd1o8c71gmk,1,49.9,50.3,2025-04-26T12:24:11.888Z,2025-04-26T12:28:29Z,50pntfz4g78co2q68kno332z9,J. Tuominen,,,5679654119,56,Back,5679659731,279,G,5679654123,141,23.3,5679654127,213,4.04,5679654125,212,23.5,5679666901,189,,5679654121,140,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806137519,137,1,1,17,15,8eab5wbcnttsiosd1o8c71gmk,1,29.8,23.0,2025-04-26T12:24:13.664Z,2025-04-26T12:28:34Z,d39zrjj1sao1lkkzief35sctl,F. Krebs,,,5679654263,212,12.6,5679654257,56,Back,5679654259,140,21.7,5679668517,189,,5679654261,141,36.6,5679654265,213,2.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806137573,138,1,1,17,16,8eab5wbcnttsiosd1o8c71gmk,1,21.7,36.6,2025-04-26T12:24:14.944Z,2025-04-26T12:28:42Z,d34pugygez0vtpx1t8p5bnq0a,S. Sipola,,,5679654533,141,57.0,5679654537,213,2.36,5679654535,212,19.7,5679654531,140,8.4,5679654529,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806140659,176,1,1,17,18,8eab5wbcnttsiosd1o8c71gmk,1,22.5,28.2,2025-04-26T12:24:16.985Z,2025-04-26T12:29:10Z,2fw3pz0v22kdbiognam8zsvoq,L. Kuittinen,,,5679670705,212,15.1,5679670699,56,Back,5679670701,140,13.5,5679670703,141,45.6,5679670707,213,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806137621,139,1,1,17,20,8eab5wbcnttsiosd1o8c71gmk,0,11.0,57.5,2025-04-26T12:24:18.978Z,2025-04-26T12:24:22Z,7oxxp38dxp40lby1kwg4xpn56,E. Huuhtanen,,,5679654793,213,0.01,5679654791,212,58.9,5679654787,140,67.1,5679654789,141,58.2,5679654783,157,,5679654795,1,,5679654785,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806137641,140,45,1,17,25,8eab5wbcnttsiosd1o8c71gmk,0,60.9,53.4,2025-04-26T12:24:23.712Z,2025-04-26T12:51:49Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5679654875,285,,5679673745,233,170,5679654873,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806137855,170,3,1,17,25,cy6zs39z79dcfbr4xzkp38z7q,1,39.1,46.6,2025-04-26T12:24:23.712Z,2025-04-26T12:51:48Z,3ajk1fh1r7rxjmsljdm5zs639,M. Pitkänen,,,5679673463,56,Back,5679673465,286,,5679673705,233,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806137865,172,1,1,17,26,cy6zs39z79dcfbr4xzkp38z7q,1,40.3,32.1,2025-04-26T12:24:25.030Z,2025-04-26T12:31:09Z,3ajk1fh1r7rxjmsljdm5zs639,M. Pitkänen,,,5679677309,141,11.1,5679677307,140,41.9,5679677313,213,4.83,5679677311,212,14.4,5679677305,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806137869,173,1,1,17,28,cy6zs39z79dcfbr4xzkp38z7q,1,43.0,12.7,2025-04-26T12:24:27.064Z,2025-04-26T12:31:20Z,a1dhi0sqw2yeffewd34n6z7fu,A. Dumbuya,,,5679678043,213,2.67,5679678041,212,16.2,5679678037,141,23.5,5679678033,140,29.3,5679678031,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806137875,174,1,1,17,29,cy6zs39z79dcfbr4xzkp38z7q,0,27.9,19.0,2025-04-26T12:24:28.102Z,2025-04-26T12:31:36Z,5lx97p0c2ja9g4vjofjr2o5pl,J. Lehtonen,,,5679678837,213,0.11,5679678829,56,Back,5679678833,141,22.1,5679678831,140,45.7,5679678835,212,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806137721,142,1,1,17,31,8eab5wbcnttsiosd1o8c71gmk,1,63.3,73.9,2025-04-26T12:24:29.681Z,2025-04-26T12:24:32Z,dlxtr9p8d7k733qhpq9qyydey,J. Yli-Kokko,,,5679655319,213,0.51,5679655317,212,15.1,5679655313,140,75.9,5679655311,56,Left,5679655315,141,84.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806137821,143,1,1,17,33,8eab5wbcnttsiosd1o8c71gmk,1,77.8,87.7,2025-04-26T12:24:31.890Z,2025-04-26T12:24:37Z,50pntfz4g78co2q68kno332z9,J. Tuominen,,,5679655847,212,11.7,5679655849,213,5.45,5679655843,140,85.3,5679655841,56,Center,5679655845,141,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806137907,144,1,1,17,39,8eab5wbcnttsiosd1o8c71gmk,1,79.6,70.2,2025-04-26T12:24:37.664Z,2025-04-26T12:24:42Z,dlxtr9p8d7k733qhpq9qyydey,J. Yli-Kokko,,,5679656145,141,83.0,5679656141,56,Left,5679656147,212,13.2,5679656149,213,0.72,5679656143,140,89.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806137859,171,43,1,17,40,cy6zs39z79dcfbr4xzkp38z7q,1,0.0,0.0,2025-04-26T12:24:39.520Z,2025-04-26T12:32:04Z,j4mqmt0lccgzq4nf87ljkoyy,J. Rennicks,,,5679674523,212,14.5,5679674517,56,Back,5679674519,140,44.9,5679674521,141,15.2,5679680135,144,1,5679674525,213,4.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806137921,145,1,1,17,43,8eab5wbcnttsiosd1o8c71gmk,0,99.4,76.0,2025-04-26T12:24:42.514Z,2025-04-26T12:24:43Z,arxu3yjspsjmmobkj92c79ze2,J. Niska,,,5679656193,2,,5679656199,140,96.3,5679656197,56,Center,5679656205,213,4.51,5679656195,155,,5679656203,212,16.5,5679656201,141,52.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806137931,183,12,1,17,45,cy6zs39z79dcfbr4xzkp38z7q,1,5.9,49.9,2025-04-26T12:24:43.665Z,2025-04-26T12:24:46Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,,5679656255,141,33.9,5679656259,213,5.22,5679656257,212,12.4,5679656253,140,11.6,5679656283,15,,5679656251,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806137997,184,12,1,17,47,cy6zs39z79dcfbr4xzkp38z7q,1,11.6,33.9,2025-04-26T12:24:46.241Z,2025-04-26T12:24:50Z,9rle4eqj5q7d4y7hgu570vgfd,N. Jokelainen,,,5679656595,141,44.5,5679656591,56,Back,5679656599,213,0.97,5679656597,212,8.7,5679656593,140,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806138001,185,4,1,17,51,cy6zs39z79dcfbr4xzkp38z7q,1,16.0,47.4,2025-04-26T12:24:50.577Z,2025-04-26T12:52:00Z,2iff45qvldope3itiwthnvgx6,O. Tiihonen,,,5679656639,265,,5679656633,13,,5679656637,152,,5679656867,233,146,5679656635,56,Back,5679656641,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806138031,146,4,1,17,51,8eab5wbcnttsiosd1o8c71gmk,0,84.0,52.6,2025-04-26T12:24:50.578Z,2025-04-26T12:52:00Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5679656849,286,,5679656843,56,Center,5679656847,265,,5679656875,233,185,5679656841,13,,5679656845,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806138789,186,1,1,18,52,cy6zs39z79dcfbr4xzkp38z7q,0,15.2,42.5,2025-04-26T12:25:51.265Z,2025-04-26T12:25:56Z,91fm2241o9p5nxo84p43tedhx,W. Eskelinen,,,5679660671,56,Center,5679660667,157,,5679660669,152,,5679660681,1,,5679660675,141,45.5,5679660677,212,57.3,5679660679,213,0.04,5679660673,140,69.7,5679660665,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806138793,147,44,1,18,56,8eab5wbcnttsiosd1o8c71gmk,1,30.2,59.5,2025-04-26T12:25:55.122Z,2025-04-26T12:51:56Z,2fw3pz0v22kdbiognam8zsvoq,L. Kuittinen,,,5679660701,56,Back,5679660777,233,187,5679660703,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806138797,187,44,1,18,56,cy6zs39z79dcfbr4xzkp38z7q,0,69.8,40.5,2025-04-26T12:25:55.123Z,2025-04-26T12:51:56Z,j4mqmt0lccgzq4nf87ljkoyy,J. Rennicks,,,5679660797,233,147,5679660717,56,Center,5679660719,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806138827,148,1,1,18,56,8eab5wbcnttsiosd1o8c71gmk,1,30.0,67.9,2025-04-26T12:25:55.536Z,2025-04-26T12:25:57Z,2fw3pz0v22kdbiognam8zsvoq,L. Kuittinen,,,5679660839,56,Back,5679660837,3,,5679660847,213,1.18,5679660843,141,81.4,5679660845,212,9.9,5679660841,140,33.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806138835,149,44,1,18,58,8eab5wbcnttsiosd1o8c71gmk,1,33.2,68.2,2025-04-26T12:25:56.896Z,2025-04-26T12:51:56Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5679660879,285,,5679660877,56,Back,5679660919,233,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806138821,188,44,1,18,58,cy6zs39z79dcfbr4xzkp38z7q,0,66.8,31.8,2025-04-26T12:25:56.897Z,2025-04-26T12:51:56Z,5lx97p0c2ja9g4vjofjr2o5pl,J. Lehtonen,,,5679660933,233,149,5679660831,286,,5679660829,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806138851,150,1,1,18,58,8eab5wbcnttsiosd1o8c71gmk,1,33.6,81.4,2025-04-26T12:25:57.417Z,2025-04-26T12:32:29Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5679660977,213,0.71,5679660973,141,94.4,5679660969,56,Back,5679660967,3,,5679660971,140,43.4,5679660975,212,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
