id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId
2738570549,213,1,1,26,15,8cfkisxf1fkxdqtt6tx1tup48,0,68.4,87.5,2024-10-25T17:26:37.193Z,2024-10-28T18:58:08Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,5323246711,72,,5310867357,212,32.8,5310867361,1,,5310867349,155,,5323246709,224,,5310867355,141,53.7,5310867347,2,,5310867353,140,90.7,5310867351,56,Center,5310867359,213,,,,,,,5.51,,,,,,,,,,,,,,
2738570553,242,12,1,26,16,b8oqgvx1ijeyn6y1cn6929ix4,1,7.7,43.0,2024-10-25T17:26:37.438Z,2024-10-28T18:58:13Z,dqssvdpt2iwg8qn9wto3miind,A. Leifsson,,,5310867377,140,26.0,5310867379,141,30.6,5310867401,15,,5310867375,56,Back,5310867383,213,5.87,5310867381,212,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738570567,214,44,1,26,18,8cfkisxf1fkxdqtt6tx1tup48,1,70.7,67.4,2024-10-25T17:26:39.400Z,2024-10-28T18:58:21Z,67p0s4o54xcmiustgy8k5gljo,S. Hald,,,5310867557,233,243,5310867477,56,Center,5310867479,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738570571,243,44,1,26,18,b8oqgvx1ijeyn6y1cn6929ix4,0,29.3,32.6,2024-10-25T17:26:39.401Z,2024-10-28T18:58:24Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5310867563,233,214,5310867487,56,Back,5310867489,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738570573,215,1,1,26,19,8cfkisxf1fkxdqtt6tx1tup48,0,70.2,65.2,2024-10-25T17:26:40.777Z,2024-10-28T18:58:36Z,67p0s4o54xcmiustgy8k5gljo,S. Hald,,,5323247821,213,6.00,5323247815,140,84.9,5323247819,212,16.1,5310867495,56,Center,5323247817,141,58.7,5323247813,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738570601,244,12,1,26,20,b8oqgvx1ijeyn6y1cn6929ix4,1,10.7,33.6,2024-10-25T17:26:41.629Z,2024-10-28T18:58:38Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5310867633,213,5.90,5310867631,212,17.6,5310867673,15,,5310867627,140,26.3,5310867625,56,Back,5310867629,141,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738570605,216,44,1,26,22,8cfkisxf1fkxdqtt6tx1tup48,1,70.5,73.0,2024-10-25T17:26:43.640Z,2024-10-28T18:58:43Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5310867655,56,Center,5310867657,286,,5310867749,233,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738570619,245,44,1,26,22,b8oqgvx1ijeyn6y1cn6929ix4,0,29.5,27.0,2024-10-25T17:26:43.641Z,2024-10-28T18:58:45Z,dyzzo6n83rg4fpvmqqa69moes,A. Beck,,,5310867741,285,,5310867781,233,216,5310867739,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738570611,217,1,1,26,23,8cfkisxf1fkxdqtt6tx1tup48,1,65.1,68.2,2024-10-25T17:26:45.073Z,2024-10-28T18:58:48Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5310867709,213,0.40,5310867701,56,Center,5310867703,140,71.0,5310867705,141,72.1,5310867707,212,6.7,5310867699,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738570631,218,1,1,26,24,8cfkisxf1fkxdqtt6tx1tup48,1,71.0,72.1,2024-10-25T17:26:46.057Z,2024-10-28T18:58:55Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,5310867813,213,2.39,5310867811,212,18.4,5310867805,56,Left,5310867809,141,90.6,5310867807,140,58.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738570651,219,1,1,26,25,8cfkisxf1fkxdqtt6tx1tup48,1,57.7,91.7,2024-10-25T17:26:46.312Z,2024-10-28T18:58:59Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5310867935,141,96.3,5310867941,213,0.47,5310867931,140,63.5,5310867939,212,6.8,5310867929,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738570687,220,1,1,26,26,8cfkisxf1fkxdqtt6tx1tup48,1,63.5,96.3,2024-10-25T17:26:48.168Z,2024-10-28T18:59:03Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5310868113,213,3.27,5310868111,212,11.5,5310868105,56,Left,5310868109,141,94.2,5310868107,140,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738570701,221,1,1,26,30,8cfkisxf1fkxdqtt6tx1tup48,1,52.8,94.2,2024-10-25T17:26:51.304Z,2024-10-28T18:59:15Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5310868249,56,Center,5310868255,212,12.4,5310868259,213,4.70,5310868253,141,75.9,5310868251,140,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738570629,246,43,1,26,31,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2024-10-25T17:26:53.094Z,2024-10-25T19:35:29Z,f58yr2jmfp8kpgprfxbokt1t6,M. Vestergård,,,5311617631,144,1,5310867799,141,12.3,5310867795,56,Back,5310867801,212,15.5,5310867803,213,5.58,5310867797,140,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738570723,222,1,1,26,36,8cfkisxf1fkxdqtt6tx1tup48,1,46.7,53.1,2024-10-25T17:26:57.969Z,2024-10-28T18:59:28Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5310868389,140,53.1,5310868387,56,Center,5310868393,212,9.9,5310868391,141,42.4,5310868395,213,5.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738570755,223,1,1,26,38,8cfkisxf1fkxdqtt6tx1tup48,1,51.0,47.2,2024-10-25T17:27:00.072Z,2024-10-28T18:59:39Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5310868589,213,0.79,5310868583,140,58.5,5310868581,56,Center,5310868585,141,59.0,5310868587,212,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738570767,224,1,1,26,40,8cfkisxf1fkxdqtt6tx1tup48,0,60.2,59.0,2024-10-25T17:27:01.496Z,2024-10-28T18:59:51Z,67p0s4o54xcmiustgy8k5gljo,S. Hald,,,5310868655,212,27.0,5310868649,56,Center,5310868651,140,83.2,5310868653,141,41.3,5310868657,213,5.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738570837,248,1,1,26,44,b8oqgvx1ijeyn6y1cn6929ix4,1,13.3,67.5,2024-10-25T17:27:05.380Z,2024-10-28T18:59:59Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5310869067,56,Back,5310869075,213,3.84,5310869069,140,2.9,5310869071,141,53.9,5310869073,212,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738570861,249,1,1,26,48,b8oqgvx1ijeyn6y1cn6929ix4,0,2.4,48.8,2024-10-25T17:27:10.117Z,2024-10-28T19:00:09Z,52vwj2s29n7wngablotd7pboq,J. Ægidius,,,5310869229,213,0.23,5310869221,56,Back,5310869227,212,47.9,5310869223,140,46.8,5310869217,157,,5310869231,1,,5310869225,141,64.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738570867,250,44,1,26,50,b8oqgvx1ijeyn6y1cn6929ix4,1,47.8,62.8,2024-10-25T17:27:11.906Z,2024-10-28T19:00:16Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5310869265,56,Back,5310869267,285,,5310869311,233,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738570869,225,44,1,26,50,8cfkisxf1fkxdqtt6tx1tup48,0,52.2,37.2,2024-10-25T17:27:11.907Z,2024-10-28T19:00:18Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5310869301,233,250,5310869271,286,,5310869269,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738570883,251,1,1,26,51,b8oqgvx1ijeyn6y1cn6929ix4,0,46.3,65.8,2024-10-25T17:27:12.581Z,2024-10-28T19:00:25Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5310975089,140,47.6,5310975095,213,0.00,5310869357,56,Back,5310975093,212,1.4,5310975091,141,65.8,5310975087,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738570873,226,61,1,26,52,8cfkisxf1fkxdqtt6tx1tup48,1,50.1,41.0,2024-10-25T17:27:13.777Z,2024-10-28T19:00:30Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5310869287,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738570913,252,1,1,26,55,b8oqgvx1ijeyn6y1cn6929ix4,1,43.8,69.0,2024-10-25T17:27:16.724Z,2024-10-28T19:00:40Z,4uuqid6t4nspn0wspyltz3bx0,J. Musbaudeen,,,5310869491,56,Center,5310869497,141,63.1,5310869493,140,58.3,5310869501,212,15.7,5310869503,213,6.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738570921,253,1,1,26,59,b8oqgvx1ijeyn6y1cn6929ix4,0,58.3,63.1,2024-10-25T17:27:20.413Z,2024-10-28T19:00:49Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5310869519,56,Center,5310869525,141,24.9,5310869531,213,5.04,5310869517,155,,5310869521,140,66.7,5310869529,212,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738570927,227,1,1,27,0,8cfkisxf1fkxdqtt6tx1tup48,1,25.4,72.3,2024-10-25T17:27:21.664Z,2024-10-28T19:00:53Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5310869561,212,15.8,5310869563,213,0.43,5310869557,140,39.1,5310869553,3,,5310869559,141,82.0,5310869555,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738571005,229,1,1,27,6,8cfkisxf1fkxdqtt6tx1tup48,1,52.1,82.4,2024-10-25T17:27:27.952Z,2024-10-28T19:01:08Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,5310869999,56,Back,5310870001,140,32.5,5310870003,141,81.5,5310870007,213,3.17,5310870005,212,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738571041,230,1,1,27,7,8cfkisxf1fkxdqtt6tx1tup48,1,33.4,81.1,2024-10-25T17:27:28.664Z,2024-10-28T19:01:14Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5310870197,140,34.0,5310870201,212,9.0,5310870203,213,4.78,5310870199,141,67.9,5310870195,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738571105,231,1,1,27,13,8cfkisxf1fkxdqtt6tx1tup48,1,45.7,58.7,2024-10-25T17:27:34.272Z,2024-10-28T19:01:25Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5310870561,140,58.5,5310870563,141,90.9,5310870565,212,25.7,5310870567,213,1.02,5310870559,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738571109,232,1,1,27,20,8cfkisxf1fkxdqtt6tx1tup48,0,76.5,89.0,2024-10-25T17:27:41.600Z,2024-10-28T19:02:18Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5310870581,140,99.3,5310870583,141,50.7,5323255837,224,,5310870585,212,35.4,5310870575,2,,5323255841,72,,5310870641,1,,5310870587,213,5.46,5310870579,56,Center,,,,,,,,,,,,,,,,,,,,,,,
2738571125,254,52,1,27,21,b8oqgvx1ijeyn6y1cn6929ix4,1,3.2,48.8,2024-10-25T17:27:42.549Z,2024-10-28T19:02:08Z,52vwj2s29n7wngablotd7pboq,J. Ægidius,,,5323255341,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738571233,256,1,1,27,38,b8oqgvx1ijeyn6y1cn6929ix4,0,9.0,57.2,2024-10-25T17:27:59.843Z,2024-10-28T19:02:35Z,52vwj2s29n7wngablotd7pboq,J. Ægidius,,,5310871301,157,,5310871315,1,,5310871303,198,,5310871309,141,63.7,5310871313,213,0.07,5310871305,56,Center,5310871311,212,64.0,5310871307,140,69.8,,,,,,,,,,,,,,,,,,,,,,,,,,
2738571289,234,1,1,27,47,8cfkisxf1fkxdqtt6tx1tup48,1,20.6,33.4,2024-10-25T17:28:08.928Z,2024-10-28T19:02:50Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5310871565,212,25.5,5310871563,141,69.1,5310871561,140,27.9,5310871567,213,1.26,5310871559,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738571313,235,1,1,27,49,8cfkisxf1fkxdqtt6tx1tup48,1,27.9,69.1,2024-10-25T17:28:10.648Z,2024-10-28T19:02:56Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5310871733,212,11.3,5310871731,141,53.4,5310871727,56,Back,5310871735,213,5.04,5310871729,140,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738571321,236,1,1,27,54,8cfkisxf1fkxdqtt6tx1tup48,1,35.1,52.1,2024-10-25T17:28:15.680Z,2024-10-28T19:03:05Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5310871797,56,Back,5310871803,212,11.7,5310871801,141,35.8,5310871799,140,38.6,5310871805,213,5.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738571367,237,1,1,27,56,8cfkisxf1fkxdqtt6tx1tup48,1,38.6,35.8,2024-10-25T17:28:17.312Z,2024-10-28T19:03:10Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5310872085,140,30.2,5310872089,212,16.7,5310872091,213,2.13,5310872087,141,56.6,5310872083,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738571385,238,1,1,28,5,8cfkisxf1fkxdqtt6tx1tup48,1,43.4,55.8,2024-10-25T17:28:26.488Z,2024-10-28T19:03:23Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5310872177,213,1.80,5310872175,212,19.5,5310872173,141,83.8,5310872171,140,39.2,5310872169,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738571419,239,1,1,28,5,8cfkisxf1fkxdqtt6tx1tup48,1,39.2,83.8,2024-10-25T17:28:27.121Z,2024-10-28T19:03:30Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5310872365,213,3.74,5310872363,212,21.9,5310872357,141,65.7,5310872355,140,21.9,5310872353,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738571473,240,1,1,28,8,8cfkisxf1fkxdqtt6tx1tup48,1,21.9,65.7,2024-10-25T17:28:30.072Z,2024-10-28T19:03:36Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5310872665,141,36.6,5310872669,213,4.90,5310872663,140,25.5,5310872661,56,Back,5310872667,212,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738571501,241,1,1,28,14,8cfkisxf1fkxdqtt6tx1tup48,0,31.1,36.6,2024-10-25T17:28:35.872Z,2024-10-28T19:03:45Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5310872825,140,72.5,5310872823,56,Center,5310872821,155,,5310872829,212,51.8,5310872833,1,,5310872831,213,0.58,5310872827,141,78.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738571531,257,1,1,28,17,b8oqgvx1ijeyn6y1cn6929ix4,0,21.6,19.2,2024-10-25T17:28:38.372Z,2024-10-28T19:03:52Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5310873039,141,11.6,5310873031,3,,5310873033,56,Back,5310873043,212,13.8,5310873035,140,33.8,5310873047,213,5.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738571563,242,1,1,28,20,8cfkisxf1fkxdqtt6tx1tup48,1,70.4,87.1,2024-10-25T17:28:41.664Z,2024-10-28T19:04:00Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5310873195,140,53.4,5310873193,56,Left,5310873203,212,18.0,5310873205,213,3.03,5310873197,141,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738571631,243,1,1,28,24,8cfkisxf1fkxdqtt6tx1tup48,1,53.4,90.0,2024-10-25T17:28:45.960Z,2024-10-28T19:04:08Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5310873619,56,Back,5310873625,212,11.8,5310873621,140,47.8,5310873627,213,4.19,5310873623,141,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738571647,244,1,1,28,33,8cfkisxf1fkxdqtt6tx1tup48,1,65.0,45.2,2024-10-25T17:28:54.488Z,2024-10-28T19:04:23Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5310873709,140,64.3,5310873715,213,4.65,5310873713,212,12.4,5310873711,141,27.0,5310873707,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738571671,245,1,1,28,35,8cfkisxf1fkxdqtt6tx1tup48,1,64.3,27.0,2024-10-25T17:28:56.623Z,2024-10-28T19:05:53Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5310873861,213,2.19,5310873857,141,45.1,5310873853,56,Center,5310873859,212,15.1,5310873855,140,55.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738571699,246,1,1,28,38,8cfkisxf1fkxdqtt6tx1tup48,1,55.9,45.1,2024-10-25T17:29:00.057Z,2024-10-28T19:06:01Z,67p0s4o54xcmiustgy8k5gljo,S. Hald,,,5310873995,212,15.7,5310873993,141,30.3,5310873997,213,3.84,5310873991,140,44.4,5310873989,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738571739,247,1,1,28,40,8cfkisxf1fkxdqtt6tx1tup48,1,44.4,30.3,2024-10-25T17:29:01.264Z,2024-10-28T19:06:15Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5310874165,140,56.8,5310874169,212,13.9,5310874171,213,0.36,5310874163,56,Center,5310874167,141,37.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738571761,248,1,1,28,41,8cfkisxf1fkxdqtt6tx1tup48,1,56.3,42.1,2024-10-25T17:29:02.968Z,2024-10-28T19:06:18Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5310874305,140,43.0,5310874311,213,2.29,5310874303,56,Back,5310874307,141,65.5,5310874309,212,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738571779,249,1,1,28,43,8cfkisxf1fkxdqtt6tx1tup48,1,43.0,65.5,2024-10-25T17:29:04.935Z,2024-10-28T19:06:25Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5310874415,141,87.5,5310874417,212,20.7,5310874413,140,56.6,5310874411,56,Left,5310874419,213,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738571807,250,1,1,28,44,8cfkisxf1fkxdqtt6tx1tup48,0,56.7,91.5,2024-10-25T17:29:06.015Z,2024-10-28T19:06:43Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5310874599,212,14.4,5310874601,213,5.90,5310874597,141,83.6,5310874593,56,Left,5310874595,140,69.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738571813,258,1,1,28,50,b8oqgvx1ijeyn6y1cn6929ix4,0,25.4,23.5,2024-10-25T17:29:11.551Z,2024-10-28T19:07:03Z,dqssvdpt2iwg8qn9wto3miind,A. Leifsson,,,5310970533,1,,5310970531,213,6.11,5310970563,286,,5310970525,140,27.6,5310970523,157,,5310874641,56,Back,5310970557,236,,5310970527,141,22.9,5310970529,212,2.3,5310970559,233,,,,,,,251,,,,,,,,,,,,,,
2738571809,251,74,1,28,50,8cfkisxf1fkxdqtt6tx1tup48,1,66.1,80.6,2024-10-25T17:29:11.552Z,2024-10-28T19:07:05Z,3mgrufy83uhzs9liw8pwxi784,G. Larsen,,,5310874615,56,Left,5310967717,285,,5310970589,233,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738571831,252,1,1,28,56,8cfkisxf1fkxdqtt6tx1tup48,0,66.2,95.7,2024-10-25T17:29:17.655Z,2024-10-28T19:07:25Z,3mgrufy83uhzs9liw8pwxi784,G. Larsen,,,5310874755,213,4.96,5310874751,141,74.7,5310874747,56,Center,5310874753,212,14.7,5310874749,140,69.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738571857,260,1,1,28,58,b8oqgvx1ijeyn6y1cn6929ix4,1,27.8,35.5,2024-10-25T17:29:19.354Z,2024-10-28T19:07:35Z,f58yr2jmfp8kpgprfxbokt1t6,M. Vestergård,,,5310874921,140,7.7,5310874923,141,40.6,5310874927,213,2.98,5310874925,212,21.4,5310874919,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738589573,413,43,1,28,59,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2024-10-25T17:29:20.228Z,2024-10-25T17:55:47Z,dqssvdpt2iwg8qn9wto3miind,A. Leifsson,,,5310970191,140,27.1,5310970193,141,27.0,5310970187,157,0,5310970199,1,0,5310970195,212,0,5310970189,56,Back,5310970197,213,3.14,5310970259,144,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2738571909,261,1,1,29,1,b8oqgvx1ijeyn6y1cn6929ix4,1,7.8,39.8,2024-10-25T17:29:22.610Z,2024-10-28T19:08:14Z,52vwj2s29n7wngablotd7pboq,J. Ægidius,,,5310875185,157,,5310875197,1,,5310875189,140,61.7,5310875195,213,5.97,5310875193,212,59.5,5310875191,141,12.6,5310875187,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738571917,262,44,1,29,2,b8oqgvx1ijeyn6y1cn6929ix4,1,60.1,17.3,2024-10-25T17:29:23.887Z,2024-10-28T19:08:23Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5310875275,233,253,5310875225,286,,5310875223,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738571899,253,44,1,29,2,8cfkisxf1fkxdqtt6tx1tup48,0,39.9,82.7,2024-10-25T17:29:23.888Z,2024-10-28T19:08:25Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5310875153,56,Back,5310875283,233,262,5310875155,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738571921,263,1,1,29,3,b8oqgvx1ijeyn6y1cn6929ix4,0,61.7,12.6,2024-10-25T17:29:24.890Z,2024-10-28T19:10:09Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5310875249,141,25.2,5310875243,168,,5310875241,3,,5310875245,56,Center,5310875247,140,68.4,5310875253,213,0.88,5310875251,212,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738571939,255,1,1,29,6,8cfkisxf1fkxdqtt6tx1tup48,0,40.5,68.8,2024-10-25T17:29:27.587Z,2024-10-28T19:10:18Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5310875331,212,9.0,5310875333,213,4.75,5310875325,56,Back,5310875327,140,40.8,5310875329,141,55.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738571993,256,45,1,29,10,8cfkisxf1fkxdqtt6tx1tup48,0,35.8,44.4,2024-10-25T17:29:31.269Z,2024-10-28T19:39:31Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5310875627,56,Back,5310875629,285,,5310875655,233,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738571979,264,3,1,29,10,b8oqgvx1ijeyn6y1cn6929ix4,1,64.2,55.6,2024-10-25T17:29:31.269Z,2024-10-28T19:10:33Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5323278601,465,,5310875555,286,,5310875551,56,Center,5310875633,233,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738572061,266,1,1,29,14,b8oqgvx1ijeyn6y1cn6929ix4,1,73.4,65.1,2024-10-25T17:29:35.362Z,2024-10-28T19:10:50Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5310875993,212,18.3,5310875991,141,82.4,5310875987,56,Left,5310875995,213,0.70,5310875989,140,86.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738572081,267,1,1,29,20,b8oqgvx1ijeyn6y1cn6929ix4,1,87.3,83.9,2024-10-25T17:29:41.313Z,2024-10-28T19:10:55Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,1.0,,5310876137,213,4.21,5310876129,56,Center,5310876133,141,70.8,5310876131,140,82.6,5310878291,210,14,5310876135,212,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738572083,268,14,1,29,22,b8oqgvx1ijeyn6y1cn6929ix4,1,80.8,70.1,2024-10-25T17:29:43.282Z,2024-10-28T19:11:05Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5310878313,102,49.6,5310878305,74,,5310878315,103,40.5,5310876155,22,,5310878317,215,,5310877911,72,,5310876157,18,,5310878307,29,,5310876159,56,Center,5310878319,230,5310878309,55,267,5310878321,231,50.4,98.2,,,,,,,,,,,,,,
2738572105,257,1,1,29,24,8cfkisxf1fkxdqtt6tx1tup48,0,6.4,60.5,2024-10-25T17:29:45.536Z,2024-10-28T19:11:11Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5310876287,141,68.5,5310876291,213,0.88,5310876293,1,,5310876285,140,10.7,5310876283,56,Back,5310876281,157,,5310876289,212,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
