id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value
2802140483,176,5,1,18,49,b8oqgvx1ijeyn6y1cn6929ix4,0,59.2,-1.8,2025-04-17T11:19:11.842Z,2025-04-17T13:12:16Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5657621311,347,,5657621309,56,Right,5657621647,233,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802140537,193,5,1,18,49,dbl7ir1qugqz8nvp1vzn8im50,1,40.8,101.8,2025-04-17T11:19:11.842Z,2025-04-17T13:12:16Z,2uw6m0yavlvkkiob73hoywb56,G. Grubbe,,,5657621625,347,,5657621631,233,176,5657621623,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802140511,177,18,1,19,2,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2025-04-17T11:19:24.860Z,2025-04-17T15:14:18Z,b55jtl3ixolidn6cvc4t90efo,J. Vadstrup,,,5657621483,44,Defender,5657621509,55,178,5657868389,41,,5657621485,59,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802140513,178,19,1,19,2,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2025-04-17T11:19:24.861Z,2025-04-17T15:14:17Z,9delpquqv81o7ftrgefb0wpp0,L. Callø,,,5657868385,41,,5657621495,145,5,5657621505,55,177,5657621499,292,4,5657621503,44,Defender,5657621497,59,30,5657621501,293,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802140549,194,1,1,19,16,dbl7ir1qugqz8nvp1vzn8im50,1,39.6,100.0,2025-04-17T11:19:38.640Z,2025-04-17T11:19:42Z,bxamae8lo647u6k3kruigir8q,A. Sørensen,,,5657621663,107,,5657621675,1,,5657621679,189,,5657621673,213,6.04,5657621669,141,92.4,5657621665,56,Left,5657621667,140,64.6,5657621671,212,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802140551,195,61,1,19,17,dbl7ir1qugqz8nvp1vzn8im50,0,64.6,92.4,2025-04-17T11:19:39.748Z,2025-04-17T11:49:48Z,5vwzliaibdlhfm38g8v5z0r8p,J. Grot,,,5657621681,56,Left,5657621729,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802140571,179,5,1,19,20,b8oqgvx1ijeyn6y1cn6929ix4,1,33.6,-2.0,2025-04-17T11:19:42.513Z,2025-04-17T13:12:16Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5657621799,56,Back,5657621817,233,196,5657621801,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802140555,196,5,1,19,20,dbl7ir1qugqz8nvp1vzn8im50,0,66.4,102.0,2025-04-17T11:19:42.513Z,2025-04-17T13:12:17Z,5vwzliaibdlhfm38g8v5z0r8p,J. Grot,,,5657621833,233,179,5657621699,56,Left,5657621701,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802140577,180,1,1,19,27,b8oqgvx1ijeyn6y1cn6929ix4,1,34.9,0.0,2025-04-17T11:19:49.288Z,2025-04-17T11:19:51Z,9delpquqv81o7ftrgefb0wpp0,L. Callø,,,5657621843,141,7.4,5657621845,212,9.6,5657621839,56,Back,5657621837,107,,5657621841,140,41.7,5657621847,213,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802140581,181,1,1,19,28,b8oqgvx1ijeyn6y1cn6929ix4,0,41.7,7.4,2025-04-17T11:19:50.712Z,2025-04-17T11:19:52Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5657621861,212,8.6,5657621863,213,3.45,5657621855,56,Back,5657621859,141,3.5,5657621857,140,33.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802140583,197,1,1,19,30,dbl7ir1qugqz8nvp1vzn8im50,0,63.0,95.5,2025-04-17T11:19:52.096Z,2025-04-18T13:05:58Z,15jhbyn4wsbd865fd9djcwaok,W. Martin,,,5657621865,56,Left,5658931295,140,65.8,5658931305,213,0.31,5658931297,141,96.9,5658931301,212,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802140587,182,61,1,19,31,b8oqgvx1ijeyn6y1cn6929ix4,1,36.0,6.4,2025-04-17T11:19:53.097Z,2025-04-18T13:05:55Z,9delpquqv81o7ftrgefb0wpp0,L. Callø,,,5657621881,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802140591,183,5,1,19,31,b8oqgvx1ijeyn6y1cn6929ix4,0,34.9,-1.4,2025-04-17T11:19:53.872Z,2025-04-17T13:12:17Z,9delpquqv81o7ftrgefb0wpp0,L. Callø,,,5657621901,347,,5657621899,56,Back,5657622015,233,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802140613,198,5,1,19,31,dbl7ir1qugqz8nvp1vzn8im50,1,65.1,101.4,2025-04-17T11:19:53.872Z,2025-04-17T11:20:03Z,15jhbyn4wsbd865fd9djcwaok,W. Martin,,,5657622011,233,183,5657622001,347,,5657621999,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802140617,199,1,1,19,39,dbl7ir1qugqz8nvp1vzn8im50,1,63.7,100.0,2025-04-17T11:20:01.631Z,2025-04-17T11:20:05Z,bxamae8lo647u6k3kruigir8q,A. Sørensen,,,5657622049,56,Left,5657622055,212,17.4,5657622053,141,86.8,5657622057,213,5.65,5657622047,107,,5657622051,140,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802140619,200,61,1,19,43,dbl7ir1qugqz8nvp1vzn8im50,0,85.6,91.8,2025-04-17T11:20:05.640Z,2025-04-17T11:20:06Z,5vwzliaibdlhfm38g8v5z0r8p,J. Grot,,,5657622063,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802140655,184,5,1,19,43,b8oqgvx1ijeyn6y1cn6929ix4,1,21.4,-1.8,2025-04-17T11:20:05.912Z,2025-04-17T13:12:17Z,9delpquqv81o7ftrgefb0wpp0,L. Callø,,,5657622235,347,,5657622245,233,201,5657622233,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802140621,201,5,1,19,43,dbl7ir1qugqz8nvp1vzn8im50,0,78.6,101.8,2025-04-17T11:20:05.912Z,2025-04-17T13:12:18Z,5vwzliaibdlhfm38g8v5z0r8p,J. Grot,,,5657622065,56,Left,5657622067,347,,5657622253,233,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802140669,185,1,1,19,58,b8oqgvx1ijeyn6y1cn6929ix4,0,27.0,0.0,2025-04-17T11:20:20.887Z,2025-04-17T11:20:26Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5657622299,140,57.2,5657622295,107,,5657622307,1,,5657622301,141,10.0,5657622305,213,0.25,5657622303,212,32.7,5657622297,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802140663,202,44,1,20,2,dbl7ir1qugqz8nvp1vzn8im50,1,38.8,85.1,2025-04-17T11:20:24.335Z,2025-04-17T13:04:42Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5657622283,285,,5657622317,233,186,5657622281,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802140671,186,44,1,20,2,b8oqgvx1ijeyn6y1cn6929ix4,0,61.2,14.9,2025-04-17T11:20:24.336Z,2025-04-17T13:04:42Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5657622315,286,,5657622321,233,202,5657622313,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802140667,203,12,1,20,2,dbl7ir1qugqz8nvp1vzn8im50,1,36.8,86.3,2025-04-17T11:20:24.503Z,2025-04-18T13:06:52Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5657622291,212,7.6,5657622287,140,43.4,5657622311,15,,5657622293,213,5.85,5657622285,56,Back,5657622289,141,81.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802366689,871,61,1,20,3,b8oqgvx1ijeyn6y1cn6929ix4,1,56.2,16.1,2025-04-17T11:20:25.885Z,2025-04-18T13:06:49Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5658932649,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802140673,187,1,1,20,4,b8oqgvx1ijeyn6y1cn6929ix4,0,45.0,17.9,2025-04-17T11:20:26.991Z,2025-04-17T11:20:27Z,423hv4unq5vvnp7kecv6wp3is,M. Saaby,,,5657622333,213,0.16,5657622331,212,9.3,5657622327,140,53.7,5657622329,141,20.1,5657622325,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802140675,204,61,1,20,5,dbl7ir1qugqz8nvp1vzn8im50,0,31.5,69.4,2025-04-17T11:20:27.915Z,2025-04-17T11:50:25Z,2uw6m0yavlvkkiob73hoywb56,G. Grubbe,,,5657622339,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802140681,188,1,1,20,7,b8oqgvx1ijeyn6y1cn6929ix4,1,59.2,26.5,2025-04-17T11:20:29.567Z,2025-04-17T11:20:35Z,b6l4m6bmqgil9bjjov4tnuivo,C. Palm,,,5657622385,213,0.92,5657622377,56,Center,5657622383,212,34.5,5657622387,1,,5657622379,140,79.2,5657622381,141,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802140687,189,1,1,20,13,b8oqgvx1ijeyn6y1cn6929ix4,1,85.5,68.8,2025-04-17T11:20:35.247Z,2025-04-17T11:21:04Z,4zpmxlmdfa5wx79cr0q14pfx1,M. Olsen,1.0,,5657622409,141,51.5,5657622405,56,Center,5657622799,154,,5657622413,213,4.73,5657622797,210,15,5657622411,212,11.8,5657622407,140,85.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802140689,190,15,1,20,14,b8oqgvx1ijeyn6y1cn6929ix4,1,85.6,51.3,2025-04-17T11:20:36.647Z,2025-04-17T14:40:28Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5657622825,231,49.3,5657622807,29,,5657622847,233,205,5657622723,82,,5657622419,17,,5657622819,146,90.3,5657622815,102,49.5,5657622811,55,189,5657622417,22,,5657622817,103,19,5657622719,72,5657622823,230,98.0,,5657622809,154,5657622805,78,,,5657622821,147,5657622421,56,50.7,Center,,,,,,,,,
2802140691,205,10,1,20,14,dbl7ir1qugqz8nvp1vzn8im50,1,8.8,50.7,2025-04-17T11:20:36.747Z,2025-04-18T13:07:52Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5657622887,233,190,5657622435,56,Back,5657622433,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802140703,206,44,1,20,17,dbl7ir1qugqz8nvp1vzn8im50,1,16.2,35.0,2025-04-17T11:20:39.423Z,2025-04-17T13:04:43Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5657622493,233,191,5657622473,285,,5657622471,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802140699,191,44,1,20,17,b8oqgvx1ijeyn6y1cn6929ix4,0,83.8,65.0,2025-04-17T11:20:39.424Z,2025-04-17T13:04:43Z,4zpmxlmdfa5wx79cr0q14pfx1,M. Olsen,,,5657622451,56,Center,5657622453,286,,5657622517,233,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802140705,207,12,1,20,18,dbl7ir1qugqz8nvp1vzn8im50,1,16.7,35.7,2025-04-17T11:20:40.280Z,2025-04-17T11:50:38Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5657622483,213,5.68,5657622485,15,,5657622477,140,28.9,5657622481,212,15.6,5657622475,56,Back,5657622479,141,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802140715,192,1,1,20,20,b8oqgvx1ijeyn6y1cn6929ix4,1,74.9,72.1,2025-04-17T11:20:42.271Z,2025-04-17T11:20:58Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,1.0,,5657622551,140,79.2,5657622689,210,13,5657622557,213,6.06,5657622553,141,70.6,5657622555,212,4.6,5657622549,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802140717,193,13,1,20,23,b8oqgvx1ijeyn6y1cn6929ix4,1,81.8,55.2,2025-04-17T11:20:45.303Z,2025-04-18T13:08:35Z,b6l4m6bmqgil9bjjov4tnuivo,C. Palm,,,5657622711,231,51.3,5657622699,55,192,5657622593,20,,5657622565,56,Center,5657622709,230,97.3,5657622705,103,70.8,5658935547,120,,5657622707,215,,5657622561,22,,5657622703,102,42.7,5657622697,29,5657622563,18,,,5657844799,81,,,,,,,,,,,,,,,,,,,
2802140721,194,5,1,20,24,b8oqgvx1ijeyn6y1cn6929ix4,0,101.6,45.1,2025-04-17T11:20:46.457Z,2025-04-17T13:12:19Z,b6l4m6bmqgil9bjjov4tnuivo,C. Palm,,,5657622737,233,208,5657622591,346,,5657622589,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802140739,208,5,1,20,24,dbl7ir1qugqz8nvp1vzn8im50,1,-1.6,54.9,2025-04-17T11:20:46.457Z,2025-04-17T13:12:18Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5657622733,233,194,5657622727,346,,5657622725,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802140743,209,1,1,20,38,dbl7ir1qugqz8nvp1vzn8im50,1,4.5,50.3,2025-04-17T11:21:00.984Z,2025-04-17T11:21:03Z,2g019dl7zougqjo7usig0rf11,M. Hansen,,,5657622751,213,0.45,5657622747,141,68.1,5657622741,124,,5657622743,56,Back,5657622769,189,,5657622755,237,,5657622749,212,27.6,5657622745,140,28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802140753,210,1,1,20,40,dbl7ir1qugqz8nvp1vzn8im50,1,28.1,68.1,2025-04-17T11:21:02.816Z,2025-04-17T11:21:04Z,2uw6m0yavlvkkiob73hoywb56,G. Grubbe,,,5657622839,141,92.7,5657622835,140,18.8,5657622831,56,Back,5657622843,213,2.10,5657622841,212,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802140759,211,1,1,20,42,dbl7ir1qugqz8nvp1vzn8im50,0,18.8,92.7,2025-04-17T11:21:04.631Z,2025-04-17T11:21:07Z,bxamae8lo647u6k3kruigir8q,A. Sørensen,,,5657622877,141,92.3,5657622913,233,195,5657622919,286,,5657622911,236,,5657622873,56,Back,5657622881,213,6.17,5657622879,212,2.4,5657622875,140,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802140765,195,74,1,20,42,b8oqgvx1ijeyn6y1cn6929ix4,1,75.9,5.0,2025-04-17T11:21:04.632Z,2025-04-17T13:04:10Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5657622907,56,Right,5657622931,233,211,5657622909,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802140769,196,5,1,20,44,b8oqgvx1ijeyn6y1cn6929ix4,0,70.7,-1.4,2025-04-17T11:21:06.863Z,2025-04-17T13:12:19Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5657622951,56,Right,5657622999,233,212,5657622953,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802140781,212,5,1,20,44,dbl7ir1qugqz8nvp1vzn8im50,1,29.3,101.4,2025-04-17T11:21:06.863Z,2025-04-17T11:21:13Z,bxamae8lo647u6k3kruigir8q,A. Sørensen,,,5657622993,347,,5657622991,56,Back,5657622995,233,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802140785,213,1,1,20,50,dbl7ir1qugqz8nvp1vzn8im50,1,23.9,100.0,2025-04-17T11:21:12.199Z,2025-04-17T11:21:13Z,bxamae8lo647u6k3kruigir8q,A. Sørensen,,,5657623015,212,12.8,5657623009,56,Back,5657623013,141,86.8,5657623017,213,5.34,5657623007,107,,5657623011,140,31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802140787,214,1,1,20,51,dbl7ir1qugqz8nvp1vzn8im50,1,31.1,86.8,2025-04-17T11:21:13.551Z,2025-04-17T11:21:15Z,15jhbyn4wsbd865fd9djcwaok,W. Martin,,,5657623029,213,2.64,5657623025,141,90.8,5657623023,140,26.4,5657623035,156,,5657623021,56,Back,5657623027,212,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802140797,215,1,1,20,52,dbl7ir1qugqz8nvp1vzn8im50,0,26.4,90.8,2025-04-17T11:21:14.775Z,2025-04-17T11:21:19Z,bxamae8lo647u6k3kruigir8q,A. Sørensen,,,5657623095,213,5.91,5657623085,157,,5657623089,140,66.5,5657623093,212,45.2,5657623091,141,66.7,5657623087,56,Center,5657623097,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802140795,197,44,1,20,56,b8oqgvx1ijeyn6y1cn6929ix4,1,37.0,28.8,2025-04-17T11:21:18.054Z,2025-04-17T13:04:43Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5657623081,56,Back,5657623083,285,,5657623169,233,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802140801,216,44,1,20,56,dbl7ir1qugqz8nvp1vzn8im50,0,63.0,71.2,2025-04-17T11:21:18.055Z,2025-04-17T13:04:44Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5657623117,56,Center,5657623119,286,,5657623173,233,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802140805,198,12,1,20,56,b8oqgvx1ijeyn6y1cn6929ix4,1,42.5,21.6,2025-04-17T11:21:18.382Z,2025-04-17T11:26:11Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5657627227,15,,5657623185,212,14.6,5657623183,141,23.1,5657623181,140,56.4,5657623187,213,0.07,5657623179,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802140811,199,43,1,20,58,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2025-04-17T11:21:20.966Z,2025-04-18T13:09:29Z,423hv4unq5vvnp7kecv6wp3is,M. Saaby,,,5657623213,212,0.3,5657623209,140,56.6,5657623205,3,0,5657623215,213,0.77,5657623211,141,23.4,5658936763,144,1,5657623207,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802140807,217,44,1,20,59,dbl7ir1qugqz8nvp1vzn8im50,1,42.6,73.3,2025-04-17T11:21:21.278Z,2025-04-17T13:04:44Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5657623191,285,,5657623189,56,Back,5657623235,233,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802140815,200,44,1,20,59,b8oqgvx1ijeyn6y1cn6929ix4,0,57.4,26.7,2025-04-17T11:21:21.279Z,2025-04-17T13:04:45Z,423hv4unq5vvnp7kecv6wp3is,M. Saaby,,,5657623231,56,Center,5657623233,286,,5657623245,233,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802140813,218,1,1,20,59,dbl7ir1qugqz8nvp1vzn8im50,0,41.3,67.8,2025-04-17T11:21:21.503Z,2025-04-17T11:21:22Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5657623223,140,43.6,5657623227,212,2.5,5657623221,56,Back,5657623219,3,,5657623229,213,6.06,5657623225,141,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802140817,201,61,1,21,0,b8oqgvx1ijeyn6y1cn6929ix4,1,56.6,23.4,2025-04-17T11:21:22.073Z,2025-04-17T11:21:23Z,423hv4unq5vvnp7kecv6wp3is,M. Saaby,,,5657623243,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802140819,219,1,1,21,0,dbl7ir1qugqz8nvp1vzn8im50,1,40.5,66.4,2025-04-17T11:21:22.855Z,2025-04-17T11:21:32Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5657623259,140,52.1,5657623263,212,15.8,5657623265,213,5.59,5657623261,141,51.6,5657623399,155,,5657623257,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802140825,220,1,1,21,2,dbl7ir1qugqz8nvp1vzn8im50,0,52.1,51.6,2025-04-17T11:21:24.192Z,2025-04-17T11:21:27Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5657623307,1,,5657623301,141,58.2,5657623299,140,86.1,5657623295,157,,5657623297,56,Center,5657623303,212,36.0,5657623305,213,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802140829,202,52,1,21,5,b8oqgvx1ijeyn6y1cn6929ix4,1,15.0,33.4,2025-04-17T11:21:27.863Z,2025-04-18T13:09:46Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,5658937137,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802140843,203,1,1,21,7,b8oqgvx1ijeyn6y1cn6929ix4,1,14.4,36.1,2025-04-17T11:21:29.247Z,2025-04-17T11:21:36Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,5657623371,123,,5657623389,287,,5657623377,141,76.6,5657623379,212,31.0,5657623375,140,28.0,5657623381,213,1.09,5657623373,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802140861,204,1,1,21,14,b8oqgvx1ijeyn6y1cn6929ix4,1,45.4,82.1,2025-04-17T11:21:36.174Z,2025-04-17T11:21:38Z,4zpmxlmdfa5wx79cr0q14pfx1,M. Olsen,,,5657623517,141,81.1,5657623513,56,Back,5657623521,213,3.21,5657623515,140,35.8,5657623519,212,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802140865,205,1,1,21,16,b8oqgvx1ijeyn6y1cn6929ix4,1,35.8,81.1,2025-04-17T11:21:38.142Z,2025-04-17T11:21:41Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5657623545,56,Back,5657623549,141,69.1,5657623547,140,37.3,5657623551,212,8.3,5657623553,213,4.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802140875,206,1,1,21,18,b8oqgvx1ijeyn6y1cn6929ix4,1,38.2,62.0,2025-04-17T11:21:40.798Z,2025-04-17T11:21:44Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5657623613,212,16.0,5657623609,140,34.5,5657623615,213,4.47,5657623607,56,Back,5657623611,141,39.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802140883,207,1,1,21,21,b8oqgvx1ijeyn6y1cn6929ix4,1,35.7,37.4,2025-04-17T11:21:43.838Z,2025-04-17T11:21:45Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5657623643,213,0.56,5657623641,212,6.1,5657623637,140,40.6,5657623639,141,42.1,5657623635,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802140897,208,1,1,21,23,b8oqgvx1ijeyn6y1cn6929ix4,1,39.4,45.7,2025-04-17T11:21:45.622Z,2025-04-17T11:21:49Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5657623707,56,Back,5657623711,141,69.6,5657623709,140,49.5,5657623715,213,0.99,5657623713,212,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802140899,209,1,1,21,26,b8oqgvx1ijeyn6y1cn6929ix4,1,63.9,77.5,2025-04-17T11:21:48.925Z,2025-04-17T11:21:52Z,b6l4m6bmqgil9bjjov4tnuivo,C. Palm,,,5657623725,141,59.1,5657623729,213,5.32,5657623723,140,72.2,5657623727,212,15.2,5657623721,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802140909,210,1,1,21,30,b8oqgvx1ijeyn6y1cn6929ix4,1,75.5,69.3,2025-04-17T11:21:52.053Z,2025-04-17T11:21:56Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5657623779,213,1.26,5657623775,141,95.6,5657623777,212,18.8,5657623773,140,80.9,5657623771,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802140911,211,1,1,21,33,b8oqgvx1ijeyn6y1cn6929ix4,1,84.7,93.2,2025-04-17T11:21:55.901Z,2025-04-17T11:21:59Z,4zpmxlmdfa5wx79cr0q14pfx1,M. Olsen,,,5657623789,212,14.9,5657623785,140,71.5,5657623791,213,3.52,5657623787,141,85.1,5657623783,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802140919,212,1,1,21,37,b8oqgvx1ijeyn6y1cn6929ix4,1,69.9,79.9,2025-04-17T11:21:59.246Z,2025-04-17T11:22:01Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5657623843,212,10.1,5657623845,213,4.76,5657623839,140,70.4,5657623841,141,65.1,5657623837,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
