id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/10/value,qualifier/12/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/16/value
2711318125,146,1,1,14,26,a9vw7ikerpr4cuweeeka5aneg,1,56.6,34.6,2024-08-20T16:14:32.150Z,2024-08-20T17:06:23Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5161627735,140,65.2,5161627739,212,15.8,5161627741,213,5.32,5161627737,141,15.6,5161627733,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711318139,147,1,1,14,27,a9vw7ikerpr4cuweeeka5aneg,1,66.1,10.3,2024-08-20T16:14:32.807Z,2024-08-20T16:14:37Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5161627809,140,63.1,5161627807,56,Center,5161627813,212,8.1,5161627815,213,1.97,5161627811,141,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711318145,148,1,1,14,32,a9vw7ikerpr4cuweeeka5aneg,1,71.1,19.8,2024-08-20T16:14:37.640Z,2024-08-20T16:14:40Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5161627843,140,74.6,5161627847,212,8.0,5161627849,213,5.19,5161627845,141,9.4,5161627841,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711318167,149,1,1,14,34,a9vw7ikerpr4cuweeeka5aneg,1,73.6,7.3,2024-08-20T16:14:40.206Z,2024-08-20T16:14:47Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5161627959,56,Center,5161627967,213,2.26,5161627965,212,21.8,5161627961,140,60.5,5161627963,141,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711318171,150,1,1,14,41,a9vw7ikerpr4cuweeeka5aneg,1,63.7,41.8,2024-08-20T16:14:47.295Z,2024-08-20T16:14:50Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5161628007,56,Center,5161628009,140,72.4,5161628013,212,10.6,5161628015,213,5.75,5161628011,141,33.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711318175,151,1,1,14,44,a9vw7ikerpr4cuweeeka5aneg,1,72.4,33.9,2024-08-20T16:14:50.279Z,2024-08-20T16:42:13Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5161628045,156,,5161628037,212,8.7,5161628033,140,66.7,5161628035,141,24.7,5161628031,56,Center,5161628039,213,3.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711318187,152,1,1,14,47,a9vw7ikerpr4cuweeeka5aneg,1,66.5,24.0,2024-08-20T16:14:52.758Z,2024-08-20T16:14:54Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5161628143,212,3.6,5161628141,141,28.9,5161628145,213,1.96,5161628137,56,Center,5161628139,140,65.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711318185,122,83,1,14,48,bd4qakf7j0wwie8wke9km7uj8,0,33.9,82.5,2024-08-20T16:14:53.705Z,2024-08-20T16:14:58Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5161628205,399,eso2tbbpnxu9qvx6zy07m5jx0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711318191,153,1,1,14,48,a9vw7ikerpr4cuweeeka5aneg,1,65.2,28.8,2024-08-20T16:14:54.086Z,2024-08-20T16:14:57Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5161628185,213,4.68,5161628181,141,11.4,5161628183,212,11.8,5161628177,56,Right,5161628179,140,64.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711318193,154,1,1,14,51,a9vw7ikerpr4cuweeeka5aneg,1,63.4,11.7,2024-08-20T16:14:56.977Z,2024-08-20T16:15:03Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5161628193,141,70.9,5161628195,212,42.5,5161628189,56,Center,5161628191,140,50.5,5161628197,213,1.90,5161628253,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711318209,155,1,1,14,58,a9vw7ikerpr4cuweeeka5aneg,1,50.7,79.0,2024-08-20T16:15:03.759Z,2024-08-20T16:15:08Z,61vr9xr91fr4g6ayzga5vn9w5,A. Ludwig,,,5161628313,56,Left,5161628321,213,0.60,5161628317,141,94.8,5161628319,212,19.1,5161628315,140,65.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711318215,156,1,1,15,2,a9vw7ikerpr4cuweeeka5aneg,1,78.0,94.1,2024-08-20T16:15:08.198Z,2024-08-20T16:15:11Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5161628353,140,62.0,5161628359,213,3.85,5161628357,212,22.1,5161628355,141,72.9,5161628351,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711318219,157,1,1,15,5,a9vw7ikerpr4cuweeeka5aneg,1,62.0,72.9,2024-08-20T16:15:11.087Z,2024-08-20T16:15:13Z,61vr9xr91fr4g6ayzga5vn9w5,A. Ludwig,,,5161628373,140,65.7,5161628371,56,Center,5161628375,141,63.6,5161628377,212,7.4,5161628379,213,5.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711318223,158,1,1,15,7,a9vw7ikerpr4cuweeeka5aneg,1,65.7,63.6,2024-08-20T16:15:13.129Z,2024-08-20T16:15:14Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5161628407,140,52.5,5161628413,213,3.74,5161628405,56,Center,5161628409,141,49.7,5161628411,212,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711318233,159,1,1,15,9,a9vw7ikerpr4cuweeeka5aneg,1,52.5,49.7,2024-08-20T16:15:14.447Z,2024-08-20T16:15:18Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5161628477,212,11.3,5161628479,213,5.29,5161628475,141,35.8,5161628471,56,Center,5161628473,140,58.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711318239,160,1,1,15,13,a9vw7ikerpr4cuweeeka5aneg,1,66.0,32.5,2024-08-20T16:15:18.551Z,2024-08-20T16:15:20Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5161628521,140,72.3,5161628525,212,8.9,5161628523,141,41.2,5161628527,213,0.73,5161628519,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711318243,161,61,1,15,15,a9vw7ikerpr4cuweeeka5aneg,0,72.3,41.2,2024-08-20T16:15:20.566Z,2024-08-20T16:15:21Z,a48bpdpt0siemxqtr3rubwbu,M. Hyseni,,,5161628535,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711318255,123,1,1,15,17,bd4qakf7j0wwie8wke9km7uj8,1,29.8,63.8,2024-08-20T16:15:23.257Z,2024-08-20T16:19:04Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5161628595,213,5.28,5161628587,56,Back,5161628591,141,35.6,5161628589,140,41.5,5161628593,212,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711318259,124,3,1,15,20,bd4qakf7j0wwie8wke9km7uj8,0,44.3,33.8,2024-08-20T16:15:25.477Z,2024-08-20T17:00:34Z,7h02v4ymnko5fh01iylbh34es,R. Arabaci,,,5161628623,233,162,5161628611,56,Back,5161628613,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711318261,162,7,1,15,20,a9vw7ikerpr4cuweeeka5aneg,1,55.7,66.2,2024-08-20T16:15:25.478Z,2024-08-20T17:00:34Z,61vr9xr91fr4g6ayzga5vn9w5,A. Ludwig,,,5161628619,233,124,5161628617,285,,5161628615,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711318269,164,1,1,15,25,a9vw7ikerpr4cuweeeka5aneg,1,81.2,89.4,2024-08-20T16:15:31.328Z,2024-08-20T16:15:34Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5161628649,141,77.9,5161628645,56,Center,5161628653,213,4.91,5161628647,140,82.7,5161628651,212,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711318271,165,50,1,15,28,a9vw7ikerpr4cuweeeka5aneg,1,81.7,80.8,2024-08-20T16:15:34.118Z,2024-08-20T17:00:35Z,a48bpdpt0siemxqtr3rubwbu,M. Hyseni,,,5161628659,56,Left,5161628661,286,,5161628703,233,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711318277,125,7,1,15,28,bd4qakf7j0wwie8wke9km7uj8,1,18.3,19.2,2024-08-20T16:15:34.119Z,2024-08-20T17:00:34Z,99tm7b6ux9s4qocz0y4pcahas,V. Montell,,,5161628683,285,,5161628681,56,Back,5161628685,233,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711318285,127,1,1,15,30,bd4qakf7j0wwie8wke9km7uj8,1,17.1,11.9,2024-08-20T16:15:36.269Z,2024-08-20T16:15:38Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5161628721,56,Back,5161628725,141,22.4,5161628729,213,0.72,5161628723,140,24.9,5161628727,212,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711318287,128,1,1,15,32,bd4qakf7j0wwie8wke9km7uj8,1,24.9,22.4,2024-08-20T16:15:37.393Z,2024-08-20T16:15:38Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5161628735,140,6.5,5161628741,213,3.31,5161628739,212,19.6,5161628737,141,17.6,5161628733,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711318289,129,1,1,15,32,bd4qakf7j0wwie8wke9km7uj8,1,6.5,17.6,2024-08-20T16:15:38.241Z,2024-08-20T16:15:39Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5161628749,141,4.9,5161628745,56,Back,5161628751,212,10.7,5161628747,140,12.5,5161628753,213,5.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711318295,130,1,1,15,35,bd4qakf7j0wwie8wke9km7uj8,1,12.7,4.7,2024-08-20T16:15:40.785Z,2024-08-20T16:15:42Z,99tm7b6ux9s4qocz0y4pcahas,V. Montell,,,5161628787,56,Back,5161628795,213,0.72,5161628791,141,21.5,5161628789,140,25.1,5161628793,212,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711318297,131,1,1,15,36,bd4qakf7j0wwie8wke9km7uj8,1,25.1,21.5,2024-08-20T16:15:41.930Z,2024-08-20T16:15:44Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5161628807,212,39.4,5161628811,1,,5161628803,140,29.3,5161628799,155,,5161628809,213,1.46,5161628805,141,79.1,5161628801,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711318307,132,1,1,15,38,bd4qakf7j0wwie8wke9km7uj8,1,29.3,79.1,2024-08-20T16:15:43.890Z,2024-08-20T16:15:47Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5161628863,3,,5161628865,56,Back,5161628869,141,81.0,5161628871,212,11.7,5161628873,213,0.11,5161628867,140,40.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711318313,133,3,1,15,41,bd4qakf7j0wwie8wke9km7uj8,1,34.2,82.0,2024-08-20T16:15:46.526Z,2024-08-20T16:16:38Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5161628907,233,166,5161628897,56,Back,5161628933,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711318305,166,45,1,15,41,a9vw7ikerpr4cuweeeka5aneg,0,65.8,18.0,2024-08-20T16:15:46.526Z,2024-08-20T19:30:49Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5161628915,233,133,5161628859,56,Right,5161628913,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711318315,134,50,1,15,42,bd4qakf7j0wwie8wke9km7uj8,1,34.2,79.4,2024-08-20T16:15:48.337Z,2024-08-20T17:00:35Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5161628901,56,Back,5161628903,286,,5161629391,233,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711318321,167,7,1,15,42,a9vw7ikerpr4cuweeeka5aneg,1,65.8,20.6,2024-08-20T16:15:48.338Z,2024-08-20T17:00:35Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,,,5161628961,233,134,5161628967,285,,5161628953,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711318333,169,1,1,15,45,a9vw7ikerpr4cuweeeka5aneg,1,66.6,15.8,2024-08-20T16:15:50.830Z,2024-08-20T16:15:52Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5161629011,141,24.4,5161629015,213,1.02,5161629009,140,70.0,5161629007,56,Center,5161629013,212,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711318337,170,1,1,15,46,a9vw7ikerpr4cuweeeka5aneg,1,70.0,24.4,2024-08-20T16:15:51.486Z,2024-08-20T16:16:41Z,a48bpdpt0siemxqtr3rubwbu,M. Hyseni,1.0,,5161629043,212,20.0,5161629771,210,13,5161629037,56,Center,5161629045,213,0.22,5161629041,141,30.7,5161629039,140,88.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711318339,171,13,1,15,47,a9vw7ikerpr4cuweeeka5aneg,1,85.3,39.3,2024-08-20T16:15:52.558Z,2024-08-20T18:25:47Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,,,5161759763,17,,5161629055,56,Center,5161759765,328,,5161629779,55,170,5161629783,102,58.3,5161629775,83,,5161629789,230,98.0,5161629791,231,47.5,5161629785,103,5161629703,20,,33.3,5161629777,29,5161629051,22,5161629787,215,,,,,,,,,,,,,,,,,,,,,,,,,
2711318393,135,5,1,15,48,bd4qakf7j0wwie8wke9km7uj8,1,-1.8,42.2,2024-08-20T16:15:54.068Z,2024-08-20T18:03:25Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5161629365,56,Back,5161629367,346,,5161629387,233,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711318343,172,5,1,15,48,a9vw7ikerpr4cuweeeka5aneg,0,101.8,57.8,2024-08-20T16:15:54.068Z,2024-08-20T18:03:26Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,,5161629075,346,,5161629395,233,135,5161629073,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711318419,136,1,1,16,20,bd4qakf7j0wwie8wke9km7uj8,0,3.7,59.0,2024-08-20T16:16:25.419Z,2024-08-20T16:16:30Z,8r9iqig43yjty7l1oq6yg73mc,M. Brylov,,,5161629531,56,Center,5161629535,141,68.3,5161629539,213,0.09,5161629553,74,,5161629533,140,68.1,5161629537,212,67.9,5161629529,124,,5161629543,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711318423,173,44,1,16,24,a9vw7ikerpr4cuweeeka5aneg,1,34.5,29.5,2024-08-20T16:16:29.401Z,2024-08-20T17:00:45Z,61vr9xr91fr4g6ayzga5vn9w5,A. Ludwig,,,5161629563,285,,5161629573,233,137,5161629561,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711318425,137,44,1,16,24,bd4qakf7j0wwie8wke9km7uj8,0,65.5,70.5,2024-08-20T16:16:29.402Z,2024-08-20T17:00:45Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5161629577,233,173,5161629565,56,Center,5161629567,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711318429,174,1,1,16,24,a9vw7ikerpr4cuweeeka5aneg,0,38.9,25.9,2024-08-20T16:16:29.742Z,2024-08-20T16:16:33Z,61vr9xr91fr4g6ayzga5vn9w5,A. Ludwig,,,5161629605,213,4.87,5161629601,141,0.0,5161629603,212,18.9,5161629597,56,Back,5161629595,3,,5161629599,140,41.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711318451,138,5,1,16,27,bd4qakf7j0wwie8wke9km7uj8,1,63.2,101.6,2024-08-20T16:16:32.832Z,2024-08-20T18:03:26Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5161629715,347,,5161629721,233,175,5161629713,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711318433,175,5,1,16,27,a9vw7ikerpr4cuweeeka5aneg,0,36.8,-1.6,2024-08-20T16:16:32.832Z,2024-08-20T18:03:26Z,61vr9xr91fr4g6ayzga5vn9w5,A. Ludwig,,,5161629623,56,Back,5161629737,233,138,5161629625,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711318477,139,1,1,16,40,bd4qakf7j0wwie8wke9km7uj8,0,72.5,100.0,2024-08-20T16:16:46.202Z,2024-08-20T16:16:48Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5161629875,107,,5161629883,212,11.6,5161629879,140,79.5,5161629885,213,5.40,5161629881,141,88.1,5161629877,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711318479,176,8,1,16,43,a9vw7ikerpr4cuweeeka5aneg,1,24.7,20.6,2024-08-20T16:16:48.887Z,2024-08-20T16:21:39Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5161629891,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711318487,140,1,1,16,44,bd4qakf7j0wwie8wke9km7uj8,1,70.3,91.8,2024-08-20T16:16:50.003Z,2024-08-20T16:16:50Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5161629941,212,6.7,5161629937,140,72.5,5161629943,213,5.06,5161629939,141,82.5,5161629935,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711318497,141,1,1,16,45,bd4qakf7j0wwie8wke9km7uj8,0,72.5,82.5,2024-08-20T16:16:50.651Z,2024-08-20T16:16:51Z,7h02v4ymnko5fh01iylbh34es,R. Arabaci,,,5161629981,213,5.75,5161629973,56,Left,5161629975,140,75.6,5161629977,141,79.7,5161629979,212,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711318499,177,43,1,16,46,a9vw7ikerpr4cuweeeka5aneg,1,0.0,0.0,2024-08-20T16:16:51.838Z,2024-08-20T16:43:42Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5161631825,285,0,5161631823,56,Back,5161651217,144,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711318517,180,1,1,16,48,a9vw7ikerpr4cuweeeka5aneg,0,29.2,37.1,2024-08-20T16:16:54.054Z,2024-08-20T16:16:55Z,61vr9xr91fr4g6ayzga5vn9w5,A. Ludwig,,,5161630037,212,38.0,5161630041,1,,5161630029,155,,5161630039,213,6.17,5161630035,141,30.6,5161630031,56,Center,5161630033,140,65.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711318523,142,1,1,16,51,bd4qakf7j0wwie8wke9km7uj8,1,33.4,77.4,2024-08-20T16:16:56.402Z,2024-08-20T16:16:57Z,99tm7b6ux9s4qocz0y4pcahas,V. Montell,,,5161630085,212,6.4,5161630081,140,39.0,5161630083,141,73.8,5161630079,56,Back,5161630087,213,5.89,5161630077,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711318535,143,1,1,16,52,bd4qakf7j0wwie8wke9km7uj8,0,39.0,73.8,2024-08-20T16:16:57.595Z,2024-08-20T16:17:03Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5161630169,56,Center,5161630177,213,6.14,5161630173,141,62.1,5161630167,157,,5161630179,1,,5161630175,212,56.8,5161630171,140,92.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711318541,182,1,1,16,59,a9vw7ikerpr4cuweeeka5aneg,1,7.2,38.0,2024-08-20T16:17:05.366Z,2024-08-20T16:17:14Z,8uhv14rin2znrr0wqgvcc2f2t,M. Delač,,,5161630213,123,,5161630215,56,Back,5161630219,141,25.5,5161630221,212,18.5,5161630217,140,22.8,5161630223,213,5.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711318545,183,1,1,17,8,a9vw7ikerpr4cuweeeka5aneg,1,37.5,30.7,2024-08-20T16:17:13.942Z,2024-08-20T16:17:15Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5161630251,212,5.5,5161630253,213,0.53,5161630247,140,42.0,5161630245,56,Back,5161630249,141,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711318549,184,1,1,17,10,a9vw7ikerpr4cuweeeka5aneg,1,42.0,34.8,2024-08-20T16:17:15.462Z,2024-08-20T16:17:17Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5161630285,212,5.5,5161630281,140,39.2,5161630283,141,41.6,5161630279,56,Back,5161630287,213,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711318559,185,1,1,17,11,a9vw7ikerpr4cuweeeka5aneg,1,39.6,41.8,2024-08-20T16:17:17.198Z,2024-08-20T16:17:23Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5161630337,212,37.6,5161630341,1,,5161630333,140,55.3,5161630335,141,91.5,5161630331,56,Left,5161630339,213,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711318561,186,1,1,17,18,a9vw7ikerpr4cuweeeka5aneg,0,74.4,93.5,2024-08-20T16:17:23.800Z,2024-08-20T16:17:25Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5161630359,213,5.17,5161630355,141,56.4,5161630351,56,Center,5161630353,140,86.2,5161630347,2,,5161630357,212,28.1,5161630349,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711318563,144,12,1,17,21,bd4qakf7j0wwie8wke9km7uj8,1,11.9,44.5,2024-08-20T16:17:26.627Z,2024-08-20T16:17:30Z,99tm7b6ux9s4qocz0y4pcahas,V. Montell,,,5161630387,15,,5161630377,141,48.5,5161630373,56,Back,5161630375,140,31.8,5161630383,213,0.13,5161630379,212,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711318569,187,61,1,17,24,a9vw7ikerpr4cuweeeka5aneg,1,72.1,54.8,2024-08-20T16:17:29.465Z,2024-08-20T16:17:29Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5161630423,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711318571,145,61,1,17,24,bd4qakf7j0wwie8wke9km7uj8,0,32.9,47.5,2024-08-20T16:17:30.283Z,2024-08-20T16:17:30Z,7pnxa8wzxx5qxevcckxdd62tx,E. Nielsen,,,5161630435,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711318581,188,1,1,17,25,a9vw7ikerpr4cuweeeka5aneg,0,71.6,57.0,2024-08-20T16:17:30.454Z,2024-08-20T18:09:23Z,61vr9xr91fr4g6ayzga5vn9w5,A. Ludwig,,,5161630487,212,4.4,5161630479,3,,5161630483,140,75.8,5161630489,213,6.24,5161630481,56,Center,5161630485,141,56.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711319441,183,1,1,17,25,bd4qakf7j0wwie8wke9km7uj8,1,45.3,40.7,2024-08-20T16:17:31.327Z,2024-08-20T18:09:25Z,7pnxa8wzxx5qxevcckxdd62tx,E. Nielsen,,,5161652927,213,4.19,5161652919,56,Back,5161652929,1,,5161652925,212,26.5,5161652921,140,32.6,5161652923,141,7.0,5161652917,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711318587,146,1,1,17,26,bd4qakf7j0wwie8wke9km7uj8,1,25.2,36.7,2024-08-20T16:17:31.523Z,2024-08-20T18:09:28Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5161630515,140,28.9,5161630519,212,5.3,5161630517,141,41.9,5161630521,213,0.74,5161630513,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711318593,147,1,1,17,28,bd4qakf7j0wwie8wke9km7uj8,0,28.9,41.9,2024-08-20T16:17:33.915Z,2024-08-20T17:07:02Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5161630563,141,76.2,5161630561,140,37.3,5161630565,212,24.9,5161630567,213,1.21,5161630559,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
