id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2714994335,258,1,1,22,44,aqtkb4mgrz8c6iqfufj6qjbv9,1,13.9,49.6,2024-08-30T18:24:31.263Z,2024-08-30T18:24:32Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,,5181896131,140,24.0,5181896129,56,Back,5181896133,141,43.6,5181896135,212,11.4,5181896137,213,5.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714994387,259,1,1,22,45,aqtkb4mgrz8c6iqfufj6qjbv9,1,24.0,43.6,2024-08-30T18:24:32.111Z,2024-08-30T21:14:18Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5181896389,56,Back,5181896391,140,24.4,5181896397,213,1.55,5181896393,141,79.6,5181896395,212,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714994593,260,1,1,22,52,aqtkb4mgrz8c6iqfufj6qjbv9,1,29.1,76.6,2024-08-30T18:24:38.343Z,2024-08-30T18:24:44Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,,5181897481,56,Back,5181897487,212,17.8,5181897485,141,50.6,5181897489,213,4.80,5181897483,140,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714994729,261,1,1,22,57,aqtkb4mgrz8c6iqfufj6qjbv9,1,33.8,53.3,2024-08-30T18:24:44.112Z,2024-08-30T18:24:50Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5181898257,212,24.8,5181898251,56,Back,5181898253,140,45.5,5181898259,213,1.05,5181898255,141,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714994805,262,1,1,23,3,aqtkb4mgrz8c6iqfufj6qjbv9,1,43.6,85.9,2024-08-30T18:24:49.975Z,2024-08-30T18:24:53Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,,5181898637,213,3.53,5181898629,141,68.8,5181898631,212,30.4,5181898627,140,16.8,5181898625,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714994865,263,1,1,23,7,aqtkb4mgrz8c6iqfufj6qjbv9,0,18.2,69.1,2024-08-30T18:24:53.448Z,2024-08-30T18:24:59Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,,5181899041,212,50.5,5181899031,157,,5181899035,140,65.6,5181899033,56,Center,5181899037,141,56.3,5181899043,213,6.11,5181899045,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714994903,168,44,1,23,12,b8oqgvx1ijeyn6y1cn6929ix4,1,33.6,50.5,2024-08-30T18:24:58.542Z,2024-08-30T21:09:46Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5181899239,285,,5181899279,233,264,5181899237,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714994873,264,44,1,23,12,aqtkb4mgrz8c6iqfufj6qjbv9,0,66.4,49.5,2024-08-30T18:24:58.543Z,2024-08-30T21:09:46Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5181899087,286,,5181899081,56,Center,5181899325,233,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714994937,169,61,1,23,13,b8oqgvx1ijeyn6y1cn6929ix4,1,32.3,60.9,2024-08-30T18:24:59.519Z,2024-08-30T19:01:52Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5181899445,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714994993,171,1,1,23,15,b8oqgvx1ijeyn6y1cn6929ix4,1,22.4,75.7,2024-08-30T18:25:01.950Z,2024-08-30T18:25:05Z,f1ba9g771s0zeel0titcj3omi,A. Njai,,,5181899757,213,3.96,5181899755,212,19.7,5181899753,141,54.6,5181899749,56,Back,5181899751,140,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714995045,172,1,1,23,19,b8oqgvx1ijeyn6y1cn6929ix4,0,9.5,46.3,2024-08-30T18:25:05.343Z,2024-08-30T18:25:09Z,52vwj2s29n7wngablotd7pboq,J. Ægidius,,,5181900067,141,65.2,5181900073,212,53.5,5181900075,213,0.24,5181900059,56,Center,5181900063,140,59.0,5181900079,1,,5181900055,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714995037,265,44,1,23,22,aqtkb4mgrz8c6iqfufj6qjbv9,1,40.0,39.2,2024-08-30T18:25:08.440Z,2024-08-30T21:09:46Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5181900021,285,,5181900243,233,173,5181900019,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714995051,173,44,1,23,22,b8oqgvx1ijeyn6y1cn6929ix4,0,60.0,60.8,2024-08-30T18:25:08.441Z,2024-08-30T21:09:47Z,1nn1wc14k9zd3wtu73loj7kes,P. Ngongo,,,5181900099,56,Center,5181900291,233,265,5181900101,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714995099,266,1,1,23,22,aqtkb4mgrz8c6iqfufj6qjbv9,1,38.1,46.6,2024-08-30T18:25:08.663Z,2024-08-30T18:25:11Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5181900401,140,51.7,5181900397,3,,5181900407,213,0.59,5181900403,141,60.6,5181900399,56,Center,5181900405,212,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714995105,267,50,1,23,24,aqtkb4mgrz8c6iqfufj6qjbv9,1,56.0,67.2,2024-08-30T18:25:10.984Z,2024-08-30T20:05:30Z,3rok7i8nrt4yzx2melj4qiuqc,S. Opoku,,,5181900423,56,Center,5181900931,233,174,5181900425,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714995181,174,7,1,23,24,b8oqgvx1ijeyn6y1cn6929ix4,1,44.0,32.8,2024-08-30T18:25:10.985Z,2024-08-30T20:05:30Z,f58yr2jmfp8kpgprfxbokt1t6,M. Vestergård,,,5181900875,233,267,5181900795,285,,5181900793,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714995233,175,1,1,23,29,b8oqgvx1ijeyn6y1cn6929ix4,1,56.3,18.8,2024-08-30T18:25:15.606Z,2024-08-30T18:25:17Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5181901037,213,4.85,5181901035,212,9.1,5181901033,141,5.5,5181901029,56,Right,5181901031,140,57.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714995243,176,1,1,23,30,b8oqgvx1ijeyn6y1cn6929ix4,1,57.5,5.5,2024-08-30T18:25:16.630Z,2024-08-30T18:25:17Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5181901099,212,10.6,5181901101,213,1.83,5181901097,141,20.6,5181901093,56,Right,5181901095,140,54.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714995269,177,1,1,23,31,b8oqgvx1ijeyn6y1cn6929ix4,1,54.9,20.6,2024-08-30T18:25:17.593Z,2024-08-30T18:25:19Z,f58yr2jmfp8kpgprfxbokt1t6,M. Vestergård,,,5181901271,212,20.9,5181901265,56,Back,5181901269,141,8.5,5181901273,213,3.55,5181901267,140,36.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714995325,178,1,1,23,32,b8oqgvx1ijeyn6y1cn6929ix4,1,36.6,8.5,2024-08-30T18:25:18.918Z,2024-08-30T18:25:22Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5181901615,213,6.15,5181901609,140,57.1,5181901613,212,21.7,5181901611,141,4.4,5181901607,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714995379,179,1,1,23,35,b8oqgvx1ijeyn6y1cn6929ix4,1,57.9,4.9,2024-08-30T18:25:22.191Z,2024-08-30T18:25:25Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5181901905,155,,5181901921,213,0.90,5181901907,56,Center,5181901909,140,72.7,5181901913,141,33.9,5181901917,212,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714995387,180,61,1,23,37,b8oqgvx1ijeyn6y1cn6929ix4,0,87.9,28.4,2024-08-30T18:25:23.358Z,2024-08-30T18:52:56Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5181901953,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714995447,268,12,1,23,38,aqtkb4mgrz8c6iqfufj6qjbv9,1,15.1,62.0,2024-08-30T18:25:25.112Z,2024-08-30T18:25:29Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5181902291,56,Back,5181902297,212,23.5,5181902299,213,1.22,5181902295,141,94.5,5181902293,140,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714995461,269,1,1,23,42,aqtkb4mgrz8c6iqfufj6qjbv9,0,23.7,95.3,2024-08-30T18:25:28.920Z,2024-08-30T18:25:29Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,,5181902365,56,Back,5181902359,157,,5181902377,213,5.28,5181902373,141,72.4,5181902375,212,18.5,5181902369,140,33.2,5181902379,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714995541,181,1,1,23,43,b8oqgvx1ijeyn6y1cn6929ix4,1,67.2,42.7,2024-08-30T18:25:29.735Z,2024-08-30T18:25:33Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5181902729,3,,5181902735,140,72.9,5181902737,141,8.3,5181902741,213,4.96,5181902739,212,24.1,5181902731,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714995577,182,3,1,23,46,b8oqgvx1ijeyn6y1cn6929ix4,1,70.1,20.8,2024-08-30T18:25:32.974Z,2024-08-30T20:05:44Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5182083499,233,547,5181902951,286,,5181902949,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715029299,547,45,1,23,46,aqtkb4mgrz8c6iqfufj6qjbv9,0,29.9,79.2,2024-08-30T18:25:32.974Z,2024-08-30T20:05:44Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5182083473,285,,5182083471,56,Back,5182083551,233,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714995591,183,1,1,23,48,b8oqgvx1ijeyn6y1cn6929ix4,1,71.6,6.8,2024-08-30T18:25:35.046Z,2024-08-30T18:25:36Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5181903057,212,13.4,5181903051,140,59.5,5181903061,213,2.81,5181903049,56,Right,5181903053,141,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714995627,184,1,1,23,49,b8oqgvx1ijeyn6y1cn6929ix4,1,59.5,13.2,2024-08-30T18:25:36.190Z,2024-08-30T18:25:38Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5181903299,140,58.7,5181903307,212,10.3,5181903303,141,28.3,5181903297,56,Center,5181903309,213,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714995659,185,1,1,23,51,b8oqgvx1ijeyn6y1cn6929ix4,1,58.7,22.1,2024-08-30T18:25:38.238Z,2024-08-30T18:25:40Z,f58yr2jmfp8kpgprfxbokt1t6,M. Vestergård,,,5181903453,141,3.4,5181903449,56,Right,5181903455,212,26.4,5181903457,213,5.78,5181903447,155,,5181903451,140,80.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714995667,186,1,1,23,54,b8oqgvx1ijeyn6y1cn6929ix4,0,80.7,3.4,2024-08-30T18:25:40.703Z,2024-08-30T18:25:41Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5181903497,140,81.9,5181903501,141,17.1,5181903493,56,Right,5181903491,3,,5181903503,212,9.4,5181903505,213,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714995687,270,61,1,23,55,aqtkb4mgrz8c6iqfufj6qjbv9,0,22.1,83.9,2024-08-30T18:25:42.152Z,2024-08-30T21:15:15Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,,5181903641,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714995749,187,1,1,23,59,b8oqgvx1ijeyn6y1cn6929ix4,0,87.1,4.6,2024-08-30T18:25:45.774Z,2024-08-30T18:25:48Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5181903927,212,3.0,5181903925,141,8.9,5181904085,286,,5181903923,140,87.6,5181903921,56,Right,5181904081,233,271,5181903929,213,1.39,5181904079,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714995775,271,74,1,23,59,aqtkb4mgrz8c6iqfufj6qjbv9,1,23.8,83.5,2024-08-30T18:25:45.775Z,2024-08-30T20:05:50Z,7l7f98nn8gohmdacsdb2labkk,A. Alicino,,,5181904051,285,,5181904105,233,187,5181904049,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714995847,273,1,1,24,5,aqtkb4mgrz8c6iqfufj6qjbv9,0,31.5,76.4,2024-08-30T18:25:51.792Z,2024-08-30T18:25:53Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5181904481,212,11.8,5181904477,140,38.9,5181904475,56,Back,5181904479,141,63.3,5181904483,213,5.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714995895,188,1,1,24,7,b8oqgvx1ijeyn6y1cn6929ix4,0,64.2,43.0,2024-08-30T18:25:54.231Z,2024-08-30T18:25:55Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5181904719,213,5.70,5181904721,1,,5181904711,56,Right,5181904713,140,95.0,5181904715,141,11.3,5181904709,157,,5181904717,212,38.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714995995,274,1,1,24,12,aqtkb4mgrz8c6iqfufj6qjbv9,0,11.0,88.7,2024-08-30T18:25:58.737Z,2024-08-30T18:26:01Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,,5181905403,141,95.0,5181905399,56,Back,5181905405,212,22.6,5181905407,213,0.19,5181905409,1,,5181905401,140,32.1,5181905397,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714996019,189,44,1,24,14,b8oqgvx1ijeyn6y1cn6929ix4,1,62.9,7.8,2024-08-30T18:26:00.352Z,2024-08-30T21:09:47Z,dqssvdpt2iwg8qn9wto3miind,A. Leifsson,,,5181905531,56,Right,5181905533,286,,5181905589,233,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714996003,275,44,1,24,14,aqtkb4mgrz8c6iqfufj6qjbv9,0,37.1,92.2,2024-08-30T18:26:00.353Z,2024-08-30T21:09:47Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,,5181905455,56,Back,5181905457,285,,5181905631,233,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714996049,190,1,1,24,14,b8oqgvx1ijeyn6y1cn6929ix4,1,54.6,12.6,2024-08-30T18:26:01.224Z,2024-08-30T18:26:03Z,dqssvdpt2iwg8qn9wto3miind,A. Leifsson,,,5181905685,140,65.5,5181905677,3,,5181905695,213,0.09,5181905689,141,14.1,5181905691,212,11.5,5181905681,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714996057,191,61,1,24,14,b8oqgvx1ijeyn6y1cn6929ix4,1,65.5,14.1,2024-08-30T18:26:01.288Z,2024-08-30T19:05:40Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5181905719,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714996095,276,1,1,24,16,aqtkb4mgrz8c6iqfufj6qjbv9,1,27.9,91.7,2024-08-30T18:26:02.776Z,2024-08-30T19:03:34Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5181905917,140,30.3,5181905921,212,5.9,5181905913,155,,5181905923,213,5.16,5181905919,141,83.9,5181905915,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714996157,278,1,1,24,18,aqtkb4mgrz8c6iqfufj6qjbv9,1,30.3,83.9,2024-08-30T18:26:04.337Z,2024-08-30T19:03:36Z,3rok7i8nrt4yzx2melj4qiuqc,S. Opoku,,,5181906261,140,30.9,5181906271,213,4.73,5181906275,1,,5181906267,212,33.6,5181906259,56,Back,5181906263,141,34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714996105,277,43,1,24,18,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2024-08-30T18:26:05.161Z,2024-08-30T18:52:41Z,3rok7i8nrt4yzx2melj4qiuqc,S. Opoku,,,5182092857,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714996161,279,1,1,24,19,aqtkb4mgrz8c6iqfufj6qjbv9,0,41.3,33.3,2024-08-30T18:26:06.326Z,2024-08-30T21:14:42Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,,5182098163,233,376,5182098107,157,,5181906301,56,Back,5182098111,141,34.6,5182098171,286,,5182098117,1,,5182098113,212,0.9,5182098161,236,,5182098115,213,1.69,5182098109,140,41.2,,,,,,,,,,,,,,,,,,,,,,,
2715031801,376,74,1,24,20,b8oqgvx1ijeyn6y1cn6929ix4,1,57.0,76.3,2024-08-30T18:26:06.327Z,2024-08-30T18:54:31Z,f1ba9g771s0zeel0titcj3omi,A. Njai,,,5182097429,56,Center,5182097431,285,,5182098209,233,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714996271,193,43,1,24,26,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2024-08-30T18:26:12.759Z,2024-08-30T18:55:14Z,f1ba9g771s0zeel0titcj3omi,A. Njai,,,5181906943,286,0,5182102391,144,3,5181906941,56,Center,5181906991,233,281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714996275,281,43,1,24,26,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2024-08-30T18:26:12.759Z,2024-08-30T18:55:16Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5181906963,56,Back,5181906965,285,0,5182102497,144,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714996331,194,1,1,24,27,b8oqgvx1ijeyn6y1cn6929ix4,1,71.9,69.0,2024-08-30T18:26:14.054Z,2024-08-30T18:26:16Z,f1ba9g771s0zeel0titcj3omi,A. Njai,,,5181907201,56,Center,5181907209,213,4.46,5181907207,212,19.5,5181907205,141,41.2,5181907203,140,67.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714996401,195,1,1,24,30,b8oqgvx1ijeyn6y1cn6929ix4,1,66.2,43.3,2024-08-30T18:26:16.623Z,2024-08-30T18:26:19Z,f58yr2jmfp8kpgprfxbokt1t6,M. Vestergård,,,5181907597,141,60.5,5181907599,212,12.7,5181907601,213,1.16,5181907595,140,71.0,5181907593,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714996431,196,1,1,24,33,b8oqgvx1ijeyn6y1cn6929ix4,1,68.3,62.3,2024-08-30T18:26:19.574Z,2024-08-30T18:26:21Z,f1ba9g771s0zeel0titcj3omi,A. Njai,,,5181907801,140,78.5,5181907807,213,0.28,5181907803,141,66.9,5181907799,56,Center,5181907805,212,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714996445,197,1,1,24,35,b8oqgvx1ijeyn6y1cn6929ix4,1,78.5,66.9,2024-08-30T18:26:21.374Z,2024-08-30T21:14:40Z,1nn1wc14k9zd3wtu73loj7kes,P. Ngongo,,,5181907857,56,Center,5181907861,141,65.8,5181907917,156,,5181907859,140,70.4,5181907863,212,8.5,5181907865,213,3.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714996477,198,1,1,24,36,b8oqgvx1ijeyn6y1cn6929ix4,1,70.4,65.8,2024-08-30T18:26:22.791Z,2024-08-30T18:26:24Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5181908023,140,75.9,5181908029,213,1.25,5181908025,141,91.5,5181908027,212,18.4,5181908021,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714996529,199,1,1,24,37,b8oqgvx1ijeyn6y1cn6929ix4,1,76.5,91.8,2024-08-30T18:26:24.231Z,2024-08-30T18:26:26Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5181908281,56,Left,5181908287,212,8.0,5181908283,140,70.5,5181908285,141,84.5,5181908289,213,3.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714996575,200,1,1,24,40,b8oqgvx1ijeyn6y1cn6929ix4,0,73.8,87.4,2024-08-30T18:26:26.683Z,2024-08-30T18:26:28Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5181908535,155,,5181908543,141,46.7,5181908537,56,Center,5181908559,1,,5181908539,140,94.3,5181908549,212,35.1,5181908553,213,5.37,5181908531,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714996975,284,1,1,24,57,aqtkb4mgrz8c6iqfufj6qjbv9,0,12.5,46.4,2024-08-30T18:26:43.737Z,2024-08-30T18:26:46Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,,5181910709,1,,5181910701,140,41.3,5181910699,56,Back,5181910705,212,37.1,5181910697,198,,5181910703,141,14.9,5181910707,213,5.67,5181910695,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714997017,201,44,1,24,59,b8oqgvx1ijeyn6y1cn6929ix4,1,56.1,85.6,2024-08-30T18:26:45.953Z,2024-08-30T21:09:48Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5181910899,286,,5181910989,233,285,5181910897,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714996979,285,44,1,24,59,aqtkb4mgrz8c6iqfufj6qjbv9,0,43.9,14.4,2024-08-30T18:26:45.954Z,2024-08-30T21:09:48Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5181910745,285,,5181910743,56,Back,5181911029,233,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714997067,202,1,1,24,59,b8oqgvx1ijeyn6y1cn6929ix4,0,51.8,86.3,2024-08-30T18:26:46.047Z,2024-08-30T21:14:53Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5181911163,3,,5181911181,212,11.9,5181911171,140,63.0,5181911183,213,6.11,5181911167,56,Left,5181911175,141,83.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714997051,286,1,1,25,2,aqtkb4mgrz8c6iqfufj6qjbv9,1,30.2,18.2,2024-08-30T18:26:48.465Z,2024-08-30T18:26:49Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,,5181911107,141,33.0,5181911111,213,1.61,5181911105,140,29.8,5181911103,56,Back,5181911101,3,,5181911109,212,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714997073,287,1,1,25,3,aqtkb4mgrz8c6iqfufj6qjbv9,0,30.1,33.1,2024-08-30T18:26:49.554Z,2024-08-30T18:26:50Z,7l7f98nn8gohmdacsdb2labkk,A. Alicino,,,5181911211,140,52.5,5181911207,157,,5181911219,213,6.08,5181911217,212,24.0,5181911209,56,Center,5181911213,141,26.1,5181911223,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714997133,203,1,1,25,4,b8oqgvx1ijeyn6y1cn6929ix4,0,49.0,73.5,2024-08-30T18:26:51.239Z,2024-08-30T18:56:30Z,f58yr2jmfp8kpgprfxbokt1t6,M. Vestergård,,,5181911573,140,64.8,5181911575,141,94.5,5181911577,212,21.9,5181911579,213,0.71,5181911569,3,,5181911571,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714997117,288,44,1,25,5,aqtkb4mgrz8c6iqfufj6qjbv9,1,33.4,11.0,2024-08-30T18:26:52.129Z,2024-08-30T21:09:49Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,,5181911431,285,,5181911749,233,204,5181911429,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714997145,204,44,1,25,5,b8oqgvx1ijeyn6y1cn6929ix4,0,66.6,89.0,2024-08-30T18:26:52.130Z,2024-08-30T21:09:49Z,f1ba9g771s0zeel0titcj3omi,A. Njai,,,5181911629,286,,5181911795,233,288,5181911627,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714997153,289,1,1,25,6,aqtkb4mgrz8c6iqfufj6qjbv9,1,30.2,20.1,2024-08-30T18:26:52.361Z,2024-08-30T18:26:54Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,,5181911683,56,Back,5181911685,140,38.5,5181911687,141,25.8,5181911691,213,0.42,5181911689,212,9.5,5181911681,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714997195,290,1,1,25,8,aqtkb4mgrz8c6iqfufj6qjbv9,0,38.5,25.9,2024-08-30T18:26:54.386Z,2024-08-30T19:02:15Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5181913163,1,,5181911949,212,29.7,5181911943,56,Center,5181911945,140,63.1,5181911951,213,0.52,5181911947,141,47.6,5181913161,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714997267,205,1,1,25,9,b8oqgvx1ijeyn6y1cn6929ix4,1,35.6,50.3,2024-08-30T18:26:56.304Z,2024-08-30T18:27:00Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5181912331,56,Center,5181912341,1,,5181912339,213,0.33,5181912337,212,39.6,5181912333,140,71.3,5181912329,3,,5181912335,141,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
