id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/10/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2722781477,197,1,1,25,42,7gkglopz9cjsysn2u6sbhuvc5,1,46.6,28.2,2024-09-20T17:26:39.236Z,2024-09-20T17:26:42Z,ju24rgwcctj5yizl54o91gfe,S. Borgelin,,,5224527645,140,61.5,5224527651,213,6.22,5224527647,141,26.8,5224527643,56,Center,5224527649,212,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722781483,198,1,1,25,44,7gkglopz9cjsysn2u6sbhuvc5,0,61.5,26.8,2024-09-20T17:26:41.110Z,2024-09-20T17:27:41Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,,5224527689,56,Center,5224527695,212,14.9,5224527687,168,,5224527693,141,29.1,5224527685,3,,5224527691,140,75.6,5224527697,213,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722781855,256,61,1,25,47,8cfkisxf1fkxdqtt6tx1tup48,1,25.6,59.0,2024-09-20T17:26:43.885Z,2024-09-20T17:27:44Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5224530017,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722781547,244,1,1,25,53,8cfkisxf1fkxdqtt6tx1tup48,1,24.7,36.6,2024-09-20T17:26:50.211Z,2024-09-20T17:26:51Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5224528041,141,52.7,5224528037,56,Back,5224528043,212,14.7,5224528039,140,34.1,5224528045,213,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722781581,245,1,1,25,54,8cfkisxf1fkxdqtt6tx1tup48,1,34.1,52.7,2024-09-20T17:26:51.226Z,2024-09-20T17:26:56Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5224528225,56,Back,5224528233,213,3.95,5224528229,141,34.5,5224528231,212,17.1,5224528227,140,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722781599,246,1,1,25,59,8cfkisxf1fkxdqtt6tx1tup48,1,27.5,32.5,2024-09-20T17:26:56.266Z,2024-09-20T17:26:59Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5224528347,212,16.8,5224528341,56,Back,5224528349,213,1.77,5224528343,140,24.4,5224528345,141,56.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722781623,247,1,1,26,2,8cfkisxf1fkxdqtt6tx1tup48,1,24.4,56.7,2024-09-20T17:26:59.002Z,2024-09-20T17:27:01Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5224528475,140,36.2,5224528477,141,83.9,5224528481,213,0.98,5224528479,212,22.3,5224528471,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722781641,248,1,1,26,4,8cfkisxf1fkxdqtt6tx1tup48,1,36.8,83.9,2024-09-20T17:27:01.442Z,2024-09-20T17:27:03Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5224528587,140,27.3,5224528593,213,4.09,5224528589,141,63.3,5224528591,212,17.2,5224528585,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722781675,249,1,1,26,6,8cfkisxf1fkxdqtt6tx1tup48,1,27.3,63.3,2024-09-20T17:27:03.538Z,2024-09-20T17:27:07Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5224528773,213,4.90,5224528765,56,Back,5224528767,140,30.9,5224528771,212,20.3,5224528769,141,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722781699,250,1,1,26,10,8cfkisxf1fkxdqtt6tx1tup48,1,30.9,34.0,2024-09-20T17:27:06.891Z,2024-09-20T17:27:11Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5224528955,56,Back,5224528963,213,1.83,5224528961,212,14.9,5224528959,141,55.2,5224528957,140,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722781703,251,1,1,26,15,8cfkisxf1fkxdqtt6tx1tup48,1,29.2,56.9,2024-09-20T17:27:11.746Z,2024-09-20T17:27:13Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5224528973,140,32.0,5224528971,56,Back,5224528979,213,4.87,5224528975,141,30.3,5224528977,212,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722781733,252,1,1,26,16,8cfkisxf1fkxdqtt6tx1tup48,1,32.0,30.3,2024-09-20T17:27:12.954Z,2024-09-20T17:27:16Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5224529185,212,19.4,5224529187,213,1.53,5224529179,56,Back,5224529183,141,58.8,5224529181,140,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722781753,253,1,1,26,19,8cfkisxf1fkxdqtt6tx1tup48,1,32.8,58.8,2024-09-20T17:27:16.570Z,2024-09-20T17:27:21Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5224529345,212,17.6,5224529347,213,1.32,5224529343,141,83.9,5224529339,56,Back,5224529341,140,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722781777,254,1,1,26,25,8cfkisxf1fkxdqtt6tx1tup48,0,45.0,81.7,2024-09-20T17:27:21.746Z,2024-09-20T17:27:25Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5224529487,155,,5224529493,141,82.1,5224529499,1,,5224529491,140,100.0,5224529495,212,58.7,5224529489,56,Left,5224529497,213,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722781861,199,5,1,26,28,7gkglopz9cjsysn2u6sbhuvc5,1,-0.8,24.7,2024-09-20T17:27:25.333Z,2024-09-20T19:40:09Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,,5224530057,346,,5224530099,233,255,5224530055,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722781779,255,5,1,26,28,8cfkisxf1fkxdqtt6tx1tup48,0,100.8,75.3,2024-09-20T17:27:25.333Z,2024-09-20T19:40:10Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5224529533,56,Center,5224530117,233,199,5224529535,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722781925,200,1,1,26,49,7gkglopz9cjsysn2u6sbhuvc5,1,4.7,43.1,2024-09-20T17:27:46.573Z,2024-09-20T17:27:53Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5224530459,56,Center,5224530469,1,,5224530461,140,72.2,5224530463,141,60.0,5224530457,124,,5224530467,213,0.16,5224530473,74,,5224530465,212,71.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722781951,201,1,1,26,56,7gkglopz9cjsysn2u6sbhuvc5,1,72.2,60.0,2024-09-20T17:27:53.292Z,2024-09-20T17:27:56Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,,5224530663,213,3.42,5224530653,56,Center,5224530655,140,61.6,5224530657,141,55.4,5224530661,212,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722781955,202,4,1,27,0,7gkglopz9cjsysn2u6sbhuvc5,1,58.2,57.6,2024-09-20T17:27:56.701Z,2024-09-20T19:24:56Z,78iynnu6cnznv6fxpo4br4mlm,V. Mpindi,,,5224530737,233,257,5224530689,152,,5224530685,13,,5224530691,265,,5224530693,286,,5224530687,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722781953,257,4,1,27,0,8cfkisxf1fkxdqtt6tx1tup48,0,41.8,42.4,2024-09-20T17:27:56.702Z,2024-09-20T19:24:56Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5224530713,265,,5224530707,13,,5224530715,285,,5224530709,56,Back,5224530753,233,202,5224530711,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722782163,203,1,1,27,38,7gkglopz9cjsysn2u6sbhuvc5,1,57.2,64.0,2024-09-20T17:28:35.628Z,2024-09-20T17:28:37Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,,5224532049,141,47.9,5224532041,5,,5224532043,152,,5224532047,140,53.3,5224532053,213,4.35,5224532045,56,Center,5224532051,212,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722782191,204,1,1,27,41,7gkglopz9cjsysn2u6sbhuvc5,1,53.6,49.3,2024-09-20T17:28:37.659Z,2024-09-20T17:28:41Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5224532233,141,64.3,5224532231,140,56.1,5224532235,212,10.5,5224532229,56,Center,5224532237,213,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722782203,205,2,1,27,44,7gkglopz9cjsysn2u6sbhuvc5,1,55.2,61.4,2024-09-20T17:28:41.044Z,2024-09-20T17:28:49Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,,5224532351,141,61.4,5224532349,140,76.3,5224532603,7,9l89n30nejpn2u22ygvchwnze,5224532347,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722782247,259,1,1,27,55,8cfkisxf1fkxdqtt6tx1tup48,1,21.7,40.4,2024-09-20T17:28:52.329Z,2024-09-20T17:28:53Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5224532729,140,21.7,5224532735,213,1.57,5224532723,5,,5224532731,141,66.7,5224532727,56,Back,5224532725,241,,5224532733,212,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722782275,260,1,1,27,56,8cfkisxf1fkxdqtt6tx1tup48,1,21.7,66.7,2024-09-20T17:28:53.176Z,2024-09-20T17:28:58Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5224532879,213,4.58,5224532871,56,Back,5224532873,140,18.9,5224532877,212,22.8,5224532875,141,33.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722782293,261,1,1,28,2,8cfkisxf1fkxdqtt6tx1tup48,1,24.2,27.0,2024-09-20T17:28:59.336Z,2024-09-20T17:29:00Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5224532949,140,21.1,5224532955,213,1.73,5224532953,212,20.2,5224532947,56,Back,5224532951,141,56.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722782329,262,1,1,28,3,8cfkisxf1fkxdqtt6tx1tup48,1,21.1,56.4,2024-09-20T17:29:00.521Z,2024-09-20T17:29:04Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5224533151,141,80.3,5224533153,212,18.9,5224533147,56,Back,5224533155,213,1.04,5224533149,140,30.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722782353,263,1,1,28,7,8cfkisxf1fkxdqtt6tx1tup48,1,34.5,77.5,2024-09-20T17:29:04.568Z,2024-09-20T17:29:07Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5224533281,141,59.3,5224533285,213,3.91,5224533277,56,Back,5224533279,140,22.2,5224533283,212,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722782369,264,1,1,28,10,8cfkisxf1fkxdqtt6tx1tup48,1,22.2,59.3,2024-09-20T17:29:07.064Z,2024-09-20T17:29:10Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5224533425,141,32.5,5224533433,213,4.86,5224533419,56,Back,5224533429,212,18.4,5224533421,140,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722782387,265,1,1,28,13,8cfkisxf1fkxdqtt6tx1tup48,1,24.7,30.7,2024-09-20T17:29:10.464Z,2024-09-20T17:29:12Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5224533507,141,57.9,5224533509,212,18.6,5224533503,56,Back,5224533505,140,22.5,5224533511,213,1.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722782425,266,1,1,28,15,8cfkisxf1fkxdqtt6tx1tup48,1,22.5,57.9,2024-09-20T17:29:12.625Z,2024-09-20T17:29:19Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5224533771,56,Back,5224533779,213,0.93,5224533773,140,33.8,5224533777,212,19.9,5224533775,141,81.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722782441,267,1,1,28,23,8cfkisxf1fkxdqtt6tx1tup48,1,40.7,83.0,2024-09-20T17:29:19.664Z,2024-09-20T17:29:22Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5224533859,56,Back,5224533875,213,3.73,5224533863,140,25.5,5224533867,141,67.2,5224533871,212,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722782465,268,1,1,28,25,8cfkisxf1fkxdqtt6tx1tup48,1,25.5,67.2,2024-09-20T17:29:22.400Z,2024-09-20T17:29:26Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5224534027,212,21.9,5224534021,56,Back,5224534029,213,4.92,5224534023,140,29.8,5224534025,141,35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722782523,269,1,1,28,29,8cfkisxf1fkxdqtt6tx1tup48,1,30.0,31.2,2024-09-20T17:29:26.360Z,2024-09-20T17:29:33Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5224534335,141,50.1,5224534333,140,23.7,5224534339,213,2.05,5224534331,56,Back,5224534337,212,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722782555,270,1,1,28,37,8cfkisxf1fkxdqtt6tx1tup48,0,29.0,49.0,2024-09-20T17:29:33.736Z,2024-09-20T17:29:38Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5224534481,212,60.8,5224534473,155,,5224534483,213,6.05,5224534479,141,28.0,5224534475,56,Center,5224534485,1,,5224534477,140,85.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722782567,206,12,1,28,42,7gkglopz9cjsysn2u6sbhuvc5,1,10.8,69.6,2024-09-20T17:29:38.740Z,2024-09-20T17:29:42Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5224534567,212,39.6,5224534565,141,100.0,5224534615,167,,5224534561,56,Back,5224534569,213,0.58,5224534563,140,42.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722782573,207,5,1,28,44,7gkglopz9cjsysn2u6sbhuvc5,0,41.5,101.6,2024-09-20T17:29:41.342Z,2024-09-20T19:40:10Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5224534589,56,Back,5224534591,347,,5224535479,233,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722782717,271,5,1,28,44,8cfkisxf1fkxdqtt6tx1tup48,1,58.5,-1.6,2024-09-20T17:29:41.342Z,2024-09-20T19:40:10Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5224535449,56,Right,5224535451,347,,5224535471,233,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722782743,272,1,1,29,6,8cfkisxf1fkxdqtt6tx1tup48,1,51.4,0.0,2024-09-20T17:30:02.968Z,2024-09-20T17:30:06Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5224535645,1,,5224535637,140,68.3,5224535635,56,Right,5224535639,141,16.4,5224535643,213,0.60,5224535641,212,21.4,5224535633,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722782759,273,1,1,29,9,8cfkisxf1fkxdqtt6tx1tup48,1,68.3,16.4,2024-09-20T17:30:06.479Z,2024-09-20T17:30:09Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5224535745,141,10.1,5224535747,212,4.8,5224535739,3,,5224535743,140,66.3,5224535741,56,Right,5224535749,213,4.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722782765,274,1,1,29,12,8cfkisxf1fkxdqtt6tx1tup48,0,65.0,6.8,2024-09-20T17:30:08.993Z,2024-09-20T17:30:09Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5224535787,212,15.7,5224535775,56,Right,5224535785,141,0.0,5224535789,213,5.94,5224535781,140,79.1,5224535771,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722782787,208,5,1,29,13,7gkglopz9cjsysn2u6sbhuvc5,1,24.0,101.4,2024-09-20T17:30:09.728Z,2024-09-20T19:40:11Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5224535987,56,Back,5224535989,347,,5224536035,233,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722782767,275,5,1,29,13,8cfkisxf1fkxdqtt6tx1tup48,0,76.0,-1.4,2024-09-20T17:30:09.728Z,2024-09-20T19:40:11Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5224536065,233,208,5224535801,56,Right,5224535803,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722782823,209,1,1,29,17,7gkglopz9cjsysn2u6sbhuvc5,1,24.0,100.0,2024-09-20T17:30:14.164Z,2024-09-20T17:30:18Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5224536237,213,5.56,5224536229,56,Back,5224536235,212,12.1,5224536231,140,32.6,5224536227,107,,5224536233,141,89.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722782807,276,43,1,29,20,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2024-09-20T17:30:16.703Z,2024-09-20T17:30:55Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5224536313,399,9nafz0c0x2qvmo5ldm0djmcq1,5224537845,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722782827,210,50,1,29,20,7gkglopz9cjsysn2u6sbhuvc5,1,29.6,85.0,2024-09-20T17:30:17.100Z,2024-09-20T17:31:21Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,,5224536257,56,Back,5224538815,233,277,5224536259,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722782839,277,7,1,29,20,8cfkisxf1fkxdqtt6tx1tup48,0,70.4,15.0,2024-09-20T17:30:17.101Z,2024-09-20T17:59:13Z,abhfq12njxxutqjtb9zvcusyc,Mohamad Al Naser,,,5224536289,56,Right,5224536293,286,,5224536309,233,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722783049,214,61,1,29,21,7gkglopz9cjsysn2u6sbhuvc5,1,33.5,88.6,2024-09-20T17:30:18.475Z,2024-09-20T17:31:12Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,,5224537605,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722782835,211,43,1,29,22,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2024-09-20T17:30:18.940Z,2024-09-20T17:30:24Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,,5224536281,56,Back,5224536475,144,74,5224536283,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722782849,212,1,1,29,24,7gkglopz9cjsysn2u6sbhuvc5,0,30.9,91.5,2024-09-20T17:30:21.330Z,2024-09-20T17:31:15Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5224536413,212,13.1,5224536409,140,41.8,5224536411,141,100.0,5224536407,56,Back,5224536415,213,0.50,5224536417,1,,5224536405,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722782855,213,5,1,29,25,7gkglopz9cjsysn2u6sbhuvc5,0,40.1,101.1,2024-09-20T17:30:21.863Z,2024-09-20T19:17:09Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5224536543,233,278,5224536437,347,,5224536435,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722782873,278,5,1,29,25,8cfkisxf1fkxdqtt6tx1tup48,1,59.9,-1.1,2024-09-20T17:30:21.863Z,2024-09-20T19:40:11Z,abhfq12njxxutqjtb9zvcusyc,Mohamad Al Naser,,,5224536539,233,213,5224536505,347,,5224536503,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722782893,279,1,1,29,29,8cfkisxf1fkxdqtt6tx1tup48,1,62.2,0.0,2024-09-20T17:30:26.383Z,2024-09-20T17:30:27Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5224536631,213,2.54,5224536627,141,31.6,5224536633,1,,5224536625,140,30.6,5224536629,212,40.1,5224536621,107,,5224536623,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722782937,280,1,1,29,31,8cfkisxf1fkxdqtt6tx1tup48,1,30.6,31.6,2024-09-20T17:30:27.775Z,2024-09-20T17:30:34Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5224536921,140,34.3,5224536923,141,72.4,5224536927,213,1.43,5224536919,56,Back,5224536925,212,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722782961,281,1,1,29,37,8cfkisxf1fkxdqtt6tx1tup48,1,44.8,69.3,2024-09-20T17:30:34.399Z,2024-09-20T17:30:37Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5224537079,140,33.3,5224537083,212,17.2,5224537077,56,Back,5224537085,213,3.94,5224537081,141,51.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722782965,282,1,1,29,40,8cfkisxf1fkxdqtt6tx1tup48,1,33.3,50.3,2024-09-20T17:30:37.647Z,2024-09-20T17:30:39Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5224537115,140,37.4,5224537121,213,4.94,5224537117,141,22.4,5224537113,56,Back,5224537119,212,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722782997,283,1,1,29,42,8cfkisxf1fkxdqtt6tx1tup48,1,37.4,22.1,2024-09-20T17:30:39.175Z,2024-09-20T17:30:43Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5224537311,212,22.5,5224537313,213,2.00,5224537309,141,52.2,5224537305,56,Back,5224537307,140,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722783045,284,1,1,29,46,8cfkisxf1fkxdqtt6tx1tup48,1,28.5,52.4,2024-09-20T17:30:43.143Z,2024-09-20T17:30:50Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5224537581,140,39.9,5224537579,56,Back,5224537583,141,80.5,5224537587,213,1.01,5224537585,212,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722783113,285,1,1,29,53,8cfkisxf1fkxdqtt6tx1tup48,1,45.6,75.6,2024-09-20T17:30:50.030Z,2024-09-20T17:30:55Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5224537893,1,,5224537887,141,25.9,5224537885,140,41.6,5224537891,213,4.59,5224537889,212,34.1,5224537883,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722783135,286,1,1,29,59,8cfkisxf1fkxdqtt6tx1tup48,1,43.3,23.1,2024-09-20T17:30:55.687Z,2024-09-20T17:30:58Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5224537999,56,Back,5224538005,212,20.2,5224538007,213,2.06,5224538003,141,49.3,5224538001,140,34.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722783137,287,1,1,30,1,8cfkisxf1fkxdqtt6tx1tup48,1,34.3,51.8,2024-09-20T17:30:57.894Z,2024-09-20T17:30:59Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5224538031,56,Back,5224538037,212,18.3,5224538035,141,74.5,5224538041,213,1.01,5224538033,140,43.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722783155,288,1,1,30,2,8cfkisxf1fkxdqtt6tx1tup48,1,45.8,76.3,2024-09-20T17:30:59.447Z,2024-09-20T17:31:02Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5224538143,56,Center,5224538149,212,17.4,5224538145,140,54.1,5224538151,213,5.24,5224538147,141,54.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722783157,215,43,1,30,5,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2024-09-20T17:31:02.051Z,2024-09-20T17:31:08Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5224538405,399,74m58jsznzu8l89b8h7rkh1bd,5224538443,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722783169,289,4,1,30,7,8cfkisxf1fkxdqtt6tx1tup48,1,45.7,55.2,2024-09-20T17:31:04.399Z,2024-09-20T19:24:56Z,74m58jsznzu8l89b8h7rkh1bd,C. Jensen,,,5224538323,152,,5224538317,13,,5224538321,56,Back,5224538325,286,,5224538319,294,,5224538367,233,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722783171,216,4,1,30,7,7gkglopz9cjsysn2u6sbhuvc5,0,54.3,44.8,2024-09-20T17:31:04.400Z,2024-09-20T19:24:57Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5224538343,294,,5224538349,285,,5224538341,13,,5224538345,56,Center,5224538347,152,,5224538375,233,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722783241,290,1,1,30,15,8cfkisxf1fkxdqtt6tx1tup48,1,49.5,61.7,2024-09-20T17:31:12.078Z,2024-09-20T17:31:13Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5224538625,56,Back,5224538633,213,1.92,5224538627,140,44.5,5224538631,212,15.5,5224538623,152,,5224538621,5,,5224538629,141,83.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
